unicode	汉字	频率	旧频率	拼音
\u515a	党	4354	4354	dang
\u7206	爆	4354	4354	bao
\u9996	首	4344	4344	shou
\u7c89	粉	4338	4338	fen
\u5ff5	念	4327	4327	nian
\u949f	钟	4317	4317	zhong
\u5c5e	属	4306	4312	shu/zhu
\u6234	戴	4306	4306	dai
\u75bc	疼	4306	4306	teng
\u7136	然	4290	4290	ran
\u97e9	韩	4279	4279	han
\u6263	扣	4258	4258	kou
\u79df	租	4253	4253	zu
\u634f	捏	4237	4237	nie
\u6e2f	港	4237	4237	gang
\u72fc	狼	4237	4237	lang
\u76d6	盖	4231	4237	gai/ge
\u96f7	雷	4231	4231	lei
\u5170	兰	4205	4205	lan
\u72c2	狂	4205	4205	kuang
\u5f15	引	4195	4195	yin
\u4f5b	佛	4148	4244	fo/fu
\u538b	压	4148	4148	ya
\u6881	梁	4148	4148	liang
\u731b	猛	4138	4138	meng
\u8239	船	4132	4132	chuan
\u4eca	今	4112	4112	jin
\u9f50	齐	4112	4112	qi
\u4e9a	亚	4107	4107	ya
\u6258	托	4107	4107	tuo
\u6068	恨	4102	4102	hen
\u8d5b	赛	4086	4086	sai
\u5b8b	宋	4081	4081	song
\u5ba2	客	4081	4081	ke
\u65af	斯	4076	4076	si
\u6c99	沙	4071	4071	sha
\u817f	腿	4066	4066	tui
\u94f6	银	4061	4061	yin
\u9886	领	4061	4061	ling
\u7801	码	4046	4046	ma
\u867d	虽	4041	4041	sui
\u795d	祝	4031	4031	zhu
\u5458	员	4026	4031	yuan/yun
\u53e5	句	4021	4026	gou/ju
\u4e01	丁	4011	4017	ding/zheng
\u671b	望	3996	3996	wang
\u6218	战	3991	3991	zhan
\u7f3a	缺	3991	3991	que
\u98df	食	3981	4119	shi/si
\u4f2a	伪	3978	978	wei
\u5e8a	床	3976	3976	chuang
\u6297	抗	3971	3971	kang
\u8d3c	贼	3971	3971	zei
\u4e61	乡	3961	3961	xiang
\u754c	界	3961	3961	jie
\u56f0	困	3946	3946	kun
\u6cb3	河	3946	3946	he
\u677e	松	3941	3941	song
\u90d1	郑	3941	3941	zheng
\u5426	否	3931	3936	fou/pi
\u6b65	步	3931	3931	bu
\u56ed	园	3927	3927	yuan
\u6298	折	3927	3961	she/zhe
\u5c1a	尚	3912	3912	shang
\u7f8a	羊	3912	3912	yang
\u798f	福	3902	3902	fu
\u5b81	宁	3897	3897	ning
\u5fc5	必	3878	3878	bi
\u906d	遭	3873	3873	zao
\u731c	猜	3859	3859	cai
\u4f0a	伊	3849	3849	yi
\u79cb	秋	3839	3839	qiu
\u7aef	端	3825	3825	duan
\u63d2	插	3811	3811	cha
\u6bd2	毒	3811	3811	du
\u6eda	滚	3811	3811	gun
\u718a	熊	3811	3811	xiong
\u83b7	获	3801	3801	huo
\u79e6	秦	3797	3797	qin
\u5377	卷	3792	3792	juan
\u6301	持	3792	3792	chi
\u8bbe	设	3787	3787	she
\u67b6	架	3782	3782	jia
\u671d	朝	3764	5002	chao/zhao
\u5582	喂	3754	3754	wei
\u5f52	归	3754	3754	gui
\u5e7f	广	3745	3751	an/guang
\u8e22	踢	3745	3745	ti
\u7075	灵	3722	3722	ling
\u642c	搬	3708	3708	ban
\u8ff7	迷	3703	3703	mi
\u80dc	胜	3699	3699	sheng
\u57fa	基	3694	3694	ji
\u610f	意	3694	3694	yi
\u8d76	赶	3694	3694	gan
\u4e43	乃	3671	3671	nai
\u7532	甲	3666	3666	jia
\u62d6	拖	3653	3653	tuo
\u6478	摸	3639	3639	mo
\u53f2	史	3635	3635	shi
\u53f3	右	3635	3635	you
\u60e8	惨	3630	3630	can
\u7238	爸	3625	3625	ba
\u5854	塔	3616	3616	ta
\u8ba2	订	3616	3616	ding
\u7eb8	纸	3607	3607	zhi
\u6563	散	3585	3585	san
\u5448	呈	3576	3576	cheng
\u59d3	姓	3576	3576	xing
\u5708	圈	3567	3646	juan/quan
\u6d0b	洋	3567	3567	yang
\u54ac	咬	3558	3558	yao
\u559c	喜	3558	3558	xi
\u560e	嘎	3558	3558	ga
\u95ea	闪	3554	3554	shan
\u5bcc	富	3549	3549	fu
\u6cbb	治	3536	3536	zhi
\u5594	喔	3527	5466	o/wo
\u6599	料	3523	3523	liao
\u6279	批	3519	3519	pi
\u9662	院	3519	3519	yuan
\u901b	逛	3514	3514	guang
\u5cf0	峰	3510	3510	feng
\u72e0	狠	3506	3506	hen
\u9192	醒	3506	3506	xing
\u54a7	咧	3501	3501	lie
\u722c	爬	3501	3501	pa
\u6885	梅	3492	3492	mei
\u7626	瘦	3488	3488	shou
\u964d	降	3488	3521	jiang/xiang
\u7ed3	结	3484	3484	jie
\u6237	户	3479	3479	hu
\u75af	疯	3471	3471	feng
\u5077	偷	3462	3462	tou
\u8bed	语	3458	3458	yu
\u67aa	枪	3453	3453	qiang
\u8e29	踩	3453	3453	cai
\u8db3	足	3449	3449	zu
\u7cbe	精	3445	3445	jing
\u5fd7	志	3436	3436	zhi
\u652f	支	3428	3428	zhi
\u5475	呵	3423	3760	a/he
\u8f6f	软	3419	3419	ruan
\u675c	杜	3411	3411	du
\u8d5e	赞	3402	3402	zan
\u4f9d	依	3390	3390	yi
\u4e3d	丽	3385	3385	li
\u5c55	展	3377	3377	zhan
\u5eb7	康	3377	3377	kang
\u5174	兴	3373	3373	xing
\u6551	救	3373	3373	jiu
\u500d	倍	3368	3368	bei
\u5802	堂	3364	3364	tang
\u978b	鞋	3364	3364	xie
\u613f	愿	3339	3339	yuan
\u952e	键	3306	3306	jian
\u4f3c	似	3298	3880	shi/si
\u5192	冒	3290	3297	mao/mo
\u5b88	守	3290	3290	shou
\u97f3	音	3290	3290	yin
\u89c2	观	3281	3281	guan
\u4ef2	仲	3273	3273	zhong
\u5f31	弱	3273	3273	ruo
\u66ff	替	3257	3257	ti
\u4e16	世	3253	3253	shi
\u7b14	笔	3249	3249	bi
\u95f2	闲	3241	3241	xian
\u903c	逼	3237	3237	bi
\u7259	牙	3233	3233	ya
\u821e	舞	3233	3233	wu
\u8363	荣	3233	3233	rong
\u8457	著	3225	3245	zhu/zhuo
\u904d	遍	3213	3213	bian
\u5f71	影	3209	3209	ying
\u66f2	曲	3201	3201	qu
\u4e11	丑	3197	3197	chou
\u5413	吓	3197	3204	he/xia
\u5dde	州	3193	3193	zhou
\u5df4	巴	3193	3193	ba
\u6d4b	测	3189	3189	ce
\u72b6	状	3181	3181	zhuang
\u5bbd	宽	3177	3177	kuan
\u6b66	武	3161	3161	wu
\u7bb1	箱	3161	3161	xiang
\u7a0b	程	3157	3157	cheng
\u504f	偏	3153	3153	pian
\u5e84	庄	3153	3153	zhuang
\u7ec6	细	3153	3153	xi
\u8036	耶	3149	3149	ye
\u8054	联	3141	3141	lian
\u6e56	湖	3137	3137	hu
\u6652	晒	3130	3130	shai
\u67f3	柳	3130	3130	liu
\u9501	锁	3122	3122	suo
\u5370	印	3118	3118	yin
\u5473	味	3099	3099	wei
\u7d2b	紫	3099	3099	zi
\u4f17	众	3095	3095	zhong
\u73af	环	3091	3091	huan
\u96f6	零	3091	3091	ling
\u5b9e	实	3087	3087	shi
\u7b54	答	3087	3087	da
\u539a	厚	3079	3079	hou
\u5a18	娘	3079	3079	niang
\u61d2	懒	3072	3072	lan
\u5bf8	寸	3068	3068	cun
\u6807	标	3068	3068	biao
\u517c	兼	3049	3049	jian
\u5b54	孔	3045	3045	kong
\u6b27	欧	3041	3041	ou
\u52d2	勒	3034	3154	le/lei
\u5416	吖	3034	3295	a/ya
\u95f7	闷	3034	3034	men
\u5c9b	岛	3026	3026	dao
\u706d	灭	3026	3026	mie
\u767b	登	3026	3026	deng
\u987e	顾	3015	3015	gu
\u74e6	瓦	3011	3011	wa
\u8fd0	运	3011	3011	yun
\u629b	抛	3004	3004	pao
\u987a	顺	3004	3004	shun
\u9646	陆	3000	3200	liu/lu
\u96c5	雅	2996	2996	ya
\u53f8	司	2981	2981	si
\u6e29	温	2981	2981	wen
\u8f6e	轮	2977	2977	lun
\u5fae	微	2970	2970	wei
\u793e	社	2966	2966	she
\u6770	杰	2963	2963	jie
\u5976	奶	2952	2952	nai
\u676f	杯	2948	2948	bei
\u641c	搜	2944	2944	sou
\u51ed	凭	2937	2937	ping
\u5947	奇	2926	2952	ji/qi
\u5c45	居	2926	2926	ju
\u6d1e	洞	2922	2922	dong
\u9b54	魔	2922	2922	mo
\u7f16	编	2919	2919	bian
\u864e	虎	2911	2911	hu
\u4f73	佳	2904	2904	jia
\u5145	充	2904	2904	chong
\u5ddd	川	2883	2883	chuan
\u9178	酸	2875	2875	suan
\u5f62	形	2865	2865	xing
\u5899	墙	2861	2861	qiang
\u5706	圆	2854	2854	yuan
\u5bb3	害	2854	2854	hai
\u6863	档	2850	2850	dang
\u8d1f	负	2850	2850	fu
\u55bd	喽	2847	2847	lou
\u8303	范	2843	2843	fan
\u7cd6	糖	2840	2840	tang
\u716e	煮	2836	2836	zhu
\u62df	拟	2833	2833	ni
\u81f4	致	2826	2826	zhi
\u5c41	屁	2822	2822	pi
\u7a33	稳	2822	2822	wen
\u666f	景	2819	2819	jing
\u89c9	觉	2815	3601	jiao/jue
\u89e6	触	2813	815	chu
\u5410	吐	2812	2812	tu
\u78b0	碰	2812	2812	peng
\u6ce8	注	2808	2808	zhu
\u80a5	肥	2808	2808	fei
\u514d	免	2805	2805	mian
\u6b20	欠	2805	2805	qian
\u86cb	蛋	2805	2805	dan
\u6323	挣	2794	2794	zheng
\u6653	晓	2791	2791	xiao
\u66f9	曹	2791	2791	cao
\u5f8c	後	2787	2787	hou
\u4faf	侯	2784	2784	hou
\u76db	盛	2773	2925	cheng/sheng
\u826f	良	2770	2770	liang
\u64e6	擦	2753	2753	ca
\u8131	脱	2753	2753	tuo
\u4ed9	仙	2749	2749	xian
\u6697	暗	2749	2749	an
\u780d	砍	2746	2746	kan
\u592b	夫	2742	2742	fu
\u719f	熟	2735	3115	shou/shu
\u5144	兄	2729	2729	xiong
\u5c14	尔	2729	2729	er
\u7686	皆	2725	2725	jie
\u7434	琴	2722	2722	qin
\u521b	创	2712	2712	chuang
\u6c38	永	2712	2712	yong
\u5bab	宫	2702	2702	gong
\u7ee7	继	2685	2685	ji
\u8c37	谷	2678	2684	gu/yu
\u5b8f	宏	2665	2665	hong
\u4e13	专	2662	2662	zhuan
\u5f55	录	2662	2662	lu
\u65bd	施	2662	2662	shi
\u5584	善	2658	2658	shan
\u589e	增	2658	2658	zeng
\u4f8b	例	2655	2655	li
\u7a0e	税	2652	2652	shui
\u4ea7	产	2648	2648	chan
\u5ae9	嫩	2645	2645	nen
\u80af	肯	2642	2642	ken
\u62bc	押	2635	2635	ya
\u9ebb	麻	2635	2635	ma
\u89c6	视	2625	2625	shi
\u6012	怒	2622	2622	nu
\u6a2a	横	2622	2622	heng
\u6254	扔	2619	2619	reng
\u6bcd	母	2619	2619	mu
\u5fcd	忍	2612	2612	ren
\u8170	腰	2606	2606	yao
\u81ed	臭	2596	2601	chou/xiu
\u5b97	宗	2593	2593	zong
\u6cea	泪	2586	2586	lei
\u827e	艾	2586	2611	ai/yi
\u51c0	净	2577	2577	jing
\u8096	肖	2577	2577	xiao
\u654f	敏	2573	2573	min
\u5435	吵	2570	2570	chao
\u7f6a	罪	2567	2567	zui
\u4e89	争	2564	2564	zheng
\u4f1f	伟	2561	2561	wei
\u54cd	响	2554	2554	xiang
\u68d2	棒	2554	2554	bang
\u9093	邓	2554	2554	deng
\u51cf	减	2548	2548	jian
\u6597	斗	2548	2548	dou
\u6c0f	氏	2548	2554	shi/zhi
\u544a	告	2532	2532	gao
\u5409	吉	2529	2529	ji
\u5723	圣	2529	2529	sheng
\u62c6	拆	2529	2601	ca/chai
\u8521	蔡	2526	2526	cai
\u95fb	闻	2526	2526	wen
\u672b	末	2523	2523	mo
\u6742	杂	2519	2519	za
\u8863	衣	2516	2516	yi
\u9ea6	麦	2513	2513	mai
\u51af	冯	2510	2510	feng
\u59b9	妹	2507	2507	mei
\u4e49	义	2504	2504	yi
\u585e	塞	2504	2824	sai/se
\u5c3c	尼	2504	2504	ni
\u8463	董	2494	2494	dong
\u89d2	角	2494	3086	jiao/jue
\u65c1	旁	2491	2497	bang/pang
\u6f58	潘	2491	2491	pan
\u8010	耐	2491	2491	nai
\u9189	醉	2491	2491	zui
\u5462	呢	2485	4884	ne/ni
\u5b87	宇	2482	2482	yu
\u4e1d	丝	2479	2479	si
\u8ba1	计	2476	2476	ji
\u6821	校	2470	2518	jiao/xiao
\u59dc	姜	2467	2467	jiang
\u6284	抄	2467	2467	chao
\u5b9c	宜	2457	2457	yi
\u848b	蒋	2451	2451	jiang
\u6838	核	2445	2451	he/hu
\u7ef4	维	2445	2445	wei
\u7070	灰	2442	2442	hui
\u94a2	钢	2439	2439	gang
\u50ac	催	2436	2436	cui
\u695a	楚	2427	2427	chu
\u5c4b	屋	2421	2421	wu
\u4e39	丹	2418	2418	dan
\u8ba4	认	2412	2412	ren
\u4e58	乘	2409	2422	cheng/sheng
\u4fca	俊	2406	2406	jun
\u8fd4	返	2406	2406	fan
\u699c	榜	2403	2403	bang
\u82b3	芳	2403	2403	fang
\u4ec1	仁	2400	2400	ren
\u77ff	矿	2400	2400	kuang
\u745e	瑞	2391	2391	rui
\u4e25	严	2385	2385	yan
\u6dfb	添	2385	2385	tian
\u8bc4	评	2385	2385	ping
\u9177	酷	2385	2385	ku
\u7edd	绝	2382	2382	jue
\u5e01	币	2376	2376	bi
\u98d8	飘	2376	2376	piao
\u5a01	威	2373	2373	wei
\u523b	刻	2370	2370	ke
\u6446	摆	2364	2364	bai
\u70b8	炸	2358	2358	zha
\u563f	嘿	2355	2451	hai/hei/mo
\u72af	犯	2350	2350	fan
\u4eac	京	2347	2347	jing
\u9c81	鲁	2347	2347	lu
\u5177	具	2344	2344	ju
\u6324	挤	2344	2344	ji
\u94dc	铜	2344	2344	tong
\u5c4a	届	2341	2341	jie
\u5bc6	密	2338	2338	mi
\u74f6	瓶	2338	2338	ping
\u5939	夹	2332	2339	ga/jia
\u9aa8	骨	2332	2332	gu
\u9ece	黎	2323	2323	li
\u519c	农	2318	2318	nong
\u5c04	射	2318	2318	she
\u9986	馆	2318	2318	guan
\u58eb	士	2309	2309	shi
\u7d22	索	2303	2303	suo
\u5b63	季	2300	2300	ji
\u5bfb	寻	2300	2305	xin/xun
\u62fc	拼	2300	2300	pin
\u65cf	族	2300	2300	zu
\u663e	显	2300	2300	xian
\u6d2a	洪	2297	2297	hong
\u9a91	骑	2295	2314	ji/qi
\u5de8	巨	2292	2292	ju
\u5384	厄	2289	2289	e
\u5385	厅	2289	2289	ting
\u5bb9	容	2278	2278	rong
\u672f	术	2278	2284	shu/zhu
\u590d	复	2272	2272	fu
\u667a	智	2272	2272	zhi
\u8f89	辉	2272	2272	hui
\u666e	普	2269	2269	pu
\u5267	剧	2266	2266	ju
\u91c7	采	2263	2263	cai
\u626f	扯	2261	2261	che
\u71d5	燕	2261	2261	yan
\u7af9	竹	2261	2261	zhu
\u649e	撞	2258	2258	zhuang
\u8111	脑	2258	2258	nao
\u793c	礼	2255	2255	li
\u805a	聚	2255	2255	ju
\u819c	膜	2247	2247	mo
\u8baf	讯	2247	2247	xun
\u8bfa	诺	2244	2244	nuo
\u642d	搭	2238	2238	da
\u9b4f	魏	2238	2238	wei
\u6cfd	泽	2235	2235	ze
\u80c3	胃	2227	2227	wei
\u66f0	曰	2224	2224	yue
\u4fa7	侧	2221	2233	ce/ze/zhai
\u5f6d	彭	2213	2213	peng
\u94bb	钻	2213	2213	zuan
\u51e4	凤	2210	2210	feng
\u8881	袁	2210	2210	yuan
\u5415	吕	2205	2205	lv
\u7a9d	窝	2199	2199	wo
\u51c9	凉	2197	2197	liang
\u4e5c	乜	2194	2277	mie/nie
\u9634	阴	2194	2194	yin
\u8499	蒙	2191	2191	meng
\u8eb2	躲	2188	2188	duo
\u8d56	赖	2186	2186	lai
\u5806	堆	2183	2183	dui
\u751c	甜	2180	2180	tian
\u8d74	赴	2178	2178	fu
\u52b2	劲	2175	2760	jin/jing
\u76d0	盐	2175	2175	yan
\u5b5f	孟	2172	2172	meng
\u7c97	粗	2172	2172	cu
\u4e3e	举	2164	2164	ju
\u751a	甚	2161	2161	shen
\u8f7d	载	2159	2159	zai
\u5e10	帐	2156	2156	zhang
\u7533	申	2151	2151	shen
\u9732	露	2148	3274	lou/lu
\u529d	劝	2132	2132	quan
\u778e	瞎	2132	2132	xia
\u8bad	训	2132	2132	xun
\u9a7b	驻	2132	2132	zhu
\u60f9	惹	2129	2129	re
\u9003	逃	2129	2129	tao
\u4f11	休	2127	2127	xiu
\u5f69	彩	2127	2127	cai
\u72ec	独	2124	2124	du
\u5e86	庆	2119	2119	qing
\u85cf	藏	2119	2717	cang/zang
\u4ed3	仓	2113	2113	cang
\u65a4	斤	2111	2111	jin
\u59da	姚	2108	2108	yao
\u6d6a	浪	2108	2108	lang
\u5587	喇	2106	2106	la
\u7eb3	纳	2103	2103	na
\u9488	针	2103	2103	zhen
\u5428	吨	2100	2100	dun
\u5609	嘉	2100	2100	jia
\u5fe0	忠	2098	2098	zhong
\u5438	吸	2095	2095	xi
\u68ee	森	2095	2095	sen
\u6cf0	泰	2095	2095	tai
\u8427	萧	2092	2092	xiao
\u529f	功	2090	2090	gong
\u8de8	跨	2090	2090	kua
\u75c7	症	2079	2079	zheng
\u8d1d	贝	2074	2074	bei
\u54fc	哼	2072	2072	heng
\u704c	灌	2064	2064	guan
\u7f18	缘	2061	2061	yuan
\u5362	卢	2059	2059	lu
\u536b	卫	2059	2059	wei
\u55b7	喷	2059	2059	pen
\u86c7	蛇	2059	2064	she/yi
\u76d2	盒	2054	2054	he
\u4e95	井	2051	2051	jing
\u5bfc	导	2043	2043	dao
\u7565	略	2038	2038	lue
\u540a	吊	2033	2033	diao
\u626b	扫	2033	2033	sao
\u62dc	拜	2033	2033	bai
\u8d2d	购	2028	2028	gou
\u8d31	贱	2026	2026	jian
\u996e	饮	2026	2026	yin
\u660f	昏	2021	2021	hun
\u865a	虚	2018	2018	xu
\u6572	敲	2016	2016	qiao
\u5ca9	岩	2003	2003	yan
\u57cb	埋	2001	2007	mai/man
\u5bfa	寺	2001	2001	si
\u5de7	巧	2001	2001	qiao
\u5a1c	娜	1998	2004	na/nuo
\u51ac	冬	1996	1996	dong
\u4fac	侬	1991	1991	nong
\u5f39	弹	1988	2558	dan/tan
\u6101	愁	1988	1988	chou
\u51ef	凯	1983	1983	kai
\u76ee	目	1983	1983	mu
\u6de1	淡	1981	1981	dan
\u4f18	优	1968	1968	you
\u866b	虫	1966	1966	chong
\u6c60	池	1964	1964	chi
\u6c47	汇	1959	1959	hui
\u8428	萨	1956	1956	sa
\u5c4f	屏	1954	1969	bing/ping
\u6ce5	泥	1944	1944	ni
\u52c7	勇	1939	1939	yong
\u6000	怀	1932	1932	huai
\u626c	扬	1930	1930	yang
\u8fdf	迟	1930	1930	chi
\u94fa	铺	1930	1930	pu
\u78e8	磨	1925	1925	mo
\u547c	呼	1920	1920	hu
\u600e	怎	1920	1920	zen
\u8d4c	赌	1920	1920	du
\u4e54	乔	1913	1913	qiao
\u6d82	涂	1910	1910	tu
\u8d22	财	1906	1906	cai
\u680f	栏	1903	1903	lan
\u9047	遇	1894	1894	yu
\u6cc9	泉	1889	1889	quan
\u859b	薛	1889	1889	xue
\u6c6a	汪	1887	1887	wang
\u7a0d	稍	1887	1887	shao
\u5ac1	嫁	1884	1884	jia
\u9505	锅	1884	1884	guo
\u7ec8	终	1882	1882	zhong
\u653b	攻	1880	1880	gong
\u624e	扎	1873	2008	za/zha
\u8d28	质	1873	1873	zhi
\u53fc	叼	1868	1868	diao
\u5a03	娃	1868	1868	wa
\u8d54	赔	1866	1866	pei
\u9694	隔	1866	1866	ge
\u7965	祥	1863	1863	xiang
\u5450	呐	1861	2049	na/ne
\u6db2	液	1859	1859	ye
\u8c46	豆	1856	1856	dou
\u7897	碗	1854	1854	wan
\u7ed5	绕	1854	1854	rao
\u4f50	佐	1852	1852	zuo
\u65fa	旺	1852	1852	wang
\u6f0f	漏	1850	1850	lou
\u51d1	凑	1847	1847	cou
\u8d3e	贾	1845	1851	gu/jia
\u96c4	雄	1845	1845	xiong
\u59d4	委	1840	1840	wei
\u4e34	临	1838	1838	lin
\u543b	吻	1838	1838	wen
\u6e7f	湿	1838	1838	shi
\u5d14	崔	1836	1836	cui
\u6846	框	1836	1836	kuang
\u63a2	探	1829	1829	tan
\u80f8	胸	1827	1827	xiong
\u789f	碟	1824	1824	die
\u6d1b	洛	1822	1822	luo
\u5065	健	1820	1820	jian
\u8f86	辆	1820	1820	liang
\u901f	速	1820	1820	su
\u987f	顿	1820	1845	du/dun
\u552f	唯	1815	1815	wei
\u62d4	拔	1815	1815	ba
\u66b4	暴	1813	1819	bao/pu
\u5931	失	1804	1804	shi
\u6c9f	沟	1802	1802	gou
\u4eea	仪	1797	1797	yi
\u90ce	郎	1793	1793	lang
\u5c3f	尿	1791	1798	niao/sui
\u810f	脏	1786	1786	zang
\u5e0c	希	1784	1784	xi
\u9017	逗	1784	1784	dou
\u8bc6	识	1779	1784	shi/zhi
\u60e0	惠	1777	1777	hui
\u73e0	珠	1777	1777	zhu
\u83f2	菲	1773	1773	fei
\u8c2d	谭	1771	1771	tan
\u900f	透	1771	1771	tou
\u8bf6	诶	1766	3532	e/ei
\u9ebd	麽	1766	1895	ma/me/mo
\u51cc	凌	1764	1764	ling
\u5e9c	府	1757	1757	fu
\u64ad	播	1755	1755	bo
\u7236	父	1755	1755	fu
\u5acc	嫌	1751	1751	xian
\u7a97	窗	1744	1744	chuang
\u8033	耳	1740	1740	er
\u6b8b	残	1738	1738	can
\u7816	砖	1731	1731	zhuan
\u60a3	患	1729	1729	huan
\u660c	昌	1729	1729	chang
\u9635	阵	1729	1729	zhen
\u54e9	哩	1723	1723	li
\u5e9f	废	1723	1723	fei
\u6241	扁	1723	1734	bian/pian
\u6361	捡	1723	1723	jian
\u82d7	苗	1723	1723	miao
\u5e1d	帝	1718	1718	di
\u526a	剪	1712	1712	jian
\u7a3f	稿	1710	1710	gao
\u5751	坑	1708	1708	keng
\u90a6	邦	1708	1708	bang
\u9676	陶	1708	1713	tao/yao
\u8425	营	1701	1701	ying
\u5242	剂	1693	1693	ji
\u71ac	熬	1693	1693	ao
\u8212	舒	1693	1693	shu
\u4e30	丰	1689	1689	feng
\u6a21	模	1689	1711	mo/mu
\u73b2	玲	1689	1689	ling
\u7529	甩	1689	1689	shuai
\u8d24	贤	1687	1687	xian
\u62e8	拨	1684	1684	bo
\u8d81	趁	1684	1684	chen
\u680b	栋	1682	1682	dong
\u7fbd	羽	1682	1682	yu
\u6cbf	沿	1672	1672	yan
\u4e59	乙	1670	1670	yi
\u76d7	盗	1668	1668	dao
\u4f34	伴	1657	1657	ban
\u5996	妖	1653	1653	yao
\u5c0a	尊	1653	1653	zun
\u5e7d	幽	1647	1647	you
\u7433	琳	1647	1647	lin
\u9526	锦	1647	1647	jin
\u57df	域	1643	1643	yu
\u74dc	瓜	1641	1641	gua
\u6d45	浅	1637	1643	jian/qian
\u888b	袋	1637	1637	dai
\u9650	限	1635	1635	xian
\u6d69	浩	1631	1631	hao
\u971c	霜	1629	1629	shuang
\u8c6a	豪	1625	1625	hao
\u7f6e	置	1619	1619	zhi
\u4ffe	俾	1617	1617	bi
\u7956	祖	1615	1615	zu
\u5938	夸	1613	1613	kua
\u7384	玄	1613	1613	xuan
\u989c	颜	1613	1613	yan
\u60ca	惊	1611	1611	jing
\u80ba	肺	1611	1611	fei
\u7164	煤	1609	1609	mei
\u8d9f	趟	1603	1603	tang
\u8fa3	辣	1603	1603	la
\u6d9b	涛	1601	1601	tao
\u9644	附	1595	1595	fu
\u9042	遂	1593	1593	sui
\u5212	划	1591	1596	hua/huai
\u6052	恒	1589	1589	heng
\u6b23	欣	1587	1587	xin
\u58a8	墨	1585	1585	mo
\u56f4	围	1581	1581	wei
\u5269	剩	1579	1579	sheng
\u5a36	娶	1577	1577	qu
\u6167	慧	1573	1573	hui
\u5907	备	1571	1571	bei
\u9c9c	鲜	1571	1571	xian
\u64a4	撤	1563	1563	che
\u52a9	助	1559	1559	zhu
\u6491	撑	1557	1557	cheng
\u6c89	沉	1555	1555	chen
\u8bf8	诸	1555	1555	zhu
\u9669	险	1551	1551	xian
\u9707	震	1549	1549	zhen
\u9e4f	鹏	1549	1549	peng
\u5146	兆	1548	1548	zhao
\u5272	割	1546	1546	ge
\u658c	斌	1546	1546	bin
\u70e4	烤	1546	1546	kao
\u63a7	控	1542	1542	kong
\u54d2	哒	1540	1540	da
\u66a8	暨	1540	1540	ji
\u8d3a	贺	1538	1538	he
\u51f6	凶	1534	1534	xiong
\u950b	锋	1532	1532	feng
\u7ae5	童	1528	1528	tong
\u4f2f	伯	1525	1658	bai/bo
\u6321	挡	1525	1525	dang
\u9970	饰	1525	1525	shi
\u58f3	壳	1521	1559	ke/qiao
\u604b	恋	1521	1521	lian
\u8bda	诚	1521	1521	cheng
\u99a8	馨	1521	1521	xin
\u6d53	浓	1519	1519	nong
\u632f	振	1517	1517	zhen
\u8f69	轩	1517	1517	xuan
\u867e	虾	1515	1583	ha/xia
\u5ead	庭	1513	1513	ting
\u6674	晴	1513	1513	qing
\u574a	坊	1509	1509	fang
\u9753	靓	1509	1522	jing/liang
\u6668	晨	1506	1506	chen
\u66fc	曼	1506	1506	man
\u955c	镜	1506	1506	jing
\u9b42	魂	1506	1506	hun
\u76ca	益	1504	1504	yi
\u809d	肝	1504	1504	gan
\u5f81	征	1502	1502	zheng
\u7981	禁	1502	1502	jin
\u7239	爹	1498	1498	die
\u7ca5	粥	1498	1498	zhou
\u76fe	盾	1496	1496	dun
\u5c18	尘	1493	1493	chen
\u708e	炎	1493	1493	yan
\u6d88	消	1489	1489	xiao
\u5583	喃	1485	1485	
\u72ac	犬	1481	1481	quan
\u8273	艳	1481	1481	yan
\u7eaa	纪	1480	1480	ji
\u67ab	枫	1478	1478	feng
\u5df1	己	1476	1476	ji
\u599e	妞	1474	1474	niu
\u6602	昂	1474	1474	ang
\u6696	暖	1474	1474	nuan
\u67f1	柱	1472	1472	zhu
\u9686	隆	1472	1472	long
\u5954	奔	1469	1469	ben
\u8d25	败	1469	1469	bai
\u653f	政	1467	1467	zheng
\u6ed1	滑	1467	1467	hua
\u59bb	妻	1463	1463	qi
\u5ed6	廖	1463	1463	liao
\u8bef	误	1463	1463	wu
\u5c39	尹	1459	1459	yin
\u820d	舍	1452	1452	she
\u523a	刺	1445	1445	ci
\u6caa	沪	1441	1441	hu
\u5f13	弓	1436	1436	gong
\u90b1	邱	1432	1432	qiu
\u6da6	润	1431	1431	run
\u83b2	莲	1431	1431	lian
\u635e	捞	1427	1427	lao
\u51a0	冠	1425	1425	guan
\u5a5a	婚	1425	1425	hun
\u6b62	止	1425	1425	zhi
\u5154	兔	1422	1422	tu
\u8214	舔	1418	1418	tian
\u4ed4	仔	1416	2556	zai/zi
\u6e7e	湾	1416	1416	wan
\u8eba	躺	1416	1416	tang
\u6851	桑	1415	1415	sang
\u946b	鑫	1415	1415	xin
\u94fe	链	1411	1411	lian
\u9971	饱	1411	1411	bao
\u4e4c	乌	1409	1409	wu
\u4fc3	促	1409	1409	cu
\u656c	敬	1409	1409	jing
\u8fea	迪	1408	1408	di
\u54aa	咪	1406	1406	mi
\u6444	摄	1406	1412	nie/she
\u84b8	蒸	1404	1404	zheng
\u4e32	串	1399	1399	chuan
\u6108	愈	1399	1399	yu
\u9601	阁	1399	1399	ge
\u627f	承	1397	1397	cheng
\u6454	摔	1397	1397	shuai
\u52e4	勤	1394	1394	qin
\u6746	杆	1394	1394	gan
