NO	PHRASE	DPIWN	TDPIWN	PERCENT	TPERCENT	JDICT
6577	商品	11	657620	0.00145189	86.79938984	*
6578	問問	11	657631	0.00145189	86.80084173	
6579	國語	11	657642	0.00145189	86.80229362	*
6580	基魯奇魯	11	657653	0.00145189	86.80374551	
6581	動不動	11	657664	0.00145189	86.80519740	*
6582	國外	11	657675	0.00145189	86.80664929	*
6583	國土	11	657686	0.00145189	86.80810118	*
6584	國會	11	657697	0.00145189	86.80955307	*
6585	崇拜	11	657708	0.00145189	86.81100496	*
6586	專長	11	657719	0.00145189	86.81245685	*
6587	悠久	11	657730	0.00145189	86.81390874	*
6588	探頭	11	657741	0.00145189	86.81536063	*
6589	推展	11	657752	0.00145189	86.81681252	*
6590	採蓮謠	11	657763	0.00145189	86.81826441	
6591	掃地	11	657774	0.00145189	86.81971630	*
6592	捲曲	11	657785	0.00145189	86.82116819	*
6593	牽牛花	11	657796	0.00145189	86.82262008	*
6594	現出	11	657807	0.00145189	86.82407197	*
6595	清白	11	657818	0.00145189	86.82552386	*
6596	清晰	11	657829	0.00145189	86.82697575	*
6597	氫	11	657840	0.00145189	86.82842764	*
6598	深海	11	657851	0.00145189	86.82987953	
6599	殺害	11	657862	0.00145189	86.83133142	*
6600	細雨	11	657873	0.00145189	86.83278331	*
6601	終止	11	657884	0.00145189	86.83423520	*
6602	終究	11	657895	0.00145189	86.83568709	*
6603	眼神	11	657906	0.00145189	86.83713898	*
6604	脫	11	657917	0.00145189	86.83859087	*
6605	皎潔	11	657928	0.00145189	86.84004276	*
6606	畢	11	657939	0.00145189	86.84149465	*
6607	逐步	11	657950	0.00145189	86.84294654	*
6608	蛋白質	11	657961	0.00145189	86.84439843	*
6609	貨幣	11	657972	0.00145189	86.84585032	*
6610	透露	11	657983	0.00145189	86.84730221	*
6611	陸迪	11	657994	0.00145189	86.84875410	
6612	野獸	11	658005	0.00145189	86.85020599	*
6613	喃喃自語	11	658016	0.00145189	86.85165788	*
6614	喉嚨	11	658027	0.00145189	86.85310977	*
6615	就業	11	658038	0.00145189	86.85456166	*
6616	凱普萊脫	11	658049	0.00145189	86.85601355	
6617	唾液	11	658060	0.00145189	86.85746544	*
6618	尊稱	11	658071	0.00145189	86.85891733	*
6619	寓言	11	658082	0.00145189	86.86036922	*
6620	單價	11	658093	0.00145189	86.86182111	*
6621	揭曉	11	658104	0.00145189	86.86327300	*
6622	揀	11	658115	0.00145189	86.86472489	*
6623	揚	11	658126	0.00145189	86.86617678	*
6624	提前	11	658137	0.00145189	86.86762867	*
6625	握住	11	658148	0.00145189	86.86908056	
6626	殘障	11	658159	0.00145189	86.87053245	*
6627	發掘	11	658170	0.00145189	86.87198434	*
6628	猶如	11	658181	0.00145189	86.87343623	*
6629	無可奈何	11	658192	0.00145189	86.87488812	*
6630	測	11	658203	0.00145189	86.87634001	*
6631	無意	11	658214	0.00145189	86.87779190	*
6632	煮飯	11	658225	0.00145189	86.87924379	*
6633	無不	11	658236	0.00145189	86.88069568	*
6634	無奈	11	658247	0.00145189	86.88214757	*
6635	筆管	11	658258	0.00145189	86.88359946	
6636	結成	11	658269	0.00145189	86.88505135	
6637	短針	11	658280	0.00145189	86.88650324	
6638	舒暢	11	658291	0.00145189	86.88795513	*
6639	稀奇	11	658302	0.00145189	86.88940702	*
6640	筆述	11	658313	0.00145189	86.89085891	
6641	紫外線	11	658324	0.00145189	86.89231080	*
6642	絲線	11	658335	0.00145189	86.89376269	
6643	間斷	11	658346	0.00145189	86.89521458	*
6644	虛弱	11	658357	0.00145189	86.89666647	*
6645	評審	11	658368	0.00145189	86.89811836	*
6646	視唱	11	658379	0.00145189	86.89957025	
6647	虛線	11	658390	0.00145189	86.90102214	*
6648	街頭	11	658401	0.00145189	86.90247403	
6649	隊長	11	658412	0.00145189	86.90392592	*
6650	集會	11	658423	0.00145189	86.90537781	*
6651	傳染病	11	658434	0.00145189	86.90682970	*
6652	傾聽	11	658445	0.00145189	86.90828159	*
6653	傷腦筋	11	658456	0.00145189	86.90973348	*
6654	傷風	11	658467	0.00145189	86.91118537	*
6655	黑夜	11	658478	0.00145189	86.91263726	*
6656	隋	11	658489	0.00145189	86.91408915	*
6657	圓圈	11	658500	0.00145189	86.91554104	*
6658	愁	11	658511	0.00145189	86.91699293	*
6659	想了想	11	658522	0.00145189	86.91844482	
6660	愛米	11	658533	0.00145189	86.91989671	
6661	煎	11	658544	0.00145189	86.92134860	*
6662	禁	11	658555	0.00145189	86.92280049	*
6663	禽龍	11	658566	0.00145189	86.92425238	
6664	獅	11	658577	0.00145189	86.92570427	*
6665	矮人	11	658588	0.00145189	86.92715616	*
6666	碰上	11	658599	0.00145189	86.92860805	
6667	萬歲	11	658610	0.00145189	86.93005994	*
6668	聖經	11	658621	0.00145189	86.93151183	*
6669	當今	11	658632	0.00145189	86.93296372	*
6670	資本	11	658643	0.00145189	86.93441561	*
6671	試試	11	658654	0.00145189	86.93586750	*
6672	落實	11	658665	0.00145189	86.93731939	*
6673	誇	11	658676	0.00145189	86.93877128	*
6674	資優班	11	658687	0.00145189	86.94022317	
6675	話題	11	658698	0.00145189	86.94167506	*
6676	雷達	11	658709	0.00145189	86.94312695	*
6677	遊樂	11	658720	0.00145189	86.94457884	*
6678	頒獎	11	658731	0.00145189	86.94603073	*
6679	過分	11	658742	0.00145189	86.94748262	*
6680	遊覽	11	658753	0.00145189	86.94893451	*
6681	電算器	11	658764	0.00145189	86.95038640	
6682	劃	11	658775	0.00145189	86.95183829	*
6683	對付	11	658786	0.00145189	86.95329018	*
6684	廖添丁	11	658797	0.00145189	86.95474207	
6685	歌手	11	658808	0.00145189	86.95619396	*
6686	實用	11	658819	0.00145189	86.95764585	*
6687	團隊	11	658830	0.00145189	86.95909774	*
6688	摔倒	11	658841	0.00145189	86.96054963	*
6689	實驗室	11	658852	0.00145189	86.96200152	
6690	漲	11	658863	0.00145189	86.96345341	*
6691	管子	11	658874	0.00145189	86.96490530	
6692	熄	11	658885	0.00145189	86.96635719	*
6693	滿滿	11	658896	0.00145189	86.96780908	
6694	監督	11	658907	0.00145189	86.96926097	*
6695	演奏會	11	658918	0.00145189	86.97071286	
6696	臺大	11	658929	0.00145189	86.97216475	
6697	網際網路	11	658940	0.00145189	86.97361664	*
6698	緊密	11	658951	0.00145189	86.97506853	*
6699	蜿蜒	11	658962	0.00145189	86.97652042	*
6700	維新運動	11	658973	0.00145189	86.97797231	
6701	綠綠	11	658984	0.00145189	86.97942420	
6702	綠燈	11	658995	0.00145189	86.98087609	*
6703	維	11	659006	0.00145189	86.98232798	*
6704	誤	11	659017	0.00145189	86.98377987	*
6705	酷	11	659028	0.00145189	86.98523176	*
6706	鳳蝶	11	659039	0.00145189	86.98668365	*
6707	銅像	11	659050	0.00145189	86.98813554	*
6708	骰子	11	659061	0.00145189	86.98958743	*
6709	齊國	11	659072	0.00145189	86.99103932	
6710	齊聲	11	659083	0.00145189	86.99249121	
6711	劇團	11	659094	0.00145189	86.99394310	*
6712	幢	11	659105	0.00145189	86.99539499	*
6713	撞上	11	659116	0.00145189	86.99684688	
6714	廢	11	659127	0.00145189	86.99829877	*
6715	撐	11	659138	0.00145189	86.99975066	*
6716	廢物	11	659149	0.00145189	87.00120255	*
6717	潛	11	659160	0.00145189	87.00265444	*
6718	熱氣	11	659171	0.00145189	87.00410633	
6719	樁	11	659182	0.00145189	87.00555822	*
6720	標誌	11	659193	0.00145189	87.00701011	*
6721	毅力	11	659204	0.00145189	87.00846200	*
6722	模範生	11	659215	0.00145189	87.00991389	*
6723	潮濕	11	659226	0.00145189	87.01136578	
6724	標題	11	659237	0.00145189	87.01281767	*
6725	複製	11	659248	0.00145189	87.01426956	*
6726	糊塗	11	659259	0.00145189	87.01572145	*
6727	談話	11	659270	0.00145189	87.01717334	*
6728	蓮葉	11	659281	0.00145189	87.01862523	
6729	蔬果	11	659292	0.00145189	87.02007712	*
6730	褐色	11	659303	0.00145189	87.02152901	*
6731	稻穗	11	659314	0.00145189	87.02298090	*
6732	課堂	11	659325	0.00145189	87.02443279	*
6733	輪到	11	659336	0.00145189	87.02588468	
6734	學說	11	659347	0.00145189	87.02733657	*
6735	颳風	11	659358	0.00145189	87.02878846	*
6736	器物	11	659369	0.00145189	87.03024035	*
6737	學妹們	11	659380	0.00145189	87.03169224	
6738	墾丁	11	659391	0.00145189	87.03314413	
6739	操	11	659402	0.00145189	87.03459602	*
6740	操心	11	659413	0.00145189	87.03604791	*
6741	曉	11	659424	0.00145189	87.03749980	*
6742	橢圓形	11	659435	0.00145189	87.03895169	*
6743	鋸	11	659446	0.00145189	87.04040358	*
6744	錢財	11	659457	0.00145189	87.04185547	*
6745	雕	11	659468	0.00145189	87.04330736	*
6746	靜止	11	659479	0.00145189	87.04475925	*
6747	隨手	11	659490	0.00145189	87.04621114	*
6748	錦標	11	659501	0.00145189	87.04766303	*
6749	應當	11	659512	0.00145189	87.04911492	*
6750	懇求	11	659523	0.00145189	87.05056681	*
6751	龜	11	659534	0.00145189	87.05201870	*
6752	臨	11	659545	0.00145189	87.05347059	*
6753	總價	11	659556	0.00145189	87.05492248	
6754	聯展	11	659567	0.00145189	87.05637437	*
6755	翼	11	659578	0.00145189	87.05782626	*
6756	臉孔	11	659589	0.00145189	87.05927815	*
6757	艱難	11	659600	0.00145189	87.06073004	*
6758	薔薇	11	659611	0.00145189	87.06218193	*
6759	聲調	11	659622	0.00145189	87.06363382	*
6760	嬸嬸	11	659633	0.00145189	87.06508571	*
6761	織成	11	659644	0.00145189	87.06653760	
6762	擴張	11	659655	0.00145189	87.06798949	*
6763	鮮明	11	659666	0.00145189	87.06944138	*
6764	藏身	11	659677	0.00145189	87.07089327	*
6765	雙親	11	659688	0.00145189	87.07234516	*
6766	醫	11	659699	0.00145189	87.07379705	*
6767	瀕臨	11	659710	0.00145189	87.07524894	*
6768	雜貨店	11	659721	0.00145189	87.07670083	
6769	禱告	11	659732	0.00145189	87.07815272	*
6770	難題	11	659743	0.00145189	87.07960461	*
6771	騙人	11	659754	0.00145189	87.08105650	*
6772	勸告	11	659765	0.00145189	87.08250839	*
6773	寶庫	11	659776	0.00145189	87.08396028	*
6774	爐	11	659787	0.00145189	87.08541217	*
6775	鐘琴	11	659798	0.00145189	87.08686406	
6776	響板	11	659809	0.00145189	87.08831595	
6777	鐵線	11	659820	0.00145189	87.08976784	*
6778	攝氏	11	659831	0.00145189	87.09121973	*
6779	蘭花	11	659842	0.00145189	87.09267162	*
6780	纏	11	659853	0.00145189	87.09412351	*
6781	露娜	11	659864	0.00145189	87.09557540	
6782	聽眾	11	659875	0.00145189	87.09702729	*
6783	讀讀看	11	659886	0.00145189	87.09847918	
6784	彎彎曲曲	11	659897	0.00145189	87.09993107	*
6785	變動	11	659908	0.00145189	87.10138296	*
6786	籠	11	659919	0.00145189	87.10283485	*
6787	攪拌	11	659930	0.00145189	87.10428674	*
6788	驚叫	11	659941	0.00145189	87.10573863	
6789	鹼性	11	659952	0.00145189	87.10719052	*
6790	靈感	11	659963	0.00145189	87.10864241	*
6791	讀書人	11	659974	0.00145189	87.11009430	*
6792	蠶寶寶	11	659985	0.00145189	87.11154619	
6793	一大片	10	659995	0.00131990	87.11286609	
6794	人心	10	660005	0.00131990	87.11418599	*
6795	一群	10	660015	0.00131990	87.11550589	
6796	一絲	10	660025	0.00131990	87.11682579	*
6797	一層層	10	660035	0.00131990	87.11814569	
6798	一把	10	660045	0.00131990	87.11946559	
6799	下雨天	10	660055	0.00131990	87.12078549	
6800	上頭	10	660065	0.00131990	87.12210539	*
6801	刀子	10	660075	0.00131990	87.12342529	*
6802	上空	10	660085	0.00131990	87.12474519	*
6803	入選	10	660095	0.00131990	87.12606509	*
6804	上天	10	660105	0.00131990	87.12738499	*
6805	下雪	10	660115	0.00131990	87.12870489	*
6806	十足	10	660125	0.00131990	87.13002479	*
6807	大餐	10	660135	0.00131990	87.13134469	*
6808	大拇指	10	660145	0.00131990	87.13266459	*
6809	女士	10	660155	0.00131990	87.13398449	*
6810	寸	10	660165	0.00131990	87.13530439	*
6811	大禹	10	660175	0.00131990	87.13662429	
6812	大喊	10	660185	0.00131990	87.13794419	
6813	小安	10	660195	0.00131990	87.13926409	
6814	不死	10	660205	0.00131990	87.14058399	
6815	小娟	10	660215	0.00131990	87.14190389	
6816	不及	10	660225	0.00131990	87.14322379	*
6817	小腿	10	660235	0.00131990	87.14454369	*
6818	山坡地	10	660245	0.00131990	87.14586359	
6819	工匠	10	660255	0.00131990	87.14718349	*
6820	山崩	10	660265	0.00131990	87.14850339	
6821	不清	10	660275	0.00131990	87.14982329	
6822	不服氣	10	660285	0.00131990	87.15114319	
6823	中正紀念堂	10	660295	0.00131990	87.15246309	
6824	不信	10	660305	0.00131990	87.15378299	
6825	予	10	660315	0.00131990	87.15510289	*
6826	不放心	10	660325	0.00131990	87.15642279	
6827	內在	10	660335	0.00131990	87.15774269	*
6828	仁慈	10	660345	0.00131990	87.15906259	*
6829	公私立	10	660355	0.00131990	87.16038249	
6830	及時	10	660365	0.00131990	87.16170239	*
6831	切開	10	660375	0.00131990	87.16302229	
6832	引發	10	660385	0.00131990	87.16434219	*
6833	手下	10	660395	0.00131990	87.16566209	*
6834	反抗	10	660405	0.00131990	87.16698199	*
6835	天資	10	660415	0.00131990	87.16830189	*
6836	反義	10	660425	0.00131990	87.16962179	
6837	天文學家	10	660435	0.00131990	87.17094169	
6838	幻想	10	660445	0.00131990	87.17226159	*
6839	太平	10	660455	0.00131990	87.17358149	*
6840	太子	10	660465	0.00131990	87.17490139	*
6841	日出	10	660475	0.00131990	87.17622129	*
6842	水力	10	660485	0.00131990	87.17754119	*
6843	水珠	10	660495	0.00131990	87.17886109	
6844	毛病	10	660505	0.00131990	87.18018099	*
6845	文句	10	660515	0.00131990	87.18150089	*
6846	日本腦炎	10	660525	0.00131990	87.18282079	
6847	文藝	10	660535	0.00131990	87.18414069	*
6848	斤	10	660545	0.00131990	87.18546059	*
6849	日本人	10	660555	0.00131990	87.18678049	
6850	日月潭	10	660565	0.00131990	87.18810039	
6851	木魚	10	660575	0.00131990	87.18942029	*
6852	比比看	10	660585	0.00131990	87.19074019	
6853	手續	10	660595	0.00131990	87.19206009	*
6854	水族箱	10	660605	0.00131990	87.19337999	
6855	水墨畫	10	660615	0.00131990	87.19469989	*
6856	火焰山	10	660625	0.00131990	87.19601979	
6857	主義	10	660635	0.00131990	87.19733969	*
6858	北縣	10	660645	0.00131990	87.19865959	
6859	包袱	10	660655	0.00131990	87.19997949	*
6860	出使	10	660665	0.00131990	87.20129939	*
6861	可望	10	660675	0.00131990	87.20261929	*
6862	外層	10	660685	0.00131990	87.20393919	*
6863	外殼	10	660695	0.00131990	87.20525909	*
6864	古典	10	660705	0.00131990	87.20657899	*
6865	外部	10	660715	0.00131990	87.20789889	*
6866	巨炮	10	660725	0.00131990	87.20921879	
6867	巨龍	10	660735	0.00131990	87.21053869	
6868	台南市	10	660745	0.00131990	87.21185859	
6869	奶媽	10	660755	0.00131990	87.21317849	*
6870	外型	10	660765	0.00131990	87.21449839	*
6871	平方公里	10	660775	0.00131990	87.21581829	*
6872	布拉特	10	660785	0.00131990	87.21713819	
6873	未必	10	660795	0.00131990	87.21845809	*
6874	打滾	10	660805	0.00131990	87.21977799	*
6875	幼童	10	660815	0.00131990	87.22109789	*
6876	本地	10	660825	0.00131990	87.22241779	*
6877	平凡	10	660835	0.00131990	87.22373769	*
6878	正多邊形	10	660845	0.00131990	87.22505759	
6879	正直	10	660855	0.00131990	87.22637749	*
6880	白髮	10	660865	0.00131990	87.22769739	*
6881	氾濫	10	660875	0.00131990	87.22901729	*
6882	瓦斯	10	660885	0.00131990	87.23033719	*
6883	玄武岩	10	660895	0.00131990	87.23165709	
6884	甘果瓦	10	660905	0.00131990	87.23297699	
6885	白紙	10	660915	0.00131990	87.23429689	*
6886	用去	10	660925	0.00131990	87.23561679	
6887	石獅	10	660935	0.00131990	87.23693669	
6888	立下	10	660945	0.00131990	87.23825659	*
6889	立方公尺	10	660955	0.00131990	87.23957649	
6890	休	10	660965	0.00131990	87.24089639	*
6891	共存	10	660975	0.00131990	87.24221629	
6892	交代	10	660985	0.00131990	87.24353619	*
6893	光滑	10	660995	0.00131990	87.24485609	*
6894	冰雪	10	661005	0.00131990	87.24617599	
6895	仿寫	10	661015	0.00131990	87.24749589	
6896	吉利	10	661025	0.00131990	87.24881579	*
6897	地盤	10	661035	0.00131990	87.25013569	*
6898	同心協力	10	661045	0.00131990	87.25145559	*
6899	吃力	10	661055	0.00131990	87.25277549	*
6900	地主	10	661065	0.00131990	87.25409539	*
6901	地下室	10	661075	0.00131990	87.25541529	*
6902	地帶	10	661085	0.00131990	87.25673519	*
6903	印刷術	10	661095	0.00131990	87.25805509	
6904	合理	10	661105	0.00131990	87.25937499	*
6905	同義	10	661115	0.00131990	87.26069489	
6906	因材施教	10	661125	0.00131990	87.26201479	*
6907	名人	10	661135	0.00131990	87.26333469	*
6908	地下水	10	661145	0.00131990	87.26465459	*
6909	年畫	10	661155	0.00131990	87.26597449	*
6910	好心	10	661165	0.00131990	87.26729439	*
6911	守信	10	661175	0.00131990	87.26861429	*
6912	成份	10	661185	0.00131990	87.26993419	
6913	收筆	10	661195	0.00131990	87.27125409	
6914	多樣性	10	661205	0.00131990	87.27257399	*
6915	成年	10	661215	0.00131990	87.27389389	*
6916	奸相	10	661225	0.00131990	87.27521379	
6917	老年人	10	661235	0.00131990	87.27653369	*
6918	朱	10	661245	0.00131990	87.27785359	*
6919	江陵	10	661255	0.00131990	87.27917349	
6920	老年	10	661265	0.00131990	87.28049339	*
6921	老爹	10	661275	0.00131990	87.28181329	*
6922	灰心	10	661285	0.00131990	87.28313319	*
6923	老板	10	661295	0.00131990	87.28445309	*
6924	老太婆	10	661305	0.00131990	87.28577299	*
6925	老天爺	10	661315	0.00131990	87.28709289	*
6926	早起	10	661325	0.00131990	87.28841279	*
6927	有益	10	661335	0.00131990	87.28973269	*
6928	老天	10	661345	0.00131990	87.29105259	*
6929	西經	10	661355	0.00131990	87.29237249	
6930	行筆	10	661365	0.00131990	87.29369239	
6931	衣物	10	661375	0.00131990	87.29501229	*
6932	自然科學	10	661385	0.00131990	87.29633219	*
6933	行進	10	661395	0.00131990	87.29765209	*
6934	西藏	10	661405	0.00131990	87.29897199	
6935	冷熱	10	661415	0.00131990	87.30029189	
6936	作戰	10	661425	0.00131990	87.30161179	*
6937	作弊	10	661435	0.00131990	87.30293169	*
6938	助人	10	661445	0.00131990	87.30425159	*
6939	卵胎生	10	661455	0.00131990	87.30557149	
6940	吝嗇	10	661465	0.00131990	87.30689139	*
6941	呆	10	661475	0.00131990	87.30821129	*
6942	宏偉	10	661485	0.00131990	87.30953119	*
6943	宋江	10	661495	0.00131990	87.31085109	
6944	困境	10	661505	0.00131990	87.31217099	*
6945	戒指	10	661515	0.00131990	87.31349089	*
6946	村民	10	661525	0.00131990	87.31481079	*
6947	沙堡	10	661535	0.00131990	87.31613069	
6948	沙子	10	661545	0.00131990	87.31745059	*
6949	沉默	10	661555	0.00131990	87.31877049	*
6950	找回	10	661565	0.00131990	87.32009039	
6951	李福	10	661575	0.00131990	87.32141029	
6952	沈	10	661585	0.00131990	87.32273019	*
6953	沙沙	10	661595	0.00131990	87.32405009	
6954	投下	10	661605	0.00131990	87.32536999	
6955	改良	10	661615	0.00131990	87.32668989	*
6956	求得	10	661625	0.00131990	87.32800979	
6957	辛	10	661635	0.00131990	87.32932969	*
6958	沐浴	10	661645	0.00131990	87.33064959	*
6959	見識	10	661655	0.00131990	87.33196949	*
6960	沖刷	10	661665	0.00131990	87.33328939	*
6961	防禦	10	661675	0.00131990	87.33460929	*
6962	走入	10	661685	0.00131990	87.33592919	
6963	車輪	10	661695	0.00131990	87.33724909	
6964	牢牢	10	661705	0.00131990	87.33856899	*
6965	秀林國小	10	661715	0.00131990	87.33988889	
6966	私立	10	661725	0.00131990	87.34120879	*
6967	刮	10	661735	0.00131990	87.34252869	*
6968	制服	10	661745	0.00131990	87.34384859	*
6969	佳作	10	661755	0.00131990	87.34516849	*
6970	兩人三腳	10	661765	0.00131990	87.34648839	
6971	典型	10	661775	0.00131990	87.34780829	*
6972	亞美	10	661785	0.00131990	87.34912819	
6973	取名	10	661795	0.00131990	87.35044809	*
6974	受苦	10	661805	0.00131990	87.35176799	*
6975	侍奉	10	661815	0.00131990	87.35308789	*
6976	依偎	10	661825	0.00131990	87.35440779	*
6977	官吏	10	661835	0.00131990	87.35572769	*
6978	奉養	10	661845	0.00131990	87.35704759	*
6979	孤零零	10	661855	0.00131990	87.35836749	*
6980	官兵	10	661865	0.00131990	87.35968739	*
6981	往常	10	661875	0.00131990	87.36100729	*
6982	拍攝	10	661885	0.00131990	87.36232719	*
6983	拉開	10	661895	0.00131990	87.36364709	
6984	拍拍	10	661905	0.00131990	87.36496699	
6985	帕布羅	10	661915	0.00131990	87.36628689	
6986	招	10	661925	0.00131990	87.36760679	*
6987	底邊	10	661935	0.00131990	87.36892669	
6988	屆時	10	661945	0.00131990	87.37024659	*
6989	抽出	10	661955	0.00131990	87.37156649	
6990	服飾	10	661965	0.00131990	87.37288639	*
6991	東張西望	10	661975	0.00131990	87.37420629	*
6992	放開	10	661985	0.00131990	87.37552619	
6993	治安	10	661995	0.00131990	87.37684609	*
6994	法國號	10	662005	0.00131990	87.37816599	
6995	泛	10	662015	0.00131990	87.37948589	*
6996	盲人	10	662025	0.00131990	87.38080579	*
6997	爭奪	10	662035	0.00131990	87.38212569	*
6998	版主	10	662045	0.00131990	87.38344559	
6999	虎年	10	662055	0.00131990	87.38476549	
7000	花圃	10	662065	0.00131990	87.38608539	*
7001	邱罔舍	10	662075	0.00131990	87.38740529	
7002	表揚	10	662085	0.00131990	87.38872519	*
7003	花蓮縣	10	662095	0.00131990	87.39004509	
7004	金枝	10	662105	0.00131990	87.39136499	
7005	花卉	10	662115	0.00131990	87.39268489	*
7006	花軸	10	662125	0.00131990	87.39400479	
7007	金鐘獎	10	662135	0.00131990	87.39532469	*
7008	長生不老	10	662145	0.00131990	87.39664459	*
7009	青蔥	10	662155	0.00131990	87.39796449	*
7010	侵害	10	662165	0.00131990	87.39928439	*
7011	青海	10	662175	0.00131990	87.40060429	
7012	雨衣	10	662185	0.00131990	87.40192419	*
7013	長成	10	662195	0.00131990	87.40324409	
7014	促使	10	662205	0.00131990	87.40456399	*
7015	侯爵	10	662215	0.00131990	87.40588389	
7016	保管	10	662225	0.00131990	87.40720379	*
7017	青菜	10	662235	0.00131990	87.40852369	*
7018	保證	10	662245	0.00131990	87.40984359	*
7019	阿福	10	662255	0.00131990	87.41116349	
7020	信徒	10	662265	0.00131990	87.41248339	*
7021	侵襲	10	662275	0.00131990	87.41380329	*
7022	冠	10	662285	0.00131990	87.41512319	*
7023	南極	10	662295	0.00131990	87.41644309	*
7024	前人	10	662305	0.00131990	87.41776299	*
7025	前端	10	662315	0.00131990	87.41908289	*
7026	哀傷	10	662325	0.00131990	87.42040279	*
7027	南洋	10	662335	0.00131990	87.42172269	*
7028	南投	10	662345	0.00131990	87.42304259	
7029	南妮	10	662355	0.00131990	87.42436249	
7030	恰巧	10	662365	0.00131990	87.42568239	*
7031	恰當	10	662375	0.00131990	87.42700229	*
7032	故宮	10	662385	0.00131990	87.42832219	*
7033	後者	10	662395	0.00131990	87.42964209	
7034	巷子	10	662405	0.00131990	87.43096199	*
7035	屏風	10	662415	0.00131990	87.43228189	*
7036	屋簷	10	662425	0.00131990	87.43360179	*
7037	春光	10	662435	0.00131990	87.43492169	*
7038	拼	10	662445	0.00131990	87.43624159	*
7039	建置	10	662455	0.00131990	87.43756149	
7040	急急忙忙	10	662465	0.00131990	87.43888139	
7041	洗淨	10	662475	0.00131990	87.44020129	*
7042	泉水	10	662485	0.00131990	87.44152119	*
7043	星雲	10	662495	0.00131990	87.44284109	*
7044	查詢	10	662505	0.00131990	87.44416099	*
7045	毒蛇	10	662515	0.00131990	87.44548089	
7046	洪	10	662525	0.00131990	87.44680079	*
7047	流淚	10	662535	0.00131990	87.44812069	*
7048	狩獵	10	662545	0.00131990	87.44944059	*
7049	洽詢	10	662555	0.00131990	87.45076049	*
7050	柄	10	662565	0.00131990	87.45208039	*
7051	紅包	10	662575	0.00131990	87.45340029	*
7052	約分	10	662585	0.00131990	87.45472019	*
7053	胃部	10	662595	0.00131990	87.45604009	
7054	計程車	10	662605	0.00131990	87.45735999	*
7055	要好	10	662615	0.00131990	87.45867989	*
7056	迫不及待	10	662625	0.00131990	87.45999979	*
7057	要緊	10	662635	0.00131990	87.46131969	*
7058	美國人	10	662645	0.00131990	87.46263959	
7059	若隱若現	10	662655	0.00131990	87.46395949	*
7060	苦苦	10	662665	0.00131990	87.46527939	
7061	倘若	10	662675	0.00131990	87.46659929	*
7062	個體	10	662685	0.00131990	87.46791919	*
7063	香氣	10	662695	0.00131990	87.46923909	*
7064	倉庫	10	662705	0.00131990	87.47055899	*
7065	倒不如	10	662715	0.00131990	87.47187889	*
7066	韋爾伯	10	662725	0.00131990	87.47319879	
7067	食蟻獸	10	662735	0.00131990	87.47451869	*
7068	音符	10	662745	0.00131990	87.47583859	*
7069	風力	10	662755	0.00131990	87.47715849	*
7070	面孔	10	662765	0.00131990	87.47847839	*
7071	們	10	662775	0.00131990	87.47979829	*
7072	剝	10	662785	0.00131990	87.48111819	*
7073	家務	10	662795	0.00131990	87.48243809	*
7074	夏成淵	10	662805	0.00131990	87.48375799	
7075	孫女	10	662815	0.00131990	87.48507789	*
7076	害群之馬	10	662825	0.00131990	87.48639779	*
7077	庭園	10	662835	0.00131990	87.48771769	*
7078	峭壁	10	662845	0.00131990	87.48903759	*
7079	哥哥們	10	662855	0.00131990	87.49035749	
7080	核能	10	662865	0.00131990	87.49167739	*
7081	悅耳	10	662875	0.00131990	87.49299729	*
7082	旅程	10	662885	0.00131990	87.49431719	*
7083	恐懼	10	662895	0.00131990	87.49563709	*
7084	核心	10	662905	0.00131990	87.49695699	*
7085	桂樹	10	662915	0.00131990	87.49827689	
7086	捐贈	10	662925	0.00131990	87.49959679	*
7087	海藻	10	662935	0.00131990	87.50091669	*
7088	班會	10	662945	0.00131990	87.50223659	*
7089	爹娘	10	662955	0.00131990	87.50355649	
7090	真理	10	662965	0.00131990	87.50487639	*
7091	眠	10	662975	0.00131990	87.50619629	*
7092	海盜	10	662985	0.00131990	87.50751619	*
7093	窄	10	662995	0.00131990	87.50883609	*
7094	神祕	10	663005	0.00131990	87.51015599	*
7095	胰臟	10	663015	0.00131990	87.51147589	*
7096	荒地	10	663025	0.00131990	87.51279579	*
7097	翅	10	663035	0.00131990	87.51411569	*
7098	紙帶	10	663045	0.00131990	87.51543559	
7099	素描	10	663055	0.00131990	87.51675549	*
7100	蚊	10	663065	0.00131990	87.51807539	*
7101	茱麗葉	10	663075	0.00131990	87.51939529	
7102	酒精	10	663085	0.00131990	87.52071519	*
7103	起勁	10	663095	0.00131990	87.52203509	*
7104	停車	10	663105	0.00131990	87.52335499	*
7105	高原	10	663115	0.00131990	87.52467489	*
7106	高貴	10	663125	0.00131990	87.52599479	*
7107	停電	10	663135	0.00131990	87.52731469	*
7108	鬼怪	10	663145	0.00131990	87.52863459	
7109	偵察	10	663155	0.00131990	87.52995449	*
7110	高市	10	663165	0.00131990	87.53127439	
7111	高漸離	10	663175	0.00131990	87.53259429	
7112	商朝	10	663185	0.00131990	87.53391419	
7113	國民中小學	10	663195	0.00131990	87.53523409	
7114	國光	10	663205	0.00131990	87.53655399	
7115	國防	10	663215	0.00131990	87.53787389	*
7116	啄食	10	663225	0.00131990	87.53919379	*
7117	國劇	10	663235	0.00131990	87.54051369	*
