NO	PHRASE	DPIWN	TDPIWN	PERCENT	TPERCENT	JDICT
38973	單細胞動物	1	749939	0.00013199	98.98457465	
38974	報告書	1	749940	0.00013199	98.98470664	*
38975	圍捕	1	749941	0.00013199	98.98483863	*
38976	壺嘴	1	749942	0.00013199	98.98497062	
38977	圍起	1	749943	0.00013199	98.98510261	
38978	喪權辱國	1	749944	0.00013199	98.98523460	*
38979	喬治．華盛頓．狄遜	1	749945	0.00013199	98.98536659	
38980	報知	1	749946	0.00013199	98.98549858	
38981	喬冶．史騰堡	1	749947	0.00013199	98.98563057	
38982	圍事	1	749948	0.00013199	98.98576256	
38983	勞碌	1	749949	0.00013199	98.98589455	*
38984	媚力	1	749950	0.00013199	98.98602654	*
38985	喜瑪拉雅山	1	749951	0.00013199	98.98615853	
38986	喇叭花朵	1	749952	0.00013199	98.98629052	
38987	喪服	1	749953	0.00013199	98.98642251	*
38988	博愛街	1	749954	0.00013199	98.98655450	
38989	報怨	1	749955	0.00013199	98.98668649	*
38990	喜色	1	749956	0.00013199	98.98681848	
38991	媒染劑	1	749957	0.00013199	98.98695047	
38992	單峰駱駝	1	749958	0.00013199	98.98708246	
38993	單音	1	749959	0.00013199	98.98721445	
38994	勞倫斯奧立佛獎	1	749960	0.00013199	98.98734644	
38995	單邊	1	749961	0.00013199	98.98747843	
38996	勞師動眾	1	749962	0.00013199	98.98761042	*
38997	孳生源	1	749963	0.00013199	98.98774241	
38998	喝彩	1	749964	0.00013199	98.98787440	
38999	博偉娛樂公司	1	749965	0.00013199	98.98800639	
39000	報界	1	749966	0.00013199	98.98813838	*
39001	喊價	1	749967	0.00013199	98.98827037	*
39002	寒波	1	749968	0.00013199	98.98840236	
39003	報時鐘	1	749969	0.00013199	98.98853435	
39004	創作品	1	749970	0.00013199	98.98866634	
39005	寒風冷雨	1	749971	0.00013199	98.98879833	
39006	報務員	1	749972	0.00013199	98.98893032	
39007	寒夏族	1	749973	0.00013199	98.98906231	
39008	寒氣	1	749974	0.00013199	98.98919430	
39009	創作力	1	749975	0.00013199	98.98932629	
39010	寒假作業	1	749976	0.00013199	98.98945828	
39011	喜孜孜	1	749977	0.00013199	98.98959027	*
39012	單是	1	749978	0.00013199	98.98972226	
39013	博物館長	1	749979	0.00013199	98.98985425	
39014	博得	1	749980	0.00013199	98.98998624	*
39015	喊冤	1	749981	0.00013199	98.99011823	*
39016	單位量	1	749982	0.00013199	98.99025022	
39017	寒熱	1	749983	0.00013199	98.99038221	
39018	寒噤	1	749984	0.00013199	98.99051420	*
39019	寒戰	1	749985	0.00013199	98.99064619	
39020	寒樹	1	749986	0.00013199	98.99077818	
39021	創生	1	749987	0.00013199	98.99091017	
39022	報報	1	749988	0.00013199	98.99104216	
39023	喪禮	1	749989	0.00013199	98.99117415	*
39024	割職	1	749990	0.00013199	98.99130614	
39025	富士山	1	749991	0.00013199	98.99143813	
39026	富國強兵	1	749992	0.00013199	98.99157012	*
39027	單色光	1	749993	0.00013199	98.99170211	
39028	博文	1	749994	0.00013199	98.99183410	
39029	富邦銀行	1	749995	0.00013199	98.99196609	
39030	富家女	1	749996	0.00013199	98.99209808	
39031	博大精深	1	749997	0.00013199	98.99223007	*
39032	喧天	1	749998	0.00013199	98.99236206	*
39033	單帆	1	749999	0.00013199	98.99249405	
39034	富康廣告	1	750000	0.00013199	98.99262604	
39035	單件	1	750001	0.00013199	98.99275803	
39036	喧	1	750002	0.00013199	98.99289002	*
39037	割據	1	750003	0.00013199	98.99302201	*
39038	富貴榮華	1	750004	0.00013199	98.99315400	*
39039	報數	1	750005	0.00013199	98.99328599	*
39040	單引號	1	750006	0.00013199	98.99341798	
39041	喜幛	1	750007	0.00013199	98.99354997	*
39042	報廢	1	750008	0.00013199	98.99368196	*
39043	單細胞體	1	750009	0.00013199	98.99381395	
39044	寓含	1	750010	0.00013199	98.99394594	
39045	割愛	1	750011	0.00013199	98.99407793	*
39046	寓言式	1	750012	0.00013199	98.99420992	
39047	報警	1	750013	0.00013199	98.99434191	*
39048	寓義深遠	1	750014	0.00013199	98.99447390	
39049	割傷	1	750015	0.00013199	98.99460589	*
39050	尊夫人	1	750016	0.00013199	98.99473788	*
39051	尊卑	1	750017	0.00013199	98.99486987	
39052	尊奉	1	750018	0.00013199	98.99500186	
39053	尊姓大名	1	750019	0.00013199	98.99513385	*
39054	尊為	1	750020	0.00013199	98.99526584	
39055	割開	1	750021	0.00013199	98.99539783	
39056	單細胞植物	1	750022	0.00013199	98.99552982	
39057	尊翁	1	750023	0.00013199	98.99566181	*
39058	喀爾瑪克蒙古鬱金香國家民族舞團	1	750024	0.00013199	98.99579380	
39059	喉音	1	750025	0.00013199	98.99592579	
39060	尋回	1	750026	0.00013199	98.99605778	
39061	割裂	1	750027	0.00013199	98.99618977	
39062	尋死	1	750028	0.00013199	98.99632176	*
39063	割草機	1	750029	0.00013199	98.99645375	
39064	割到	1	750030	0.00013199	98.99658574	
39065	喜惡	1	750031	0.00013199	98.99671773	
39066	割破	1	750032	0.00013199	98.99684972	
39067	尊榮	1	750033	0.00013199	98.99698171	*
39068	尊寵	1	750034	0.00013199	98.99711370	
39069	尊閫	1	750035	0.00013199	98.99724569	
39070	割地	1	750036	0.00013199	98.99737768	*
39071	尋到	1	750037	0.00013199	98.99750967	
39072	尋看	1	750038	0.00013199	98.99764166	
39073	尋根	1	750039	0.00013199	98.99777365	
39074	尋根究底	1	750040	0.00013199	98.99790564	*
39075	單擺	1	750041	0.00013199	98.99803763	
39076	割出	1	750042	0.00013199	98.99816962	
39077	喬登小棧	1	750043	0.00013199	98.99830161	
39078	喬治敦城	1	750044	0.00013199	98.99843360	
39079	喇叭口	1	750045	0.00013199	98.99856559	
39080	喜慰	1	750046	0.00013199	98.99869758	
39081	奠	1	750047	0.00013199	98.99882957	*
39082	就地	1	750048	0.00013199	98.99896156	*
39083	博愛特區	1	750049	0.00013199	98.99909355	
39084	就事論事	1	750050	0.00013199	98.99922554	*
39085	喀爾瑪克國家民族舞團	1	750051	0.00013199	98.99935753	
39086	喪禮進行曲	1	750052	0.00013199	98.99948952	
39087	就座	1	750053	0.00013199	98.99962151	
39088	凱閔	1	750054	0.00013199	98.99975350	
39089	就義	1	750055	0.00013199	98.99988549	*
39090	喀爾瑪克草原	1	750056	0.00013199	99.00001748	
39091	創思	1	750057	0.00013199	99.00014947	
39092	喔喔啼	1	750058	0.00013199	99.00028146	
39093	就範	1	750059	0.00013199	99.00041345	*
39094	單刀直入	1	750060	0.00013199	99.00054544	*
39095	就職	1	750061	0.00013199	99.00067743	*
39096	喜訊	1	750062	0.00013199	99.00080942	*
39097	喬不平	1	750063	0.00013199	99.00094141	
39098	嵌	1	750064	0.00013199	99.00107340	*
39099	喊出	1	750065	0.00013199	99.00120539	
39100	嵌玉石	1	750066	0.00013199	99.00133738	
39101	博客來網路書局	1	750067	0.00013199	99.00146937	
39102	單國璽	1	750068	0.00013199	99.00160136	
39103	嵐	1	750069	0.00013199	99.00173335	*
39104	博學多聞	1	750070	0.00013199	99.00186534	
39105	勞頓	1	750071	0.00013199	99.00199733	*
39106	喇嘛廟	1	750072	0.00013199	99.00212932	
39107	帽徽	1	750073	0.00013199	99.00226131	
39108	喀爾瑪克	1	750074	0.00013199	99.00239330	
39109	帽沿	1	750075	0.00013199	99.00252529	
39110	帽狀	1	750076	0.00013199	99.00265728	
39111	幅射線	1	750077	0.00013199	99.00278927	
39112	凱旋歸來	1	750078	0.00013199	99.00292126	
39113	幀幀	1	750079	0.00013199	99.00305325	
39114	凱旋	1	750080	0.00013199	99.00318524	*
39115	凱特林	1	750081	0.00013199	99.00331723	
39116	喀斯巴	1	750082	0.00013199	99.00344922	
39117	幾何原本	1	750083	0.00013199	99.00358121	
39118	喚為	1	750084	0.00013199	99.00371320	
39119	喜氣	1	750085	0.00013199	99.00384519	*
39120	喚出	1	750086	0.00013199	99.00397718	
39121	幾時	1	750087	0.00013199	99.00410917	
39122	幾許	1	750088	0.00013199	99.00424116	*
39123	單騎	1	750089	0.00013199	99.00437315	
39124	博學館出版社	1	750090	0.00013199	99.00450514	
39125	弼馬溫	1	750091	0.00013199	99.00463713	
39126	唾腺	1	750092	0.00013199	99.00476912	*
39127	彭��	1	750093	0.00013199	99.00490111	
39128	彭久田	1	750094	0.00013199	99.00503310	
39129	彭巴草原	1	750095	0.00013199	99.00516509	
39130	彭玉美	1	750096	0.00013199	99.00529708	
39131	喇嘛塔	1	750097	0.00013199	99.00542907	
39132	彭光均	1	750098	0.00013199	99.00556106	
39133	彭敬芝	1	750099	0.00013199	99.00569305	
39134	彭慧嫻	1	750100	0.00013199	99.00582504	
39135	媒體藝術	1	750101	0.00013199	99.00595703	
39136	孳生	1	750102	0.00013199	99.00608902	*
39137	復元	1	750103	0.00013199	99.00622101	*
39138	復出	1	750104	0.00013199	99.00635300	*
39139	單面	1	750105	0.00013199	99.00648499	
39140	復育	1	750106	0.00013199	99.00661698	
39141	復命	1	750107	0.00013199	99.00674897	
39142	復建	1	750108	0.00013199	99.00688096	
39143	喀咚	1	750109	0.00013199	99.00701295	
39144	復活祭	1	750110	0.00013199	99.00714494	
39145	寒夜	1	750111	0.00013199	99.00727693	
39146	博愛主義	1	750112	0.00013199	99.00740892	
39147	復原圖	1	750113	0.00013199	99.00754091	
39148	凱米特夫	1	750114	0.00013199	99.00767290	
39149	凱卡納克神廟	1	750115	0.00013199	99.00780489	
39150	創作家	1	750116	0.00013199	99.00793688	
39151	復發	1	750117	0.00013199	99.00806887	*
39152	喇嘛教	1	750118	0.00013199	99.00820086	*
39153	復學	1	750119	0.00013199	99.00833285	*
39154	寒風颯颯	1	750120	0.00013199	99.00846484	
39155	喜美	1	750121	0.00013199	99.00859683	
39156	喜相逢	1	750122	0.00013199	99.00872882	
39157	復興閣	1	750123	0.00013199	99.00886081	
39158	復興劇團	1	750124	0.00013199	99.00899280	
39159	復蘇	1	750125	0.00013199	99.00912479	
39160	最緩板	1	750126	0.00013199	99.00925678	
39161	喧擾	1	750127	0.00013199	99.00938877	
39162	循線	1	750128	0.00013199	99.00952076	*
39163	最終	1	750129	0.00013199	99.00965275	*
39164	循環狀	1	750130	0.00013199	99.00978474	
39165	循環圖	1	750131	0.00013199	99.00991673	
39166	循聲	1	750132	0.00013199	99.01004872	
39167	惑	1	750133	0.00013199	99.01018071	*
39168	最高點	1	750134	0.00013199	99.01031270	
39169	惡人	1	750135	0.00013199	99.01044469	*
39170	喀卜勒	1	750136	0.00013199	99.01057668	
39171	單身	1	750137	0.00013199	99.01070867	*
39172	最高峰	1	750138	0.00013199	99.01084066	
39173	惡名昭彰	1	750139	0.00013199	99.01097265	*
39174	惡行	1	750140	0.00013199	99.01110464	*
39175	壹同幼稚園	1	750141	0.00013199	99.01123663	
39176	惡作劇之吻	1	750142	0.00013199	99.01136862	
39177	惡形惡狀	1	750143	0.00013199	99.01150061	
39178	惡言相向	1	750144	0.00013199	99.01163260	
39179	惡事	1	750145	0.00013199	99.01176459	
39180	惡性循環	1	750146	0.00013199	99.01189658	*
39181	惡果	1	750147	0.00013199	99.01202857	*
39182	喉管	1	750148	0.00013199	99.01216056	
39183	喉齒	1	750149	0.00013199	99.01229255	
39184	散光星雲	1	750150	0.00013199	99.01242454	
39185	普測	1	750151	0.00013199	99.01255653	
39186	普萊斯	1	750152	0.00013199	99.01268852	
39187	惶惶	1	750153	0.00013199	99.01282051	*
39188	散居地	1	750154	0.00013199	99.01295250	
39189	普遍化	1	750155	0.00013199	99.01308449	
39190	普通樂學	1	750156	0.00013199	99.01321648	
39191	普賢菩薩	1	750157	0.00013199	99.01334847	
39192	掌書官	1	750158	0.00013199	99.01348046	
39193	晶	1	750159	0.00013199	99.01361245	*
39194	散去	1	750160	0.00013199	99.01374444	
39195	普蘭頓	1	750161	0.00013199	99.01387643	
39196	普及率	1	750162	0.00013199	99.01400842	
39197	普	1	750163	0.00013199	99.01414041	*
39198	悶死	1	750164	0.00013199	99.01427240	
39199	晶華酒店	1	750165	0.00013199	99.01440439	
39200	敢死隊	1	750166	0.00013199	99.01453638	*
39201	普通話	1	750167	0.00013199	99.01466837	
39202	晶簇	1	750168	0.00013199	99.01480036	
39203	敦樸	1	750169	0.00013199	99.01493235	*
39204	斯堪地那維亞	1	750170	0.00013199	99.01506434	
39205	斯蒂恩斯山	1	750171	0.00013199	99.01519633	
39206	景元	1	750172	0.00013199	99.01532832	
39207	悶悶	1	750173	0.00013199	99.01546031	
39208	普特南特	1	750174	0.00013199	99.01559230	
39209	普通科	1	750175	0.00013199	99.01572429	
39210	斯洛	1	750176	0.00013199	99.01585628	
39211	斯堪地那亞	1	750177	0.00013199	99.01598827	
39212	普通人	1	750178	0.00013199	99.01612026	
39213	普陀山	1	750179	0.00013199	99.01625225	
39214	普查	1	750180	0.00013199	99.01638424	*
39215	普思頓	1	750181	0.00013199	99.01651623	
39216	普希金博物館	1	750182	0.00013199	99.01664822	
39217	景陽崗	1	750183	0.00013199	99.01678021	
39218	景園	1	750184	0.00013199	99.01691220	
39219	散生	1	750185	0.00013199	99.01704419	
39220	散拍歲月	1	750186	0.00013199	99.01717618	
39221	晴天霹靂	1	750187	0.00013199	99.01730817	*
39222	散光	1	750188	0.00013199	99.01744016	*
39223	悲鳴	1	750189	0.00013199	99.01757215	*
39224	悲觀	1	750190	0.00013199	99.01770414	*
39225	敦	1	750191	0.00013199	99.01783613	*
39226	悲歌	1	750192	0.00013199	99.01796812	*
39227	敞篷	1	750193	0.00013199	99.01810011	
39228	惡臭	1	750194	0.00013199	99.01823210	*
39229	揹袋	1	750195	0.00013199	99.01836409	
39230	揚繩機	1	750196	0.00013199	99.01849608	
39231	揚鞭	1	750197	0.00013199	99.01862807	
39232	智利松	1	750198	0.00013199	99.01876006	
39233	智取	1	750199	0.00013199	99.01889205	*
39234	揚威	1	750200	0.00013199	99.01902404	*
39235	普及化	1	750201	0.00013199	99.01915603	
39236	揚帆	1	750202	0.00013199	99.01928802	*
39237	智能	1	750203	0.00013199	99.01942001	*
39238	斯摩	1	750204	0.00013199	99.01955200	
39239	智暄	1	750205	0.00013199	99.01968399	
39240	智障	1	750206	0.00013199	99.01981598	*
39241	悲慘世界	1	750207	0.00013199	99.01994797	
39242	斯德哥爾摩	1	750208	0.00013199	99.02007996	
39243	智慧型	1	750209	0.00013199	99.02021195	
39244	散氏盤	1	750210	0.00013199	99.02034394	
39245	晶晶	1	750211	0.00013199	99.02047593	
39246	智囊團	1	750212	0.00013199	99.02060792	*
39247	晶瑩剔透	1	750213	0.00013199	99.02073991	*
39248	掌心	1	750214	0.00013199	99.02087190	*
39249	悲嘆	1	750215	0.00013199	99.02100389	*
39250	揚州	1	750216	0.00013199	99.02113588	
39251	揚名	1	750217	0.00013199	99.02126787	*
39252	曾秀鳳	1	750218	0.00013199	99.02139986	
39253	敦煌石窟	1	750219	0.00013199	99.02153185	*
39254	曾建閔	1	750220	0.00013199	99.02166384	
39255	揚升	1	750221	0.00013199	99.02179583	*
39256	曾玲玲	1	750222	0.00013199	99.02192782	
39257	曾送得	1	750223	0.00013199	99.02205981	
39258	揚子國中	1	750224	0.00013199	99.02219180	
39259	揚子	1	750225	0.00013199	99.02232379	
39260	曾培堯	1	750226	0.00013199	99.02245578	
39261	晶體化	1	750227	0.00013199	99.02258777	
39262	敦品	1	750228	0.00013199	99.02271976	
39263	曾華陽	1	750229	0.00013199	99.02285175	
39264	曾愛真	1	750230	0.00013199	99.02298374	
39265	掌骨	1	750231	0.00013199	99.02311573	
39266	曾詩雯	1	750232	0.00013199	99.02324772	
39267	曾德鳳	1	750233	0.00013199	99.02337971	
39268	景仰	1	750234	0.00013199	99.02351170	*
39269	斯坦卡遜	1	750235	0.00013199	99.02364369	
39270	曾薇婷	1	750236	0.00013199	99.02377568	
39271	曾鈺慧	1	750237	0.00013199	99.02390767	
39272	悲愁	1	750238	0.00013199	99.02403966	*
39273	摒息以待	1	750239	0.00013199	99.02417165	
39274	換檔	1	750240	0.00013199	99.02430364	
39275	斯坎森動物園	1	750241	0.00013199	99.02443563	
39276	斑白	1	750242	0.00013199	99.02456762	*
39277	替換品	1	750243	0.00013199	99.02469961	
39278	斯克雷頓海岸	1	750244	0.00013199	99.02483160	
39279	散毒	1	750245	0.00013199	99.02496359	
39280	斯列德藝術學校	1	750246	0.00013199	99.02509558	
39281	斯卡普塔爾火山	1	750247	0.00013199	99.02522757	
39282	悲劇性	1	750248	0.00013199	99.02535956	
39283	期服	1	750249	0.00013199	99.02549155	
39284	散漫	1	750250	0.00013199	99.02562354	*
39285	斑龍	1	750251	0.00013199	99.02575553	
39286	散開星團	1	750252	0.00013199	99.02588752	
39287	換新	1	750253	0.00013199	99.02601951	*
39288	敦厚	1	750254	0.00013199	99.02615150	*
39289	換來	1	750255	0.00013199	99.02628349	
39290	景符	1	750256	0.00013199	99.02641548	
39291	期貨公會	1	750257	0.00013199	99.02654747	
39292	敦促	1	750258	0.00013199	99.02667946	*
39293	斑塊	1	750259	0.00013199	99.02681145	
39294	掌心雷	1	750260	0.00013199	99.02694344	*
39295	朝夕	1	750261	0.00013199	99.02707543	*
39296	惠心	1	750262	0.00013199	99.02720742	
39297	景運	1	750263	0.00013199	99.02733941	
39298	朝見	1	750264	0.00013199	99.02747140	
39299	換一換	1	750265	0.00013199	99.02760339	
39300	朝拜	1	750266	0.00013199	99.02773538	*
39301	朝政	1	750267	0.00013199	99.02786737	*
39302	景像	1	750268	0.00013199	99.02799936	
39303	朝貢	1	750269	0.00013199	99.02813135	*
39304	散熱器	1	750270	0.00013199	99.02826334	
39305	朝朝	1	750271	0.00013199	99.02839533	
39306	景緻	1	750272	0.00013199	99.02852732	
39307	朝陽科技大學	1	750273	0.00013199	99.02865931	
39308	敦化國小	1	750274	0.00013199	99.02879130	
39309	敞	1	750275	0.00013199	99.02892329	*
39310	愉菱	1	750276	0.00013199	99.02905528	
39311	揪住	1	750277	0.00013199	99.02918727	
39312	揮趕	1	750278	0.00013199	99.02931926	
39313	援引	1	750279	0.00013199	99.02945125	*
39314	棺	1	750280	0.00013199	99.02958324	*
39315	棺木	1	750281	0.00013199	99.02971523	*
39316	朝霞	1	750282	0.00013199	99.02984722	
39317	朝霧	1	750283	0.00013199	99.02997921	
39318	棺蓋	1	750284	0.00013199	99.03011120	
39319	棕毛	1	750285	0.00013199	99.03024319	
39320	揮發	1	750286	0.00013199	99.03037518	*
39321	棕黃色	1	750287	0.00013199	99.03050717	
39322	棕熊	1	750288	0.00013199	99.03063916	
39323	智慧化	1	750289	0.00013199	99.03077115	
39324	椅套	1	750290	0.00013199	99.03090314	
39325	揮汗	1	750291	0.00013199	99.03103513	*
39326	揮毫	1	750292	0.00013199	99.03116712	*
39327	揮之不去	1	750293	0.00013199	99.03129911	*
39328	揮掉	1	750294	0.00013199	99.03143110	
39329	棟梁之才	1	750295	0.00013199	99.03156309	
39330	棘刺	1	750296	0.00013199	99.03169508	
39331	棟樑	1	750297	0.00013199	99.03182707	
39332	惠民	1	750298	0.00013199	99.03195906	
39333	惡霸	1	750299	0.00013199	99.03209105	*
39334	棗核兒	1	750300	0.00013199	99.03222304	
39335	揮了揮	1	750301	0.00013199	99.03235503	
39336	惡靈古堡	1	750302	0.00013199	99.03248702	
39337	惡鄰	1	750303	0.00013199	99.03261901	
39338	棘爪	1	750304	0.00013199	99.03275100	
39339	森林小學	1	750305	0.00013199	99.03288299	
39340	棘輪	1	750306	0.00013199	99.03301498	
39341	揮起	1	750307	0.00013199	99.03314697	
39342	揮揮手	1	750308	0.00013199	99.03327896	
39343	棘兒茶	1	750309	0.00013199	99.03341095	
39344	棗核子	1	750310	0.00013199	99.03354294	
39345	森林文化年	1	750311	0.00013199	99.03367493	
39346	森林式	1	750312	0.00013199	99.03380692	
39347	森林浴	1	750313	0.00013199	99.03393891	*
39348	森林遊樂區	1	750314	0.00013199	99.03407090	
39349	森森	1	750315	0.00013199	99.03420289	
39350	智慧財產權	1	750316	0.00013199	99.03433488	
39351	棧主	1	750317	0.00013199	99.03446687	
39352	棧道	1	750318	0.00013199	99.03459886	*
39353	棧橋	1	750319	0.00013199	99.03473085	
39354	智囊	1	750320	0.00013199	99.03486284	*
39355	揮一揮	1	750321	0.00013199	99.03499483	
39356	揚州城	1	750322	0.00013199	99.03512682	
39357	惠怡	1	750323	0.00013199	99.03525881	
39358	揭櫫	1	750324	0.00013199	99.03539080	*
39359	棒球場	1	750325	0.00013199	99.03552279	*
39360	曾品蒼	1	750326	0.00013199	99.03565478	
39361	棲位	1	750327	0.00013199	99.03578677	
39362	棒過形星系	1	750328	0.00013199	99.03591876	
39363	棒漩渦形	1	750329	0.00013199	99.03605075	
39364	掌控	1	750330	0.00013199	99.03618274	*
39365	惠玟	1	750331	0.00013199	99.03631473	
39366	棒槌	1	750332	0.00013199	99.03644672	*
39367	揭牌	1	750333	0.00013199	99.03657871	
39368	揭穿	1	750334	0.00013199	99.03671070	*
39369	揭去	1	750335	0.00013199	99.03684269	
39370	惡禽猛獸	1	750336	0.00013199	99.03697468	
39371	揖	1	750337	0.00013199	99.03710667	*
39372	曾琦	1	750338	0.00013199	99.03723866	
39373	提籃	1	750339	0.00013199	99.03737065	
39374	握登	1	750340	0.00013199	99.03750264	
39375	棍狀	1	750341	0.00013199	99.03763463	
39376	棋子兒	1	750342	0.00013199	99.03776662	
39377	提線板	1	750343	0.00013199	99.03789861	
39378	棋逢對手	1	750344	0.00013199	99.03803060	*
39379	提綱挈領	1	750345	0.00013199	99.03816259	*
39380	棋戰	1	750346	0.00013199	99.03829458	
39381	握起	1	750347	0.00013199	99.03842657	
39382	握法	1	750348	0.00013199	99.03855856	
39383	握有	1	750349	0.00013199	99.03869055	*
39384	棍	1	750350	0.00013199	99.03882254	*
39385	植入	1	750351	0.00013199	99.03895453	
39386	提袋	1	750352	0.00013199	99.03908652	
39387	提絃	1	750353	0.00013199	99.03921851	
39388	提掖	1	750354	0.00013199	99.03935050	
39389	植物油	1	750355	0.00013199	99.03948249	
39390	曾蕙蘭	1	750356	0.00013199	99.03961448	
39391	椎心泣血	1	750357	0.00013199	99.03974647	*
39392	椎體	1	750358	0.00013199	99.03987846	
39393	植物體	1	750359	0.00013199	99.04001045	
39394	提花機	1	750360	0.00013199	99.04014244	
39395	植群	1	750361	0.00013199	99.04027443	
39396	椎	1	750362	0.00013199	99.04040642	*
39397	惠贈	1	750363	0.00013199	99.04053841	
39398	惠鑒	1	750364	0.00013199	99.04067040	
39399	提振	1	750365	0.00013199	99.04080239	*
39400	愜意	1	750366	0.00013199	99.04093438	*
39401	棉衣	1	750367	0.00013199	99.04106637	
39402	棉林	1	750368	0.00013199	99.04119836	
39403	惡勢力	1	750369	0.00013199	99.04133035	*
39404	棉型黏膠短纖維	1	750370	0.00013199	99.04146234	
39405	換算	1	750371	0.00013199	99.04159433	*
39406	提包	1	750372	0.00013199	99.04172632	
39407	棉蘭	1	750373	0.00013199	99.04185831	
39408	惡棍	1	750374	0.00013199	99.04199030	*
39409	惺忪	1	750375	0.00013199	99.04212229	*
39410	棉薄之力	1	750376	0.00013199	99.04225428	*
39411	棉紙	1	750377	0.00013199	99.04238627	*
39412	提把	1	750378	0.00013199	99.04251826	
39413	惰	1	750379	0.00013199	99.04265025	*
39414	棚瓜	1	750380	0.00013199	99.04278224	
39415	棚角	1	750381	0.00013199	99.04291423	
39416	棚架	1	750382	0.00013199	99.04304622	*
39417	提不動	1	750383	0.00013199	99.04317821	
39418	替罪	1	750384	0.00013199	99.04331020	
39419	揣	1	750385	0.00013199	99.04344219	*
39420	插種	1	750386	0.00013199	99.04357418	
39421	插秧謠	1	750387	0.00013199	99.04370617	
39422	欺虐	1	750388	0.00013199	99.04383816	
39423	掌權	1	750389	0.00013199	99.04397015	*
39424	悲喜交集	1	750390	0.00013199	99.04410214	*
39425	欺誘	1	750391	0.00013199	99.04423413	
39426	斑節蝦	1	750392	0.00013199	99.04436612	
39427	欽點	1	750393	0.00013199	99.04449811	
39428	欽此	1	750394	0.00013199	99.04463010	
39429	插座	1	750395	0.00013199	99.04476209	*
39430	欽羨	1	750396	0.00013199	99.04489408	*
39431	惶恐不安	1	750397	0.00013199	99.04502607	
39432	插曲	1	750398	0.00013199	99.04515806	*
39433	殘月	1	750399	0.00013199	99.04529005	
39434	殘存	1	750400	0.00013199	99.04542204	*
39435	慨然	1	750401	0.00013199	99.04555403	*
39436	揉碎	1	750402	0.00013199	99.04568602	
39437	悲音	1	750403	0.00013199	99.04581801	
39438	換掉	1	750404	0.00013199	99.04595000	
39439	揉音	1	750405	0.00013199	99.04608199	
39440	揉成	1	750406	0.00013199	99.04621398	
39441	殘像	1	750407	0.00013199	99.04634597	
39442	揉了揉	1	750408	0.00013199	99.04647796	
39443	愉	1	750409	0.00013199	99.04660995	*
39444	殘障奧運會	1	750410	0.00013199	99.04674194	
39445	殘障電梯	1	750411	0.00013199	99.04687393	
39446	換血	1	750412	0.00013199	99.04700592	*
39447	殘暴	1	750413	0.00013199	99.04713791	*
39448	揩	1	750414	0.00013199	99.04726990	*
39449	斑斑駁駁	1	750415	0.00013199	99.04740189	
39450	殖民	1	750416	0.00013199	99.04753388	
39451	揀拾	1	750417	0.00013199	99.04766587	
39452	惡鬼	1	750418	0.00013199	99.04779786	
39453	斑竹	1	750419	0.00013199	99.04792985	
39454	殼仔絃	1	750420	0.00013199	99.04806184	
39455	掌上型	1	750421	0.00013199	99.04819383	
39456	殼壁	1	750422	0.00013199	99.04832582	
39457	描下	1	750423	0.00013199	99.04845781	
39458	毯果	1	750424	0.00013199	99.04858980	
39459	犀利	1	750425	0.00013199	99.04872179	*
39460	渾天象	1	750426	0.00013199	99.04885378	
39461	牌坊	1	750427	0.00013199	99.04898577	*
39462	渾圓	1	750428	0.00013199	99.04911776	*
39463	然量	1	750429	0.00013199	99.04924975	
39464	渾水	1	750430	0.00013199	99.04938174	*
39465	牌位	1	750431	0.00013199	99.04951373	*
39466	滋補	1	750432	0.00013199	99.04964572	*
39467	渾沌	1	750433	0.00013199	99.04977771	*
39468	無助	1	750434	0.00013199	99.04990970	
39469	牌九	1	750435	0.00013199	99.05004169	
39470	測繪	1	750436	0.00013199	99.05017368	
39471	渾厚	1	750437	0.00013199	99.05030567	*
39472	測震站	1	750438	0.00013199	99.05043766	
39473	渾然天成	1	750439	0.00013199	99.05056965	*
39474	湣王	1	750440	0.00013199	99.05070164	
39475	無瑕	1	750441	0.00013199	99.05083363	*
39476	煮煮	1	750442	0.00013199	99.05096562	
39477	無虞	1	750443	0.00013199	99.05109761	*
39478	渾象	1	750444	0.00013199	99.05122960	
39479	猶太裔	1	750445	0.00013199	99.05136159	
39480	琺瑯彩	1	750446	0.00013199	99.05149358	
39481	無微不至	1	750447	0.00013199	99.05162557	*
39482	琳婷	1	750448	0.00013199	99.05175756	
39483	無期徒刑	1	750449	0.00013199	99.05188955	*
39484	無話不談	1	750450	0.00013199	99.05202154	
39485	測試區	1	750451	0.00013199	99.05215353	
39486	無被花	1	750452	0.00013199	99.05228552	
39487	測候	1	750453	0.00013199	99.05241751	*
39488	琢磨師	1	750454	0.00013199	99.05254950	
39489	無言以對	1	750455	0.00013199	99.05268149	*
39490	無權	1	750456	0.00013199	99.05281348	
39491	滋事	1	750457	0.00013199	99.05294547	*
39492	滋	1	750458	0.00013199	99.05307746	*
39493	測出	1	750459	0.00013199	99.05320945	*
39494	琴皮	1	750460	0.00013199	99.05334144	
39495	焚化爐	1	750461	0.00013199	99.05347343	*
39496	無名氏	1	750462	0.00013199	99.05360542	*
39497	猶加敦半島	1	750463	0.00013199	99.05373741	
39498	渾天	1	750464	0.00013199	99.05386940	
39499	猶斯邁亞	1	750465	0.00013199	99.05400139	
