序號,詞目,詞頻,累計詞頻,百分比,累計百分比
23180,學苑,2,592898,0.00032399,96.04604524
23181,學術單位,2,592900,0.00032399,96.04636922
23182,學說,2,592902,0.00032399,96.04669321
23183,導正,2,592904,0.00032399,96.04701720
23184,導至,2,592906,0.00032399,96.04734119
23185,憲兵隊,2,592908,0.00032399,96.04766518
23186,憑弔,2,592910,0.00032399,96.04798917
23187,憶,2,592912,0.00032399,96.04831315
23188,憶兒時,2,592914,0.00032399,96.04863714
23189,懊悔,2,592916,0.00032399,96.04896113
23190,懊惱,2,592918,0.00032399,96.04928512
23191,戰利品,2,592920,0.00032399,96.04960911
23192,戰院,2,592922,0.00032399,96.04993310
23193,戰鬥機,2,592924,0.00032399,96.05025708
23194,擁有者,2,592926,0.00032399,96.05058107
23195,擁腫,2,592928,0.00032399,96.05090506
23196,擋風玻璃,2,592930,0.00032399,96.05122905
23197,撼,2,592932,0.00032399,96.05155304
23198,據信,2,592934,0.00032399,96.05187703
23199,據稱,2,592936,0.00032399,96.05220102
23200,擇定,2,592938,0.00032399,96.05252500
23201,操作性,2,592940,0.00032399,96.05284899
23202,操控檯,2,592942,0.00032399,96.05317298
23203,操場,2,592944,0.00032399,96.05349697
23204,操演,2,592946,0.00032399,96.05382096
23205,操練,2,592948,0.00032399,96.05414495
23206,擔保,2,592950,0.00032399,96.05446893
23207,擔綱,2,592952,0.00032399,96.05479292
23208,整合型航空快遞轉運中心,2,592954,0.00032399,96.05511691
23209,整形外科,2,592956,0.00032399,96.05544090
23210,整套,2,592958,0.00032399,96.05576489
23211,整廠,2,592960,0.00032399,96.05608888
23212,整體性,2,592962,0.00032399,96.05641286
23213,曇花一現,2,592964,0.00032399,96.05673685
23214,暸解,2,592966,0.00032399,96.05706084
23215,樸素,2,592968,0.00032399,96.05738483
23216,橙路,2,592970,0.00032399,96.05770882
23217,橫越,2,592972,0.00032399,96.05803281
23218,橫跨,2,592974,0.00032399,96.05835680
23219,橘子,2,592976,0.00032399,96.05868078
23220,樹皮,2,592978,0.00032399,96.05900477
23221,樹根,2,592980,0.00032399,96.05932876
23222,樹脂,2,592982,0.00032399,96.05965275
23223,橄欖球,2,592984,0.00032399,96.05997674
23224,橄欖樹,2,592986,0.00032399,96.06030073
23225,橢圓,2,592988,0.00032399,96.06062471
23226,橡膠業,2,592990,0.00032399,96.06094870
23227,橋本龍太郎,2,592992,0.00032399,96.06127269
23228,機具,2,592994,0.00032399,96.06159668
23229,機型,2,592996,0.00032399,96.06192067
23230,機砲,2,592998,0.00032399,96.06224466
23231,機動利率,2,593000,0.00032399,96.06256864
23232,機密性,2,593002,0.00032399,96.06289263
23233,機械人,2,593004,0.00032399,96.06321662
23234,機智,2,593006,0.00032399,96.06354061
23235,機殼,2,593008,0.00032399,96.06386460
23236,機會點,2,593010,0.00032399,96.06418859
23237,機電,2,593012,0.00032399,96.06451258
23238,機電業,2,593014,0.00032399,96.06483656
23239,機頭,2,593016,0.00032399,96.06516055
23240,機翼,2,593018,0.00032399,96.06548454
23241,機警,2,593020,0.00032399,96.06580853
23242,歷代,2,593022,0.00032399,96.06613252
23243,歷史性,2,593024,0.00032399,96.06645651
23244,歷年,2,593026,0.00032399,96.06678049
23245,歷年來,2,593028,0.00032399,96.06710448
23246,歷時,2,593030,0.00032399,96.06742847
23247,歷歷在目,2,593032,0.00032399,96.06775246
23248,濃飛,2,593034,0.00032399,96.06807645
23249,濃稠度,2,593036,0.00032399,96.06840044
23250,濃蔭,2,593038,0.00032399,96.06872443
23251,濃霧,2,593040,0.00032399,96.06904841
23252,濁水溪,2,593042,0.00032399,96.06937240
23253,澳洲藝術家舞團,2,593044,0.00032399,96.06969639
23254,激進,2,593046,0.00032399,96.07002038
23255,激盪,2,593048,0.00032399,96.07034437
23256,熾烈,2,593050,0.00032399,96.07066836
23257,燒錄,2,593052,0.00032399,96.07099234
23258,燙菠菜,2,593054,0.00032399,96.07131633
23259,燃油,2,593056,0.00032399,96.07164032
23260,燃起,2,593058,0.00032399,96.07196431
23261,獨力,2,593060,0.00032399,96.07228830
23262,獨木舟,2,593062,0.00032399,96.07261229
23263,獨立運動,2,593064,0.00032399,96.07293627
23264,獨行,2,593066,0.00032399,96.07326026
23265,獨佔,2,593068,0.00032399,96.07358425
23266,獨來獨往,2,593070,0.00032399,96.07390824
23267,獨具,2,593072,0.00032399,96.07423223
23268,獨資,2,593074,0.00032399,96.07455622
23269,獨漏,2,593076,0.00032399,96.07488021
23270,獨樹一幟,2,593078,0.00032399,96.07520419
23271,獨鍾,2,593080,0.00032399,96.07552818
23272,獨攬,2,593082,0.00032399,96.07585217
23273,盧布,2,593084,0.00032399,96.07617616
23274,盧米埃,2,593086,0.00032399,96.07650015
23275,盧貝夫人,2,593088,0.00032399,96.07682414
23276,盧泰愚,2,593090,0.00032399,96.07714812
23277,盧基盛,2,593092,0.00032399,96.07747211
23278,盧凱恩,2,593094,0.00032399,96.07779610
23279,盧鴻毅,2,593096,0.00032399,96.07812009
23280,禦寒,2,593098,0.00032399,96.07844408
23281,積存,2,593100,0.00032399,96.07876807
23282,積怨,2,593102,0.00032399,96.07909205
23283,積澱,2,593104,0.00032399,96.07941604
23284,穆斯特,2,593106,0.00032399,96.07974003
23285,窺視,2,593108,0.00032399,96.08006402
23286,築巢,2,593110,0.00032399,96.08038801
23287,糖水,2,593112,0.00032399,96.08071200
23288,糖份,2,593114,0.00032399,96.08103599
23289,縣市長,2,593116,0.00032399,96.08135997
23290,縝密,2,593118,0.00032399,96.08168396
23291,縐紋,2,593120,0.00032399,96.08200795
23292,罹難,2,593122,0.00032399,96.08233194
23293,罹難者,2,593124,0.00032399,96.08265593
23294,膳食,2,593126,0.00032399,96.08297992
23295,興沖沖,2,593128,0.00032399,96.08330390
23296,興旺,2,593130,0.00032399,96.08362789
23297,興致勃勃,2,593132,0.00032399,96.08395188
23298,興農熊隊,2,593134,0.00032399,96.08427587
23299,蕊,2,593136,0.00032399,96.08459986
23300,蕨菜,2,593138,0.00032399,96.08492385
23301,蕭文傳,2,593140,0.00032399,96.08524783
23302,蕭邦,2,593142,0.00032399,96.08557182
23303,蕭芳頻,2,593144,0.00032399,96.08589581
23304,蕭退庵,2,593146,0.00032399,96.08621980
23305,蕭瑟,2,593148,0.00032399,96.08654379
23306,蕭薔,2,593150,0.00032399,96.08686778
23307,蕪湖,2,593152,0.00032399,96.08719177
23308,螞蟻,2,593154,0.00032399,96.08751575
23309,親口,2,593156,0.00032399,96.08783974
23310,親切感,2,593158,0.00032399,96.08816373
23311,親和力,2,593160,0.00032399,96.08848772
23312,親往,2,593162,0.00032399,96.08881171
23313,親朋,2,593164,0.00032399,96.08913570
23314,親家翁,2,593166,0.00032399,96.08945968
23315,親眼,2,593168,0.00032399,96.08978367
23316,親善,2,593170,0.00032399,96.09010766
23317,諱,2,593172,0.00032399,96.09043165
23318,謀害,2,593174,0.00032399,96.09075564
23319,諧和,2,593176,0.00032399,96.09107963
23320,諾言,2,593178,0.00032399,96.09140361
23321,諾亞,2,593180,0.00032399,96.09172760
23322,諾亞懷利,2,593182,0.00032399,96.09205159
23323,諶麗華,2,593184,0.00032399,96.09237558
23324,貓王,2,593186,0.00032399,96.09269957
23325,貓眼石,2,593188,0.00032399,96.09302356
23326,賴弘裕,2,593190,0.00032399,96.09334755
23327,賴佳寧,2,593192,0.00032399,96.09367153
23328,賴秋基,2,593194,0.00032399,96.09399552
23329,賴豊景,2,593196,0.00032399,96.09431951
23330,蹄,2,593198,0.00032399,96.09464350
23331,輯譯,2,593200,0.00032399,96.09496749
23332,輸配,2,593202,0.00032399,96.09529148
23333,辨識系統,2,593204,0.00032399,96.09561546
23334,辨識率,2,593206,0.00032399,96.09593945
23335,辨識碼,2,593208,0.00032399,96.09626344
23336,辦妥,2,593210,0.00032399,96.09658743
23337,遵,2,593212,0.00032399,96.09691142
23338,遴選,2,593214,0.00032399,96.09723541
23339,選中,2,593216,0.00032399,96.09755940
23340,選務,2,593218,0.00032399,96.09788338
23341,遲到,2,593220,0.00032399,96.09820737
23342,遲浩田,2,593222,0.00032399,96.09853136
23343,遲鈍,2,593224,0.00032399,96.09885535
23344,遲緩,2,593226,0.00032399,96.09917934
23345,醒目,2,593228,0.00032399,96.09950333
23346,醒來,2,593230,0.00032399,96.09982731
23347,錠,2,593232,0.00032399,96.10015130
23348,鋸,2,593234,0.00032399,96.10047529
23349,鋸齒狀,2,593236,0.00032399,96.10079928
23350,錯字,2,593238,0.00032399,96.10112327
23351,錯置,2,593240,0.00032399,96.10144726
23352,鋼門,2,593242,0.00032399,96.10177124
23353,鋼骨結構,2,593244,0.00032399,96.10209523
23354,鋼琴曲,2,593246,0.00032399,96.10241922
23355,鋼鐵股,2,593248,0.00032399,96.10274321
23356,錄音室,2,593250,0.00032399,96.10306720
23357,錄音機,2,593252,0.00032399,96.10339119
23358,錄影棚,2,593254,0.00032399,96.10371518
23359,錦上添花,2,593256,0.00032399,96.10403916
23360,錦繡,2,593258,0.00032399,96.10436315
23361,隧道,2,593260,0.00032399,96.10468714
23362,隨行人員,2,593262,0.00032399,96.10501113
23363,隨和,2,593264,0.00032399,96.10533512
23364,隨性,2,593266,0.00032399,96.10565911
23365,隨時隨地,2,593268,0.00032399,96.10598309
23366,隨著,2,593270,0.00032399,96.10630708
23367,險境,2,593272,0.00032399,96.10663107
23368,險灘,2,593274,0.00032399,96.10695506
23369,霖園,2,593276,0.00032399,96.10727905
23370,霍金,2,593278,0.00032399,96.10760304
23371,霍霍,2,593280,0.00032399,96.10792702
23372,霓虹燈,2,593282,0.00032399,96.10825101
23373,靜心,2,593284,0.00032399,96.10857500
23374,靜默,2,593286,0.00032399,96.10889899
23375,靦腆,2,593288,0.00032399,96.10922298
23376,鞘狀突,2,593290,0.00032399,96.10954697
23377,頸椎,2,593292,0.00032399,96.10987096
23378,頸項,2,593294,0.00032399,96.11019494
23379,頭目,2,593296,0.00032399,96.11051893
23380,頭昏,2,593298,0.00032399,96.11084292
23381,頭版,2,593300,0.00032399,96.11116691
23382,頭社村,2,593302,0.00032399,96.11149090
23383,頭前寮,2,593304,0.00032399,96.11181489
23384,頭風,2,593306,0.00032399,96.11213887
23385,頭破血流,2,593308,0.00032399,96.11246286
23386,頭飾,2,593310,0.00032399,96.11278685
23387,頹廢,2,593312,0.00032399,96.11311084
23388,餐盒,2,593314,0.00032399,96.11343483
23389,餐飲店,2,593316,0.00032399,96.11375882
23390,餐廳船,2,593318,0.00032399,96.11408280
23391,髻,2,593320,0.00032399,96.11440679
23392,鴕鳥主人俱樂部,2,593322,0.00032399,96.11473078
23393,鴕鳥肉,2,593324,0.00032399,96.11505477
23394,鴕鳥蛋,2,593326,0.00032399,96.11537876
23395,鴨肉,2,593328,0.00032399,96.11570275
23396,龍江路,2,593330,0.00032399,96.11602674
23397,龍泰陵,2,593332,0.00032399,96.11635072
23398,龍益雲,2,593334,0.00032399,96.11667471
23399,龍脈,2,593336,0.00032399,96.11699870
23400,龍蝦,2,593338,0.00032399,96.11732269
23401,龍頭老大,2,593340,0.00032399,96.11764668
23402,龍騎士,2,593342,0.00032399,96.11797067
23403,優生,2,593344,0.00032399,96.11829465
23404,優生保健科,2,593346,0.00032399,96.11861864
23405,優柔寡斷,2,593348,0.00032399,96.11894263
23406,優渥,2,593350,0.00032399,96.11926662
23407,優等,2,593352,0.00032399,96.11959061
23408,優越性,2,593354,0.00032399,96.11991460
23409,優質,2,593356,0.00032399,96.12023859
23410,儲存卡,2,593358,0.00032399,96.12056257
23411,儲藏,2,593360,0.00032399,96.12088656
23412,儲蠟室,2,593362,0.00032399,96.12121055
23413,嚇止,2,593364,0.00032399,96.12153454
23414,嚇跑,2,593366,0.00032399,96.12185853
23415,嚇壞,2,593368,0.00032399,96.12218252
23416,壓扁,2,593370,0.00032399,96.12250650
23417,壓倒性,2,593372,0.00032399,96.12283049
23418,壓傷,2,593374,0.00032399,96.12315448
23419,壓縮空氣,2,593376,0.00032399,96.12347847
23420,嬰,2,593378,0.00032399,96.12380246
23421,嶺腳瀑布,2,593380,0.00032399,96.12412645
23422,應不應該,2,593382,0.00032399,96.12445043
23423,應式文,2,593384,0.00032399,96.12477442
23424,應景,2,593386,0.00032399,96.12509841
23425,懇,2,593388,0.00032399,96.12542240
23426,懇求,2,593390,0.00032399,96.12574639
23427,戲份,2,593392,0.00032399,96.12607038
23428,戲弄,2,593394,0.00032399,96.12639437
23429,戲服,2,593396,0.00032399,96.12671835
23430,戲班,2,593398,0.00032399,96.12704234
23431,戲稱,2,593400,0.00032399,96.12736633
23432,戲劇系,2,593402,0.00032399,96.12769032
23433,戲劇家,2,593404,0.00032399,96.12801431
23434,戴上,2,593406,0.00032399,96.12833830
23435,戴塔,2,593408,0.00032399,96.12866228
23436,擎,2,593410,0.00032399,96.12898627
23437,擊沉,2,593412,0.00032399,96.12931026
23438,擠進,2,593414,0.00032399,96.12963425
23439,擰,2,593416,0.00032399,96.12995824
23440,擦上,2,593418,0.00032399,96.13028223
23441,擦刷,2,593420,0.00032399,96.13060621
23442,擦槍走火,2,593422,0.00032399,96.13093020
23443,斃,2,593424,0.00032399,96.13125419
23444,曖昧,2,593426,0.00032399,96.13157818
23445,檔案系統,2,593428,0.00032399,96.13190217
23446,檔案櫃,2,593430,0.00032399,96.13222616
23447,檢附,2,593432,0.00032399,96.13255015
23448,檢調人員,2,593434,0.00032399,96.13287413
23449,檢警,2,593436,0.00032399,96.13319812
23450,濱中泰男,2,593438,0.00032399,96.13352211
23451,澀味,2,593440,0.00032399,96.13384610
23452,濕度,2,593442,0.00032399,96.13417009
23453,濕砂模調配自動化系統,2,593444,0.00032399,96.13449408
23454,營建股,2,593446,0.00032399,96.13481806
23455,營區,2,593448,0.00032399,96.13514205
23456,營部,2,593450,0.00032399,96.13546604
23457,營業加值稅,2,593452,0.00032399,96.13579003
23458,燥,2,593454,0.00032399,96.13611402
23459,燭光,2,593456,0.00032399,96.13643801
23460,獲益,2,593458,0.00032399,96.13676199
23461,獲悉,2,593460,0.00032399,96.13708598
23462,獲救,2,593462,0.00032399,96.13740997
23463,獲頒,2,593464,0.00032399,96.13773396
23464,環保所,2,593466,0.00032399,96.13805795
23465,環保商品,2,593468,0.00032399,96.13838194
23466,環球,2,593470,0.00032399,96.13870593
23467,環湖村,2,593472,0.00032399,96.13902991
23468,璨,2,593474,0.00032399,96.13935390
23469,療養院,2,593476,0.00032399,96.13967789
23470,瞳,2,593478,0.00032399,96.14000188
23471,瞬,2,593480,0.00032399,96.14032587
23472,瞧一瞧,2,593482,0.00032399,96.14064986
23473,瞧不起,2,593484,0.00032399,96.14097384
23474,瞭若指掌,2,593486,0.00032399,96.14129783
23475,矯,2,593488,0.00032399,96.14162182
23476,矯枉過正,2,593490,0.00032399,96.14194581
23477,磷酸鹽,2,593492,0.00032399,96.14226980
23478,禪坐,2,593494,0.00032399,96.14259379
23479,禪定,2,593496,0.00032399,96.14291777
23480,篷,2,593498,0.00032399,96.14324176
23481,績,2,593500,0.00032399,96.14356575
23482,繃,2,593502,0.00032399,96.14388974
23483,總收入,2,593504,0.00032399,96.14421373
23484,總站,2,593506,0.00032399,96.14453772
23485,總務,2,593508,0.00032399,96.14486171
23486,總統制,2,593510,0.00032399,96.14518569
23487,總統府秘書長,2,593512,0.00032399,96.14550968
23488,總辭,2,593514,0.00032399,96.14583367
23489,縱觀,2,593516,0.00032399,96.14615766
23490,繁衍,2,593518,0.00032399,96.14648165
23491,繁雜,2,593520,0.00032399,96.14680564
23492,繁體,2,593522,0.00032399,96.14712962
23493,聲名,2,593524,0.00032399,96.14745361
23494,聲波,2,593526,0.00032399,96.14777760
23495,聲張,2,593528,0.00032399,96.14810159
23496,聲部,2,593530,0.00032399,96.14842558
23497,聲援,2,593532,0.00032399,96.14874957
23498,聲霸卡,2,593534,0.00032399,96.14907356
23499,聰,2,593536,0.00032399,96.14939754
23500,聯合公報,2,593538,0.00032399,96.14972153
23501,聯合會,2,593540,0.00032399,96.15004552
23502,聯考,2,593542,0.00032399,96.15036951
23503,聯訊,2,593544,0.00032399,96.15069350
23504,聯通,2,593546,0.00032399,96.15101749
23505,聯華,2,593548,0.00032399,96.15134147
23506,聯華食品,2,593550,0.00032399,96.15166546
23507,聯貸,2,593552,0.00032399,96.15198945
23508,聯鼎,2,593554,0.00032399,96.15231344
23509,臂膀,2,593556,0.00032399,96.15263743
23510,臀,2,593558,0.00032399,96.15296142
23511,膿瑞斯,2,593560,0.00032399,96.15328540
23512,臉型,2,593562,0.00032399,96.15360939
23513,臉龐,2,593564,0.00032399,96.15393338
23514,臨死,2,593566,0.00032399,96.15425737
23515,臨空城,2,593568,0.00032399,96.15458136
23516,臨時工,2,593570,0.00032399,96.15490535
23517,臨時性,2,593572,0.00032399,96.15522934
23518,臨場,2,593574,0.00032399,96.15555332
23519,舉手,2,593576,0.00032399,96.15587731
23520,舉手之勞,2,593578,0.00032399,96.15620130
23521,舉措,2,593580,0.00032399,96.15652529
23522,艱憶,2,593582,0.00032399,96.15684928
23523,艱澀,2,593584,0.00032399,96.15717327
23524,薄荷油,2,593586,0.00032399,96.15749725
23525,蕾莉昂,2,593588,0.00032399,96.15782124
23526,薯條,2,593590,0.00032399,96.15814523
23527,薛桂文,2,593592,0.00032399,96.15846922
23528,薛琦,2,593594,0.00032399,96.15879321
23529,螺絲,2,593596,0.00032399,96.15911720
23530,螺絲成型機,2,593598,0.00032399,96.15944118
23531,謎底,2,593600,0.00032399,96.15976517
23532,謎團,2,593602,0.00032399,96.16008916
23533,謙卑,2,593604,0.00032399,96.16041315
23534,講述,2,593606,0.00032399,96.16073714
23535,講師,2,593608,0.00032399,96.16106113
23536,講理,2,593610,0.00032399,96.16138512
23537,講義,2,593612,0.00032399,96.16170910
23538,講解,2,593614,0.00032399,96.16203309
23539,謠言,2,593616,0.00032399,96.16235708
23540,謝卡,2,593618,0.00032399,96.16268107
23541,謝拉斯,2,593620,0.00032399,96.16300506
23542,謝長亨,2,593622,0.00032399,96.16332905
23543,謝春德,2,593624,0.00032399,96.16365303
23544,謝家孝,2,593626,0.00032399,96.16397702
23545,謝祖錫,2,593628,0.00032399,96.16430101
23546,謝敏政,2,593630,0.00032399,96.16462500
23547,謝淑媛,2,593632,0.00032399,96.16494899
23548,謝票,2,593634,0.00032399,96.16527298
23549,謝傑生,2,593636,0.00032399,96.16559696
23550,謝聰仁,2,593638,0.00032399,96.16592095
23551,豁然開朗,2,593640,0.00032399,96.16624494
23552,賽里歐斯,2,593642,0.00032399,96.16656893
23553,賽狗,2,593644,0.00032399,96.16689292
23554,賽場,2,593646,0.00032399,96.16721691
23555,購物袋,2,593648,0.00032399,96.16754090
23556,購得,2,593650,0.00032399,96.16786488
23557,轄下,2,593652,0.00032399,96.16818887
23558,輿克,2,593654,0.00032399,96.16851286
23559,避孕,2,593656,0.00032399,96.16883685
23560,避孕藥,2,593658,0.00032399,96.16916084
23561,避重就輕,2,593660,0.00032399,96.16948483
23562,避難,2,593662,0.00032399,96.16980881
23563,還本,2,593664,0.00032399,96.17013280
23564,醜聞,2,593666,0.00032399,96.17045679
23565,鍵入,2,593668,0.00032399,96.17078078
23566,鍋鏟,2,593670,0.00032399,96.17110477
23567,鍾正芳,2,593672,0.00032399,96.17142876
23568,鍾情,2,593674,0.00032399,96.17175274
23569,鍾雲蘭,2,593676,0.00032399,96.17207673
23570,鍾愛,2,593678,0.00032399,96.17240072
23571,鍾蓮芳,2,593680,0.00032399,96.17272471
23572,闊,2,593682,0.00032399,96.17304870
23573,隱私權,2,593684,0.00032399,96.17337269
23574,隱喻,2,593686,0.00032399,96.17369668
23575,霜狀,2,593688,0.00032399,96.17402066
23576,霞,2,593690,0.00032399,96.17434465
23577,餵飽,2,593692,0.00032399,96.17466864
23578,餵養,2,593694,0.00032399,96.17499263
23579,鮮度,2,593696,0.00032399,96.17531662
23580,鮮嫩,2,593698,0.00032399,96.17564061
23581,鮮艷,2,593700,0.00032399,96.17596459
23582,鴻溝,2,593702,0.00032399,96.17628858
23583,鴿子,2,593704,0.00032399,96.17661257
23584,黏連,2,593706,0.00032399,96.17693656
23585,黏膜炎,2,593708,0.00032399,96.17726055
23586,點工,2,593710,0.00032399,96.17758454
23587,點火,2,593712,0.00032399,96.17790853
23588,點石成金,2,593714,0.00032399,96.17823251
23589,點播率,2,593716,0.00032399,96.17855650
23590,點數,2,593718,0.00032399,96.17888049
23591,黛安薇絲特,2,593720,0.00032399,96.17920448
23592,擴及,2,593722,0.00032399,96.17952847
23593,擾流板,2,593724,0.00032399,96.17985246
23594,擾流翼,2,593726,0.00032399,96.18017644
23595,攆走,2,593728,0.00032399,96.18050043
23596,擺平,2,593730,0.00032399,96.18082442
23597,擺放,2,593732,0.00032399,96.18114841
23598,擺開,2,593734,0.00032399,96.18147240
23599,擺飾,2,593736,0.00032399,96.18179639
23600,擺盪,2,593738,0.00032399,96.18212037
23601,斷片,2,593740,0.00032399,96.18244436
23602,斷奶,2,593742,0.00032399,96.18276835
23603,斷食,2,593744,0.00032399,96.18309234
23604,斷食療法,2,593746,0.00032399,96.18341633
23605,斷裂,2,593748,0.00032399,96.18374032
23606,斷斷續續,2,593750,0.00032399,96.18406431
23607,斷續,2,593752,0.00032399,96.18438829
23608,檸檬酸,2,593754,0.00032399,96.18471228
23609,檯面下,2,593756,0.00032399,96.18503627
23610,檯階,2,593758,0.00032399,96.18536026
23611,歸咎,2,593760,0.00032399,96.18568425
23612,歸隊,2,593762,0.00032399,96.18600824
23613,歸罪,2,593764,0.00032399,96.18633222
23614,瀋陽,2,593766,0.00032399,96.18665621
23615,濾色片,2,593768,0.00032399,96.18698020
23616,瀆職罪嫌,2,593770,0.00032399,96.18730419
23617,濺,2,593772,0.00032399,96.18762818
23618,瀏覽程式,2,593774,0.00032399,96.18795217
23619,獵槍,2,593776,0.00032399,96.18827615
23620,癖,2,593778,0.00032399,96.18860014
23621,癒,2,593780,0.00032399,96.18892413
23622,瞻仰,2,593782,0.00032399,96.18924812
23623,禮品,2,593784,0.00032399,96.18957211
23624,禮盒,2,593786,0.00032399,96.18989610
23625,禮聘,2,593788,0.00032399,96.19022009
23626,禮貌性,2,593790,0.00032399,96.19054407
23627,禮數,2,593792,0.00032399,96.19086806
23628,竄升,2,593794,0.00032399,96.19119205
23629,竄起,2,593796,0.00032399,96.19151604
23630,簡而言之,2,593798,0.00032399,96.19184003
23631,簡易法庭,2,593800,0.00032399,96.19216402
23632,簡要,2,593802,0.00032399,96.19248800
23633,簡述,2,593804,0.00032399,96.19281199
23634,簡暉明,2,593806,0.00032399,96.19313598
23635,簡榮霖,2,593808,0.00032399,96.19345997
23636,簡體,2,593810,0.00032399,96.19378396
23637,糧食局,2,593812,0.00032399,96.19410795
23638,織,2,593814,0.00032399,96.19443193
23639,繡,2,593816,0.00032399,96.19475592
23640,翹翹板,2,593818,0.00032399,96.19507991
23641,翻升,2,593820,0.00032399,96.19540390
23642,翻拍,2,593822,0.00032399,96.19572789
23643,翻揀,2,593824,0.00032399,96.19605188
23644,翻滾,2,593826,0.00032399,96.19637587
23645,翻臉,2,593828,0.00032399,96.19669985
23646,翻覆,2,593830,0.00032399,96.19702384
23647,職缺,2,593832,0.00032399,96.19734783
23648,職能,2,593834,0.00032399,96.19767182
23649,職棒隊,2,593836,0.00032399,96.19799581
23650,職棒認同卡,2,593838,0.00032399,96.19831980
23651,職棒賽,2,593840,0.00032399,96.19864378
23652,職棒雜誌,2,593842,0.00032399,96.19896777
23653,舊址,2,593844,0.00032399,96.19929176
23654,舊識,2,593846,0.00032399,96.19961575
23655,藍卡,2,593848,0.00032399,96.19993974
23656,藍皮書計畫,2,593850,0.00032399,96.20026373
23657,藍色巨人,2,593852,0.00032399,96.20058771
23658,藍鷹,2,593854,0.00032399,96.20091170
23659,藉重,2,593856,0.00032399,96.20123569
23660,藉著,2,593858,0.00032399,96.20155968
23661,薰,2,593860,0.00032399,96.20188367
23662,薰陶,2,593862,0.00032399,96.20220766
23663,覆轍,2,593864,0.00032399,96.20253165
23664,贅言,2,593866,0.00032399,96.20285563
23665,軀幹,2,593868,0.00032399,96.20317962
23666,軀體,2,593870,0.00032399,96.20350361
23667,轉口,2,593872,0.00032399,96.20382760
23668,轉世,2,593874,0.00032399,96.20415159
23669,轉包,2,593876,0.00032399,96.20447558
23670,轉生,2,593878,0.00032399,96.20479956
23671,轉交,2,593880,0.00032399,96.20512355
23672,轉存,2,593882,0.00032399,96.20544754
23673,轉角,2,593884,0.00032399,96.20577153
23674,轉往,2,593886,0.00032399,96.20609552
23675,轉強,2,593888,0.00032399,96.20641951
23676,轉接,2,593890,0.00032399,96.20674350
23677,轉速,2,593892,0.00032399,96.20706748
23678,轉開,2,593894,0.00032399,96.20739147
23679,轉戰,2,593896,0.00032399,96.20771546
23680,轉機性,2,593898,0.00032399,96.20803945
23681,轉頭,2,593900,0.00032399,96.20836344
23682,轉圜,2,593902,0.00032399,96.20868743
23683,醫治,2,593904,0.00032399,96.20901141
23684,醫師會誌,2,593906,0.00032399,96.20933540
23685,醫護人員,2,593908,0.00032399,96.20965939
23686,鎖匙,2,593910,0.00032399,96.20998338
23687,鎮金店,2,593912,0.00032399,96.21030737
23688,闖蕩,2,593914,0.00032399,96.21063136
23689,離台,2,593916,0.00032399,96.21095534
23690,離線閱讀,2,593918,0.00032399,96.21127933
23691,雜技,2,593920,0.00032399,96.21160332
23692,雜物,2,593922,0.00032399,96.21192731
23693,雜貨,2,593924,0.00032399,96.21225130
23694,雜糧,2,593926,0.00032399,96.21257529
23695,雙十路,2,593928,0.00032399,96.21289928
23696,雙包,2,593930,0.00032399,96.21322326
23697,雙門,2,593932,0.00032399,96.21354725
23698,雙流橋,2,593934,0.00032399,96.21387124
23699,雙軌制,2,593936,0.00032399,96.21419523
23700,雙氣囊,2,593938,0.00032399,96.21451922
23701,雙管齊下,2,593940,0.00032399,96.21484321
23702,雙語,2,593942,0.00032399,96.21516719
23703,雙語教學,2,593944,0.00032399,96.21549118
23704,雙層,2,593946,0.00032399,96.21581517
23705,雙鋼琴,2,593948,0.00032399,96.21613916
23706,雙頰,2,593950,0.00032399,96.21646315
23707,雙雙對對,2,593952,0.00032399,96.21678714
23708,雞睪丸,2,593954,0.00032399,96.21711112
23709,鞭打,2,593956,0.00032399,96.21743511
23710,顏面,2,593958,0.00032399,96.21775910
23711,顏清標,2,593960,0.00032399,96.21808309
23712,餿,2,593962,0.00032399,96.21840708
23713,騎車,2,593964,0.00032399,96.21873107
23714,騎師,2,593966,0.00032399,96.21905506
23715,鬆手,2,593968,0.00032399,96.21937904
23716,鬆垮,2,593970,0.00032399,96.21970303
23717,魏憶龍,2,593972,0.00032399,96.22002702
23718,魏鏞,2,593974,0.00032399,96.22035101
23719,鯊魚,2,593976,0.00032399,96.22067500
23720,鯉魚潭工程,2,593978,0.00032399,96.22099899
23721,鵝毛,2,593980,0.00032399,96.22132297
23722,鵝屎,2,593982,0.00032399,96.22164696
23723,鵝場,2,593984,0.00032399,96.22197095
23724,壞死,2,593986,0.00032399,96.22229494
23725,壞掉,2,593988,0.00032399,96.22261893
23726,壞處,2,593990,0.00032399,96.22294292
23727,壞運,2,593992,0.00032399,96.22326690
23728,寵,2,593994,0.00032399,96.22359089
23729,寵兒,2,593996,0.00032399,96.22391488
23730,龐,2,593998,0.00032399,96.22423887
23731,懶洋洋,2,594000,0.00032399,96.22456286
23732,攀岩,2,594002,0.00032399,96.22488685
23733,攀高,2,594004,0.00032399,96.22521084
23734,曠,2,594006,0.00032399,96.22553482
23735,曝光矯正轉盤,2,594008,0.00032399,96.22585881
23736,櫥櫃,2,594010,0.00032399,96.22618280
23737,櫝,2,594012,0.00032399,96.22650679
