字頻序號,字,部首,筆畫,出現頻次,累積頻次,累積百分比
4105,蹧,足,18,2,1005300,99.94472370
4106,醯,酉,18,2,1005302,99.94492253
4107,鯓,魚,18,2,1005304,99.94512137
4108,鏞,金,19,2,1005306,99.94532020
4109,鎩,金,19,2,1005308,99.94551904
4110,顗,頁,19,2,1005310,99.94571788
4111,鰈,魚,20,2,1005312,99.94591671
4112,讞,言,27,2,1005314,99.94611555
4113,(?W),手,17,2,1005316,99.94631438
4114,(?w),木,08,2,1005318,99.94651322
4115,(?f),山,10,2,1005320,99.94671205
4116,??,肉,08,2,1005322,99.94691089
4117,??,手,16,1,1005323,99.94701031
4118,?k,口,10,1,1005324,99.94710973
4119,(??),土,12,1,1005325,99.94720914
4120,(?C),麥,17,1,1005326,99.94730856
4121,??,身,13,1,1005327,99.94740798
4122,??,火,12,1,1005328,99.94750740
4123,??,口,06,1,1005329,99.94760681
4124,丫,｜,03,1,1005330,99.94770623
4125,弋,弋,03,1,1005331,99.94780565
4126,叻,口,05,1,1005332,99.94790507
4127,丞,一,06,1,1005333,99.94800449
4128,乒,??,06,1,1005334,99.94810390
4129,乓,??,06,1,1005335,99.94820332
4130,乩,乙,06,1,1005336,99.94830274
4131,伋,人,06,1,1005337,99.94840216
4132,匡,匚,06,1,1005338,99.94850157
4133,囝,囗,06,1,1005339,99.94860099
4134,夙,夕,06,1,1005340,99.94870041
4135,并,干,06,1,1005341,99.94879983
4136,舛,舛,06,1,1005342,99.94889925
4137,虫,虫,06,1,1005343,99.94899866
4138,佞,人,07,1,1005344,99.94909808
4139,佃,人,07,1,1005345,99.94919750
4140,佝,人,07,1,1005346,99.94929692
4141,佚,人,07,1,1005347,99.94939634
4142,冶,??,07,1,1005348,99.94949575
4143,囪,囗,07,1,1005349,99.94959517
4144,妣,女,07,1,1005350,99.94969459
4145,岑,山,07,1,1005351,99.94979401
4146,忸,心,07,1,1005352,99.94989342
4147,忪,心,07,1,1005353,99.94999284
4148,杓,木,07,1,1005354,99.95009226
4149,沂,水,07,1,1005355,99.95019168
4150,甸,田,07,1,1005356,99.95029110
4151,肓,肉,07,1,1005357,99.95039051
4152,芍,艸,07,1,1005358,99.95048993
4153,邢,邑,07,1,1005359,99.95058935
4154,侖,人,08,1,1005360,99.95068877
4155,兔,儿,08,1,1005361,99.95078818
4156,咕,口,08,1,1005362,99.95088760
4157,呷,口,08,1,1005363,99.95098702
4158,坷,土,08,1,1005364,99.95108644
4159,妾,女,08,1,1005365,99.95118586
4160,庖,??,08,1,1005366,99.95128527
4161,忝,心,08,1,1005367,99.95138469
4162,忿,心,08,1,1005368,99.95148411
4163,怩,心,08,1,1005369,99.95158353
4164,戕,戈,08,1,1005370,99.95168294
4165,拗,手,08,1,1005371,99.95178236
4166,拎,手,08,1,1005372,99.95188178
4167,氓,氏,08,1,1005373,99.95198120
4168,沽,水,08,1,1005374,99.95208062
4169,泠,水,08,1,1005375,99.95218003
4170,炕,火,08,1,1005376,99.95227945
4171,玟,玉,08,1,1005377,99.95237887
4172,疙,??,08,1,1005378,99.95247829
4173,穹,穴,08,1,1005379,99.95257770
4174,芥,艸,08,1,1005380,99.95267712
4175,芯,艸,08,1,1005381,99.95277654
4176,芾,艸,08,1,1005382,99.95287596
4177,虱,虫,08,1,1005383,99.95297538
4178,俚,人,09,1,1005384,99.95307479
4179,哎,口,09,1,1005385,99.95317421
4180,垠,土,09,1,1005386,99.95327363
4181,奐,大,09,1,1005387,99.95337305
4182,徇,彳,09,1,1005388,99.95347247
4183,牴,牛,09,1,1005389,99.95357188
4184,玷,玉,09,1,1005390,99.95367130
4185,癸,??,09,1,1005391,99.95377072
4186,皈,白,09,1,1005392,99.95387014
4187,紉,糸,09,1,1005393,99.95396955
4188,胛,肉,09,1,1005394,99.95406897
4189,胤,肉,09,1,1005395,99.95416839
4190,舢,舟,09,1,1005396,99.95426781
4191,苣,艸,09,1,1005397,99.95436723
4192,苜,艸,09,1,1005398,99.95446664
4193,苞,艸,09,1,1005399,99.95456606
4194,訃,言,09,1,1005400,99.95466548
4195,迤,??,09,1,1005401,99.95476490
4196,酋,酉,09,1,1005402,99.95486431
4197,閂,門,09,1,1005403,99.95496373
4198,倣,人,10,1,1005404,99.95506315
4199,倨,人,10,1,1005405,99.95516257
4200,唧,口,10,1,1005406,99.95526199
4201,圄,囗,10,1,1005407,99.95536140
4202,娑,女,10,1,1005408,99.95546082
4203,娩,女,10,1,1005409,99.95556024
4204,屘,子,10,1,1005410,99.95565966
4205,屐,尸,10,1,1005411,99.95575907
4206,峪,山,10,1,1005412,99.95585849
4207,峨,山,10,1,1005413,99.95595791
4208,捌,手,10,1,1005414,99.95605733
4209,敉,米,10,1,1005415,99.95615675
4210,晏,日,10,1,1005416,99.95625616
4211,桔,木,10,1,1005417,99.95635558
4212,殉,歹,10,1,1005418,99.95645500
4213,涕,水,10,1,1005419,99.95655442
4214,畚,田,10,1,1005420,99.95665384
4215,砭,石,10,1,1005421,99.95675325
4216,祐,示,10,1,1005422,99.95685267
4217,祠,示,10,1,1005423,99.95695209
4218,祚,示,10,1,1005424,99.95705151
4219,紜,糸,10,1,1005425,99.95715092
4220,羔,羊,10,1,1005426,99.95725034
4221,耙,耒,10,1,1005427,99.95734976
4222,胳,肉,10,1,1005428,99.95744918
4223,舐,舌,10,1,1005429,99.95754860
4224,舨,舟,10,1,1005430,99.95764801
4225,茗,艸,10,1,1005431,99.95774743
4226,蚌,虫,10,1,1005432,99.95784685
4227,蚣,虫,10,1,1005433,99.95794627
4228,袂,衣,10,1,1005434,99.95804568
4229,衹,衣,10,1,1005435,99.95814510
4230,迺,??,10,1,1005436,99.95824452
4231,逅,??,10,1,1005437,99.95834394
4232,迸,??,10,1,1005438,99.95844336
4233,偎,人,11,1,1005439,99.95854277
4234,倏,人,11,1,1005440,99.95864219
4235,匏,??,11,1,1005441,99.95874161
4236,啖,口,11,1,1005442,99.95884103
4237,啜,口,11,1,1005443,99.95894044
4238,唳,口,11,1,1005444,99.95903986
4239,寅,??,11,1,1005445,99.95913928
4240,崢,山,11,1,1005446,99.95923870
4241,庶,??,11,1,1005447,99.95933812
4242,徜,彳,11,1,1005448,99.95943753
4243,悴,心,11,1,1005449,99.95953695
4244,惦,心,11,1,1005450,99.95963637
4245,惇,心,11,1,1005451,99.95973579
4246,捱,手,11,1,1005452,99.95983521
4247,掬,手,11,1,1005453,99.95993462
4248,旎,方,11,1,1005454,99.96003404
4249,梟,木,11,1,1005455,99.96013346
4250,淌,水,11,1,1005456,99.96023288
4251,淞,水,11,1,1005457,99.96033229
4252,涸,水,11,1,1005458,99.96043171
4253,猙,犬,11,1,1005459,99.96053113
4254,畦,田,11,1,1005460,99.96063055
4255,皎,白,11,1,1005461,99.96072997
4256,笙,竹,11,1,1005462,99.96082938
4257,絃,糸,11,1,1005463,99.96092880
4258,缽,缶,11,1,1005464,99.96102822
4259,莆,艸,11,1,1005465,99.96112764
4260,莧,艸,11,1,1005466,99.96122705
4261,彪,虍,11,1,1005467,99.96132647
4262,蚵,虫,11,1,1005468,99.96142589
4263,訥,言,11,1,1005469,99.96152531
4264,訛,言,11,1,1005470,99.96162473
4265,赧,赤,11,1,1005471,99.96172414
4266,趺,足,11,1,1005472,99.96182356
4267,釵,金,11,1,1005473,99.96192298
4268,釦,金,11,1,1005474,99.96202240
4269,剴,刀,11,1,1005475,99.96212181
4270,喙,口,12,1,1005476,99.96222123
4271,堰,土,12,1,1005477,99.96232065
4272,寐,??,12,1,1005478,99.96242007
4273,弼,弓,12,1,1005479,99.96251949
4274,徨,彳,12,1,1005480,99.96261890
4275,惺,心,12,1,1005481,99.96271832
4276,愒,心,12,1,1005482,99.96281774
4277,棠,木,12,1,1005483,99.96291716
4278,氬,气,12,1,1005484,99.96301657
4279,渭,水,12,1,1005485,99.96311599
4280,湎,水,12,1,1005486,99.96321541
4281,甥,生,12,1,1005487,99.96331483
4282,皴,皮,12,1,1005488,99.96341425
4283,睏,目,12,1,1005489,99.96351366
4284,筐,竹,12,1,1005490,99.96361308
4285,腑,肉,12,1,1005491,99.96371250
4286,蛟,虫,12,1,1005492,99.96381192
4287,詔,言,12,1,1005493,99.96391134
4288,詛,言,12,1,1005494,99.96401075
4289,詆,言,12,1,1005495,99.96411017
4290,貳,貝,12,1,1005496,99.96420959
4291,跎,足,12,1,1005497,99.96430901
4292,軼,車,12,1,1005498,99.96440842
4293,閏,門,12,1,1005499,99.96450784
4294,飩,食,12,1,1005500,99.96460726
4295,嗟,口,13,1,1005501,99.96470668
4296,嗨,口,13,1,1005502,99.96480610
4297,嗇,口,13,1,1005503,99.96490551
4298,嗣,口,13,1,1005504,99.96500493
4299,嗡,口,13,1,1005505,99.96510435
4300,嗥,口,13,1,1005506,99.96520377
4301,徬,彳,13,1,1005507,99.96530318
4302,愾,心,13,1,1005508,99.96540260
4303,愴,心,13,1,1005509,99.96550202
4304,愷,心,13,1,1005510,99.96560144
4305,搆,手,13,1,1005511,99.96570086
4306,楹,木,13,1,1005512,99.96580027
4307,滓,水,13,1,1005513,99.96589969
4308,滇,水,13,1,1005514,99.96599911
4309,煬,火,13,1,1005515,99.96609853
4310,煨,火,13,1,1005516,99.96619794
4311,牒,片,13,1,1005517,99.96629736
4312,瑙,玉,13,1,1005518,99.96639678
4313,痱,??,13,1,1005519,99.96649620
4314,痿,??,13,1,1005520,99.96659562
4315,粵,米,13,1,1005521,99.96669503
4316,絹,糸,13,1,1005522,99.96679445
4317,肄,聿,13,1,1005523,99.96689387
4318,萱,艸,13,1,1005524,99.96699329
4319,葫,艸,13,1,1005525,99.96709271
4320,萵,艸,13,1,1005526,99.96719212
4321,虜,虍,13,1,1005527,99.96729154
4322,蜈,虫,13,1,1005528,99.96739096
4323,衙,行,13,1,1005529,99.96749038
4324,詣,言,13,1,1005530,99.96758979
4325,誅,言,13,1,1005531,99.96768921
4326,訾,言,13,1,1005532,99.96778863
4327,貉,豸,13,1,1005533,99.96788805
4328,賅,貝,13,1,1005534,99.96798747
4329,軾,車,13,1,1005535,99.96808688
4330,鉋,金,13,1,1005536,99.96818630
4331,鉑,金,13,1,1005537,99.96828572
4332,鉚,金,13,1,1005538,99.96838514
4333,閘,門,13,1,1005539,99.96848455
4334,雋,隹,13,1,1005540,99.96858397
4335,僮,人,14,1,1005541,99.96868339
4336,僥,人,14,1,1005542,99.96878281
4337,嘎,口,14,1,1005543,99.96888223
4338,幔,巾,14,1,1005544,99.96898164
4339,彆,弓,14,1,1005545,99.96908106
4340,慚,心,14,1,1005546,99.96918048
4341,慵,心,14,1,1005547,99.96927990
4342,摟,手,14,1,1005548,99.96937931
4343,摑,手,14,1,1005549,99.96947873
4344,旖,方,14,1,1005550,99.96957815
4345,瘧,??,14,1,1005551,99.96967757
4346,箕,竹,14,1,1005552,99.96977699
4347,筵,竹,14,1,1005553,99.96987640
4348,粽,米,14,1,1005554,99.96997582
4349,綾,糸,14,1,1005555,99.97007524
4350,綬,糸,14,1,1005556,99.97017466
4351,膊,肉,14,1,1005557,99.97027408
4352,臧,臣,14,1,1005558,99.97037349
4353,褂,衣,14,1,1005559,99.97047291
4354,誣,言,14,1,1005560,99.97057233
4355,誚,言,14,1,1005561,99.97067175
4356,遢,??,14,1,1005562,99.97077116
4357,閡,門,14,1,1005563,99.97087058
4358,閤,門,14,1,1005564,99.97097000
4359,靼,革,14,1,1005565,99.97106942
4360,餌,食,14,1,1005566,99.97116884
4361,鳶,鳥,14,1,1005567,99.97126825
4362,儈,人,15,1,1005568,99.97136767
4363,嘮,口,15,1,1005569,99.97146709
4364,噎,口,15,1,1005570,99.97156651
4365,噗,口,15,1,1005571,99.97166592
4366,嬈,女,15,1,1005572,99.97176534
4367,嶔,山,15,1,1005573,99.97186476
4368,幡,巾,15,1,1005574,99.97196418
4369,憔,心,15,1,1005575,99.97206360
4370,撬,手,15,1,1005576,99.97216301
4371,撙,手,15,1,1005577,99.97226243
4372,暱,日,15,1,1005578,99.97236185
4373,槳,木,15,1,1005579,99.97246127
4374,潦,水,15,1,1005580,99.97256068
4375,潸,水,15,1,1005581,99.97266010
4376,澗,水,15,1,1005582,99.97275952
4377,瑾,玉,15,1,1005583,99.97285894
4378,瘩,??,15,1,1005584,99.97295836
4379,磐,石,15,1,1005585,99.97305777
4380,稼,禾,15,1,1005586,99.97315719
4381,緹,糸,15,1,1005587,99.97325661
4382,耦,耒,15,1,1005588,99.97335603
4383,蓿,艸,15,1,1005589,99.97345544
4384,蝗,虫,15,1,1005590,99.97355486
4385,誹,言,15,1,1005591,99.97365428
4386,踡,足,15,1,1005592,99.97375370
4387,鄱,邑,15,1,1005593,99.97385312
4388,鋤,金,15,1,1005594,99.97395253
4389,霄,雨,15,1,1005595,99.97405195
4390,頡,頁,15,1,1005596,99.97415137
4391,頫,頁,15,1,1005597,99.97425079
4392,颳,風,15,1,1005598,99.97435021
4393,噥,口,16,1,1005599,99.97444962
4394,噢,口,16,1,1005600,99.97454904
4395,擂,手,16,1,1005601,99.97464846
4396,樽,木,16,1,1005602,99.97474788
4397,澠,水,16,1,1005603,99.97484729
4398,熹,火,16,1,1005604,99.97494671
4399,燄,火,16,1,1005605,99.97504613
4400,瓢,瓜,16,1,1005606,99.97514555
4401,甌,瓦,16,1,1005607,99.97524497
4402,瘸,??,16,1,1005608,99.97534438
4403,磬,石,16,1,1005609,99.97544380
4404,磧,石,16,1,1005610,99.97554322
4405,篡,竹,16,1,1005611,99.97564264
4406,縊,糸,16,1,1005612,99.97574205
4407,翱,羽,16,1,1005613,99.97584147
4408,覦,見,16,1,1005614,99.97594089
4409,諭,言,16,1,1005615,99.97604031
4410,閻,門,16,1,1005616,99.97613973
4411,霎,雨,16,1,1005617,99.97623914
4412,靛,青,16,1,1005618,99.97633856
4413,餞,食,16,1,1005619,99.97643798
4414,餛,食,16,1,1005620,99.97653740
4415,嚏,口,17,1,1005621,99.97663681
4416,屨,尸,17,1,1005622,99.97673623
4417,嶸,山,17,1,1005623,99.97683565
4418,懦,心,17,1,1005624,99.97693507
4419,擢,手,17,1,1005625,99.97703449
4420,檀,木,17,1,1005626,99.97713390
4421,檠,木,17,1,1005627,99.97723332
4422,燴,火,17,1,1005628,99.97733274
4423,燠,火,17,1,1005629,99.97743216
4424,獰,犬,17,1,1005630,99.97753158
4425,磺,石,17,1,1005631,99.97763099
4426,窿,穴,17,1,1005632,99.97773041
4427,簍,竹,17,1,1005633,99.97782983
4428,繆,糸,17,1,1005634,99.97792925
4429,縹,糸,17,1,1005635,99.97802866
4430,縯,糸,17,1,1005636,99.97812808
4431,罄,缶,17,1,1005637,99.97822750
4432,螳,虫,17,1,1005638,99.97832692
4433,褸,衣,17,1,1005639,99.97842634
4434,覬,見,17,1,1005640,99.97852575
4435,蹉,足,17,1,1005641,99.97862517
4436,蹊,足,17,1,1005642,99.97872459
4437,邂,??,17,1,1005643,99.97882401
4438,錘,金,17,1,1005644,99.97892342
4439,鍚,金,17,1,1005645,99.97902284
4440,闈,門,17,1,1005646,99.97912226
4441,鮪,魚,17,1,1005647,99.97922168
4442,鼾,鼻,17,1,1005648,99.97932110
4443,擻,手,18,1,1005649,99.97942051
4444,璿,玉,18,1,1005650,99.97951993
4445,瞽,目,18,1,1005651,99.97961935
4446,瞼,目,18,1,1005652,99.97971877
4447,繒,糸,18,1,1005653,99.97981818
4448,聶,耳,18,1,1005654,99.97991760
4449,薺,艸,18,1,1005655,99.98001702
4450,蟠,虫,18,1,1005656,99.98011644
4451,謨,言,18,1,1005657,99.98021586
4452,蹕,足,18,1,1005658,99.98031527
4453,邈,??,18,1,1005659,99.98041469
4454,鎚,金,18,1,1005660,99.98051411
4455,鵑,鳥,18,1,1005661,99.98061353
4456,廬,??,19,1,1005662,99.98071294
4457,繭,糸,19,1,1005663,99.98081236
4458,襠,衣,19,1,1005664,99.98091178
4459,蹬,足,19,1,1005665,99.98101120
4460,邋,??,19,1,1005666,99.98111062
4461,醱,酉,19,1,1005667,99.98121003
4462,鏜,金,19,1,1005668,99.98130945
4463,鏖,金,19,1,1005669,99.98140887
4464,鏤,金,19,1,1005670,99.98150829
4465,鯛,魚,19,1,1005671,99.98160771
4466,鶉,鳥,19,1,1005672,99.98170712
4467,孽,子,20,1,1005673,99.98180654
4468,攙,手,20,1,1005674,99.98190596
4469,礬,石,20,1,1005675,99.98200538
4470,糯,米,20,1,1005676,99.98210479
4471,襤,衣,20,1,1005677,99.98220421
4472,譟,言,20,1,1005678,99.98230363
4473,躅,足,20,1,1005679,99.98240305
4474,饑,食,20,1,1005680,99.98250247
4475,囀,口,21,1,1005681,99.98260188
4476,巍,山,21,1,1005682,99.98270130
4477,矓,目,21,1,1005683,99.98280072
4478,鐮,金,21,1,1005684,99.98290014
4479,鐺,金,21,1,1005685,99.98299955
4480,驀,馬,21,1,1005686,99.98309897
4481,騾,馬,21,1,1005687,99.98319839
4482,鰥,魚,21,1,1005688,99.98329781
4483,巔,山,22,1,1005689,99.98339723
4484,籟,竹,22,1,1005690,99.98349664
4485,躑,足,22,1,1005691,99.98359606
4486,韃,革,22,1,1005692,99.98369548
4487,龔,龍,22,1,1005693,99.98379490
4488,鑣,金,23,1,1005694,99.98389431
4489,靨,面,23,1,1005695,99.98399373
4490,驛,馬,23,1,1005696,99.98409315
4491,鷥,鳥,23,1,1005697,99.98419257
4492,蠶,虫,24,1,1005698,99.98429199
4493,衢,行,24,1,1005699,99.98439140
4494,贛,貝,24,1,1005700,99.98449082
4495,顰,頁,24,1,1005701,99.98459024
4496,籮,竹,25,1,1005702,99.98468966
4497,饞,食,25,1,1005703,99.98478908
4498,驥,馬,26,1,1005704,99.98488849
4499,鑾,金,27,1,1005705,99.98498791
4500,鸚,鳥,28,1,1005706,99.98508733
4501,鸛,鳥,29,1,1005707,99.98518675
4502,鸞,鳥,30,1,1005708,99.98528616
4503,兀,儿,03,1,1005709,99.98538558
4504,仝,人,05,1,1005710,99.98548500
4505,卍,十,05,1,1005711,99.98558442
4506,屺,山,06,1,1005712,99.98568384
4507,(体),人,07,1,1005713,99.98578325
4508,佤,人,07,1,1005714,99.98588267
4509,忤,心,07,1,1005715,99.98598209
4510,玒,玉,07,1,1005716,99.98608151
4511,冾,??,08,1,1005717,99.98618092
4512,囹,囗,08,1,1005718,99.98628034
4513,坨,土,08,1,1005719,99.98637976
4514,宕,??,08,1,1005720,99.98647918
4515,沓,水,08,1,1005721,99.98657860
4516,泮,水,08,1,1005722,99.98667801
4517,泂,水,08,1,1005723,99.98677743
4518,炅,火,08,1,1005724,99.98687685
4519,畀,田,08,1,1005725,99.98697627
4520,矸,石,08,1,1005726,99.98707568
4521,厘,厂,09,1,1005727,99.98717510
4522,茍,口,09,1,1005728,99.98727452
4523,峋,山,09,1,1005729,99.98737394
4524,峇,山,09,1,1005730,99.98747336
4525,昶,日,09,1,1005731,99.98757277
4526,洄,水,09,1,1005732,99.98767219
4527,胜,肉,09,1,1005733,99.98777161
4528,茌,艸,09,1,1005734,99.98787103
4529,苳,艸,09,1,1005735,99.98797045
4530,唄,口,10,1,1005736,99.98806986
4531,悒,心,10,1,1005737,99.98816928
4532,旂,方,10,1,1005738,99.98826870
4533,栴,木,10,1,1005739,99.98836812
4534,荖,艸,10,1,1005740,99.98846753
4535,訒,言,10,1,1005741,99.98856695
4536,隼,隹,10,1,1005742,99.98866637
4537,匭,匚,11,1,1005743,99.98876579
4538,堀,土,11,1,1005744,99.98886521
4539,悱,心,11,1,1005745,99.98896462
4540,掐,手,11,1,1005746,99.98906404
4541,掮,手,11,1,1005747,99.98916346
4542,欸,欠,11,1,1005748,99.98926288
4543,烴,火,11,1,1005749,99.98936229
4544,珺,玉,11,1,1005750,99.98946171
4545,硒,石,11,1,1005751,99.98956113
4546,翊,羽,11,1,1005752,99.98966055
4547,荾,艸,11,1,1005753,99.98975997
4548,袛,衣,11,1,1005754,99.98985938
4549,趿,足,11,1,1005755,99.98995880
4550,酚,酉,11,1,1005756,99.99005822
4551,釹,金,11,1,1005757,99.99015764
4552,喑,口,12,1,1005758,99.99025705
4553,啷,口,12,1,1005759,99.99035647
4554,埵,土,12,1,1005760,99.99045589
4555,幄,巾,12,1,1005761,99.99055531
4556,棱,木,12,1,1005762,99.99065473
4557,棽,木,12,1,1005763,99.99075414
4558,琡,玉,12,1,1005764,99.99085356
4559,稊,禾,12,1,1005765,99.99095298
4560,筊,竹,12,1,1005766,99.99105240
4561,萣,艸,12,1,1005767,99.99115181
4562,逭,??,12,1,1005768,99.99125123
4563,僂,人,13,1,1005769,99.99135065
4564,嗔,口,13,1,1005770,99.99145007
4565,嗲,口,13,1,1005771,99.99154949
4566,愫,心,13,1,1005772,99.99164890
4567,搥,手,13,1,1005773,99.99174832
4568,椿,木,13,1,1005774,99.99184774
4569,椹,木,13,1,1005775,99.99194716
4570,煇,火,13,1,1005776,99.99204658
4571,瑄,玉,13,1,1005777,99.99214599
4572,皙,白,13,1,1005778,99.99224541
4573,艉,舟,13,1,1005779,99.99234483
4574,詡,言,13,1,1005780,99.99244425
4575,鉈,金,13,1,1005781,99.99254366
4576,鉞,金,13,1,1005782,99.99264308
4577,摜,手,14,1,1005783,99.99274250
4578,殞,歹,14,1,1005784,99.99284192
4579,綣,糸,14,1,1005785,99.99294134
4580,緋,糸,14,1,1005786,99.99304075
4581,蓍,艸,14,1,1005787,99.99314017
4582,蒨,艸,14,1,1005788,99.99323959
4583,蜚,虫,14,1,1005789,99.99333901
4584,裶,衣,14,1,1005790,99.99343842
4585,銥,金,14,1,1005791,99.99353784
4586,嶙,山,15,1,1005792,99.99363726
4587,憋,心,15,1,1005793,99.99373668
4588,斲,斤,15,1,1005794,99.99383610
4589,槴,木,15,1,1005795,99.99393551
4590,獛,犬,15,1,1005796,99.99403493
4591,璇,玉,15,1,1005797,99.99413435
4592,窳,穴,15,1,1005798,99.99423377
4593,翦,羽,15,1,1005799,99.99433318
4594,艏,舟,15,1,1005800,99.99443260
4595,蔻,艸,15,1,1005801,99.99453202
4596,踦,足,15,1,1005802,99.99463144
4597,醂,酉,15,1,1005803,99.99473086
4598,鋃,金,15,1,1005804,99.99483027
4599,樻,木,16,1,1005805,99.99492969
4600,潞,水,16,1,1005806,99.99502911
4601,燔,火,16,1,1005807,99.99512853
4602,蕖,艸,16,1,1005808,99.99522795
4603,諴,言,16,1,1005809,99.99532736
4604,麈,鹿,16,1,1005810,99.99542678
4605,歛,欠,17,1,1005811,99.99552620
4606,璫,玉,17,1,1005812,99.99562562
4607,穖,禾,17,1,1005813,99.99572503
4608,篳,竹,17,1,1005814,99.99582445
4609,蕷,艸,17,1,1005815,99.99592387
4610,薝,艸,17,1,1005816,99.99602329
4611,薈,艸,17,1,1005817,99.99612271
4612,醛,酉,17,1,1005818,99.99622212
4613,鎯,金,17,1,1005819,99.99632154
4614,闇,門,17,1,1005820,99.99642096
4615,闃,門,17,1,1005821,99.99652038
4616,餬,食,17,1,1005822,99.99661979
4617,擸,手,18,1,1005823,99.99671921
4618,瀅,水,18,1,1005824,99.99681863
4619,燹,火,18,1,1005825,99.99691805
4620,繖,糸,18,1,1005826,99.99701747
4621,轆,車,18,1,1005827,99.99711688
4622,鎣,金,18,1,1005828,99.99721630
4623,鬈,髟,18,1,1005829,99.99731572
4624,鬩,鬥,18,1,1005830,99.99741514
4625,嬿,女,19,1,1005831,99.99751455
4626,瀣,水,19,1,1005832,99.99761397
4627,鯰,魚,19,1,1005833,99.99771339
4628,矌,目,20,1,1005834,99.99781281
4629,繾,糸,20,1,1005835,99.99791223
4630,譭,言,20,1,1005836,99.99801164
4631,鶩,鳥,20,1,1005837,99.99811106
4632,衊,血,21,1,1005838,99.99821048
4633,鰤,魚,21,1,1005839,99.99830990
4634,黮,黑,21,1,1005840,99.99840932
4635,孌,女,22,1,1005841,99.99850873
4636,欉,木,22,1,1005842,99.99860815
4637,灒,水,22,1,1005843,99.99870757
4638,艫,舟,22,1,1005844,99.99880699
4639,鱈,魚,22,1,1005845,99.99890640
4640,欒,木,23,1,1005846,99.99900582
4641,轤,車,23,1,1005847,99.99910524
