八、九十年代台灣字頻統計

單字	序號	部首	筆劃	頻次	頻率	累積
頻次	累積
頻率	見檔次	見檔率
決	361		7	401	0.06096%	440098	68.58%	160	50.00%
調	395		15	366	0.05564%	440464	70.54%	160	50.00%
告	398		7	364	0.05533%	440828	70.71%	160	50.00%
終	492		11	283	0.04302%	441111	75.27%	160	50.00%
山	207		3	670	0.1019%	441781	56.25%	159	49.69%
樂	335		15	434	0.06598%	442215	66.92%	159	49.69%
際	343		13	427	0.06491%	442642	67.44%	159	49.69%
否	437		7	323	0.0491%	442965	72.75%	159	49.69%
顯	466		23	301	0.04576%	443266	74.12%	159	49.69%
北	275		5	529	0.08042%	443795	62.53%	158	49.38%
報	311		12	475	0.07221%	444270	65.26%	158	49.38%
首	443		9	320	0.04865%	444590	73.05%	158	49.38%
般	448		10	311	0.04728%	444901	73.29%	158	49.38%
條	401		11	363	0.05518%	445264	70.88%	157	49.06%
響	479		21	292	0.04439%	445556	74.71%	157	49.06%
件	418		6	344	0.05229%	445900	71.79%	156	48.75%
住	423		7	340	0.05169%	446240	72.05%	156	48.75%
半	472		5	296	0.045%	446536	74.39%	155	48.44%
灣	232		25	632	0.09608%	447168	58.72%	154	48.13%
存	381		6	378	0.05746%	447546	69.76%	154	48.13%
熱	444		15	319	0.04849%	447865	73.10%	154	48.13%
建	252		9	584	0.08878%	448449	60.58%	153	47.81%
質	360		15	402	0.06111%	448851	68.51%	153	47.81%
基	377		11	379	0.05762%	449230	69.53%	153	47.81%
具	402		8	362	0.05503%	449592	70.93%	153	47.81%
段	447		9	313	0.04758%	449905	73.24%	153	47.81%
依	481		8	290	0.04409%	450195	74.79%	153	47.81%
需	413		14	352	0.05351%	450547	71.53%	152	47.50%
歷	456		16	308	0.04682%	450855	73.66%	152	47.50%
待	505		9	274	0.04165%	451129	75.82%	152	47.50%
華	291		12	498	0.07571%	451627	63.78%	151	47.19%
談	333		15	438	0.06658%	452065	66.79%	151	47.19%
管	389		14	369	0.05609%	452434	70.21%	151	47.19%
眾	393		11	367	0.05579%	452801	70.43%	150	46.88%
竟	493		11	282	0.04287%	453083	75.32%	150	46.88%
治	227		8	638	0.09699%	453721	58.24%	149	46.56%
計	373		9	386	0.05868%	454107	69.30%	149	46.56%
態	424		14	340	0.05169%	454447	72.10%	149	46.56%
須	425		12	340	0.05169%	454787	72.15%	149	46.56%
斷	445		18	314	0.04773%	455101	73.14%	149	46.56%
達	477		12	292	0.04439%	455393	74.62%	149	46.56%
兒	295		8	495	0.07525%	455888	64.08%	148	46.25%
品	309		9	480	0.07297%	456368	65.12%	148	46.25%
示	386		5	371	0.0564%	456739	70.04%	148	46.25%
希	468		7	299	0.04545%	457038	74.21%	148	46.25%
致	488		9	285	0.04333%	457323	75.10%	148	46.25%
底	546		8	252	0.03831%	457575	77.45%	148	46.25%
臺	185		14	733	0.1114%	458308	53.89%	147	45.94%
故	385		9	371	0.0564%	458679	69.98%	147	45.94%
海	328		10	445	0.06765%	459124	66.45%	146	45.63%
單字	序號	部首	筆劃	頻次	頻率	累積
頻次	累積
頻率	見檔次	見檔率
邊	399		18	364	0.05533%	459488	70.77%	146	45.63%
導	438		16	323	0.0491%	459811	72.80%	146	45.63%
