單字	序號	部首	筆劃	頻次	頻率	累積頻次	累積頻率	見檔次	見檔率
刺	1070		8	92	0.01399%	590621	89.79%	70	21.88%
挑	1071		9	92	0.01399%	590713	89.80%	63	19.69%
旅	1072		10	92	0.01399%	590805	89.81%	53	16.56%
暴	1073		15	92	0.01399%	590897	89.83%	60	18.75%
盛	1074		11	92	0.01399%	590989	89.84%	67	20.94%
藏	1075		18	92	0.01399%	591081	89.86%	69	21.56%
諸	1076		15	92	0.01399%	591173	89.87%	61	19.06%
刊	1077		5	91	0.01383%	591264	89.88%	39	12.19%
套	1078		10	91	0.01383%	591355	89.90%	61	19.06%
媒	1079		12	91	0.01383%	591446	89.91%	52	16.25%
搖	1080		13	91	0.01383%	591537	89.92%	50	15.63%
敗	1081		11	91	0.01383%	591628	89.94%	61	19.06%
朵	1082		6	91	0.01383%	591719	89.95%	54	16.88%
附	1083		7	91	0.01383%	591810	89.97%	73	22.81%
昨	1084		9	90	0.01368%	591900	89.98%	51	15.94%
耳	1085		6	90	0.01368%	591990	89.99%	69	21.56%
胸	1086		10	90	0.01368%	592080	90.01%	65	20.31%
貨	1087		11	90	0.01368%	592170	90.02%	46	14.38%
輝	1088		15	90	0.01368%	592260	90.03%	55	17.19%
隔	1089		12	90	0.01368%	592350	90.05%	65	20.31%
介	1090		4	89	0.01353%	592439	90.06%	52	16.25%
吹	1091		7	89	0.01353%	592528	90.08%	56	17.50%
抽	1092		8	89	0.01353%	592617	90.09%	52	16.25%
映	1093		9	89	0.01353%	592706	90.10%	65	20.31%
秘	1094		10	89	0.01353%	592795	90.12%	43	13.44%
納	1095		10	89	0.01353%	592884	90.13%	55	17.19%
豐	1096		18	89	0.01353%	592973	90.14%	57	17.81%
輪	1097		15	89	0.01353%	593062	90.16%	57	17.81%
帝	1098		9	88	0.01338%	593150	90.17%	46	14.38%
彷	1099		7	88	0.01338%	593238	90.18%	56	17.50%
愁	1100		13	88	0.01338%	593326	90.20%	41	12.81%
泰	1101		10	88	0.01338%	593414	90.21%	40	12.50%
衡	1102		16	88	0.01338%	593502	90.22%	61	19.06%
跑	1103		12	88	0.01338%	593590	90.24%	58	18.13%
乏	1104		5	87	0.01323%	593677	90.25%	62	19.38%
奔	1105		8	87	0.01323%	593764	90.26%	55	17.19%
幻	1106		4	87	0.01323%	593851	90.28%	54	16.88%
怨	1107		9	87	0.01323%	593938	90.29%	52	16.25%
懂	1108		17	87	0.01323%	594025	90.30%	55	17.19%
昏	1109		8	87	0.01323%	594112	90.32%	55	17.19%
牌	1110		12	87	0.01323%	594199	90.33%	43	13.44%
築	1111		16	87	0.01323%	594286	90.34%	29	9.06%
荒	1112		10	87	0.01323%	594373	90.36%	62	19.38%
鬧	1113		15	87	0.01323%	594460	90.37%	62	19.38%
孔	1114		4	86	0.01307%	594546	90.38%	46	14.38%
恨	1115		9	86	0.01307%	594632	90.40%	51	15.94%
晨	1116		11	86	0.01307%	594718	90.41%	51	15.94%
睛	1117		13	86	0.01307%	594804	90.42%	55	17.19%
誤	1118		14	86	0.01307%	594890	90.43%	60	18.75%
趕	1119		14	86	0.01307%	594976	90.45%	68	21.25%
齊	1120		14	86	0.01307%	595062	90.46%	62	19.38%
垂	1121		9	85	0.01292%	595147	90.47%	49	15.31%
寶	1122		20	85	0.01292%	595232	90.49%	54	16.88%
慣	1123		14	85	0.01292%	595317	90.50%	51	15.94%
擺	1124		18	85	0.01292%	595402	90.51%	63	19.69%
替	1125		12	85	0.01292%	595487	90.53%	59	18.44%
茶	1126		10	85	0.01292%	595572	90.54%	33	10.31%
融	1127		16	85	0.01292%	595657	90.55%	46	14.38%
賞	1128		15	85	0.01292%	595742	90.56%	55	17.19%
骨	1129		10	85	0.01292%	595827	90.58%	53	16.56%
塵	1130		14	84	0.01277%	595911	90.59%	62	19.38%
宜	1131		8	84	0.01277%	595995	90.60%	56	17.50%
州	1132		6	84	0.01277%	596079	90.62%	36	11.25%
廳	1133		25	84	0.01277%	596163	90.63%	46	14.38%
彿	1134		8	84	0.01277%	596247	90.64%	52	16.25%
攤	1135		22	84	0.01277%	596331	90.65%	39	12.19%
涉	1136		10	84	0.01277%	596415	90.67%	59	18.44%
緒	1137		14	84	0.01277%	596499	90.68%	59	18.44%
緩	1138		15	84	0.01277%	596583	90.69%	42	13.13%
縱	1139		17	84	0.01277%	596667	90.70%	53	16.56%
聚	1140		14	84	0.01277%	596751	90.72%	63	19.69%
鏡	1141		19	84	0.01277%	596835	90.73%	60	18.75%
鳥	1142		11	84	0.01277%	596919	90.74%	48	15.00%
姻	1143		9	83	0.01262%	597002	90.76%	25	7.81%
揚	1144		12	83	0.01262%	597085	90.77%	64	20.00%
測	1145		12	83	0.01262%	597168	90.78%	47	14.69%
牠	1146		7	83	0.01262%	597251	90.79%	20	6.25%
硬	1147		12	83	0.01262%	597334	90.81%	53	16.56%
縮	1148		17	83	0.01262%	597417	90.82%	53	16.56%
谷	1149		7	83	0.01262%	597500	90.83%	39	12.19%
趨	1150		17	83	0.01262%	597583	90.84%	58	18.13%
遷	1151		14	83	0.01262%	597666	90.86%	48	15.00%
射	1152		10	82	0.01247%	597748	90.87%	50	15.63%
干	1153		3	82	0.01247%	597830	90.88%	54	16.88%
橋	1154		16	82	0.01247%	597912	90.89%	39	12.19%
距	1155		12	82	0.01247%	597994	90.91%	59	18.44%
轎	1156		19	82	0.01247%	598076	90.92%	4	1.25%
郭	1157		10	82	0.01247%	598158	90.93%	18	5.63%
佔	1158		7	81	0.01231%	598239	90.94%	51	15.94%
尺	1159		4	81	0.01231%	598320	90.96%	44	13.75%
敬	1160		13	81	0.01231%	598401	90.97%	57	17.81%
枝	1161		8	81	0.01231%	598482	90.98%	49	15.31%
混	1162		11	81	0.01231%	598563	90.99%	62	19.38%
灰	1163		6	81	0.01231%	598644	91.01%	48	15.00%
狗	1164		8	81	0.01231%	598725	91.02%	32	10.00%
竹	1165		6	81	0.01231%	598806	91.03%	37	11.56%
罪	1166		13	81	0.01231%	598887	91.04%	44	13.75%
雞	1167		18	81	0.01231%	598968	91.05%	32	10.00%
餐	1168		16	81	0.01231%	599049	91.07%	45	14.06%
伸	1169		7	80	0.01216%	599129	91.08%	62	19.38%
嘴	1170		15	80	0.01216%	599209	91.09%	45	14.06%
巧	1171		5	80	0.01216%	599289	91.10%	55	17.19%
彭	1172		12	80	0.01216%	599369	91.12%	9	2.81%
獻	1173		20	80	0.01216%	599449	91.13%	51	15.94%
磨	1174		16	80	0.01216%	599529	91.14%	46	14.38%
籍	1175		20	80	0.01216%	599609	91.15%	39	12.19%
壯	1176		7	79	0.01201%	599688	91.16%	58	18.13%
控	1177		11	79	0.01201%	599767	91.18%	54	16.88%
杜	1178		7	79	0.01201%	599846	91.19%	23	7.19%
毫	1179		11	79	0.01201%	599925	91.20%	58	18.13%
牙	1180		4	79	0.01201%	600004	91.21%	43	13.44%
載	1181		13	79	0.01201%	600083	91.22%	58	18.13%
雷	1182		13	79	0.01201%	600162	91.24%	46	14.38%
顆	1183		17	79	0.01201%	600241	91.25%	41	12.81%
佛	1184		7	78	0.01186%	600319	91.26%	38	11.88%
兵	1185		7	78	0.01186%	600397	91.27%	43	13.44%
培	1186		11	78	0.01186%	600475	91.28%	40	12.50%
審	1187		15	78	0.01186%	600553	91.30%	42	13.13%
旦	1188		5	78	0.01186%	600631	91.31%	58	18.13%
淋	1189		11	78	0.01186%	600709	91.32%	27	8.44%
蓋	1190		14	78	0.01186%	600787	91.33%	61	19.06%
奮	1191		16	77	0.01171%	600864	91.34%	60	18.75%
窮	1192		15	77	0.01171%	600941	91.35%	56	17.50%
罷	1193		15	77	0.01171%	601018	91.37%	42	13.13%
賽	1194		17	77	0.01171%	601095	91.38%	35	10.94%
陷	1195		10	77	0.01171%	601172	91.39%	58	18.13%
頗	1196		14	77	0.01171%	601249	91.40%	56	17.50%
飲	1197		12	77	0.01171%	601326	91.41%	42	13.13%
俗	1198		9	76	0.01155%	601402	91.42%	57	17.81%
婆	1199		11	76	0.01155%	601478	91.44%	27	8.44%
幅	1200		12	76	0.01155%	601554	91.45%	56	17.50%
暫	1201		15	76	0.01155%	601630	91.46%	53	16.56%
曹	1202		11	76	0.01155%	601706	91.47%	12	3.75%
杯	1203		8	76	0.01155%	601782	91.48%	29	9.06%
滋	1204		12	76	0.01155%	601858	91.49%	41	12.81%
牆	1205		17	76	0.01155%	601934	91.51%	42	13.13%
監	1206		14	76	0.01155%	602010	91.52%	36	11.25%
糖	1207		16	76	0.01155%	602086	91.53%	26	8.13%
膽	1208		17	76	0.01155%	602162	91.54%	27	8.44%
莊	1209		11	76	0.01155%	602238	91.55%	46	14.38%
陰	1210		10	76	0.01155%	602314	91.56%	56	17.50%
倫	1211		10	75	0.0114%	602389	91.57%	47	14.69%
嘗	1212		14	75	0.0114%	602464	91.59%	52	16.25%
宗	1213		8	75	0.0114%	602539	91.60%	52	16.25%
擾	1214		18	75	0.0114%	602614	91.61%	54	16.88%
敏	1215		11	75	0.0114%	602689	91.62%	43	13.44%
款	1216		12	75	0.0114%	602764	91.63%	34	10.63%
鬥	1217		10	75	0.0114%	602839	91.64%	51	15.94%
齡	1218		20	75	0.0114%	602914	91.65%	41	12.81%
俄	1219		9	74	0.01125%	602988	91.67%	18	5.63%
抬	1220		8	74	0.01125%	603062	91.68%	36	11.25%
柯	1221		9	74	0.01125%	603136	91.69%	17	5.31%
殘	1222		12	74	0.01125%	603210	91.70%	50	15.63%
涼	1223		11	74	0.01125%	603284	91.71%	49	15.31%
湧	1224		12	74	0.01125%	603358	91.72%	51	15.94%
番	1225		12	74	0.01125%	603432	91.73%	56	17.50%
符	1226		11	74	0.01125%	603506	91.74%	46	14.38%
累	1227		11	74	0.01125%	603580	91.76%	51	15.94%
藍	1228		18	74	0.01125%	603654	91.77%	59	18.44%
閃	1229		10	74	0.01125%	603728	91.78%	46	14.38%
雅	1230		12	74	0.01125%	603802	91.79%	48	15.00%
孫	1231		10	73	0.0111%	603875	91.80%	39	12.19%
板	1232		8	73	0.0111%	603948	91.81%	50	15.63%
森	1233		12	73	0.0111%	604021	91.82%	40	12.50%
碎	1234		13	73	0.0111%	604094	91.83%	54	16.88%
鬆	1235		18	73	0.0111%	604167	91.84%	43	13.44%
丈	1236		3	72	0.01095%	604239	91.86%	36	11.25%
京	1237		8	72	0.01095%	604311	91.87%	39	12.19%
喪	1238		12	72	0.01095%	604383	91.88%	55	17.19%
拜	1239		9	72	0.01095%	604455	91.89%	44	13.75%
珍	1240		9	72	0.01095%	604527	91.90%	55	17.19%
甘	1241		5	72	0.01095%	604599	91.91%	38	11.88%
跡	1242		13	72	0.01095%	604671	91.92%	61	19.06%
返	1243		7	72	0.01095%	604743	91.93%	46	14.38%
促	1244		9	71	0.01079%	604814	91.94%	52	16.25%
哲	1245		10	71	0.01079%	604885	91.95%	43	13.44%
喊	1246		12	71	0.01079%	604956	91.96%	40	12.50%
巨	1247		5	71	0.01079%	605027	91.98%	45	14.06%
拍	1248		8	71	0.01079%	605098	91.99%	46	14.38%
穩	1249		19	71	0.01079%	605169	92.00%	50	15.63%
貧	1250		11	71	0.01079%	605240	92.01%	41	12.81%
付	1251		5	70	0.01064%	605310	92.02%	51	15.94%
估	1252		7	70	0.01064%	605380	92.03%	45	14.06%
儘	1253		16	70	0.01064%	605450	92.04%	50	15.63%
凝	1254		16	70	0.01064%	605520	92.05%	51	15.94%
啟	1255		11	70	0.01064%	605590	92.06%	59	18.44%
妙	1256		7	70	0.01064%	605660	92.07%	54	16.88%
旗	1257		14	70	0.01064%	605730	92.08%	32	10.00%
昇	1258		8	70	0.01064%	605800	92.09%	37	11.56%
礦	1259		20	70	0.01064%	605870	92.10%	10	3.13%
耶	1260		9	70	0.01064%	605940	92.11%	23	7.19%
脅	1261		10	70	0.01064%	606010	92.12%	30	9.38%
辛	1262		7	70	0.01064%	606080	92.14%	47	14.69%
辭	1263		19	70	0.01064%	606150	92.15%	41	12.81%
兄	1264		5	69	0.01049%	606219	92.16%	34	10.63%
哭	1265		10	69	0.01049%	606288	92.17%	37	11.56%
屆	1266		8	69	0.01049%	606357	92.18%	35	10.94%
廢	1267		15	69	0.01049%	606426	92.19%	41	12.81%
暖	1268		13	69	0.01049%	606495	92.20%	42	13.13%
橫	1269		16	69	0.01049%	606564	92.21%	52	16.25%
猶	1270		12	69	0.01049%	606633	92.22%	51	15.94%
聖	1271		13	69	0.01049%	606702	92.23%	55	17.19%
菊	1272		12	69	0.01049%	606771	92.24%	11	3.44%
貌	1273		14	69	0.01049%	606840	92.25%	53	16.56%
賴	1274		16	69	0.01049%	606909	92.26%	47	14.69%
霧	1275		19	69	0.01049%	606978	92.27%	26	8.13%
仔	1276		5	68	0.01034%	607046	92.28%	46	14.38%
勇	1277		9	68	0.01034%	607114	92.29%	46	14.38%
寞	1278		14	68	0.01034%	607182	92.30%	47	14.69%
封	1279		9	68	0.01034%	607250	92.31%	46	14.38%
洗	1280		9	68	0.01034%	607318	92.32%	52	16.25%
琴	1281		12	68	0.01034%	607386	92.33%	31	9.69%
諾	1282		16	68	0.01034%	607454	92.34%	30	9.38%
辯	1283		21	68	0.01034%	607522	92.35%	31	9.69%
週	1284		11	68	0.01034%	607590	92.37%	41	12.81%
麥	1285		11	68	0.01034%	607658	92.38%	24	7.50%
伴	1286		7	67	0.01019%	607725	92.39%	51	15.94%
幕	1287		14	67	0.01019%	607792	92.40%	47	14.69%
敘	1288		11	67	0.01019%	607859	92.41%	30	9.38%
涵	1289		11	67	0.01019%	607926	92.42%	42	13.13%
裂	1290		12	67	0.01019%	607993	92.43%	44	13.75%
壁	1291		16	66	0.01003%	608059	92.44%	46	14.38%
弄	1292		7	66	0.01003%	608125	92.45%	58	18.13%
慧	1293		15	66	0.01003%	608191	92.46%	46	14.38%
焦	1294		12	66	0.01003%	608257	92.47%	48	15.00%
痕	1295		11	66	0.01003%	608323	92.48%	39	12.19%
薄	1296		17	66	0.01003%	608389	92.49%	46	14.38%
裁	1297		12	66	0.01003%	608455	92.50%	32	10.00%
迴	1298		9	66	0.01003%	608521	92.51%	46	14.38%
邱	1299		7	66	0.01003%	608587	92.52%	14	4.38%
障	1300		13	66	0.01003%	608653	92.53%	48	15.00%
坡	1301		8	65	0.009881%	608718	92.54%	28	8.75%
季	1302		8	65	0.009881%	608783	92.55%	36	11.25%
淨	1303		11	65	0.009881%	608848	92.56%	48	15.00%
疾	1304		10	65	0.009881%	608913	92.57%	41	12.81%
皇	1305		9	65	0.009881%	608978	92.58%	33	10.31%
肅	1306		12	65	0.009881%	609043	92.59%	34	10.63%
描	1307		12	64	0.009729%	609107	92.60%	45	14.06%
核	1308		10	64	0.009729%	609171	92.61%	36	11.25%
爬	1309		8	64	0.009729%	609235	92.62%	43	13.44%
蓮	1310		15	64	0.009729%	609299	92.62%	35	10.94%
訂	1311		9	64	0.009729%	609363	92.63%	38	11.88%
仁	1312		4	63	0.009577%	609426	92.64%	44	13.75%
坦	1313		8	63	0.009577%	609489	92.65%	49	15.31%
奈	1314		8	63	0.009577%	609552	92.66%	42	13.13%
滴	1315		14	63	0.009577%	609615	92.67%	35	10.94%
災	1316		7	63	0.009577%	609678	92.68%	26	8.13%
瑞	1317		13	63	0.009577%	609741	92.69%	28	8.75%
盤	1318		15	63	0.009577%	609804	92.70%	47	14.69%
輸	1319		16	63	0.009577%	609867	92.71%	35	10.94%
逃	1320		9	63	0.009577%	609930	92.72%	45	14.06%
遙	1321		13	63	0.009577%	609993	92.73%	43	13.44%
魂	1322		14	63	0.009577%	610056	92.74%	42	13.13%
姿	1323		9	62	0.009425%	610118	92.75%	51	15.94%
徹	1324		14	62	0.009425%	610180	92.76%	48	15.00%
搬	1325		13	62	0.009425%	610242	92.77%	36	11.25%
爐	1326		20	62	0.009425%	610304	92.78%	28	8.75%
盼	1327		9	62	0.009425%	610366	92.79%	43	13.44%
祝	1328		9	62	0.009425%	610428	92.80%	26	8.13%
稍	1329		12	62	0.009425%	610490	92.81%	48	15.00%
胞	1330		9	62	0.009425%	610552	92.82%	34	10.63%
踏	1331		15	62	0.009425%	610614	92.82%	48	15.00%
迎	1332		7	62	0.009425%	610676	92.83%	53	16.56%
博	1333		12	61	0.009273%	610737	92.84%	39	12.19%
姓	1334		8	61	0.009273%	610798	92.85%	36	11.25%
姊	1335		8	61	0.009273%	610859	92.86%	20	6.25%
寄	1336		11	61	0.009273%	610920	92.87%	46	14.38%
幹	1337		13	61	0.009273%	610981	92.88%	38	11.88%
幽	1338		9	61	0.009273%	611042	92.89%	49	15.31%
末	1339		5	61	0.009273%	611103	92.90%	48	15.00%
犯	1340		5	61	0.009273%	611164	92.91%	37	11.56%
督	1341		13	61	0.009273%	611225	92.92%	30	9.38%
稿	1342		15	61	0.009273%	611286	92.93%	33	10.31%
肩	1343		8	61	0.009273%	611347	92.94%	44	13.75%
脈	1344		10	61	0.009273%	611408	92.95%	42	13.13%
貢	1345		10	61	0.009273%	611469	92.95%	29	9.06%
閱	1346		15	61	0.009273%	611530	92.96%	40	12.50%
闊	1347		17	61	0.009273%	611591	92.97%	43	13.44%
飾	1348		13	61	0.009273%	611652	92.98%	41	12.81%
塑	1349		13	60	0.009121%	611712	92.99%	39	12.19%
泛	1350		8	60	0.009121%	611772	93.00%	46	14.38%
溪	1351		13	60	0.009121%	611832	93.01%	28	8.75%
礎	1352		18	60	0.009121%	611892	93.02%	43	13.44%
米	1353		6	60	0.009121%	611952	93.03%	36	11.25%
售	1354		11	59	0.008969%	612011	93.04%	39	12.19%
孕	1355		5	59	0.008969%	612070	93.05%	25	7.81%
川	1356		3	59	0.008969%	612129	93.06%	35	10.94%
幣	1357		14	59	0.008969%	612188	93.06%	20	6.25%
怒	1358		9	59	0.008969%	612247	93.07%	42	13.13%
肪	1359		8	59	0.008969%	612306	93.08%	5	1.56%
裕	1360		12	59	0.008969%	612365	93.09%	32	10.00%
冬	1361		5	58	0.008817%	612423	93.10%	34	10.63%
匆	1362		5	58	0.008817%	612481	93.11%	32	10.00%
宇	1363		6	58	0.008817%	612539	93.12%	30	9.38%
忌	1364		7	58	0.008817%	612597	93.13%	21	6.56%
忠	1365		8	58	0.008817%	612655	93.14%	36	11.25%
旋	1366		11	58	0.008817%	612713	93.14%	30	9.38%
洛	1367		9	58	0.008817%	612771	93.15%	20	6.25%
煩	1368		13	58	0.008817%	612829	93.16%	48	15.00%
粗	1369		11	58	0.008817%	612887	93.17%	37	11.56%
芙	1370		8	58	0.008817%	612945	93.18%	8	2.50%
豈	1371		10	58	0.008817%	613003	93.19%	47	14.69%
躍	1372		21	58	0.008817%	613061	93.20%	42	13.13%
顏	1373		18	58	0.008817%	613119	93.21%	44	13.75%
勵	1374		17	57	0.008665%	613176	93.21%	36	11.25%
圈	1375		11	57	0.008665%	613233	93.22%	42	13.13%
奏	1376		9	57	0.008665%	613290	93.23%	27	8.44%
悅	1377		10	57	0.008665%	613347	93.24%	35	10.94%
慎	1378		13	57	0.008665%	613404	93.25%	43	13.44%
拒	1379		8	57	0.008665%	613461	93.26%	41	12.81%
擦	1380		17	57	0.008665%	613518	93.27%	36	11.25%
曉	1381		16	57	0.008665%	613575	93.27%	28	8.75%
燒	1382		16	57	0.008665%	613632	93.28%	41	12.81%
秀	1383		7	57	0.008665%	613689	93.29%	36	11.25%
伯	1384		7	56	0.008513%	613745	93.30%	32	10.00%
佳	1385		8	56	0.008513%	613801	93.31%	41	12.81%
哈	1386		9	56	0.008513%	613857	93.32%	31	9.69%
戴	1387		17	56	0.008513%	613913	93.33%	37	11.56%
按	1388		9	56	0.008513%	613969	93.33%	42	13.13%
珠	1389		10	56	0.008513%	614025	93.34%	36	11.25%
誌	1390		14	56	0.008513%	614081	93.35%	37	11.56%
豆	1391		7	56	0.008513%	614137	93.36%	22	6.88%
邦	1392		6	56	0.008513%	614193	93.37%	22	6.88%
頻	1393		16	56	0.008513%	614249	93.38%	31	9.69%
魯	1394		15	56	0.008513%	614305	93.39%	27	8.44%
咖	1395		8	55	0.008361%	614360	93.39%	17	5.31%
啡	1396		11	55	0.008361%	614415	93.40%	17	5.31%
埋	1397		10	55	0.008361%	614470	93.41%	40	12.50%
堪	1398		12	55	0.008361%	614525	93.42%	45	14.06%
措	1399		11	55	0.008361%	614580	93.43%	30	9.38%
擠	1400		17	55	0.008361%	614635	93.44%	35	10.94%
槍	1401		14	55	0.008361%	614690	93.44%	26	8.13%
洞	1402		9	55	0.008361%	614745	93.45%	40	12.50%
滅	1403		13	55	0.008361%	614800	93.46%	41	12.81%
濫	1404		17	55	0.008361%	614855	93.47%	36	11.25%
碧	1405		14	55	0.008361%	614910	93.48%	28	8.75%
糊	1406		15	55	0.008361%	614965	93.49%	41	12.81%
署	1407		13	55	0.008361%	615020	93.49%	28	8.75%
讚	1408		26	55	0.008361%	615075	93.50%	37	11.56%
賢	1409		15	55	0.008361%	615130	93.51%	30	9.38%
鬱	1410		29	55	0.008361%	615185	93.52%	28	8.75%
鬼	1411		10	55	0.008361%	615240	93.53%	35	10.94%
佈	1412		7	54	0.008209%	615294	93.54%	33	10.31%
娘	1413		10	54	0.008209%	615348	93.54%	31	9.69%
崇	1414		11	54	0.008209%	615402	93.55%	40	12.50%
損	1415		13	54	0.008209%	615456	93.56%	41	12.81%
操	1416		16	54	0.008209%	615510	93.57%	46	14.38%
殊	1417		10	54	0.008209%	615564	93.58%	45	14.06%
疏	1418		11	54	0.008209%	615618	93.59%	42	13.13%
羽	1419		6	54	0.008209%	615672	93.59%	15	4.69%
軟	1420		11	54	0.008209%	615726	93.60%	41	12.81%
逝	1421		10	54	0.008209%	615780	93.61%	44	13.75%
遲	1422		15	54	0.008209%	615834	93.62%	40	12.50%
呈	1423		7	53	0.008057%	615887	93.63%	41	12.81%
獎	1424		15	53	0.008057%	615940	93.63%	29	9.06%
巿	1425		4	53	0.008057%	615993	93.64%	16	5.00%
拋	1426		8	53	0.008057%	616046	93.65%	36	11.25%
振	1427		10	53	0.008057%	616099	93.66%	30	9.38%
璃	1428		15	53	0.008057%	616152	93.67%	34	10.63%
盆	1429		9	53	0.008057%	616205	93.67%	19	5.94%
瞭	1430		17	53	0.008057%	616258	93.68%	43	13.44%
簽	1431		19	53	0.008057%	616311	93.69%	25	7.81%
網	1432		14	53	0.008057%	616364	93.70%	29	9.06%
茫	1433		10	53	0.008057%	616417	93.71%	35	10.94%
違	1434		12	53	0.008057%	616470	93.72%	35	10.94%
閉	1435		11	53	0.008057%	616523	93.72%	40	12.50%
傘	1436		12	52	0.007905%	616575	93.73%	15	4.69%
兼	1437		10	52	0.007905%	616627	93.74%	40	12.50%
匯	1438		13	52	0.007905%	616679	93.75%	29	9.06%
哪	1439		10	52	0.007905%	616731	93.75%	35	10.94%
奉	1440		8	52	0.007905%	616783	93.76%	38	11.88%
徑	1441		10	52	0.007905%	616835	93.77%	40	12.50%
懼	1442		21	52	0.007905%	616887	93.78%	44	13.75%
拐	1443		8	52	0.007905%	616939	93.79%	10	3.13%
抵	1444		8	52	0.007905%	616991	93.79%	44	13.75%
滾	1445		14	52	0.007905%	617043	93.80%	33	10.31%
煤	1446		13	52	0.007905%	617095	93.81%	12	3.75%
爆	1447		19	52	0.007905%	617147	93.82%	37	11.56%
臟	1448		22	52	0.007905%	617199	93.83%	18	5.63%
航	1449		10	52	0.007905%	617251	93.83%	27	8.44%
袋	1450		11	52	0.007905%	617303	93.84%	33	10.31%
詳	1451		13	52	0.007905%	617355	93.85%	43	13.44%
輩	1452		15	52	0.007905%	617407	93.86%	38	11.88%
迫	1453		8	52	0.007905%	617459	93.87%	43	13.44%
醉	1454		15	52	0.007905%	617511	93.87%	40	12.50%
閣	1455		14	52	0.007905%	617563	93.88%	22	6.88%
震	1456		15	52	0.007905%	617615	93.89%	34	10.63%
龐	1457		19	52	0.007905%	617667	93.90%	39	12.19%
刑	1458		6	51	0.007753%	617718	93.90%	20	6.25%
吳	1459		7	51	0.007753%	617769	93.91%	25	7.81%
塞	1460		13	51	0.007753%	617820	93.92%	42	13.13%
尾	1461		7	51	0.007753%	617871	93.93%	39	12.19%
屈	1462		8	51	0.007753%	617922	93.94%	38	11.88%
撥	1463		15	51	0.007753%	617973	93.94%	27	8.44%
擬	1464		17	51	0.007753%	618024	93.95%	31	9.69%
游	1465		12	51	0.007753%	618075	93.96%	37	11.56%
粉	1466		10	51	0.007753%	618126	93.97%	34	10.63%
艱	1467		17	51	0.007753%	618177	93.97%	41	12.81%
覆	1468		18	51	0.007753%	618228	93.98%	44	13.75%
謀	1469		16	51	0.007753%	618279	93.99%	40	12.50%
購	1470		17	51	0.007753%	618330	94.00%	36	11.25%
邁	1471		16	51	0.007753%	618381	94.01%	35	10.94%
邀	1472		16	51	0.007753%	618432	94.01%	38	11.88%
隆	1473		11	51	0.007753%	618483	94.02%	27	8.44%
偉	1474		11	50	0.007601%	618533	94.03%	38	11.88%
偷	1475		11	50	0.007601%	618583	94.04%	31	9.69%
億	1476		15	50	0.007601%	618633	94.04%	30	9.38%
夕	1477		3	50	0.007601%	618683	94.05%	42	13.13%
姐	1478		8	50	0.007601%	618733	94.06%	29	9.06%
嬰	1479		17	50	0.007601%	618783	94.07%	22	6.88%
尿	1480		7	50	0.007601%	618833	94.07%	11	3.44%
幼	1481		5	50	0.007601%	618883	94.08%	37	11.56%
徒	1482		10	50	0.007601%	618933	94.09%	41	12.81%
恩	1483		10	50	0.007601%	618983	94.10%	30	9.38%
慾	1484		15	50	0.007601%	619033	94.10%	31	9.69%
扮	1485		7	50	0.007601%	619083	94.11%	44	13.75%
淺	1486		11	50	0.007601%	619133	94.12%	37	11.56%
疲	1487		10	50	0.007601%	619183	94.13%	39	12.19%
繞	1488		18	50	0.007601%	619233	94.14%	43	13.44%
蕩	1489		16	50	0.007601%	619283	94.14%	31	9.69%
診	1490		12	50	0.007601%	619333	94.15%	18	5.63%
貼	1491		12	50	0.007601%	619383	94.16%	39	12.19%
鹽	1492		24	50	0.007601%	619433	94.17%	13	4.06%
串	1493		7	49	0.007449%	619482	94.17%	39	12.19%
余	1494		7	49	0.007449%	619531	94.18%	18	5.63%
倍	1495		10	49	0.007449%	619580	94.19%	35	10.94%
剩	1496		12	49	0.007449%	619629	94.20%	40	12.50%
卷	1497		8	49	0.007449%	619678	94.20%	21	6.56%
呀	1498		7	49	0.007449%	619727	94.21%	34	10.63%
峰	1499		10	49	0.007449%	619776	94.22%	35	10.94%
巷	1500		9	49	0.007449%	619825	94.23%	33	10.31%
循	1501		12	49	0.007449%	619874	94.23%	35	10.94%
抑	1502		7	49	0.007449%	619923	94.24%	35	10.94%
敵	1503		15	49	0.007449%	619972	94.25%	35	10.94%
杖	1504		7	49	0.007449%	620021	94.25%	4	1.25%
松	1505		8	49	0.007449%	620070	94.26%	31	9.69%
汗	1506		6	49	0.007449%	620119	94.27%	35	10.94%
滑	1507		13	49	0.007449%	620168	94.28%	37	11.56%
濕	1508		17	49	0.007449%	620217	94.28%	34	10.63%
炸	1509		9	49	0.007449%	620266	94.29%	31	9.69%
爛	1510		21	49	0.007449%	620315	94.30%	40	12.50%
玻	1511		9	49	0.007449%	620364	94.31%	30	9.38%
繫	1512		19	49	0.007449%	620413	94.31%	36	11.25%
蝶	1513		15	49	0.007449%	620462	94.32%	21	6.56%
貓	1514		16	49	0.007449%	620511	94.33%	21	6.56%
販	1515		11	49	0.007449%	620560	94.34%	22	6.88%
逵	1516		11	49	0.007449%	620609	94.34%	1	0.31%
鄰	1517		14	49	0.007449%	620658	94.35%	35	10.94%
醇	1518		15	49	0.007449%	620707	94.36%	8	2.50%
鎮	1519		18	49	0.007449%	620756	94.37%	31	9.69%
陌	1520		8	49	0.007449%	620805	94.37%	36	11.25%
