單字	序號	部首	筆劃	頻次	頻率	累積頻次	累積頻率	見檔次	見檔率
爍	2437		19	15	0.00228%	646490	98.28%	14	4.38%
玄	2438		5	15	0.00228%	646505	98.28%	11	3.44%
瑩	2439		15	15	0.00228%	646520	98.28%	14	4.38%
痞	2440		12	15	0.00228%	646535	98.29%	3	0.94%
癖	2441		18	15	0.00228%	646550	98.29%	6	1.88%
盜	2442		12	15	0.00228%	646565	98.29%	11	3.44%
睹	2443		13	15	0.00228%	646580	98.29%	15	4.69%
瞻	2444		18	15	0.00228%	646595	98.29%	12	3.75%
砲	2445		10	15	0.00228%	646610	98.30%	8	2.50%
秦	2446		10	15	0.00228%	646625	98.30%	11	3.44%
穫	2447		19	15	0.00228%	646640	98.30%	13	4.06%
竿	2448		9	15	0.00228%	646655	98.30%	9	2.81%
籤	2449		23	15	0.00228%	646670	98.31%	10	3.13%
糞	2450		17	15	0.00228%	646685	98.31%	6	1.88%
耍	2451		9	15	0.00228%	646700	98.31%	12	3.75%
聘	2452		13	15	0.00228%	646715	98.31%	12	3.75%
脣	2453		11	15	0.00228%	646730	98.32%	10	3.13%
膛	2454		15	15	0.00228%	646745	98.32%	9	2.81%
茂	2455		9	15	0.00228%	646760	98.32%	12	3.75%
蔣	2456		15	15	0.00228%	646775	98.32%	11	3.44%
蘊	2457		20	15	0.00228%	646790	98.32%	14	4.38%
蚊	2458		10	15	0.00228%	646805	98.33%	8	2.50%
蟹	2459		19	15	0.00228%	646820	98.33%	7	2.19%
袱	2460		11	15	0.00228%	646835	98.33%	10	3.13%
褪	2461		15	15	0.00228%	646850	98.33%	14	4.38%
証	2462		12	15	0.00228%	646865	98.34%	8	2.50%
誦	2463		14	15	0.00228%	646880	98.34%	12	3.75%
諮	2464		16	15	0.00228%	646895	98.34%	9	2.81%
謠	2465		17	15	0.00228%	646910	98.34%	11	3.44%
趁	2466		12	15	0.00228%	646925	98.34%	13	4.06%
軀	2467		18	15	0.00228%	646940	98.35%	14	4.38%
酌	2468		10	15	0.00228%	646955	98.35%	13	4.06%
錫	2469		16	15	0.00228%	646970	98.35%	9	2.81%
霞	2470		17	15	0.00228%	646985	98.35%	13	4.06%
韻	2471		19	15	0.00228%	647000	98.36%	13	4.06%
鷹	2472		24	15	0.00228%	647015	98.36%	13	4.06%
倖	2473		10	14	0.002128%	647029	98.36%	13	4.06%
倉	2474		10	14	0.002128%	647043	98.36%	13	4.06%
兢	2475		14	14	0.002128%	647057	98.36%	6	1.88%
冥	2476		10	14	0.002128%	647071	98.37%	12	3.75%
卒	2477		8	14	0.002128%	647085	98.37%	11	3.44%
咯	2478		9	14	0.002128%	647099	98.37%	6	1.88%
唉	2479		10	14	0.002128%	647113	98.37%	12	3.75%
嘉	2480		14	14	0.002128%	647127	98.38%	11	3.44%
嘲	2481		15	14	0.002128%	647141	98.38%	12	3.75%
坷	2482		8	14	0.002128%	647155	98.38%	13	4.06%
墳	2483		15	14	0.002128%	647169	98.38%	10	3.13%
奠	2484		12	14	0.002128%	647183	98.38%	11	3.44%
娜	2485		10	14	0.002128%	647197	98.39%	7	2.19%
寮	2486		15	14	0.002128%	647211	98.39%	6	1.88%
巡	2487		7	14	0.002128%	647225	98.39%	11	3.44%
掠	2488		11	14	0.002128%	647239	98.39%	13	4.06%
摔	2489		14	14	0.002128%	647253	98.39%	10	3.13%
摧	2490		14	14	0.002128%	647267	98.40%	13	4.06%
撿	2491		16	14	0.002128%	647281	98.40%	9	2.81%
框	2492		10	14	0.002128%	647295	98.40%	10	3.13%
梳	2493		10	14	0.002128%	647309	98.40%	12	3.75%
棚	2494		12	14	0.002128%	647323	98.41%	7	2.19%
樑	2495		15	14	0.002128%	647337	98.41%	13	4.06%
殼	2496		12	14	0.002128%	647351	98.41%	12	3.75%
溯	2497		13	14	0.002128%	647365	98.41%	13	4.06%
煌	2498		13	14	0.002128%	647379	98.41%	13	4.06%
甦	2499		12	14	0.002128%	647393	98.42%	13	4.06%
眺	2500		11	14	0.002128%	647407	98.42%	9	2.81%
禪	2501		16	14	0.002128%	647421	98.42%	10	3.13%
簷	2502		19	14	0.002128%	647435	98.42%	13	4.06%
縛	2503		16	14	0.002128%	647449	98.42%	13	4.06%
繩	2504		19	14	0.002128%	647463	98.43%	14	4.38%
肢	2505		8	14	0.002128%	647477	98.43%	11	3.44%
腫	2506		13	14	0.002128%	647491	98.43%	11	3.44%
臘	2507		19	14	0.002128%	647505	98.43%	11	3.44%
舖	2508		15	14	0.002128%	647519	98.44%	13	4.06%
蕉	2509		16	14	0.002128%	647533	98.44%	10	3.13%
藷	2510		19	14	0.002128%	647547	98.44%	2	0.63%
蘿	2511		23	14	0.002128%	647561	98.44%	8	2.50%
蜂	2512		13	14	0.002128%	647575	98.44%	10	3.13%
裳	2513		14	14	0.002128%	647589	98.45%	12	3.75%
裹	2514		14	14	0.002128%	647603	98.45%	13	4.06%
襯	2515		21	14	0.002128%	647617	98.45%	13	4.06%
詭	2516		13	14	0.002128%	647631	98.45%	10	3.13%
豫	2517		16	14	0.002128%	647645	98.45%	11	3.44%
貞	2518		9	14	0.002128%	647659	98.46%	7	2.19%
賤	2519		15	14	0.002128%	647673	98.46%	10	3.13%
逗	2520		10	14	0.002128%	647687	98.46%	12	3.75%
遼	2521		15	14	0.002128%	647701	98.46%	14	4.38%
釘	2522		10	14	0.002128%	647715	98.46%	10	3.13%
餓	2523		15	14	0.002128%	647729	98.47%	12	3.75%
饋	2524		20	14	0.002128%	647743	98.47%	8	2.50%
魄	2525		15	14	0.002128%	647757	98.47%	12	3.75%
鴨	2526		16	14	0.002128%	647771	98.47%	10	3.13%
麟	2527		23	14	0.002128%	647785	98.48%	7	2.19%
丘	2528		5	13	0.001976%	647798	98.48%	10	3.13%
乙	2529		1	13	0.001976%	647811	98.48%	5	1.56%
兔	2530		8	13	0.001976%	647824	98.48%	9	2.81%
冤	2531		10	13	0.001976%	647837	98.48%	11	3.44%
卵	2532		7	13	0.001976%	647850	98.49%	7	2.19%
卸	2533		8	13	0.001976%	647863	98.49%	10	3.13%
卿	2534		10	13	0.001976%	647876	98.49%	9	2.81%
吏	2535		6	13	0.001976%	647889	98.49%	6	1.88%
吱	2536		7	13	0.001976%	647902	98.49%	5	1.56%
啪	2537		11	13	0.001976%	647915	98.50%	5	1.56%
嗽	2538		14	13	0.001976%	647928	98.50%	8	2.50%
囚	2539		5	13	0.001976%	647941	98.50%	7	2.19%
坊	2540		7	13	0.001976%	647954	98.50%	11	3.44%
寵	2541		19	13	0.001976%	647967	98.50%	11	3.44%
屑	2542		10	13	0.001976%	647980	98.51%	11	3.44%
岳	2543		8	13	0.001976%	647993	98.51%	7	2.19%
幟	2544		15	13	0.001976%	648006	98.51%	12	3.75%
廝	2545		15	13	0.001976%	648019	98.51%	12	3.75%
弓	2546		3	13	0.001976%	648032	98.51%	8	2.50%
征	2547		8	13	0.001976%	648045	98.52%	11	3.44%
忡	2548		7	13	0.001976%	648058	98.52%	7	2.19%
惚	2549		11	13	0.001976%	648071	98.52%	12	3.75%
挾	2550		10	13	0.001976%	648084	98.52%	13	4.06%
挨	2551		10	13	0.001976%	648097	98.52%	9	2.81%
擅	2552		16	13	0.001976%	648110	98.52%	12	3.75%
昊	2553		8	13	0.001976%	648123	98.53%	2	0.63%
曰	2554		4	13	0.001976%	648136	98.53%	10	3.13%
毋	2555		4	13	0.001976%	648149	98.53%	10	3.13%
澎	2556		15	13	0.001976%	648162	98.53%	10	3.13%
焉	2557		11	13	0.001976%	648175	98.53%	11	3.44%
煉	2558		13	13	0.001976%	648188	98.54%	11	3.44%
珊	2559		9	13	0.001976%	648201	98.54%	11	3.44%
瑜	2560		13	13	0.001976%	648214	98.54%	5	1.56%
癱	2561		24	13	0.001976%	648227	98.54%	12	3.75%
瞇	2562		15	13	0.001976%	648240	98.54%	8	2.50%
瞬	2563		17	13	0.001976%	648253	98.55%	13	4.06%
硝	2564		12	13	0.001976%	648266	98.55%	1	0.31%
禱	2565		18	13	0.001976%	648279	98.55%	11	3.44%
穎	2566		16	13	0.001976%	648292	98.55%	12	3.75%
簿	2567		19	13	0.001976%	648305	98.55%	11	3.44%
耽	2568		10	13	0.001976%	648318	98.56%	12	3.75%
脊	2569		10	13	0.001976%	648331	98.56%	10	3.13%
膩	2570		16	13	0.001976%	648344	98.56%	11	3.44%
菩	2571		12	13	0.001976%	648357	98.56%	9	2.81%
葬	2572		13	13	0.001976%	648370	98.56%	12	3.75%
蘋	2573		20	13	0.001976%	648383	98.57%	10	3.13%
蟻	2574		19	13	0.001976%	648396	98.57%	8	2.50%
豎	2575		15	13	0.001976%	648409	98.57%	9	2.81%
豔	2576		28	13	0.001976%	648422	98.57%	10	3.13%
跪	2577		13	13	0.001976%	648435	98.57%	8	2.50%
踢	2578		15	13	0.001976%	648448	98.58%	10	3.13%
頃	2579		11	13	0.001976%	648461	98.58%	12	3.75%
頸	2580		16	13	0.001976%	648474	98.58%	13	4.06%
颯	2581		14	13	0.001976%	648487	98.58%	3	0.94%
飢	2582		10	13	0.001976%	648500	98.58%	10	3.13%
餵	2583		17	13	0.001976%	648513	98.59%	7	2.19%
駭	2584		16	13	0.001976%	648526	98.59%	12	3.75%
鴻	2585		17	13	0.001976%	648539	98.59%	12	3.75%
侯	2586		9	12	0.001824%	648551	98.59%	5	1.56%
倬	2587		10	12	0.001824%	648563	98.59%	1	0.31%
僕	2588		14	12	0.001824%	648575	98.60%	7	2.19%
僑	2589		14	12	0.001824%	648587	98.60%	10	3.13%
兮	2590		4	12	0.001824%	648599	98.60%	8	2.50%
剔	2591		10	12	0.001824%	648611	98.60%	11	3.44%
勿	2592		4	12	0.001824%	648623	98.60%	8	2.50%
卅	2593		4	12	0.001824%	648635	98.60%	11	3.44%
吶	2594		7	12	0.001824%	648647	98.61%	10	3.13%
咎	2595		8	12	0.001824%	648659	98.61%	11	3.44%
嗓	2596		13	12	0.001824%	648671	98.61%	9	2.81%
噩	2597		16	12	0.001824%	648683	98.61%	8	2.50%
妝	2598		7	12	0.001824%	648695	98.61%	11	3.44%
屢	2599		14	12	0.001824%	648707	98.62%	10	3.13%
弗	2600		5	12	0.001824%	648719	98.62%	7	2.19%
怡	2601		8	12	0.001824%	648731	98.62%	9	2.81%
慚	2602		14	12	0.001824%	648743	98.62%	10	3.13%
憫	2603		15	12	0.001824%	648755	98.62%	11	3.44%
拘	2604		8	12	0.001824%	648767	98.62%	11	3.44%
拼	2605		9	12	0.001824%	648779	98.63%	12	3.75%
拭	2606		9	12	0.001824%	648791	98.63%	9	2.81%
掀	2607		11	12	0.001824%	648803	98.63%	10	3.13%
搗	2608		13	12	0.001824%	648815	98.63%	8	2.50%
昧	2609		9	12	0.001824%	648827	98.63%	9	2.81%
札	2610		5	12	0.001824%	648839	98.64%	8	2.50%
梁	2611		11	12	0.001824%	648851	98.64%	9	2.81%
梢	2612		11	12	0.001824%	648863	98.64%	9	2.81%
械	2613		11	12	0.001824%	648875	98.64%	9	2.81%
棕	2614		12	12	0.001824%	648887	98.64%	9	2.81%
檯	2615		18	12	0.001824%	648899	98.64%	8	2.50%
氾	2616		5	12	0.001824%	648911	98.65%	11	3.44%
沫	2617		8	12	0.001824%	648923	98.65%	11	3.44%
淌	2618		11	12	0.001824%	648935	98.65%	11	3.44%
渥	2619		12	12	0.001824%	648947	98.65%	3	0.94%
渣	2620		12	12	0.001824%	648959	98.65%	6	1.88%
炭	2621		9	12	0.001824%	648971	98.66%	8	2.50%
獅	2622		13	12	0.001824%	648983	98.66%	11	3.44%
琳	2623		12	12	0.001824%	648995	98.66%	5	1.56%
疆	2624		19	12	0.001824%	649007	98.66%	11	3.44%
砂	2625		9	12	0.001824%	649019	98.66%	8	2.50%
碳	2626		14	12	0.001824%	649031	98.66%	6	1.88%
穴	2627		5	12	0.001824%	649043	98.67%	6	1.88%
竊	2628		23	12	0.001824%	649055	98.67%	8	2.50%
筍	2629		12	12	0.001824%	649067	98.67%	5	1.56%
籬	2630		25	12	0.001824%	649079	98.67%	9	2.81%
糕	2631		16	12	0.001824%	649091	98.67%	7	2.19%
絆	2632		11	12	0.001824%	649103	98.68%	10	3.13%
綺	2633		14	12	0.001824%	649115	98.68%	7	2.19%
罕	2634		7	12	0.001824%	649127	98.68%	11	3.44%
肇	2635		14	12	0.001824%	649139	98.68%	10	3.13%
脾	2636		12	12	0.001824%	649151	98.68%	12	3.75%
芸	2637		8	12	0.001824%	649163	98.69%	5	1.56%
茅	2638		9	12	0.001824%	649175	98.69%	7	2.19%
茄	2639		9	12	0.001824%	649187	98.69%	7	2.19%
苞	2640		9	12	0.001824%	649199	98.69%	6	1.88%
荊	2641		10	12	0.001824%	649211	98.69%	12	3.75%
菁	2642		12	12	0.001824%	649223	98.69%	6	1.88%
葦	2643		13	12	0.001824%	649235	98.70%	5	1.56%
藤	2644		19	12	0.001824%	649247	98.70%	8	2.50%
虞	2645		13	12	0.001824%	649259	98.70%	7	2.19%
蠻	2646		25	12	0.001824%	649271	98.70%	12	3.75%
裴	2647		13	12	0.001824%	649283	98.70%	4	1.25%
豬	2648		11	12	0.001824%	649295	98.71%	10	3.13%
蹈	2649		17	12	0.001824%	649307	98.71%	12	3.75%
辣	2650		14	12	0.001824%	649319	98.71%	9	2.81%
闖	2651		18	12	0.001824%	649331	98.71%	11	3.44%
阮	2652		6	12	0.001824%	649343	98.71%	5	1.56%
隕	2653		12	12	0.001824%	649355	98.71%	2	0.63%
韌	2654		12	12	0.001824%	649367	98.72%	11	3.44%
驀	2655		21	12	0.001824%	649379	98.72%	10	3.13%
鬍	2656		19	12	0.001824%	649391	98.72%	11	3.44%
仞	2657		5	11	0.001672%	649402	98.72%	1	0.31%
佐	2658		7	11	0.001672%	649413	98.72%	9	2.81%
刮	2659		8	11	0.001672%	649424	98.72%	9	2.81%
匈	2660		6	11	0.001672%	649435	98.73%	6	1.88%
匱	2661		14	11	0.001672%	649446	98.73%	10	3.13%
厄	2662		4	11	0.001672%	649457	98.73%	7	2.19%
咄	2663		8	11	0.001672%	649468	98.73%	4	1.25%
啃	2664		11	11	0.001672%	649479	98.73%	8	2.50%
嘶	2665		15	11	0.001672%	649490	98.73%	8	2.50%
嚷	2666		20	11	0.001672%	649501	98.74%	8	2.50%
壺	2667		12	11	0.001672%	649512	98.74%	8	2.50%
妒	2668		7	11	0.001672%	649523	98.74%	8	2.50%
姜	2669		9	11	0.001672%	649534	98.74%	5	1.56%
婿	2670		12	11	0.001672%	649545	98.74%	5	1.56%
嬉	2671		15	11	0.001672%	649556	98.74%	9	2.81%
帥	2672		9	11	0.001672%	649567	98.75%	10	3.13%
忱	2673		7	11	0.001672%	649578	98.75%	7	2.19%
悴	2674		11	11	0.001672%	649589	98.75%	10	3.13%
悽	2675		11	11	0.001672%	649600	98.75%	8	2.50%
愕	2676		12	11	0.001672%	649611	98.75%	8	2.50%
憔	2677		15	11	0.001672%	649622	98.75%	10	3.13%
揉	2678		12	11	0.001672%	649633	98.76%	9	2.81%
搜	2679		12	11	0.001672%	649644	98.76%	10	3.13%
撕	2680		15	11	0.001672%	649655	98.76%	10	3.13%
敷	2681		15	11	0.001672%	649666	98.76%	9	2.81%
斧	2682		8	11	0.001672%	649677	98.76%	7	2.19%
旺	2683		8	11	0.001672%	649688	98.76%	11	3.44%
枉	2684		8	11	0.001672%	649699	98.77%	10	3.13%
椰	2685		13	11	0.001672%	649710	98.77%	8	2.50%
楓	2686		13	11	0.001672%	649721	98.77%	8	2.50%
榕	2687		14	11	0.001672%	649732	98.77%	8	2.50%
毯	2688		12	11	0.001672%	649743	98.77%	11	3.44%
渠	2689		12	11	0.001672%	649754	98.77%	11	3.44%
灼	2690		7	11	0.001672%	649765	98.78%	7	2.19%
炫	2691		9	11	0.001672%	649776	98.78%	9	2.81%
犬	2692		4	11	0.001672%	649787	98.78%	6	1.88%
瑟	2693		13	11	0.001672%	649798	98.78%	5	1.56%
瓷	2694		11	11	0.001672%	649809	98.78%	7	2.19%
町	2695		7	11	0.001672%	649820	98.78%	3	0.94%
瘓	2696		14	11	0.001672%	649831	98.79%	10	3.13%
矩	2697		10	11	0.001672%	649842	98.79%	8	2.50%
砌	2698		9	11	0.001672%	649853	98.79%	8	2.50%
祉	2699		8	11	0.001672%	649864	98.79%	7	2.19%
笛	2700		11	11	0.001672%	649875	98.79%	8	2.50%
箭	2701		15	11	0.001672%	649886	98.79%	9	2.81%
簇	2702		17	11	0.001672%	649897	98.80%	9	2.81%
縈	2703		16	11	0.001672%	649908	98.80%	10	3.13%
羨	2704		13	11	0.001672%	649919	98.80%	10	3.13%
耘	2705		10	11	0.001672%	649930	98.80%	9	2.81%
耿	2706		10	11	0.001672%	649941	98.80%	6	1.88%
艘	2707		15	11	0.001672%	649952	98.80%	7	2.19%
芝	2708		8	11	0.001672%	649963	98.81%	10	3.13%
芹	2709		8	11	0.001672%	649974	98.81%	4	1.25%
萍	2710		12	11	0.001672%	649985	98.81%	10	3.13%
蒸	2711		14	11	0.001672%	649996	98.81%	10	3.13%
蒐	2712		14	11	0.001672%	650007	98.81%	7	2.19%
蔔	2713		15	11	0.001672%	650018	98.82%	5	1.56%
薑	2714		17	11	0.001672%	650029	98.82%	5	1.56%
蟬	2715		18	11	0.001672%	650040	98.82%	10	3.13%
賈	2716		13	11	0.001672%	650051	98.82%	7	2.19%
賠	2717		15	11	0.001672%	650062	98.82%	10	3.13%
釣	2718		11	11	0.001672%	650073	98.82%	9	2.81%
鈔	2719		12	11	0.001672%	650084	98.83%	9	2.81%
鑼	2720		27	11	0.001672%	650095	98.83%	7	2.19%
隘	2721		12	11	0.001672%	650106	98.83%	5	1.56%
頰	2722		16	11	0.001672%	650117	98.83%	9	2.81%
饒	2723		20	11	0.001672%	650128	98.83%	10	3.13%
駁	2724		14	11	0.001672%	650139	98.83%	11	3.44%
鴿	2725		17	11	0.001672%	650150	98.84%	5	1.56%
侈	2726		8	10	0.00152%	650160	98.84%	9	2.81%
侮	2727		9	10	0.00152%	650170	98.84%	8	2.50%
僚	2728		14	10	0.00152%	650180	98.84%	9	2.81%
僱	2729		14	10	0.00152%	650190	98.84%	3	0.94%
剖	2730		10	10	0.00152%	650200	98.84%	7	2.19%
咒	2731		8	10	0.00152%	650210	98.84%	10	3.13%
喟	2732		12	10	0.00152%	650220	98.85%	9	2.81%
嘟	2733		13	10	0.00152%	650230	98.85%	6	1.88%
嘔	2734		14	10	0.00152%	650240	98.85%	7	2.19%
嚀	2735		17	10	0.00152%	650250	98.85%	6	1.88%
嚨	2736		20	10	0.00152%	650260	98.85%	10	3.13%
圳	2737		6	10	0.00152%	650270	98.85%	4	1.25%
坤	2738		8	10	0.00152%	650280	98.85%	6	1.88%
寨	2739		14	10	0.00152%	650290	98.86%	4	1.25%
屁	2740		7	10	0.00152%	650300	98.86%	10	3.13%
屍	2741		9	10	0.00152%	650310	98.86%	10	3.13%
彙	2742		13	10	0.00152%	650320	98.86%	9	2.81%
恭	2743		10	10	0.00152%	650330	98.86%	9	2.81%
惋	2744		11	10	0.00152%	650340	98.86%	10	3.13%
惘	2745		11	10	0.00152%	650350	98.87%	9	2.81%
惕	2746		11	10	0.00152%	650360	98.87%	10	3.13%
憧	2747		15	10	0.00152%	650370	98.87%	10	3.13%
扔	2748		5	10	0.00152%	650380	98.87%	8	2.50%
捏	2749		10	10	0.00152%	650390	98.87%	10	3.13%
摒	2750		12	10	0.00152%	650400	98.87%	7	2.19%
撈	2751		15	10	0.00152%	650410	98.87%	7	2.19%
攸	2752		7	10	0.00152%	650420	98.88%	8	2.50%
曳	2753		6	10	0.00152%	650430	98.88%	7	2.19%
枷	2754		9	10	0.00152%	650440	98.88%	5	1.56%
桶	2755		11	10	0.00152%	650450	98.88%	7	2.19%
沸	2756		8	10	0.00152%	650460	98.88%	7	2.19%
沮	2757		8	10	0.00152%	650470	98.88%	9	2.81%
洽	2758		9	10	0.00152%	650480	98.89%	9	2.81%
淆	2759		11	10	0.00152%	650490	98.89%	8	2.50%
潘	2760		15	10	0.00152%	650500	98.89%	6	1.88%
濺	2761		18	10	0.00152%	650510	98.89%	8	2.50%
烹	2762		11	10	0.00152%	650520	98.89%	7	2.19%
煎	2763		13	10	0.00152%	650530	98.89%	10	3.13%
爪	2764		4	10	0.00152%	650540	98.89%	6	1.88%
犁	2765		11	10	0.00152%	650550	98.90%	6	1.88%
瑕	2766		13	10	0.00152%	650560	98.90%	9	2.81%
甩	2767		5	10	0.00152%	650570	98.90%	7	2.19%
疤	2768		9	10	0.00152%	650580	98.90%	8	2.50%
矚	2769		26	10	0.00152%	650590	98.90%	10	3.13%
窒	2770		11	10	0.00152%	650600	98.90%	10	3.13%
窺	2771		16	10	0.00152%	650610	98.91%	9	2.81%
笙	2772		11	10	0.00152%	650620	98.91%	3	0.94%
篤	2773		16	10	0.00152%	650630	98.91%	8	2.50%
糧	2774		18	10	0.00152%	650640	98.91%	9	2.81%
綑	2775		13	10	0.00152%	650650	98.91%	4	1.25%
緬	2776		15	10	0.00152%	650660	98.91%	7	2.19%
繭	2777		19	10	0.00152%	650670	98.91%	7	2.19%
繽	2778		20	10	0.00152%	650680	98.92%	10	3.13%
纍	2779		21	10	0.00152%	650690	98.92%	5	1.56%
腺	2780		13	10	0.00152%	650700	98.92%	5	1.56%
臼	2781		6	10	0.00152%	650710	98.92%	2	0.63%
苟	2782		9	10	0.00152%	650720	98.92%	10	3.13%
萊	2783		12	10	0.00152%	650730	98.92%	8	2.50%
葫	2784		13	10	0.00152%	650740	98.92%	4	1.25%
蔓	2785		15	10	0.00152%	650750	98.93%	7	2.19%
蕃	2786		16	10	0.00152%	650760	98.93%	3	0.94%
蛛	2787		12	10	0.00152%	650770	98.93%	7	2.19%
趟	2788		15	10	0.00152%	650780	98.93%	10	3.13%
踽	2789		16	10	0.00152%	650790	98.93%	5	1.56%
迭	2790		8	10	0.00152%	650800	98.93%	9	2.81%
逮	2791		11	10	0.00152%	650810	98.94%	7	2.19%
郤	2792		9	10	0.00152%	650820	98.94%	9	2.81%
酣	2793		12	10	0.00152%	650830	98.94%	9	2.81%
鐸	2794		21	10	0.00152%	650840	98.94%	1	0.31%
闌	2795		17	10	0.00152%	650850	98.94%	8	2.50%
闔	2796		18	10	0.00152%	650860	98.94%	10	3.13%
陡	2797		9	10	0.00152%	650870	98.94%	9	2.81%
陵	2798		10	10	0.00152%	650880	98.95%	9	2.81%
雯	2799		12	10	0.00152%	650890	98.95%	4	1.25%
韋	2800		9	10	0.00152%	650900	98.95%	5	1.56%
顱	2801		25	10	0.00152%	650910	98.95%	8	2.50%
鯨	2802		19	10	0.00152%	650920	98.95%	3	0.94%
黏	2803		17	10	0.00152%	650930	98.95%	7	2.19%
龜	2804		16	10	0.00152%	650940	98.96%	6	1.88%
仲	2805		6	9	0.001368%	650949	98.96%	8	2.50%
侷	2806		9	9	0.001368%	650958	98.96%	9	2.81%
倘	2807		10	9	0.001368%	650967	98.96%	8	2.50%
偕	2808		11	9	0.001368%	650976	98.96%	8	2.50%
傢	2809		12	9	0.001368%	650985	98.96%	8	2.50%
兀	2810		3	9	0.001368%	650994	98.96%	8	2.50%
兇	2811		6	9	0.001368%	651003	98.96%	8	2.50%
兆	2812		6	9	0.001368%	651012	98.97%	9	2.81%
凄	2813		10	9	0.001368%	651021	98.97%	6	1.88%
匪	2814		10	9	0.001368%	651030	98.97%	9	2.81%
咕	2815		8	9	0.001368%	651039	98.97%	7	2.19%
咽	2816		9	9	0.001368%	651048	98.97%	6	1.88%
哩	2817		10	9	0.001368%	651057	98.97%	8	2.50%
喳	2818		12	9	0.001368%	651066	98.97%	4	1.25%
嗅	2819		13	9	0.001368%	651075	98.98%	8	2.50%
嘰	2820		15	9	0.001368%	651084	98.98%	5	1.56%
囑	2821		24	9	0.001368%	651093	98.98%	8	2.50%
垢	2822		9	9	0.001368%	651102	98.98%	9	2.81%
奕	2823		9	9	0.001368%	651111	98.98%	5	1.56%
奴	2824		5	9	0.001368%	651120	98.98%	8	2.50%
婪	2825		11	9	0.001368%	651129	98.98%	3	0.94%
寰	2826		16	9	0.001368%	651138	98.99%	5	1.56%
峭	2827		10	9	0.001368%	651147	98.99%	8	2.50%
崖	2828		11	9	0.001368%	651156	98.99%	7	2.19%
巍	2829		21	9	0.001368%	651165	98.99%	6	1.88%
巒	2830		22	9	0.001368%	651174	98.99%	9	2.81%
巢	2831		11	9	0.001368%	651183	98.99%	7	2.19%
徨	2832		12	9	0.001368%	651192	98.99%	9	2.81%
惶	2833		12	9	0.001368%	651201	98.99%	8	2.50%
慄	2834		13	9	0.001368%	651210	99.00%	8	2.50%
愴	2835		13	9	0.001368%	651219	99.00%	8	2.50%
憊	2836		16	9	0.001368%	651228	99.00%	9	2.81%
懲	2837		19	9	0.001368%	651237	99.00%	6	1.88%
扒	2838		5	9	0.001368%	651246	99.00%	4	1.25%
抨	2839		8	9	0.001368%	651255	99.00%	7	2.19%
拱	2840		9	9	0.001368%	651264	99.00%	7	2.19%
拯	2841		9	9	0.001368%	651273	99.01%	8	2.50%
揀	2842		12	9	0.001368%	651282	99.01%	9	2.81%
揣	2843		12	9	0.001368%	651291	99.01%	9	2.81%
擎	2844		17	9	0.001368%	651300	99.01%	8	2.50%
攏	2845		19	9	0.001368%	651309	99.01%	9	2.81%
斌	2846		12	9	0.001368%	651318	99.01%	2	0.63%
晝	2847		11	9	0.001368%	651327	99.01%	7	2.19%
晦	2848		11	9	0.001368%	651336	99.02%	8	2.50%
暇	2849		13	9	0.001368%	651345	99.02%	8	2.50%
柄	2850		9	9	0.001368%	651354	99.02%	7	2.19%
棍	2851		12	9	0.001368%	651363	99.02%	8	2.50%
椎	2852		12	9	0.001368%	651372	99.02%	6	1.88%
榴	2853		14	9	0.001368%	651381	99.02%	6	1.88%
檜	2854		17	9	0.001368%	651390	99.02%	4	1.25%
汲	2855		7	9	0.001368%	651399	99.02%	7	2.19%
涓	2856		10	9	0.001368%	651408	99.03%	5	1.56%
湄	2857		12	9	0.001368%	651417	99.03%	3	0.94%
漾	2858		14	9	0.001368%	651426	99.03%	9	2.81%
滯	2859		14	9	0.001368%	651435	99.03%	9	2.81%
漣	2860		14	9	0.001368%	651444	99.03%	5	1.56%
潺	2861		15	9	0.001368%	651453	99.03%	5	1.56%
澱	2862		16	9	0.001368%	651462	99.03%	8	2.50%
濱	2863		17	9	0.001368%	651471	99.04%	7	2.19%
瀉	2864		18	9	0.001368%	651480	99.04%	8	2.50%
瀟	2865		19	9	0.001368%	651489	99.04%	7	2.19%
瀰	2866		20	9	0.001368%	651498	99.04%	9	2.81%
烽	2867		11	9	0.001368%	651507	99.04%	6	1.88%
燙	2868		16	9	0.001368%	651516	99.04%	9	2.81%
狄	2869		7	9	0.001368%	651525	99.04%	5	1.56%
瓣	2870		19	9	0.001368%	651534	99.05%	5	1.56%
癒	2871		18	9	0.001368%	651543	99.05%	9	2.81%
皂	2872		7	9	0.001368%	651552	99.05%	7	2.19%
盯	2873		7	9	0.001368%	651561	99.05%	9	2.81%
眩	2874		10	9	0.001368%	651570	99.05%	9	2.81%
磋	2875		15	9	0.001368%	651579	99.05%	8	2.50%
穀	2876		15	9	0.001368%	651588	99.05%	9	2.81%
竭	2877		14	9	0.001368%	651597	99.06%	9	2.81%
笠	2878		11	9	0.001368%	651606	99.06%	4	1.25%
簾	2879		19	9	0.001368%	651615	99.06%	9	2.81%
粥	2880		12	9	0.001368%	651624	99.06%	7	2.19%
紡	2881		10	9	0.001368%	651633	99.06%	5	1.56%
紊	2882		10	9	0.001368%	651642	99.06%	8	2.50%
綴	2883		14	9	0.001368%	651651	99.06%	9	2.81%
苛	2884		9	9	0.001368%	651660	99.06%	9	2.81%
