單字	序號	部首	筆劃	頻次	頻率	累積頻次	累積頻率	見檔次	見檔率
油	906		8	123	0.01856%	580738	87.19%	56	22.67%
板	917		8	118	0.01781%	580856	87.39%	56	22.67%
悲	924		12	116	0.0175%	580972	87.51%	56	22.67%
零	1057		13	98	0.01479%	581070	89.65%	56	22.67%
偏	1099		11	91	0.01373%	581161	90.25%	56	22.67%
幅	1103		12	91	0.01373%	581252	90.30%	56	22.67%
抱	1245		8	73	0.01102%	581325	92.04%	56	22.67%
硬	1277		12	70	0.01056%	581395	92.38%	56	22.67%
唱	580		11	232	0.03501%	581627	78.76%	55	22.27%
漢	732		14	171	0.0258%	581798	83.33%	55	22.27%
店	804		8	153	0.02309%	581951	85.09%	55	22.27%
庭	817		10	149	0.02248%	582100	85.39%	55	22.27%
喝	893		12	125	0.01886%	582225	86.95%	55	22.27%
泥	901		8	124	0.01871%	582349	87.10%	55	22.27%
審	1010		15	104	0.01569%	582453	88.94%	55	22.27%
秘	1095		10	92	0.01388%	582545	90.19%	55	22.27%
糊	1110		15	90	0.01358%	582635	90.40%	55	22.27%
隱	1139		16	85	0.01283%	582720	90.78%	55	22.27%
唯	1141		11	84	0.01268%	582804	90.81%	55	22.27%
午	1147		4	83	0.01252%	582887	90.88%	55	22.27%
偶	1177		11	80	0.01207%	582967	91.25%	55	22.27%
薄	1203		17	78	0.01177%	583045	91.56%	55	22.27%
避	1232		16	75	0.01132%	583120	91.89%	55	22.27%
娘	830		10	143	0.02158%	583263	85.67%	54	21.86%
齊	873		14	131	0.01977%	583394	86.56%	54	21.86%
挑	1067		9	96	0.01449%	583490	89.80%	54	21.86%
婦	1079		11	94	0.01418%	583584	89.97%	54	21.86%
努	1116		7	88	0.01328%	583672	90.48%	54	21.86%
輩	1186		15	80	0.01207%	583752	91.36%	54	21.86%
沿	1229		8	75	0.01132%	583827	91.86%	54	21.86%
畢	1257		11	72	0.01086%	583899	92.17%	54	21.86%
束	1265		7	71	0.01071%	583970	92.26%	54	21.86%
訪	992		11	107	0.01615%	584077	88.65%	53	21.46%
措	1024		11	101	0.01524%	584178	89.15%	53	21.46%
綜	1041		14	100	0.01509%	584278	89.41%	53	21.46%
測	1087		12	93	0.01403%	584371	90.08%	53	21.46%
寧	1092		14	92	0.01388%	584463	90.15%	53	21.46%
智	1170		12	81	0.01222%	584544	91.16%	53	21.46%
艱	1172		17	81	0.01222%	584625	91.19%	53	21.46%
複	1174		14	81	0.01222%	584706	91.21%	53	21.46%
擠	1181		17	80	0.01207%	584786	91.30%	53	21.46%
鬧	1215		15	77	0.01162%	584863	91.70%	53	21.46%
績	1219		17	76	0.01147%	584939	91.75%	53	21.46%
遭	1315		14	67	0.01011%	585006	92.78%	53	21.46%
銀	497		14	288	0.04346%	585294	75.54%	52	21.05%
館	590		16	228	0.0344%	585522	79.10%	52	21.05%
校	698		10	182	0.02746%	585704	82.42%	52	21.05%
融	717		16	176	0.02656%	585880	82.93%	52	21.05%
損	841		13	141	0.02128%	586021	85.91%	52	21.05%
紛	888		10	127	0.01916%	586148	86.85%	52	21.05%
禮	964		17	110	0.0166%	586258	88.19%	52	21.05%
哭	988		10	107	0.01615%	586365	88.59%	52	21.05%
賣	1044		15	100	0.01509%	586465	89.46%	52	21.05%
俗	1063		9	96	0.01449%	586561	89.74%	52	21.05%
冬	1121		5	87	0.01313%	586648	90.55%	52	21.05%
托	1130		6	86	0.01298%	586734	90.66%	52	21.05%
威	1244		9	73	0.01102%	586807	92.03%	52	21.05%
菜	737		12	170	0.02565%	586977	83.45%	51	20.65%
防	846		6	139	0.02097%	587116	86.01%	51	20.65%
殘	895		12	125	0.01886%	587241	86.98%	51	20.65%
抗	900		7	124	0.01871%	587365	87.08%	51	20.65%
街	973		12	109	0.01645%	587474	88.34%	51	20.65%
偉	985		11	107	0.01615%	587581	88.54%	51	20.65%
檢	1005		17	105	0.01584%	587686	88.86%	51	20.65%
季	1019		8	102	0.01539%	587788	89.08%	51	20.65%
懂	1048		17	99	0.01494%	587887	89.52%	51	20.65%
納	1052		10	99	0.01494%	587986	89.58%	51	20.65%
麻	1077		11	95	0.01434%	588081	89.94%	51	20.65%
休	1078		6	94	0.01418%	588175	89.95%	51	20.65%
刺	1100		8	91	0.01373%	588266	90.26%	51	20.65%
危	1101		6	91	0.01373%	588357	90.28%	51	20.65%
誠	1126		13	87	0.01313%	588444	90.61%	51	20.65%
莫	1146		11	84	0.01268%	588528	90.87%	51	20.65%
恨	1149		9	83	0.01252%	588611	90.91%	51	20.65%
私	1155		7	82	0.01237%	588693	90.98%	51	20.65%
陰	1175		10	81	0.01222%	588774	91.23%	51	20.65%
紹	1202		11	78	0.01177%	588852	91.55%	51	20.65%
躍	1258		21	72	0.01086%	588924	92.18%	51	20.65%
橫	1275		16	70	0.01056%	588994	92.36%	51	20.65%
移	786		11	158	0.02384%	589152	84.67%	50	20.24%
貼	872		12	131	0.01977%	589283	86.54%	50	20.24%
汽	999		7	106	0.016%	589389	88.76%	50	20.24%
玩	1060		8	97	0.01464%	589486	89.69%	50	20.24%
榮	1086		14	93	0.01403%	589579	90.07%	50	20.24%
課	1090		15	93	0.01403%	589672	90.12%	50	20.24%
勁	1140		9	84	0.01268%	589756	90.79%	50	20.24%
絲	1151		12	83	0.01252%	589839	90.93%	50	20.24%
干	1154		3	82	0.01237%	589921	90.97%	50	20.24%
縮	1157		17	82	0.01237%	590003	91.01%	50	20.24%
寬	1178		15	80	0.01207%	590083	91.26%	50	20.24%
巧	1189		5	79	0.01192%	590162	91.39%	50	20.24%
徹	1191		14	79	0.01192%	590241	91.42%	50	20.24%
喊	1217		12	76	0.01147%	590317	91.72%	50	20.24%
秀	1278		7	70	0.01056%	590387	92.39%	50	20.24%
迅	1281		6	70	0.01056%	590457	92.43%	50	20.24%
州	676		6	192	0.02897%	590649	81.80%	49	19.84%
羅	752		19	166	0.02505%	590815	83.84%	49	19.84%
崇	1036		11	100	0.01509%	590915	89.34%	49	19.84%
版	1039		8	100	0.01509%	591015	89.38%	49	19.84%
燒	1054		16	98	0.01479%	591113	89.61%	49	19.84%
享	1107		8	90	0.01358%	591203	90.36%	49	19.84%
肩	1242		8	74	0.01117%	591277	92.01%	49	19.84%
港	553		12	246	0.03712%	591523	77.78%	48	19.43%
球	724		11	174	0.02626%	591697	83.12%	48	19.43%
亡	751		3	166	0.02505%	591863	83.81%	48	19.43%
陸	784		10	159	0.02399%	592022	84.62%	48	19.43%
宗	961		8	110	0.0166%	592132	88.14%	48	19.43%
冰	995		6	106	0.016%	592238	88.70%	48	19.43%
桌	998		10	106	0.016%	592344	88.75%	48	19.43%
蒙	1138		14	85	0.01283%	592429	90.77%	48	19.43%
佈	1176		7	80	0.01207%	592509	91.24%	48	19.43%
窮	1196		15	79	0.01192%	592588	91.48%	48	19.43%
啟	1199		11	78	0.01177%	592666	91.51%	48	19.43%
預	1213		13	77	0.01162%	592743	91.68%	48	19.43%
守	1226		6	75	0.01132%	592818	91.83%	48	19.43%
蕩	1243		16	74	0.01117%	592892	92.02%	48	19.43%
敬	1246		13	73	0.01102%	592965	92.05%	48	19.43%
迫	1282		8	70	0.01056%	593035	92.44%	48	19.43%
抽	1293		8	69	0.01041%	593104	92.55%	48	19.43%
甘	1336		5	65	0.009808%	593169	92.98%	48	19.43%
儘	1341		16	64	0.009657%	593233	93.03%	48	19.43%
末	1355		5	63	0.009507%	593296	93.17%	48	19.43%
染	827		9	146	0.02203%	593442	85.61%	47	19.03%
松	928		8	115	0.01735%	593557	87.58%	47	19.03%
谷	1001		7	106	0.016%	593663	88.79%	47	19.03%
蛋	1043		11	100	0.01509%	593763	89.44%	47	19.03%
尖	1074		6	95	0.01434%	593858	89.90%	47	19.03%
席	1118		10	88	0.01328%	593946	90.51%	47	19.03%
鐘	1128		20	87	0.01313%	594033	90.64%	47	19.03%
柔	1143		9	84	0.01268%	594117	90.83%	47	19.03%
康	1179		11	80	0.01207%	594197	91.27%	47	19.03%
賞	1185		15	80	0.01207%	594277	91.35%	47	19.03%
踏	1250		15	73	0.01102%	594350	92.09%	47	19.03%
博	1254		12	72	0.01086%	594422	92.14%	47	19.03%
腿	1302		14	68	0.01026%	594490	92.64%	47	19.03%
孤	1343		8	64	0.009657%	594554	93.05%	47	19.03%
虛	1346		12	64	0.009657%	594618	93.08%	47	19.03%
款	528		12	265	0.03999%	594883	76.82%	46	18.62%
洲	956		9	111	0.01675%	594994	88.06%	46	18.62%
孫	969		10	109	0.01645%	595103	88.28%	46	18.62%
鳥	1047		11	100	0.01509%	595203	89.50%	46	18.62%
坡	1064		8	96	0.01449%	595299	89.75%	46	18.62%
描	1081		12	94	0.01418%	595393	90.00%	46	18.62%
藍	1152		18	83	0.01252%	595476	90.94%	46	18.62%
粉	1248		10	73	0.01102%	595549	92.07%	46	18.62%
闊	1251		17	73	0.01102%	595622	92.11%	46	18.62%
殊	1307		10	67	0.01011%	595689	92.69%	46	18.62%
忍	1344		7	64	0.009657%	595753	93.06%	46	18.62%
徑	1352		10	63	0.009507%	595816	93.14%	46	18.62%
惜	1353		11	63	0.009507%	595879	93.15%	46	18.62%
附	1382		7	61	0.009205%	595940	93.42%	46	18.62%
妙	1385		7	60	0.009054%	596000	93.45%	46	18.62%
欲	1389		11	60	0.009054%	596060	93.48%	46	18.62%
怨	1429		9	56	0.00845%	596116	93.83%	46	18.62%
練	768		15	162	0.02445%	596278	84.23%	45	18.22%
碎	941		13	114	0.0172%	596392	87.81%	45	18.22%
歐	1027		15	101	0.01524%	596493	89.20%	45	18.22%
央	1085		5	93	0.01403%	596586	90.05%	45	18.22%
旅	1136		10	85	0.01283%	596671	90.74%	45	18.22%
幽	1190		9	79	0.01192%	596750	91.41%	45	18.22%
珠	1195		10	79	0.01192%	596829	91.47%	45	18.22%
胡	1197		9	79	0.01192%	596908	91.49%	45	18.22%
憶	1209		16	77	0.01162%	596985	91.63%	45	18.22%
閉	1211		11	77	0.01162%	597062	91.65%	45	18.22%
壁	1225		16	75	0.01132%	597137	91.81%	45	18.22%
抬	1264		8	71	0.01071%	597208	92.25%	45	18.22%
側	1270		11	70	0.01056%	597278	92.31%	45	18.22%
欣	1299		8	68	0.01026%	597346	92.61%	45	18.22%
趨	1304		17	68	0.01026%	597414	92.66%	45	18.22%
魚	1319		11	67	0.01011%	597481	92.82%	45	18.22%
胸	1345		10	64	0.009657%	597545	93.07%	45	18.22%
輪	1380		15	61	0.009205%	597606	93.40%	45	18.22%
繞	1451		18	54	0.008148%	597660	94.02%	45	18.22%
替	1461		12	53	0.007998%	597713	94.10%	45	18.22%
玉	1040		5	100	0.01509%	597813	89.40%	44	17.81%
盾	1070		9	96	0.01449%	597909	89.84%	44	17.81%
魂	1076		14	95	0.01434%	598004	89.93%	44	17.81%
緣	1171		15	81	0.01222%	598085	91.18%	44	17.81%
徵	1180		15	80	0.01207%	598165	91.29%	44	17.81%
堆	1223		11	75	0.01132%	598240	91.79%	44	17.81%
鏡	1233		19	75	0.01132%	598315	91.91%	44	17.81%
牙	1247		4	73	0.01102%	598388	92.06%	44	17.81%
髮	1259		15	72	0.01086%	598460	92.19%	44	17.81%
凝	1272		16	70	0.01056%	598530	92.33%	44	17.81%
付	1286		5	69	0.01041%	598599	92.48%	44	17.81%
勵	1321		17	66	0.009959%	598665	92.84%	44	17.81%
符	1359		11	63	0.009507%	598728	93.20%	44	17.81%
鬆	1361		18	63	0.009507%	598791	93.22%	44	17.81%
尊	1364		12	62	0.009356%	598853	93.25%	44	17.81%
衡	1370		16	62	0.009356%	598915	93.31%	44	17.81%
毫	1399		11	59	0.008903%	598974	93.57%	44	17.81%
操	1431		16	56	0.00845%	599030	93.85%	44	17.81%
購	966		17	110	0.0166%	599140	88.23%	43	17.41%
額	1002		18	106	0.016%	599246	88.81%	43	17.41%
矛	1082		5	94	0.01418%	599340	90.01%	43	17.41%
醉	1115		15	89	0.01343%	599429	90.47%	43	17.41%
牆	1125		17	87	0.01313%	599516	90.60%	43	17.41%
卷	1134		8	85	0.01283%	599601	90.72%	43	17.41%
衝	1173		15	81	0.01222%	599682	91.20%	43	17.41%
灰	1183		6	80	0.01207%	599762	91.32%	43	17.41%
舒	1184		12	80	0.01207%	599842	91.33%	43	17.41%
騰	1214		20	77	0.01162%	599919	91.69%	43	17.41%
朵	1228		6	75	0.01132%	599994	91.85%	43	17.41%
緩	1300		15	68	0.01026%	600062	92.62%	43	17.41%
暴	1324		15	66	0.009959%	600128	92.87%	43	17.41%
伙	1340		6	64	0.009657%	600192	93.02%	43	17.41%
宜	1363		8	62	0.009356%	600254	93.24%	43	17.41%
涉	1377		10	61	0.009205%	600315	93.37%	43	17.41%
滅	1400		13	59	0.008903%	600374	93.58%	43	17.41%
恐	1415		10	57	0.008601%	600431	93.71%	43	17.41%
鋪	1424		15	57	0.008601%	600488	93.79%	43	17.41%
鼻	1438		14	56	0.00845%	600544	93.91%	43	17.41%
伏	1456		6	53	0.007998%	600597	94.06%	43	17.41%
幻	1457		4	53	0.007998%	600650	94.06%	43	17.41%
亞	935		8	114	0.0172%	600764	87.70%	42	17.00%
億	959		15	110	0.0166%	600874	88.11%	42	17.00%
獎	1102		15	91	0.01373%	600965	90.29%	42	17.00%
戴	1129		17	86	0.01298%	601051	90.65%	42	17.00%
授	1131		11	86	0.01298%	601137	90.68%	42	17.00%
峰	1236		10	74	0.01117%	601211	91.94%	42	17.00%
殺	1266		11	71	0.01071%	601282	92.27%	42	17.00%
罪	1267		13	71	0.01071%	601353	92.28%	42	17.00%
顏	1284		18	70	0.01056%	601423	92.46%	42	17.00%
怒	1291		9	69	0.01041%	601492	92.53%	42	17.00%
拓	1292		8	69	0.01041%	601561	92.54%	42	17.00%
震	1316		15	67	0.01011%	601628	92.79%	42	17.00%
淨	1335		11	65	0.009808%	601693	92.97%	42	17.00%
恰	1373		9	61	0.009205%	601754	93.34%	42	17.00%
緒	1392		14	60	0.009054%	601814	93.51%	42	17.00%
輝	1394		15	60	0.009054%	601874	93.53%	42	17.00%
狂	1411		7	58	0.008752%	601932	93.68%	42	17.00%
憑	1416		16	57	0.008601%	601989	93.72%	42	17.00%
塞	1428		13	56	0.00845%	602045	93.82%	42	17.00%
銷	778		15	160	0.02414%	602205	84.47%	41	16.60%
核	929		10	115	0.01735%	602320	87.60%	41	16.60%
弟	1200		7	78	0.01177%	602398	91.53%	41	16.60%
雞	1205		18	78	0.01177%	602476	91.58%	41	16.60%
貫	1280		11	70	0.01056%	602546	92.42%	41	16.60%
彿	1298		8	68	0.01026%	602614	92.60%	41	16.60%
爬	1309		8	67	0.01011%	602681	92.72%	41	16.60%
衛	1313		15	67	0.01011%	602748	92.76%	41	16.60%
摸	1333		14	65	0.009808%	602813	92.95%	41	16.60%
吐	1342		6	64	0.009657%	602877	93.04%	41	16.60%
敗	1354		11	63	0.009507%	602940	93.16%	41	16.60%
諸	1360		15	63	0.009507%	603003	93.21%	41	16.60%
珍	1368		9	62	0.009356%	603065	93.29%	41	16.60%
倍	1384		10	60	0.009054%	603125	93.44%	41	16.60%
伴	1403		7	58	0.008752%	603183	93.61%	41	16.60%
誌	1423		14	57	0.008601%	603240	93.78%	41	16.60%
埋	1427		10	56	0.00845%	603296	93.82%	41	16.60%
膽	1481		17	52	0.007847%	603348	94.25%	41	16.60%
頗	1485		14	52	0.007847%	603400	94.29%	41	16.60%
悉	1487		11	51	0.007696%	603451	94.30%	41	16.60%
婚	687		11	187	0.02822%	603638	82.11%	40	16.19%
妻	819		8	148	0.02233%	603786	85.43%	40	16.19%
澤	1094		16	92	0.01388%	603878	90.18%	40	16.19%
警	1113		20	90	0.01358%	603968	90.44%	40	16.19%
呀	1122		7	87	0.01313%	604055	90.56%	40	16.19%
岸	1235		8	74	0.01117%	604129	91.93%	40	16.19%
呆	1260		7	71	0.01071%	604200	92.20%	40	16.19%
廳	1262		25	71	0.01071%	604271	92.22%	40	16.19%
鬼	1296		10	69	0.01041%	604340	92.58%	40	16.19%
扎	1306		4	67	0.01011%	604407	92.68%	40	16.19%
齡	1320		20	67	0.01011%	604474	92.83%	40	16.19%
繫	1465		19	53	0.007998%	604527	94.13%	40	16.19%
斜	1472		11	52	0.007847%	604579	94.18%	40	16.19%
豪	1534		14	48	0.007243%	604627	94.65%	40	16.19%
貨	915		11	119	0.01796%	604746	87.35%	39	15.79%
楊	952		13	112	0.0169%	604858	87.99%	39	15.79%
塑	1034		13	100	0.01509%	604958	89.31%	39	15.79%
訓	1072		10	96	0.01449%	605054	89.87%	39	15.79%
晨	1182		11	80	0.01207%	605134	91.31%	39	15.79%
飄	1188		20	80	0.01207%	605214	91.38%	39	15.79%
競	1201		20	78	0.01177%	605292	91.54%	39	15.79%
軟	1204		11	78	0.01177%	605370	91.57%	39	15.79%
宏	1255		7	72	0.01086%	605442	92.15%	39	15.79%
滾	1327		14	66	0.009959%	605508	92.90%	39	15.79%
慶	1387		15	60	0.009054%	605568	93.46%	39	15.79%
覆	1412		18	58	0.008752%	605626	93.69%	39	15.79%
勇	1470		9	52	0.007847%	605678	94.17%	39	15.79%
伐	1022		6	101	0.01524%	605779	89.12%	38	15.38%
網	1145		14	84	0.01268%	605863	90.86%	38	15.38%
刀	1207		2	77	0.01162%	605940	91.61%	38	15.38%
汗	1237		6	74	0.01117%	606014	91.95%	38	15.38%
兵	1271		7	70	0.01056%	606084	92.32%	38	15.38%
遊	1314		12	67	0.01011%	606151	92.77%	38	15.38%
彈	1330		15	65	0.009808%	606216	92.93%	38	15.38%
輸	1347		16	64	0.009657%	606280	93.09%	38	15.38%
仿	1349		6	63	0.009507%	606343	93.11%	38	15.38%
偷	1351		11	63	0.009507%	606406	93.13%	38	15.38%
撞	1417		15	57	0.008601%	606463	93.73%	38	15.38%
渾	1432		12	56	0.00845%	606519	93.86%	38	15.38%
播	1448		15	54	0.008148%	606573	93.99%	38	15.38%
辛	1491		7	51	0.007696%	606624	94.33%	38	15.38%
抑	1510		7	49	0.007394%	606673	94.47%	38	15.38%
懸	1550		20	46	0.006941%	606719	94.76%	38	15.38%
監	799		14	155	0.02339%	606874	84.97%	37	14.98%
竹	816		6	151	0.02279%	607025	85.36%	37	14.98%
票	909		11	121	0.01826%	607146	87.24%	37	14.98%
船	957		11	111	0.01675%	607257	88.08%	37	14.98%
哈	960		9	110	0.0166%	607367	88.13%	37	14.98%
哥	987		10	107	0.01615%	607474	88.57%	37	14.98%
姑	1091		8	92	0.01388%	607566	90.14%	37	14.98%
戲	1093		17	92	0.01388%	607658	90.17%	37	14.98%
奏	1166		9	81	0.01222%	607739	91.12%	37	14.98%
乃	1285		2	69	0.01041%	607808	92.47%	37	14.98%
牌	1310		12	67	0.01011%	607875	92.73%	37	14.98%
尾	1404		7	58	0.008752%	607933	93.62%	37	14.98%
籠	1433		22	56	0.00845%	607989	93.87%	37	14.98%
旋	1441		11	55	0.008299%	608044	93.93%	37	14.98%
哀	1471		9	52	0.007847%	608096	94.18%	37	14.98%
勤	1519		13	48	0.007243%	608144	94.54%	37	14.98%
暖	1525		13	48	0.007243%	608192	94.58%	37	14.98%
潔	1529		15	48	0.007243%	608240	94.61%	37	14.98%
番	1554		12	46	0.006941%	608286	94.79%	37	14.98%
森	671		12	193	0.02912%	608479	81.65%	36	14.57%
媽	814		13	151	0.02279%	608630	85.32%	36	14.57%
糧	943		18	114	0.0172%	608744	87.84%	36	14.57%
爺	1021		13	102	0.01539%	608846	89.11%	36	14.57%
卡	1163		5	81	0.01222%	608927	91.08%	36	14.57%
射	1227		10	75	0.01132%	609002	91.84%	36	14.57%
雅	1252		12	73	0.01102%	609075	92.12%	36	14.57%
孔	1290		4	69	0.01041%	609144	92.52%	36	14.57%
揭	1374		12	61	0.009205%	609205	93.35%	36	14.57%
洞	1376		9	61	0.009205%	609266	93.36%	36	14.57%
顆	1383		17	61	0.009205%	609327	93.43%	36	14.57%
跨	1393		13	60	0.009054%	609387	93.52%	36	14.57%
蒼	1401		14	59	0.008903%	609446	93.59%	36	14.57%
赤	1455		7	54	0.008148%	609500	94.05%	36	14.57%
鑒	1469		22	53	0.007998%	609553	94.16%	36	14.57%
喚	1486		12	51	0.007696%	609604	94.29%	36	14.57%
隔	1492		12	51	0.007696%	609655	94.34%	36	14.57%
碰	1499		13	50	0.007545%	609705	94.39%	36	14.57%
仰	1505		6	49	0.007394%	609754	94.44%	36	14.57%
圈	1507		11	49	0.007394%	609803	94.45%	36	14.57%
寒	1540		12	47	0.007092%	609850	94.69%	36	14.57%
鍵	1566		17	45	0.00679%	609895	94.87%	36	14.57%
滋	1599		12	43	0.006489%	609938	95.09%	36	14.57%
眉	1603		9	43	0.006489%	609981	95.11%	36	14.57%
飲	753		12	166	0.02505%	610147	83.86%	35	14.17%
劉	770		15	161	0.02429%	610308	84.28%	35	14.17%
刊	954		5	111	0.01675%	610419	88.03%	35	14.17%
疾	1051		10	99	0.01494%	610518	89.56%	35	14.17%
救	1210		11	77	0.01162%	610595	91.64%	35	14.17%
稿	1241		15	74	0.01117%	610669	91.99%	35	14.17%
貧	1268		11	71	0.01071%	610740	92.29%	35	14.17%
召	1322		5	66	0.009959%	610806	92.85%	35	14.17%
搬	1332		13	65	0.009808%	610871	92.95%	35	14.17%
姓	1386		8	60	0.009054%	610931	93.46%	35	14.17%
屆	1439		8	55	0.008299%	610986	93.92%	35	14.17%
湧	1462		12	53	0.007998%	611039	94.10%	35	14.17%
准	1518		10	48	0.007243%	611087	94.53%	35	14.17%
嘆	1521		14	48	0.007243%	611135	94.55%	35	14.17%
寂	1539		11	47	0.007092%	611182	94.68%	35	14.17%
屈	1541		8	47	0.007092%	611229	94.70%	35	14.17%
奪	1548		14	46	0.006941%	611275	94.75%	35	14.17%
廢	1549		15	46	0.006941%	611321	94.76%	35	14.17%
讚	1581		26	44	0.00664%	611365	94.97%	35	14.17%
閑	1583		12	44	0.00664%	611409	94.98%	35	14.17%
猶	1625		12	42	0.006338%	611451	95.26%	35	14.17%
飽	1629		13	42	0.006338%	611493	95.28%	35	14.17%
飾	1630		13	42	0.006338%	611535	95.29%	35	14.17%
冒	1667		9	39	0.005885%	611574	95.51%	35	14.17%
酸	1009		14	105	0.01584%	611679	88.92%	34	13.77%
障	1032		13	101	0.01524%	611780	89.28%	34	13.77%
漠	1050		14	99	0.01494%	611879	89.55%	34	13.77%
庫	1065		10	96	0.01449%	611975	89.77%	34	13.77%
舍	1096		8	92	0.01388%	612067	90.21%	34	13.77%
剩	1162		12	81	0.01222%	612148	91.07%	34	13.77%
丈	1253		3	72	0.01086%	612220	92.13%	34	13.77%
陪	1413		10	58	0.008752%	612278	93.70%	34	13.77%
佳	1414		8	57	0.008601%	612335	93.70%	34	13.77%
悠	1524		11	48	0.007243%	612383	94.58%	34	13.77%
棄	1526		11	48	0.007243%	612431	94.59%	34	13.77%
貌	1535		14	48	0.007243%	612479	94.66%	34	13.77%
猛	1553		11	46	0.006941%	612525	94.78%	34	13.77%
肚	1564		7	45	0.00679%	612570	94.86%	34	13.77%
惑	1591		12	43	0.006489%	612613	95.04%	34	13.77%
喪	1618		12	42	0.006338%	612655	95.21%	34	13.77%
循	1620		12	42	0.006338%	612697	95.22%	34	13.77%
距	1680		12	39	0.005885%	612736	95.59%	34	13.77%
逢	1681		10	39	0.005885%	612775	95.59%	34	13.77%
朱	772		6	161	0.02429%	612936	84.33%	33	13.36%
築	795		16	156	0.02354%	613092	84.88%	33	13.36%
倫	949		10	112	0.0169%	613204	87.94%	33	13.36%
茶	1030		10	101	0.01524%	613305	89.25%	33	13.36%
瓶	1088		11	93	0.01403%	613398	90.10%	33	13.36%
墨	1123		15	87	0.01313%	613485	90.57%	33	13.36%
輯	1161		16	82	0.01237%	613567	91.05%	33	13.36%
爛	1240		21	74	0.01117%	613641	91.98%	33	13.36%
愈	1263		13	71	0.01071%	613712	92.23%	33	13.36%
啦	1273		11	70	0.01056%	613782	92.34%	33	13.36%
霧	1317		19	67	0.01011%	613849	92.80%	33	13.36%
耕	1337		10	65	0.009808%	613914	92.99%	33	13.36%
袋	1338		11	65	0.009808%	613979	93.00%	33	13.36%
伍	1350		6	63	0.009507%	614042	93.12%	33	13.36%
違	1371		12	62	0.009356%	614104	93.32%	33	13.36%
軌	1483		9	52	0.007847%	614156	94.27%	33	13.36%
腰	1490		13	51	0.007696%	614207	94.32%	33	13.36%
亦	1493		6	50	0.007545%	614257	94.35%	33	13.36%
憤	1509		15	49	0.007394%	614306	94.47%	33	13.36%
塗	1547		13	46	0.006941%	614352	94.74%	33	13.36%
昏	1551		8	46	0.006941%	614398	94.77%	33	13.36%
鄰	1556		14	46	0.006941%	614444	94.80%	33	13.36%
陷	1557		10	46	0.006941%	614490	94.81%	33	13.36%
撲	1560		15	45	0.00679%	614535	94.83%	33	13.36%
漂	1574		14	44	0.00664%	614579	94.93%	33	13.36%
稀	1576		12	44	0.00664%	614623	94.94%	33	13.36%
罩	1577		13	44	0.00664%	614667	94.94%	33	13.36%
煩	1624		13	42	0.006338%	614709	95.25%	33	13.36%
敲	1654		14	40	0.006036%	614749	95.43%	33	13.36%
暫	1692		15	38	0.005734%	614787	95.66%	33	13.36%
污	864		6	133	0.02007%	614920	86.38%	32	12.96%
災	1028		7	101	0.01524%	615021	89.22%	32	12.96%
毀	1068		13	96	0.01449%	615117	89.81%	32	12.96%
訂	1160		9	82	0.01237%	615199	91.04%	32	12.96%
售	1208		11	77	0.01162%	615276	91.62%	32	12.96%
帝	1261		9	71	0.01071%	615347	92.21%	32	12.96%
浮	1308		10	67	0.01011%	615414	92.70%	32	12.96%
甜	1358		11	63	0.009507%	615477	93.20%	32	12.96%
渡	1390		12	60	0.009054%	615537	93.49%	32	12.96%
焦	1391		12	60	0.009054%	615597	93.50%	32	12.96%
勃	1426		9	56	0.00845%	615653	93.81%	32	12.96%
戀	1440		23	55	0.008299%	615708	93.93%	32	12.96%
枝	1442		8	55	0.008299%	615763	93.94%	32	12.96%
抵	1459		8	53	0.007998%	615816	94.08%	32	12.96%
溝	1528		13	48	0.007243%	615864	94.61%	32	12.96%
拾	1542		9	47	0.007092%	615911	94.71%	32	12.96%
逃	1543		9	47	0.007092%	615958	94.71%	32	12.96%
潛	1552		15	46	0.006941%	616004	94.78%	32	12.96%
兼	1558		10	45	0.00679%	616049	94.82%	32	12.96%
叢	1559		18	45	0.00679%	616094	94.82%	32	12.96%
濕	1562		17	45	0.00679%	616139	94.84%	32	12.96%
攻	1595		7	43	0.006489%	616182	95.06%	32	12.96%
掩	1634		11	41	0.006187%	616223	95.31%	32	12.96%
串	1646		7	40	0.006036%	616263	95.39%	32	12.96%
脆	1701		10	38	0.005734%	616301	95.71%	32	12.96%
蟲	1112		18	90	0.01358%	616391	90.43%	31	12.55%
婆	1167		11	81	0.01222%	616472	91.13%	31	12.55%
兄	1206		5	77	0.01162%	616549	91.60%	31	12.55%
湖	1239		12	74	0.01117%	616623	91.97%	31	12.55%
鞋	1318		15	67	0.01011%	616690	92.81%	31	12.55%
悄	1331		10	65	0.009808%	616755	92.94%	31	12.55%
鳴	1402		14	59	0.008903%	616814	93.60%	31	12.55%
煉	1409		13	58	0.008752%	616872	93.66%	31	12.55%
睜	1477		13	52	0.007847%	616924	94.22%	31	12.55%
撥	1489		15	51	0.007696%	616975	94.32%	31	12.55%
呈	1495		7	50	0.007545%	617025	94.36%	31	12.55%
扭	1497		7	50	0.007545%	617075	94.38%	31	12.55%
遞	1502		13	50	0.007545%	617125	94.41%	31	12.55%
挺	1594		10	43	0.006489%	617168	95.06%	31	12.55%
潤	1600		15	43	0.006489%	617211	95.10%	31	12.55%
肅	1605		12	43	0.006489%	617254	95.13%	31	12.55%
彎	1619		22	42	0.006338%	617296	95.22%	31	12.55%
