單字	序號	部首	筆劃	頻次	頻率	累積頻次	累積頻率	見檔次	見檔率
的	1		8	29327	4.425%	29327	4.425%	247	99.99%
一	2		1	10466	1.579%	39793	6.005%	247	99.99%
是	3		9	8724	1.316%	48517	7.321%	247	99.99%
了	4		2	7621	1.150%	56138	8.471%	247	99.99%
不	5		4	7074	1.067%	63212	9.539%	247	99.99%
在	6		6	6654	1.004%	69866	10.54%	247	99.99%
有	7		6	5945	0.8971%	75811	11.44%	247	99.99%
和	12		8	4101	0.6188%	79912	15.24%	247	99.99%
上	13		3	3971	0.5992%	83883	15.84%	247	99.99%
大	14		3	3754	0.5665%	87637	16.41%	247	99.99%
個	15		10	3734	0.5635%	91371	16.97%	247	99.99%
來	18		8	3425	0.5168%	94796	18.60%	247	99.99%
以	30		5	2548	0.3845%	97344	23.76%	247	99.99%
過	48		12	1955	0.295%	99299	29.66%	247	99.99%
人	8		2	5912	0.8921%	105211	12.33%	246	99.60%
這	11		10	4613	0.6961%	109824	14.62%	246	99.60%
地	17		6	3697	0.5579%	113521	18.09%	246	99.60%
為	19		9	3335	0.5032%	116856	19.11%	246	99.60%
到	23		8	2886	0.4355%	119742	20.92%	246	99.60%
要	27		9	2687	0.4055%	122429	22.58%	246	99.60%
出	28		5	2645	0.3991%	125074	22.98%	246	99.60%
得	44		11	2014	0.3039%	127088	28.46%	246	99.60%
下	49		3	1930	0.2912%	129018	29.95%	246	99.60%
時	26		10	2690	0.4059%	131708	22.17%	245	99.19%
對	37		14	2248	0.3392%	133956	26.22%	245	99.19%
多	51		6	1855	0.2799%	135811	30.52%	245	99.19%
中	16		4	3704	0.5589%	139515	17.53%	244	98.79%
生	24		5	2861	0.4317%	142376	21.35%	244	98.79%
自	40		6	2170	0.3274%	144546	27.21%	244	98.79%
會	29		13	2614	0.3944%	147160	23.37%	243	98.38%
也	32		3	2379	0.359%	149539	24.49%	243	98.38%
可	54		5	1800	0.2716%	151339	31.34%	243	98.38%
從	81		11	1412	0.2131%	152751	37.66%	243	98.38%
們	21		10	3083	0.4652%	155834	20.04%	242	97.98%
現	52		11	1854	0.2798%	157688	30.79%	242	97.98%
後	57		9	1709	0.2579%	159397	32.13%	242	97.98%
著	22		12	2931	0.4423%	162328	20.48%	241	97.57%
發	34		12	2308	0.3483%	164636	25.19%	241	97.57%
就	36		12	2259	0.3409%	166895	25.88%	241	97.57%
之	56		4	1713	0.2585%	168608	31.87%	241	97.57%
還	72		16	1502	0.2266%	170110	35.68%	241	97.57%
我	9		7	5855	0.8835%	175965	13.22%	240	97.17%
而	45		6	2014	0.3039%	177979	28.76%	240	97.17%
能	46		10	1994	0.3009%	179973	29.07%	240	97.17%
都	69		9	1531	0.231%	181504	34.99%	240	97.17%
面	83		9	1389	0.2096%	182893	38.09%	240	97.17%
成	50		6	1879	0.2835%	184772	30.24%	239	96.76%
起	64		10	1561	0.2356%	186333	33.82%	239	96.76%
前	102		9	1202	0.1814%	187535	41.71%	239	96.76%
年	25		6	2783	0.4199%	190318	21.77%	238	96.36%
種	61		14	1590	0.2399%	191908	33.11%	238	96.36%
又	89		2	1280	0.1931%	193188	39.30%	238	96.36%
家	39		10	2178	0.3287%	195366	26.89%	237	95.95%
於	47		8	1988	0.300%	197354	29.37%	237	95.95%
然	66		12	1549	0.2337%	198903	34.29%	237	95.95%
經	43		13	2054	0.3099%	200957	28.16%	236	95.55%
動	65		11	1560	0.2354%	202517	34.06%	235	95.14%
開	75		12	1486	0.2242%	204003	36.35%	235	95.14%
進	78		11	1476	0.2227%	205479	37.02%	235	95.14%
些	105		8	1196	0.1805%	206675	42.25%	235	95.14%
點	131		17	1009	0.1523%	207684	46.54%	235	95.14%
說	31		14	2479	0.3741%	210163	24.13%	234	94.74%
行	53		6	1812	0.2734%	211975	31.07%	234	94.74%
用	63		5	1574	0.2375%	213549	33.59%	234	94.74%
當	94		13	1231	0.1858%	214780	40.24%	234	94.74%
作	33		7	2347	0.3542%	217127	24.85%	233	94.33%
同	70		6	1528	0.2306%	218655	35.22%	233	94.33%
分	73		4	1501	0.2265%	220156	35.90%	232	93.93%
正	145		5	930	0.1403%	221086	48.58%	232	93.93%
方	59		4	1677	0.2531%	222763	32.63%	231	93.52%
好	87		6	1344	0.2028%	224107	38.90%	231	93.52%
樣	107		15	1183	0.1785%	225290	42.61%	230	93.12%
如	110		6	1165	0.1758%	226455	43.14%	230	93.12%
他	10		5	4718	0.7119%	231173	13.93%	229	92.71%
心	71		4	1518	0.2291%	232691	35.45%	229	92.71%
高	96		10	1225	0.1848%	233916	40.61%	229	92.71%
所	99		8	1216	0.1835%	235132	41.16%	228	92.31%
無	130		12	1012	0.1527%	236144	46.38%	228	92.31%
明	141		8	951	0.1435%	237095	48.01%	228	92.31%
實	68		14	1540	0.2324%	238635	34.76%	227	91.90%
三	128		3	1018	0.1536%	239653	46.08%	226	91.50%
把	92		7	1236	0.1865%	240889	39.87%	225	91.09%
長	95		8	1230	0.1856%	242119	40.42%	225	91.09%
外	101		5	1206	0.182%	243325	41.52%	225	91.09%
間	147		12	922	0.1391%	244247	48.86%	225	91.09%
重	112		9	1150	0.1735%	245397	43.48%	224	90.69%
兩	132		8	1002	0.1512%	246399	46.69%	224	90.69%
子	38		3	2225	0.3357%	248624	26.56%	223	90.28%
去	62		5	1578	0.2381%	250202	33.35%	223	90.28%
小	55		3	1783	0.2691%	251985	31.61%	222	89.88%
定	106		8	1188	0.1793%	253173	42.43%	222	89.88%
使	135		8	992	0.1497%	254165	47.14%	222	89.88%
最	168		12	805	0.1215%	254970	51.54%	222	89.88%
但	138		7	965	0.1456%	255935	47.58%	221	89.47%
只	140		5	951	0.1435%	256886	47.87%	221	89.47%
情	91		11	1256	0.1895%	258142	39.68%	220	89.07%
十	97		2	1221	0.1842%	259363	40.79%	220	89.07%
意	116		13	1111	0.1676%	260474	44.17%	220	89.07%
因	144		6	934	0.1409%	261408	48.44%	220	89.07%
沒	88		7	1335	0.2014%	262743	39.10%	219	88.66%
等	109		12	1170	0.1766%	263913	42.96%	219	88.66%
事	117		8	1109	0.1673%	265022	44.33%	219	88.66%
道	134		12	996	0.1503%	266018	46.99%	219	88.66%
已	158		3	845	0.1275%	266863	50.31%	219	88.66%
其	115		8	1120	0.169%	267983	44.00%	218	88.26%
相	166		9	808	0.1219%	268791	51.29%	218	88.26%
本	129		5	1017	0.1535%	269808	46.23%	217	87.85%
新	143		13	943	0.1423%	270751	48.30%	217	87.85%
向	152		6	890	0.1343%	271641	49.53%	217	87.85%
全	124		6	1042	0.1572%	272683	45.46%	216	87.45%
天	67		4	1540	0.2324%	274223	34.53%	215	87.04%
看	82		9	1403	0.2117%	275626	37.88%	215	87.04%
體	104		23	1199	0.1809%	276825	42.07%	215	87.04%
身	154		7	867	0.1308%	277692	49.79%	215	87.04%
幾	179		12	764	0.1153%	278456	52.83%	214	86.64%
國	20		11	3088	0.466%	281544	19.57%	213	86.23%
那	42		6	2065	0.3116%	283609	27.85%	213	86.23%
者	120		8	1069	0.1613%	284678	44.82%	213	86.23%
很	161		9	815	0.123%	285493	50.68%	213	86.23%
理	60		11	1599	0.2413%	287092	32.87%	212	85.83%
學	35		16	2302	0.3474%	289394	25.54%	211	85.43%
關	119		19	1081	0.1631%	290475	44.66%	211	85.43%
此	187		6	730	0.1102%	291205	53.73%	211	85.43%
活	123		9	1048	0.1581%	292253	45.30%	210	85.02%
二	159		2	844	0.1274%	293097	50.43%	210	85.02%
別	241		7	624	0.09416%	293721	59.26%	210	85.02%
想	93		13	1235	0.1864%	294956	40.05%	209	84.62%
並	189		8	728	0.1099%	295684	53.95%	208	84.21%
見	155		7	862	0.1301%	296546	49.92%	207	83.81%
次	160		6	844	0.1274%	297390	50.56%	207	83.81%
更	211		7	687	0.1037%	298077	56.30%	207	83.81%
法	80		8	1419	0.2141%	299496	37.45%	206	83.40%
與	84		14	1360	0.2052%	300856	38.29%	206	83.40%
由	175		5	777	0.1172%	301633	52.37%	205	83.00%
主	77		5	1477	0.2229%	303110	36.80%	204	82.59%
力	125		2	1040	0.1569%	304150	45.61%	204	82.59%
問	156		11	850	0.1283%	305000	50.05%	204	82.59%
己	149		3	893	0.1348%	305893	49.13%	203	82.19%
位	192		7	722	0.1089%	306615	54.27%	203	82.19%
原	206		10	697	0.1052%	307312	55.77%	203	82.19%
麼	76		14	1481	0.2235%	308793	36.58%	202	81.78%
水	111		4	1159	0.1749%	309952	43.31%	201	81.38%
手	126		4	1029	0.1553%	310981	45.77%	201	81.38%
結	183		12	741	0.1118%	311722	53.28%	201	81.38%
日	184		4	736	0.1111%	312458	53.39%	200	80.97%
少	228		4	654	0.09869%	313112	58.02%	200	80.97%
加	142		5	945	0.1426%	314057	48.15%	199	80.57%
應	172		17	790	0.1192%	314847	52.02%	199	80.57%
提	167		12	805	0.1215%	315652	51.42%	198	80.16%
處	244		11	614	0.09265%	316266	59.54%	198	80.16%
化	98		4	1219	0.1839%	317485	40.98%	197	79.76%
部	122		10	1050	0.1584%	318535	45.14%	197	79.76%
比	224		4	661	0.09974%	319196	57.62%	197	79.76%
入	199		2	711	0.1073%	319907	55.03%	196	79.35%
四	230		5	649	0.09793%	320556	58.21%	196	79.35%
平	182		5	742	0.112%	321298	53.17%	195	78.95%
知	185		8	733	0.1106%	322031	53.51%	195	78.95%
被	203		10	701	0.1058%	322732	55.46%	195	78.95%
工	85		3	1358	0.2049%	324090	38.50%	194	78.54%
真	209		10	692	0.1044%	324782	56.09%	194	78.54%
頭	139		16	958	0.1446%	325740	47.72%	193	78.14%
給	220		12	669	0.101%	326409	57.22%	193	78.14%
先	243		6	617	0.0931%	327026	59.45%	193	78.14%
文	58		4	1680	0.2535%	328706	32.38%	192	77.73%
性	113		8	1144	0.1726%	329850	43.66%	192	77.73%
代	118		5	1090	0.1645%	330940	44.50%	192	77.73%
條	266		11	571	0.08616%	331511	61.50%	192	77.73%
許	299		11	496	0.07485%	332007	64.14%	192	77.73%
特	180		10	750	0.1132%	332757	52.95%	191	77.33%
總	249		17	603	0.09099%	333360	60.00%	190	76.92%
果	254		8	590	0.08903%	333950	60.45%	190	76.92%
受	264		8	572	0.08631%	334522	61.32%	190	76.92%
內	197		4	715	0.1079%	335237	54.82%	189	76.52%
目	202		5	708	0.1068%	335945	55.35%	189	76.52%
回	214		6	684	0.1032%	336629	56.61%	189	76.52%
難	292		19	520	0.07847%	337149	63.61%	188	76.11%
完	323		7	464	0.07002%	337613	65.88%	188	76.11%
變	225		23	658	0.09929%	338271	57.72%	187	75.71%
直	312		8	482	0.07273%	338753	65.10%	187	75.71%
表	193		8	722	0.1089%	339475	54.38%	186	75.30%
通	242		10	621	0.09371%	340096	59.36%	186	75.30%
至	315		6	478	0.07213%	340574	65.31%	186	75.30%
民	86		5	1347	0.2033%	341921	38.70%	185	74.90%
氣	150		10	893	0.1348%	342814	49.26%	185	74.90%
認	245		14	611	0.0922%	343425	59.64%	185	74.90%
放	257		8	586	0.08843%	344011	60.72%	185	74.90%
立	148		5	899	0.1357%	344910	48.99%	184	74.49%
物	165		8	808	0.1219%	345718	51.17%	184	74.49%
走	169		7	795	0.120%	346513	51.66%	183	74.09%
常	239		11	627	0.09461%	347140	59.08%	183	74.09%
再	286		6	523	0.07892%	347663	63.14%	183	74.09%
接	311		11	482	0.07273%	348145	65.03%	183	74.09%
門	186		8	733	0.1106%	348878	53.62%	182	73.68%
解	255		13	588	0.08873%	349466	60.54%	182	73.68%
才	290		3	521	0.07862%	349987	63.45%	182	73.68%
感	181		13	746	0.1126%	350733	53.06%	181	73.28%
流	208		9	694	0.1047%	351427	55.98%	181	73.28%
深	217		11	680	0.1026%	352107	56.91%	181	73.28%
今	329		4	452	0.06821%	352559	66.30%	181	73.28%
老	90		6	1279	0.193%	353838	39.49%	180	72.87%
它	136		5	989	0.1492%	354827	47.29%	180	72.87%
合	170		6	791	0.1194%	355618	51.78%	180	72.87%
風	210		9	689	0.104%	356307	56.19%	180	72.87%
五	271		4	562	0.0848%	356869	61.92%	180	72.87%
步	275		7	547	0.08254%	357416	62.26%	180	72.87%
度	212		9	686	0.1035%	358102	56.40%	179	72.47%
色	223		6	662	0.09989%	358764	57.52%	179	72.47%
帶	331		11	451	0.06805%	359215	66.43%	179	72.47%
形	191		7	725	0.1094%	359940	54.16%	178	72.06%
世	204		5	699	0.1055%	360639	55.56%	178	72.06%
機	205		16	698	0.1053%	361337	55.67%	178	72.06%
切	349		4	429	0.06474%	361766	67.62%	178	72.06%
第	219		11	671	0.1013%	362437	57.12%	177	71.66%
滿	280		14	533	0.08043%	362970	62.66%	177	71.66%
論	178		15	765	0.1154%	363735	52.72%	176	71.26%
近	396		7	379	0.05719%	364114	70.49%	176	71.26%
光	251		6	596	0.08994%	364710	60.18%	175	70.85%
或	256		8	587	0.08858%	365297	60.63%	175	70.85%
界	278		9	539	0.08133%	365836	62.50%	175	70.85%
路	294		13	510	0.07696%	366346	63.77%	175	70.85%
思	221		9	668	0.1008%	367014	57.32%	174	70.45%
話	234		13	640	0.09657%	367654	58.60%	174	70.45%
指	295		9	507	0.07651%	368161	63.84%	174	70.45%
做	313		11	480	0.07243%	368641	65.17%	174	70.45%
像	153		14	867	0.1308%	369508	49.66%	173	70.04%
口	200		3	711	0.1073%	370219	55.14%	173	70.04%
各	190		6	728	0.1099%	370947	54.06%	172	69.64%
神	218		9	674	0.1017%	371621	57.02%	172	69.64%
管	222		14	665	0.1003%	372286	57.42%	172	69.64%
月	232		4	644	0.09718%	372930	58.41%	172	69.64%
名	259		6	579	0.08737%	373509	60.89%	172	69.64%
公	216		4	683	0.1031%	374192	56.81%	171	69.23%
期	240		12	625	0.09431%	374817	59.17%	171	69.23%
將	298		11	498	0.07515%	375315	64.07%	171	69.23%
根	346		10	433	0.06534%	375748	67.43%	171	69.23%
強	201		11	709	0.107%	376457	55.25%	170	68.83%
清	307		11	485	0.07319%	376942	64.73%	170	68.83%
件	355		6	422	0.06368%	377364	68.01%	170	68.83%
觀	248		25	605	0.09129%	377969	59.91%	169	68.42%
反	284		4	525	0.07922%	378494	62.98%	169	68.42%
題	215		18	684	0.1032%	379178	56.71%	168	68.02%
西	272		6	561	0.08465%	379739	62.01%	168	68.02%
打	277		5	539	0.08133%	380278	62.42%	168	68.02%
便	308		9	484	0.07303%	380762	64.81%	168	68.02%
產	74		11	1501	0.2265%	382263	36.13%	167	67.61%
求	300		7	495	0.07469%	382758	64.22%	167	67.61%
且	402		5	374	0.05644%	383132	70.83%	166	67.21%
轉	297		18	501	0.0756%	383633	63.99%	165	66.80%
什	163		4	808	0.1219%	384441	50.93%	163	65.99%
任	282		6	530	0.07998%	384971	62.82%	163	65.99%
始	401		8	375	0.05659%	385346	70.77%	163	65.99%
品	151		9	892	0.1346%	386238	49.40%	162	65.59%
信	260		9	578	0.08722%	386816	60.98%	162	65.59%
精	303		14	489	0.07379%	387305	64.44%	162	65.59%
影	306		15	485	0.07319%	387790	64.66%	162	65.59%
卻	309		9	484	0.07303%	388274	64.88%	162	65.59%
何	357		7	421	0.06353%	388695	68.14%	162	65.59%
隨	470		15	306	0.04617%	389001	74.34%	162	65.59%
眼	213		11	686	0.1035%	389687	56.50%	161	65.18%
調	238		15	628	0.09476%	390315	58.98%	161	65.18%
及	265		4	571	0.08616%	390886	61.41%	161	65.18%
數	321		15	466	0.07032%	391352	65.74%	161	65.18%
業	41		13	2135	0.3222%	393487	27.54%	160	64.78%
美	173		9	790	0.1192%	394277	52.13%	160	64.78%
質	276		15	545	0.08224%	394822	62.34%	160	64.78%
每	359		7	415	0.06262%	395237	68.26%	160	64.78%
視	407		12	370	0.05583%	395607	71.11%	160	64.78%
東	250		8	600	0.09054%	396207	60.09%	158	63.97%
取	353		8	426	0.06428%	396633	67.88%	158	63.97%
極	375		13	403	0.06081%	397036	69.25%	158	63.97%
快	393		7	383	0.05779%	397419	70.32%	158	63.97%
制	137		8	980	0.1479%	398399	47.43%	157	63.56%
量	235		12	633	0.09552%	399032	58.70%	157	63.56%
整	333		16	446	0.0673%	399478	66.57%	157	63.56%
安	341		6	439	0.06624%	399917	67.10%	157	63.56%
展	114		10	1138	0.1717%	401055	43.83%	156	63.16%
白	285		5	524	0.07907%	401579	63.06%	156	63.16%
必	364		5	411	0.06202%	401990	68.57%	156	63.16%
落	385		13	391	0.059%	402381	69.85%	156	63.16%
包	415		5	366	0.05523%	402747	71.55%	156	63.16%
失	416		5	366	0.05523%	403113	71.61%	156	63.16%
聲	227		17	656	0.09899%	403769	57.92%	155	62.75%
住	320		7	469	0.07077%	404238	65.67%	155	62.75%
識	258		19	585	0.08828%	404823	60.80%	154	62.35%
建	121		9	1065	0.1607%	405888	44.98%	153	61.94%
熱	421		15	361	0.05447%	406249	71.88%	153	61.94%
即	424		7	357	0.05387%	406606	72.04%	153	61.94%
山	103		3	1199	0.1809%	407805	41.89%	152	61.54%
員	269		10	565	0.08526%	408370	61.75%	152	61.54%
造	289		10	523	0.07892%	408893	63.38%	152	61.54%
格	339		10	441	0.06655%	409334	66.97%	152	61.54%
據	348		16	430	0.06489%	409764	67.56%	152	61.54%
張	287		11	523	0.07892%	410287	63.22%	151	61.13%
往	351		8	428	0.06458%	410715	67.75%	151	61.13%
顯	506		23	280	0.04225%	410995	75.92%	151	61.13%
利	194		7	721	0.1088%	411716	54.49%	150	60.73%
望	361		11	413	0.06232%	412129	68.39%	150	60.73%
遠	413		13	367	0.05538%	412496	71.44%	150	60.73%
交	456		6	321	0.04844%	412817	73.68%	150	60.73%
連	460		10	317	0.04783%	413134	73.87%	150	60.73%
義	177		13	771	0.1163%	413905	52.60%	149	60.32%
單	398		12	377	0.05689%	414282	70.60%	149	60.32%
場	207		12	696	0.105%	414978	55.88%	148	59.92%
愛	261		13	574	0.08662%	415552	61.06%	148	59.92%
式	305		6	485	0.07319%	416037	64.59%	148	59.92%
引	427		4	353	0.05327%	416390	72.20%	148	59.92%
該	448		13	330	0.0498%	416720	73.29%	148	59.92%
斷	480		18	297	0.04482%	417017	74.79%	148	59.92%
術	188		11	729	0.110%	417746	53.84%	147	59.51%
改	252		7	593	0.08948%	418339	60.27%	147	59.51%
花	281		8	531	0.08013%	418870	62.74%	147	59.51%
收	337		6	442	0.0667%	419312	66.84%	147	59.51%
讓	373		24	406	0.06126%	419718	69.13%	147	59.51%
輕	420		14	362	0.05463%	420080	71.83%	147	59.51%
社	127		7	1029	0.1553%	421109	45.92%	146	59.11%
服	304		8	486	0.07334%	421595	64.51%	146	59.11%
傳	338		13	441	0.06655%	422036	66.90%	146	59.11%
非	440		8	341	0.05146%	422377	72.88%	146	59.11%
照	487		13	292	0.04406%	422669	75.10%	146	59.11%
容	466		10	310	0.04678%	422979	74.15%	145	58.70%
則	325		9	458	0.06911%	423437	66.02%	144	58.30%
具	367		8	410	0.06187%	423847	68.76%	144	58.30%
離	439		18	341	0.05146%	424188	72.83%	144	58.30%
首	513		9	274	0.04135%	424462	76.22%	144	58.30%
決	314		7	480	0.07243%	424942	65.24%	143	57.89%
命	343		8	437	0.06594%	425379	67.23%	143	57.89%
兒	164		8	808	0.1219%	426187	51.05%	142	57.49%
邊	317		18	473	0.07137%	426660	65.46%	142	57.49%
領	371		14	408	0.06157%	427068	69.01%	142	57.49%
記	336		10	443	0.06685%	427511	66.77%	140	56.68%
導	347		16	431	0.06504%	427942	67.49%	140	56.68%
覺	366		20	411	0.06202%	428353	68.70%	140	56.68%
集	386		12	391	0.059%	428744	69.91%	140	56.68%
青	395		8	380	0.05734%	429124	70.43%	140	56.68%
興	435		16	343	0.05176%	429467	72.62%	140	56.68%
爭	340		8	440	0.0664%	429907	67.03%	139	56.28%
初	504		7	280	0.04225%	430187	75.84%	139	56.28%
金	171		8	791	0.1194%	430978	51.90%	138	55.87%
候	414		10	366	0.05523%	431344	71.50%	138	55.87%
空	463		8	314	0.04738%	431658	74.01%	138	55.87%
教	198		11	714	0.1077%	432372	54.92%	137	55.47%
類	236		19	633	0.09552%	433005	58.79%	137	55.47%
寫	273		15	551	0.08314%	433556	62.09%	137	55.47%
歷	330		16	452	0.06821%	434008	66.36%	137	55.47%
百	332		6	451	0.06805%	434459	66.50%	137	55.47%
確	412		15	367	0.05538%	434826	71.39%	137	55.47%
節	476		13	304	0.04587%	435130	74.61%	137	55.47%
早	498		6	287	0.04331%	435417	75.58%	137	55.47%
未	502		5	283	0.0427%	435700	75.76%	137	55.47%
程	370		12	409	0.06172%	436109	68.94%	136	55.06%
達	381		12	396	0.05976%	436505	69.61%	136	55.06%
言	432		7	348	0.05251%	436853	72.47%	136	55.06%
足	536		7	259	0.03908%	437112	77.14%	136	55.06%
你	100		7	1213	0.183%	438325	41.34%	135	54.66%
基	176		11	772	0.1165%	439097	52.49%	135	54.66%
海	233		10	644	0.09718%	439741	58.50%	135	54.66%
萬	326		13	457	0.06896%	440198	66.09%	135	54.66%
太	372		4	407	0.06142%	440605	69.07%	135	54.66%
廣	404		15	372	0.05613%	440977	70.94%	135	54.66%
況	468		8	308	0.04648%	441285	74.25%	135	54.66%
乎	539		5	257	0.03878%	441542	77.25%	135	54.66%
苦	451		9	325	0.04904%	441867	73.43%	134	54.25%
僅	479		13	297	0.04482%	442164	74.75%	134	54.25%
留	532		10	261	0.03938%	442425	76.98%	134	54.25%
仍	596		4	224	0.0338%	442649	79.31%	134	54.25%
怎	467		9	310	0.04678%	442959	74.20%	133	53.85%
似	483		7	293	0.04421%	443252	74.93%	133	53.85%
半	494		5	288	0.04346%	443540	75.41%	133	53.85%
聽	301		22	491	0.07409%	444031	64.29%	132	53.44%
親	316		16	477	0.07198%	444508	65.39%	132	53.44%
運	356		12	422	0.06368%	444930	68.07%	132	53.44%
片	397		4	378	0.05704%	445308	70.54%	132	53.44%
千	492		3	289	0.04361%	445597	75.32%	132	53.44%
女	196		3	716	0.108%	446313	54.71%	131	53.04%
北	267		5	568	0.08571%	446881	61.58%	131	53.04%
保	246		9	608	0.09175%	447489	59.73%	130	52.63%
統	262		11	573	0.08646%	448062	61.15%	130	52.63%
八	408		2	369	0.05568%	448431	71.16%	130	52.63%
共	410		6	367	0.05538%	448798	71.27%	130	52.63%
嚴	490		20	290	0.04376%	449088	75.24%	130	52.63%
圍	623		12	211	0.03184%	449299	80.19%	130	52.63%
政	174		9	787	0.1188%	450086	52.25%	129	52.23%
究	283		7	529	0.07982%	450615	62.90%	129	52.23%
存	417		6	366	0.05523%	450981	71.66%	129	52.23%
談	527		15	266	0.04014%	451247	76.78%	129	52.23%
推	562		11	241	0.03637%	451488	78.12%	129	52.23%
市	157		5	847	0.1278%	452335	50.18%	128	51.82%
區	226		11	656	0.09899%	452991	57.82%	128	51.82%
報	229		12	651	0.09823%	453642	58.11%	128	51.82%
創	324		12	463	0.06987%	454105	65.95%	128	51.82%
象	358		12	416	0.06277%	454521	68.20%	128	51.82%
七	473		2	304	0.04587%	454825	74.48%	128	51.82%
充	543		5	255	0.03848%	455080	77.41%	128	51.82%
雖	620		17	214	0.03229%	455294	80.10%	128	51.82%
務	231		11	645	0.09733%	455939	58.31%	127	51.42%
專	368		11	410	0.06187%	456349	68.82%	127	51.42%
電	382		13	396	0.05976%	456745	69.67%	127	51.42%
層	453		15	323	0.04874%	457068	73.53%	127	51.42%
曾	523		12	267	0.04029%	457335	76.62%	127	51.42%
需	405		14	371	0.05598%	457706	71.00%	126	51.01%
字	441		6	339	0.05115%	458045	72.93%	126	51.01%
呢	445		8	334	0.0504%	458379	73.14%	126	51.01%
找	477		7	300	0.04527%	458679	74.66%	126	51.01%
突	578		9	234	0.03531%	458913	78.69%	126	51.01%
資	133		13	998	0.1506%	459911	46.84%	125	50.61%
書	274		10	548	0.08269%	460459	62.17%	125	50.61%
息	428		10	353	0.05327%	460812	72.26%	125	50.61%
另	644		5	202	0.03048%	461014	80.85%	125	50.61%
科	270		9	563	0.08496%	461577	61.84%	124	50.20%
際	378		13	399	0.06021%	461976	69.43%	124	50.20%
越	387		12	390	0.05885%	462366	69.97%	124	50.20%
倒	537		10	258	0.03893%	462624	77.18%	124	50.20%
致	566		9	239	0.03606%	462863	78.26%	124	50.20%
馬	279		10	537	0.08103%	463400	62.58%	123	49.80%
計	296		9	505	0.0762%	463905	63.92%	123	49.80%
標	369		15	409	0.06172%	464314	68.88%	123	49.80%
告	488		7	291	0.04391%	464605	75.15%	123	49.80%
養	512		15	274	0.04135%	464879	76.17%	123	49.80%
參	521		11	268	0.04044%	465147	76.54%	123	49.80%
甚	607		9	218	0.0329%	465365	79.67%	123	49.80%
除	635		9	208	0.03139%	465573	80.57%	123	49.80%
價	268		15	565	0.08526%	466138	61.67%	122	49.39%
較	455		13	322	0.04859%	466460	73.63%	122	49.39%
富	491		12	290	0.04376%	466750	75.28%	122	49.39%
考	496		6	288	0.04346%	467038	75.50%	122	49.39%
消	550		10	247	0.03727%	467285	77.67%	122	49.39%
盡	631		14	209	0.03154%	467494	80.45%	122	49.39%
群	328		13	454	0.06851%	467948	66.23%	121	48.99%
支	418		4	363	0.05478%	468311	71.72%	121	48.99%
持	444		9	335	0.05055%	468646	73.08%	121	48.99%
緊	554		14	246	0.03712%	468892	77.82%	121	48.99%
喜	576		12	234	0.03531%	469126	78.62%	121	48.99%
示	604		5	220	0.0332%	469346	79.58%	121	48.99%
般	612		10	217	0.03274%	469563	79.84%	121	48.99%
裏	108		13	1177	0.1776%	470740	42.78%	120	48.58%
語	376		14	401	0.06051%	471141	69.31%	120	48.58%
底	650		8	200	0.03018%	471341	81.03%	120	48.58%
辦	388		16	389	0.0587%	471730	70.02%	119	48.18%
境	392		14	383	0.05779%	472113	70.26%	119	48.18%
組	431		11	348	0.05251%	472461	72.41%	119	48.18%
聯	481		17	297	0.04482%	472758	74.84%	119	48.18%
約	524		9	267	0.04029%	473025	76.66%	119	48.18%
注	618		8	215	0.03244%	473240	80.03%	119	48.18%
終	624		11	211	0.03184%	473451	80.23%	119	48.18%
台	377		5	399	0.06021%	473850	69.37%	118	47.77%
獨	484		16	293	0.04421%	474143	74.97%	118	47.77%
火	495		4	288	0.04346%	474431	75.45%	118	47.77%
六	501		4	283	0.0427%	474714	75.71%	118	47.77%
刻	556		8	244	0.03682%	474958	77.90%	118	47.77%
待	658		9	198	0.02988%	475156	81.27%	118	47.77%
土	195		3	719	0.1085%	475875	54.60%	117	47.37%
史	302		5	489	0.07379%	476364	64.37%	117	47.37%
規	291		11	521	0.07862%	476885	63.53%	116	46.96%
治	293		8	516	0.07786%	477401	63.69%	116	46.96%
戰	384		16	391	0.059%	477792	69.79%	116	46.96%
晚	514		11	272	0.04104%	478064	76.26%	116	46.96%
她	79		6	1426	0.2152%	479490	37.24%	115	46.56%
料	419		10	363	0.05478%	479853	71.77%	115	46.56%
黑	436		12	343	0.05176%	480196	72.68%	115	46.56%
叫	450		5	326	0.04919%	480522	73.38%	115	46.56%
段	509		9	276	0.04165%	480798	76.05%	115	46.56%
林	247		8	606	0.09144%	481404	59.82%	114	46.15%
笑	394		10	382	0.05764%	481786	70.37%	114	46.15%
樂	429		15	351	0.05297%	482137	72.31%	114	46.15%
份	508		6	276	0.04165%	482413	76.01%	114	46.15%
低	564		7	239	0.03606%	482652	78.19%	114	46.15%
絕	652		12	200	0.03018%	482852	81.09%	114	46.15%
設	253		11	591	0.08918%	483443	60.36%	113	45.75%
眾	383		11	393	0.0593%	483836	69.73%	113	45.75%
南	447		9	331	0.04995%	484167	73.24%	113	45.75%
準	499		13	287	0.04331%	484454	75.63%	113	45.75%
革	318		9	473	0.07137%	484927	65.53%	112	45.34%
車	327		7	457	0.06896%	485384	66.16%	112	45.34%
九	344		2	436	0.06579%	485820	67.30%	112	45.34%
吃	406		6	370	0.05583%	486190	71.05%	112	45.34%
