單字	序號	部首	筆劃	頻次	頻率	累積頻次	累積頻率	見檔次	見檔率
的	1		8	29274	4.422%	29274	4.422%	467	97.70%
一	2		1	11235	1.697%	40509	6.119%	460	96.23%
是	3		9	9579	1.447%	50088	7.566%	441	92.26%
不	4		4	7637	1.154%	57725	8.719%	451	94.35%
有	5		6	7203	1.088%	64928	9.807%	447	93.51%
在	6		6	7026	1.061%	71954	10.87%	457	95.61%
人	7		2	6537	0.9874%	78491	11.86%	446	93.31%
我	8		7	6460	0.9758%	84951	12.83%	371	77.62%
了	9		2	6006	0.9072%	90957	13.74%	427	89.33%
這	10		10	4593	0.6938%	95550	14.43%	398	83.26%
之	11		4	4332	0.6543%	99882	15.09%	386	80.75%
大	12		3	3973	0.6001%	103855	15.69%	423	88.49%
為	13		9	3941	0.5953%	107796	16.28%	427	89.33%
以	14		5	3733	0.5639%	111529	16.85%	398	83.26%
上	15		3	3714	0.561%	115243	17.41%	430	89.96%
中	16		4	3663	0.5533%	118906	17.96%	421	88.08%
來	17		8	3462	0.5229%	122368	18.48%	421	88.08%
們	18		10	3430	0.5181%	125798	19.00%	382	79.92%
會	19		13	3364	0.5081%	129162	19.51%	398	83.26%
個	20		10	3350	0.506%	132512	20.02%	391	81.80%
地	21		6	3246	0.4903%	135758	20.51%	422	88.28%
時	22		10	3130	0.4728%	138888	20.98%	409	85.56%
年	23		6	3078	0.4649%	141966	21.44%	372	77.82%
他	24		5	3054	0.4613%	145020	21.90%	359	75.10%
到	25		8	3045	0.4599%	148065	22.36%	405	84.73%
而	26		6	2975	0.4494%	151040	22.81%	403	84.31%
國	27		11	2877	0.4346%	153917	23.25%	242	50.63%
生	28		5	2863	0.4324%	156780	23.68%	399	83.47%
可	29		5	2754	0.416%	159534	24.10%	404	84.52%
也	30		3	2486	0.3755%	162020	24.47%	366	76.57%
於	31		8	2431	0.3672%	164451	24.84%	390	81.59%
要	32		9	2408	0.3637%	166859	25.20%	389	81.38%
那	33		6	2377	0.359%	169236	25.56%	344	71.97%
多	34		6	2260	0.3414%	171496	25.90%	401	83.89%
和	35		8	2253	0.3403%	173749	26.24%	339	70.92%
得	36		11	2211	0.334%	175960	26.58%	395	82.64%
能	37		10	2210	0.3338%	178170	26.91%	368	76.99%
出	38		5	2145	0.324%	180315	27.24%	401	83.89%
所	39		8	2132	0.322%	182447	27.56%	362	75.73%
就	40		12	2129	0.3216%	184576	27.88%	352	73.64%
子	41		3	2109	0.3186%	186685	28.20%	313	65.48%
學	42		16	2086	0.3151%	188771	28.51%	231	48.33%
說	43		14	2045	0.3089%	190816	28.82%	332	69.46%
家	44		10	2024	0.3057%	192840	29.13%	326	68.20%
自	45		6	1997	0.3016%	194837	29.43%	363	75.94%
過	46		12	1990	0.3006%	196827	29.73%	397	83.05%
着	47		11	1965	0.2968%	198792	30.03%	285	59.62%
天	48		4	1962	0.2964%	200754	30.32%	366	76.57%
下	49		3	1950	0.2945%	202704	30.62%	386	80.75%
十	50		2	1948	0.2942%	204652	30.91%	329	68.83%
然	51		12	1900	0.287%	206552	31.20%	383	80.13%
對	52		14	1846	0.2788%	208398	31.48%	363	75.94%
港	53		12	1786	0.2698%	210184	31.75%	225	47.07%
如	54		6	1761	0.266%	211945	32.01%	379	79.29%
其	55		8	1754	0.2649%	213699	32.28%	331	69.25%
成	56		6	1734	0.2619%	215433	32.54%	374	78.24%
去	57		5	1708	0.258%	217141	32.80%	385	80.54%
工	58		3	1686	0.2547%	218827	33.05%	272	56.90%
方	59		4	1670	0.2522%	220497	33.31%	359	75.10%
但	60		7	1658	0.2504%	222155	33.56%	365	76.36%
發	61		12	1649	0.2491%	223804	33.80%	356	74.48%
作	62		7	1625	0.2455%	225429	34.05%	331	69.25%
心	63		4	1614	0.2438%	227043	34.29%	368	76.99%
你	64		7	1604	0.2423%	228647	34.54%	203	42.47%
後	65		9	1583	0.2391%	230230	34.78%	363	75.94%
民	66		5	1581	0.2388%	231811	35.01%	206	43.10%
種	67		14	1566	0.2365%	233377	35.25%	324	67.78%
都	68		9	1555	0.2349%	234932	35.49%	350	73.22%
行	69		6	1542	0.2329%	236474	35.72%	335	70.08%
用	70		5	1527	0.2306%	238001	35.95%	323	67.57%
經	71		13	1500	0.2266%	239501	36.18%	352	73.64%
面	72		9	1490	0.2251%	240991	36.40%	360	75.31%
無	73		12	1481	0.2237%	242472	36.62%	372	77.82%
教	74		11	1475	0.2228%	243947	36.85%	177	37.03%
現	75		11	1471	0.2222%	245418	37.07%	352	73.64%
本	76		5	1470	0.222%	246888	37.29%	296	61.92%
及	77		4	1469	0.2219%	248357	37.51%	298	62.34%
事	78		8	1464	0.2211%	249821	37.73%	343	71.76%
當	79		13	1462	0.2208%	251283	37.96%	354	74.06%
前	80		9	1445	0.2183%	252728	38.17%	377	78.87%
與	81		14	1438	0.2172%	254166	38.39%	297	62.13%
水	82		4	1423	0.2149%	255589	38.61%	253	52.93%
道	83		12	1423	0.2149%	257012	38.82%	329	68.83%
此	84		6	1417	0.214%	258429	39.03%	346	72.38%
因	85		6	1400	0.2115%	259829	39.25%	331	69.25%
三	86		3	1347	0.2035%	261176	39.45%	308	64.44%
日	87		4	1347	0.2035%	262523	39.65%	331	69.25%
小	88		3	1335	0.2016%	263858	39.85%	307	64.23%
由	89		5	1326	0.2003%	265184	40.06%	310	64.85%
二	90		2	1320	0.1994%	266504	40.25%	288	60.25%
些	91		8	1294	0.1955%	267798	40.45%	285	59.62%
起	92		10	1276	0.1927%	269074	40.64%	366	76.57%
動	93		11	1274	0.1924%	270348	40.84%	312	65.27%
外	94		5	1262	0.1906%	271610	41.03%	333	69.67%
實	95		14	1258	0.190%	272868	41.22%	328	68.62%
她	96		6	1253	0.1893%	274121	41.41%	127	26.57%
主	97		5	1250	0.1888%	275371	41.59%	257	53.77%
已	98		3	1250	0.1888%	276621	41.78%	369	77.20%
政	99		9	1232	0.1861%	277853	41.97%	176	36.82%
好	100		6	1231	0.1859%	279084	42.15%	313	65.48%
新	101		13	1228	0.1855%	280312	42.34%	274	57.32%
同	102		6	1223	0.1847%	281535	42.52%	321	67.15%
美	103		9	1208	0.1825%	282743	42.71%	264	55.23%
看	104		9	1191	0.1799%	283934	42.89%	307	64.23%
香	105		9	1189	0.1796%	285123	43.07%	224	46.86%
理	106		11	1174	0.1773%	286297	43.24%	275	57.53%
最	107		12	1166	0.1761%	287463	43.42%	321	67.15%
又	108		2	1157	0.1748%	288620	43.60%	339	70.92%
還	109		16	1150	0.1737%	289770	43.77%	302	63.18%
樣	110		15	1145	0.1729%	290915	43.94%	322	67.36%
山	111		3	1134	0.1713%	292049	44.11%	197	41.21%
公	112		4	1132	0.171%	293181	44.28%	232	48.54%
力	113		2	1130	0.1707%	294311	44.45%	284	59.41%
從	114		11	1115	0.1684%	295426	44.62%	326	68.20%
業	115		13	1114	0.1683%	296540	44.79%	207	43.31%
情	116		11	1113	0.1681%	297653	44.96%	338	70.71%
文	117		4	1112	0.168%	298765	45.13%	199	41.63%
意	118		13	1111	0.1678%	299876	45.30%	323	67.57%
麼	119		14	1110	0.1677%	300986	45.46%	272	56.90%
裏	120		13	1107	0.1672%	302093	45.63%	244	51.05%
五	121		4	1105	0.1669%	303198	45.80%	270	56.49%
者	122		8	1105	0.1669%	304303	45.96%	284	59.41%
使	123		8	1104	0.1668%	305407	46.13%	324	67.78%
加	124		5	1104	0.1668%	306511	46.30%	278	58.16%
想	125		13	1104	0.1668%	307615	46.46%	292	61.09%
海	126		10	1093	0.1651%	308708	46.63%	226	47.28%
開	127		12	1083	0.1636%	309791	46.79%	340	71.13%
法	128		8	1076	0.1625%	310867	46.96%	257	53.77%
進	129		11	1067	0.1612%	311934	47.12%	321	67.15%
沒	130		7	1064	0.1607%	312998	47.28%	293	61.30%
分	131		4	1056	0.1595%	314054	47.44%	289	60.46%
活	132		9	1055	0.1594%	315109	47.60%	264	55.23%
九	133		2	1053	0.1591%	316162	47.76%	208	43.51%
長	134		8	1037	0.1566%	317199	47.91%	318	66.53%
四	135		5	1026	0.155%	318225	48.07%	291	60.88%
間	136		12	1025	0.1548%	319250	48.22%	311	65.06%
更	137		7	1013	0.153%	320263	48.37%	319	66.74%
機	138		16	998	0.1507%	321261	48.53%	229	47.91%
風	139		9	996	0.1504%	322257	48.68%	251	52.51%
界	140		9	964	0.1456%	323221	48.82%	251	52.51%
只	141		5	963	0.1455%	324184	48.97%	282	59.00%
便	142		9	954	0.1441%	325138	49.11%	273	57.11%
將	143		11	950	0.1435%	326088	49.25%	278	58.16%
各	144		6	941	0.1421%	327029	49.40%	252	52.72%
重	145		9	941	0.1421%	327970	49.54%	288	60.25%
問	146		11	937	0.1415%	328907	49.68%	236	49.37%
很	147		9	928	0.1402%	329835	49.82%	274	57.32%
代	148		5	926	0.1399%	330761	49.96%	224	46.86%
應	149		17	921	0.1391%	331682	50.10%	273	57.11%
正	150		5	918	0.1387%	332600	50.24%	305	63.81%
月	151		4	915	0.1382%	333515	50.38%	250	52.30%
知	152		8	911	0.1376%	334426	50.51%	295	61.72%
高	153		10	906	0.1368%	335332	50.65%	285	59.62%
利	154		7	905	0.1367%	336237	50.79%	218	45.61%
見	155		7	904	0.1365%	337141	50.92%	308	64.44%
至	156		6	899	0.1358%	338040	51.06%	292	61.09%
等	157		12	897	0.1355%	338937	51.20%	271	56.69%
或	158		8	894	0.135%	339831	51.33%	277	57.95%
百	159		6	893	0.1349%	340724	51.47%	230	48.12%
社	160		7	882	0.1332%	341606	51.60%	165	34.52%
世	161		5	879	0.1328%	342485	51.73%	248	51.88%
物	162		8	873	0.1319%	343358	51.86%	240	50.21%
全	163		6	867	0.131%	344225	51.99%	282	59.00%
它	164		5	857	0.1294%	345082	52.12%	208	43.51%
少	165		4	854	0.129%	345936	52.25%	294	61.51%
光	166		6	850	0.1284%	346786	52.38%	237	49.58%
明	167		8	849	0.1282%	347635	52.51%	293	61.30%
定	168		8	844	0.1275%	348479	52.64%	272	56.90%
兒	169		8	840	0.1269%	349319	52.76%	187	39.12%
兩	170		8	838	0.1266%	350157	52.89%	269	56.28%
點	171		17	815	0.1231%	350972	53.01%	285	59.62%
頭	172		16	813	0.1228%	351785	53.14%	249	52.09%
化	173		4	802	0.1211%	352587	53.26%	191	39.96%
相	174		9	801	0.121%	353388	53.38%	289	60.46%
車	175		7	787	0.1189%	354175	53.50%	138	28.87%
常	176		11	785	0.1186%	354960	53.62%	262	54.81%
把	177		7	784	0.1184%	355744	53.73%	242	50.63%
每	178		7	772	0.1166%	356516	53.85%	281	58.79%
向	179		6	770	0.1163%	357286	53.97%	289	60.46%
市	180		5	769	0.1162%	358055	54.08%	167	34.94%
氣	181		10	764	0.1154%	358819	54.20%	239	50.00%
六	182		4	755	0.114%	359574	54.31%	213	44.56%
次	183		6	750	0.1133%	360324	54.43%	271	56.69%
度	184		9	748	0.113%	361072	54.54%	221	46.23%
像	185		14	744	0.1124%	361816	54.65%	249	52.09%
愛	186		13	740	0.1118%	362556	54.76%	212	44.35%
通	187		10	739	0.1116%	363295	54.87%	206	43.10%
建	188		9	737	0.1113%	364032	54.99%	184	38.49%
內	189		4	720	0.1088%	364752	55.09%	229	47.91%
何	190		7	719	0.1086%	365471	55.20%	257	53.77%
則	191		9	716	0.1081%	366187	55.31%	220	46.03%
並	192		8	715	0.108%	366902	55.42%	272	56.90%
萬	193		13	713	0.1077%	367615	55.53%	223	46.65%
受	194		8	712	0.1075%	368327	55.63%	258	53.97%
產	195		11	711	0.1074%	369038	55.74%	166	34.73%
青	196		8	706	0.1066%	369744	55.85%	189	39.54%
望	197		11	704	0.1063%	370448	55.95%	259	54.18%
西	198		6	699	0.1056%	371147	56.06%	196	41.00%
位	199		7	697	0.1053%	371844	56.17%	218	45.61%
立	200		5	696	0.1051%	372540	56.27%	242	50.63%
感	201		13	694	0.1048%	373234	56.38%	244	51.05%
計	202		9	690	0.1042%	373924	56.48%	164	34.31%
聲	203		17	686	0.1036%	374610	56.58%	220	46.03%
原	204		10	676	0.1021%	375286	56.69%	223	46.65%
關	205		19	676	0.1021%	375962	56.79%	222	46.44%
數	206		15	675	0.102%	376637	56.89%	240	50.21%
該	207		13	675	0.102%	377312	56.99%	228	47.70%
題	208		18	674	0.1018%	377986	57.09%	185	38.70%
處	209		11	672	0.1015%	378658	57.19%	270	56.49%
目	210		5	667	0.1007%	379325	57.30%	262	54.81%
身	211		7	667	0.1007%	379992	57.40%	279	58.37%
部	212		10	667	0.1007%	380659	57.50%	214	44.77%
府	213		8	663	0.1001%	381322	57.60%	144	30.13%
花	214		8	656	0.09909%	381978	57.70%	187	39.12%
士	215		3	651	0.09833%	382629	57.79%	182	38.08%
展	216		10	651	0.09833%	383280	57.89%	190	39.75%
真	217		10	651	0.09833%	383931	57.99%	226	47.28%
色	218		6	651	0.09833%	384582	58.09%	188	39.33%
許	219		11	649	0.09803%	385231	58.19%	242	50.63%
信	220		9	648	0.09788%	385879	58.29%	205	42.89%
交	221		6	647	0.09773%	386526	58.38%	182	38.08%
命	222		8	643	0.09712%	387169	58.48%	187	39.12%
女	223		3	640	0.09667%	387809	58.58%	178	37.24%
員	224		10	638	0.09637%	388447	58.67%	162	33.89%
果	225		8	636	0.09607%	389083	58.77%	252	52.72%
義	226		13	635	0.09591%	389718	58.87%	150	31.38%
今	227		4	631	0.09531%	390349	58.96%	246	51.46%
比	228		4	631	0.09531%	390980	59.06%	243	50.84%
難	229		19	630	0.09516%	391610	59.15%	249	52.09%
共	230		6	629	0.09501%	392239	59.25%	160	33.47%
表	231		8	627	0.09471%	392866	59.34%	228	47.70%
入	232		2	626	0.09456%	393492	59.44%	241	50.42%
別	233		7	626	0.09456%	394118	59.53%	274	57.32%
性	234		8	625	0.0944%	394743	59.62%	197	41.21%
合	235		6	618	0.09335%	395361	59.72%	243	50.84%
給	236		12	617	0.0932%	395978	59.81%	234	48.95%
平	237		5	616	0.09304%	396594	59.90%	231	48.33%
區	238		11	613	0.09259%	397207	60.00%	146	30.54%
路	239		13	611	0.09229%	397818	60.09%	199	41.63%
幾	240		12	609	0.09199%	398427	60.18%	235	49.16%
口	241		3	607	0.09169%	399034	60.27%	208	43.51%
第	242		11	607	0.09169%	399641	60.36%	201	42.05%
先	243		6	604	0.09123%	400245	60.46%	217	45.40%
走	244		7	604	0.09123%	400849	60.55%	207	43.31%
神	245		9	602	0.09093%	401451	60.64%	206	43.10%
七	246		2	600	0.09063%	402051	60.73%	212	44.35%
再	247		6	600	0.09063%	402651	60.82%	252	52.72%
遠	248		13	595	0.08987%	403246	60.91%	249	52.09%
己	249		3	591	0.08927%	403837	61.00%	194	40.59%
樂	250		15	588	0.08882%	404425	61.09%	189	39.54%
千	251		3	585	0.08836%	405010	61.18%	193	40.38%
老	252		6	583	0.08806%	405593	61.26%	173	36.19%
設	253		11	582	0.08791%	406175	61.35%	190	39.75%
八	254		2	580	0.08761%	406755	61.44%	207	43.31%
接	255		11	573	0.08655%	407328	61.53%	243	50.84%
名	256		6	571	0.08625%	407899	61.61%	210	43.93%
議	257		20	571	0.08625%	408470	61.70%	117	24.48%
必	258		5	569	0.08595%	409039	61.78%	209	43.72%
期	259		12	565	0.08534%	409604	61.87%	209	43.72%
親	260		16	562	0.08489%	410166	61.95%	140	29.29%
總	261		17	561	0.08474%	410727	62.04%	222	46.44%
東	262		8	560	0.08459%	411287	62.12%	195	40.79%
類	263		19	559	0.08443%	411846	62.21%	161	33.68%
才	264		3	554	0.08368%	412400	62.29%	227	47.49%
手	265		4	554	0.08368%	412954	62.38%	210	43.93%
白	266		5	553	0.08353%	413507	62.46%	202	42.26%
體	267		23	553	0.08353%	414060	62.54%	206	43.10%
空	268		8	552	0.08338%	414612	62.63%	211	44.14%
回	269		6	549	0.08292%	415161	62.71%	206	43.10%
書	270		10	548	0.08277%	415709	62.79%	168	35.15%
做	271		11	547	0.08262%	416256	62.87%	197	41.21%
任	272		6	545	0.08232%	416801	62.96%	203	42.47%
認	273		14	545	0.08232%	417346	63.04%	216	45.19%
英	274		9	542	0.08187%	417888	63.12%	152	31.80%
觀	275		25	541	0.08172%	418429	63.20%	197	41.21%
太	276		4	540	0.08157%	418969	63.28%	200	41.84%
著	277		12	540	0.08157%	419509	63.37%	181	37.87%
近	278		7	539	0.08141%	420048	63.45%	229	47.91%
亦	279		6	536	0.08096%	420584	63.53%	173	36.19%
打	280		5	534	0.08066%	421118	63.61%	191	39.96%
解	281		13	533	0.08051%	421651	63.69%	212	44.35%
鄉	282		11	529	0.0799%	422180	63.77%	112	23.43%
深	283		11	528	0.07975%	422708	63.85%	227	47.49%
影	284		15	522	0.07885%	423230	63.93%	203	42.47%
變	285		23	519	0.07839%	423749	64.01%	225	47.07%
流	286		9	518	0.07824%	424267	64.08%	216	45.19%
金	287		8	515	0.07779%	424782	64.16%	166	34.73%
未	288		5	512	0.07734%	425294	64.24%	223	46.65%
治	289		8	511	0.07718%	425805	64.32%	107	22.38%
非	290		8	511	0.07718%	426316	64.39%	215	44.98%
務	291		11	510	0.07703%	426826	64.47%	164	34.31%
即	292		7	510	0.07703%	427336	64.55%	197	41.21%
品	293		9	505	0.07628%	427841	64.62%	126	26.36%
增	294		15	505	0.07628%	428346	64.70%	177	37.03%
形	295		7	500	0.07552%	428846	64.78%	206	43.10%
論	296		15	500	0.07552%	429346	64.85%	193	40.38%
資	297		13	498	0.07522%	429844	64.93%	111	23.22%
清	298		11	496	0.07492%	430340	65.00%	194	40.59%
被	299		10	492	0.07431%	430832	65.08%	222	46.44%
特	300		10	490	0.07401%	431322	65.15%	214	44.77%
覺	301		20	490	0.07401%	431812	65.22%	195	40.79%
雖	302		17	490	0.07401%	432302	65.30%	243	50.84%
育	303		7	488	0.07371%	432790	65.37%	97	20.29%
求	304		7	485	0.07326%	433275	65.44%	185	38.70%
往	305		8	480	0.0725%	433755	65.52%	215	44.98%
需	306		14	479	0.07235%	434234	65.59%	189	39.54%
字	307		6	478	0.0722%	434712	65.66%	167	34.94%
居	308		8	478	0.0722%	435190	65.73%	163	34.10%
什	309		4	475	0.07175%	435665	65.81%	166	34.73%
安	310		6	473	0.07144%	436138	65.88%	207	43.31%
電	311		13	472	0.07129%	436610	65.95%	134	28.03%
提	312		12	470	0.07099%	437080	66.02%	209	43.72%
量	313		12	469	0.07084%	437549	66.09%	171	35.77%
候	314		10	467	0.07054%	438016	66.16%	201	42.05%
切	315		4	462	0.06978%	438478	66.23%	217	45.40%
南	316		9	462	0.06978%	438940	66.30%	131	27.41%
商	317		11	462	0.06978%	439402	66.37%	137	28.66%
條	318		11	461	0.06963%	439863	66.44%	192	40.17%
辦	319		16	461	0.06963%	440324	66.51%	157	32.85%
放	320		8	454	0.06858%	440778	66.58%	200	41.84%
甚	321		9	454	0.06858%	441232	66.65%	207	43.31%
收	322		6	453	0.06842%	441685	66.71%	183	38.28%
雨	323		8	453	0.06842%	442138	66.78%	122	25.52%
制	324		8	450	0.06797%	442588	66.85%	131	27.41%
星	325		9	450	0.06797%	443038	66.92%	127	26.57%
母	326		5	449	0.06782%	443487	66.99%	90	18.83%
滿	327		14	449	0.06782%	443936	67.05%	204	42.68%
程	328		12	448	0.06767%	444384	67.12%	164	34.31%
份	329		6	447	0.06752%	444831	67.19%	191	39.96%
失	330		5	446	0.06737%	445277	67.26%	192	40.17%
濟	331		17	446	0.06737%	445723	67.32%	113	23.64%
司	332		5	445	0.06722%	446168	67.39%	115	24.06%
土	333		3	445	0.06722%	446613	67.46%	115	24.06%
且	334		5	444	0.06706%	447057	67.53%	215	44.98%
元	335		4	443	0.06691%	447500	67.59%	111	23.22%
戰	336		16	442	0.06676%	447942	67.66%	114	23.85%
邊	337		18	440	0.06646%	448382	67.73%	165	34.52%
費	338		12	431	0.0651%	448813	67.79%	131	27.41%
步	339		7	430	0.06495%	449243	67.86%	197	41.21%
曾	340		12	429	0.0648%	449672	67.92%	206	43.10%
帶	341		11	428	0.06465%	450100	67.99%	187	39.12%
眼	342		11	428	0.06465%	450528	68.05%	200	41.84%
石	343		5	428	0.06465%	450956	68.12%	134	28.03%
黃	344		12	428	0.06465%	451384	68.18%	155	32.43%
話	345		13	426	0.06435%	451810	68.24%	178	37.24%
完	346		7	422	0.06374%	452232	68.31%	204	42.68%
局	347		7	422	0.06374%	452654	68.37%	118	24.69%
易	348		8	422	0.06374%	453076	68.44%	147	30.75%
言	349		7	420	0.06344%	453496	68.50%	167	34.94%
夜	350		8	419	0.06329%	453915	68.56%	152	31.80%
結	351		12	418	0.06314%	454333	68.63%	194	40.59%
音	352		9	418	0.06314%	454751	68.69%	146	30.54%
運	353		12	417	0.06299%	455168	68.75%	161	33.68%
落	354		13	415	0.06268%	455583	68.81%	196	41.00%
反	355		4	413	0.06238%	455996	68.88%	179	37.45%
統	356		11	413	0.06238%	456409	68.94%	124	25.94%
門	357		8	412	0.06223%	456821	69.00%	160	33.47%
除	358		9	407	0.06148%	457228	69.06%	201	42.05%
住	359		7	404	0.06102%	457632	69.12%	167	34.94%
精	360		14	404	0.06102%	458036	69.18%	157	32.85%
算	361		14	403	0.06087%	458439	69.25%	155	32.43%
改	362		7	401	0.06057%	458840	69.31%	170	35.56%
指	363		9	398	0.06012%	459238	69.37%	180	37.66%
舉	364		17	397	0.05997%	459635	69.43%	168	35.15%
聽	365		22	395	0.05966%	460030	69.49%	175	36.61%
故	366		9	389	0.05876%	460419	69.54%	175	36.61%
究	367		7	389	0.05876%	460808	69.60%	139	29.08%
直	368		8	388	0.05861%	461196	69.66%	201	42.05%
報	369		12	387	0.05845%	461583	69.72%	138	28.87%
樹	370		16	386	0.0583%	461969	69.78%	128	26.78%
達	371		12	384	0.058%	462353	69.84%	182	38.08%
項	372		12	383	0.05785%	462736	69.89%	122	25.52%
城	373		9	382	0.0577%	463118	69.95%	88	18.41%
思	374		9	382	0.0577%	463500	70.01%	158	33.05%
熱	375		15	380	0.0574%	463880	70.07%	166	34.73%
校	376		10	379	0.05725%	464259	70.12%	102	21.34%
興	377		16	379	0.05725%	464638	70.18%	183	38.28%
保	378		9	378	0.0571%	465016	70.24%	159	33.26%
極	379		13	378	0.0571%	465394	70.30%	181	37.87%
呢	380		8	376	0.05679%	465770	70.35%	160	33.47%
馬	381		10	375	0.05664%	466145	70.41%	157	32.85%
造	382		10	374	0.05649%	466519	70.47%	140	29.29%
河	383		8	371	0.05604%	466890	70.52%	89	18.62%
底	384		8	370	0.05589%	467260	70.58%	153	32.01%
記	385		10	370	0.05589%	467630	70.63%	164	34.31%
劃	386		14	366	0.05528%	467996	70.69%	110	23.01%
笑	387		10	365	0.05513%	468361	70.74%	124	25.94%
飛	388		9	365	0.05513%	468726	70.80%	130	27.20%
快	389		7	364	0.05498%	469090	70.85%	175	36.61%
客	390		9	363	0.05483%	469453	70.91%	128	26.78%
北	391		5	362	0.05468%	469815	70.96%	126	26.36%
約	392		9	362	0.05468%	470177	71.02%	148	30.96%
片	393		4	358	0.05407%	470535	71.07%	157	32.85%
助	394		7	357	0.05392%	470892	71.13%	153	32.01%
宗	395		8	357	0.05392%	471249	71.18%	62	12.97%
容	396		10	357	0.05392%	471606	71.23%	187	39.12%
却	397		7	356	0.05377%	471962	71.29%	137	28.66%
取	398		8	356	0.05377%	472318	71.34%	160	33.47%
足	399		7	355	0.05362%	472673	71.40%	187	39.12%
持	400		9	351	0.05302%	473024	71.45%	180	37.66%
苦	401		9	351	0.05302%	473375	71.50%	152	31.80%
始	402		8	349	0.05272%	473724	71.55%	188	39.33%
華	403		12	347	0.05241%	474071	71.61%	134	28.03%
友	404		4	346	0.05226%	474417	71.66%	144	30.13%
輕	405		14	345	0.05211%	474762	71.71%	154	32.22%
院	406		9	345	0.05211%	475107	71.76%	103	21.55%
象	407		12	344	0.05196%	475451	71.82%	159	33.26%
半	408		5	342	0.05166%	475793	71.87%	174	36.40%
德	409		15	342	0.05166%	476135	71.92%	111	23.22%
父	410		4	341	0.05151%	476476	71.97%	82	17.15%
術	411		11	341	0.05151%	476817	72.02%	108	22.59%
管	412		14	340	0.05136%	477157	72.07%	159	33.26%
似	413		7	339	0.0512%	477496	72.12%	157	32.85%
火	414		4	337	0.0509%	477833	72.17%	120	25.10%
境	415		14	336	0.05075%	478169	72.23%	164	34.31%
仍	416		4	335	0.0506%	478504	72.28%	173	36.19%
古	417		5	335	0.0506%	478839	72.33%	127	26.57%
節	418		13	335	0.0506%	479174	72.38%	131	27.41%
離	419		18	335	0.0506%	479509	72.43%	172	35.98%
叫	420		5	334	0.05045%	479843	72.48%	121	25.31%
視	421		12	334	0.05045%	480177	72.53%	179	37.45%
越	422		12	334	0.05045%	480511	72.58%	101	21.13%
連	423		10	332	0.05015%	480843	72.63%	166	34.73%
陽	424		11	331	0.050%	481174	72.68%	122	25.52%
識	425		19	330	0.04985%	481504	72.73%	143	29.92%
較	426		13	330	0.04985%	481834	72.78%	156	32.64%
供	427		8	327	0.04939%	482161	72.83%	131	27.41%
研	428		9	327	0.04939%	482488	72.88%	101	21.13%
草	429		10	327	0.04939%	482815	72.93%	119	24.90%
談	430		15	325	0.04909%	483140	72.98%	138	28.87%
環	431		17	323	0.04879%	483463	73.03%	137	28.66%
般	432		10	323	0.04879%	483786	73.07%	169	35.36%
靜	433		16	323	0.04879%	484109	73.12%	135	28.24%
件	434		6	322	0.04864%	484431	73.17%	157	32.85%
消	435		10	321	0.04849%	484752	73.22%	155	32.43%
早	436		6	319	0.04818%	485071	73.27%	166	34.73%
照	437		13	319	0.04818%	485390	73.32%	175	36.61%
價	438		15	318	0.04803%	485708	73.36%	117	24.48%
式	439		6	317	0.04788%	486025	73.41%	145	30.33%
爭	440		8	316	0.04773%	486341	73.46%	117	24.48%
紅	441		9	316	0.04773%	486657	73.51%	132	27.62%
質	442		15	316	0.04773%	486973	73.56%	108	22.59%
亞	443		8	315	0.04758%	487288	73.60%	83	17.36%
備	444		12	315	0.04758%	487603	73.65%	161	33.68%
傳	445		13	313	0.04728%	487916	73.70%	136	28.45%
死	446		6	313	0.04728%	488229	73.75%	122	25.52%
念	447		8	312	0.04713%	488541	73.79%	132	27.62%
福	448		13	312	0.04713%	488853	73.84%	132	27.62%
張	449		11	311	0.04698%	489164	73.89%	153	32.01%
基	450		11	310	0.04682%	489474	73.93%	110	23.01%
顯	451		23	310	0.04682%	489784	73.98%	151	31.59%
整	452		16	308	0.04652%	490092	74.03%	161	33.68%
須	453		12	308	0.04652%	490400	74.07%	142	29.71%
孩	454		9	304	0.04592%	490704	74.12%	102	21.34%
島	455		10	304	0.04592%	491008	74.17%	83	17.36%
村	456		7	301	0.04546%	491309	74.21%	82	17.15%
乎	457		5	300	0.04531%	491609	74.26%	152	31.80%
廣	458		15	300	0.04531%	491909	74.30%	150	31.38%
歷	459		16	300	0.04531%	492209	74.35%	121	25.31%
貨	460		11	300	0.04531%	492509	74.39%	67	14.02%
具	461		8	299	0.04516%	492808	74.44%	151	31.59%
史	462		5	298	0.04501%	493106	74.48%	105	21.97%
科	463		9	298	0.04501%	493404	74.53%	79	16.53%
遊	464		12	298	0.04501%	493702	74.57%	95	19.87%
軍	465		9	297	0.04486%	493999	74.62%	77	16.11%
病	466		10	296	0.04471%	494295	74.66%	92	19.25%
告	467		7	295	0.04456%	494590	74.71%	143	29.92%
善	468		12	294	0.04441%	494884	74.75%	127	26.57%
若	469		9	294	0.04441%	495178	74.79%	138	28.87%
夠	470		11	293	0.04426%	495471	74.84%	163	34.10%
歡	471		22	293	0.04426%	495764	74.88%	141	29.50%
庭	472		10	292	0.04411%	496056	74.93%	100	20.92%
景	473		12	292	0.04411%	496348	74.97%	128	26.78%
引	474		4	290	0.0438%	496638	75.02%	173	36.19%
限	475		8	290	0.0438%	496928	75.06%	139	29.08%
