單字	序號	部首	筆劃	頻次	頻率	累積頻次	累積頻率	見檔次	見檔率
猴	2531		12	13	0.001964%	652122	98.50%	7	1.46%
玄	2532		5	13	0.001964%	652135	98.50%	11	2.30%
瑯	2533		13	13	0.001964%	652148	98.50%	4	0.84%
盯	2534		7	13	0.001964%	652161	98.51%	9	1.88%
睜	2535		13	13	0.001964%	652174	98.51%	10	2.09%
砰	2536		10	13	0.001964%	652187	98.51%	2	0.42%
磚	2537		16	13	0.001964%	652200	98.51%	8	1.67%
禪	2538		16	13	0.001964%	652213	98.51%	6	1.25%
禾	2539		5	13	0.001964%	652226	98.52%	10	2.09%
筒	2540		12	13	0.001964%	652239	98.52%	8	1.67%
絮	2541		12	13	0.001964%	652252	98.52%	10	2.09%
縛	2542		16	13	0.001964%	652265	98.52%	13	2.72%
纍	2543		21	13	0.001964%	652278	98.52%	5	1.05%
翩	2544		15	13	0.001964%	652291	98.53%	6	1.25%
肢	2545		8	13	0.001964%	652304	98.53%	8	1.67%
腫	2546		13	13	0.001964%	652317	98.53%	8	1.67%
臟	2547		22	13	0.001964%	652330	98.53%	13	2.72%
苔	2548		9	13	0.001964%	652343	98.53%	8	1.67%
蔣	2549		15	13	0.001964%	652356	98.54%	10	2.09%
蜂	2550		13	13	0.001964%	652369	98.54%	10	2.09%
螺	2551		17	13	0.001964%	652382	98.54%	9	1.88%
蠅	2552		19	13	0.001964%	652395	98.54%	7	1.46%
蠟	2553		21	13	0.001964%	652408	98.54%	4	0.84%
覓	2554		11	13	0.001964%	652421	98.55%	13	2.72%
訣	2555		11	13	0.001964%	652434	98.55%	5	1.05%
豎	2556		15	13	0.001964%	652447	98.55%	13	2.72%
邁	2557		16	13	0.001964%	652460	98.55%	11	2.30%
釉	2558		13	13	0.001964%	652473	98.55%	3	0.63%
鋒	2559		15	13	0.001964%	652486	98.56%	10	2.09%
鎊	2560		18	13	0.001964%	652499	98.56%	7	1.46%
閣	2561		14	13	0.001964%	652512	98.56%	10	2.09%
靡	2562		19	13	0.001964%	652525	98.56%	5	1.05%
鹿	2563		11	13	0.001964%	652538	98.56%	7	1.46%
乞	2564		3	12	0.001813%	652550	98.57%	8	1.67%
傀	2565		12	12	0.001813%	652562	98.57%	5	1.05%
儡	2566		17	12	0.001813%	652574	98.57%	5	1.05%
募	2567		13	12	0.001813%	652586	98.57%	6	1.25%
唔	2568		10	12	0.001813%	652598	98.57%	9	1.88%
嘯	2569		15	12	0.001813%	652610	98.57%	11	2.30%
嚮	2570		18	12	0.001813%	652622	98.58%	11	2.30%
塾	2571		14	12	0.001813%	652634	98.58%	4	0.84%
宛	2572		8	12	0.001813%	652646	98.58%	12	2.51%
屁	2573		7	12	0.001813%	652658	98.58%	9	1.88%
巾	2574		3	12	0.001813%	652670	98.58%	8	1.67%
廓	2575		14	12	0.001813%	652682	98.59%	11	2.30%
恍	2576		9	12	0.001813%	652694	98.59%	11	2.30%
悽	2577		11	12	0.001813%	652706	98.59%	10	2.09%
惆	2578		11	12	0.001813%	652718	98.59%	10	2.09%
拯	2579		9	12	0.001813%	652730	98.59%	8	1.67%
拳	2580		10	12	0.001813%	652742	98.59%	8	1.67%
撐	2581		15	12	0.001813%	652754	98.60%	10	2.09%
撕	2582		15	12	0.001813%	652766	98.60%	10	2.09%
斬	2583		11	12	0.001813%	652778	98.60%	10	2.09%
晉	2584		10	12	0.001813%	652790	98.60%	9	1.88%
晃	2585		10	12	0.001813%	652802	98.60%	7	1.46%
暈	2586		13	12	0.001813%	652814	98.61%	9	1.88%
曇	2587		16	12	0.001813%	652826	98.61%	3	0.63%
朦	2588		18	12	0.001813%	652838	98.61%	8	1.67%
樞	2589		15	12	0.001813%	652850	98.61%	8	1.67%
洶	2590		9	12	0.001813%	652862	98.61%	11	2.30%
湄	2591		12	12	0.001813%	652874	98.61%	4	0.84%
漓	2592		14	12	0.001813%	652886	98.62%	8	1.67%
漾	2593		14	12	0.001813%	652898	98.62%	11	2.30%
濘	2594		17	12	0.001813%	652910	98.62%	9	1.88%
烘	2595		10	12	0.001813%	652922	98.62%	9	1.88%
爍	2596		19	12	0.001813%	652934	98.62%	9	1.88%
瘡	2597		15	12	0.001813%	652946	98.63%	9	1.88%
癌	2598		17	12	0.001813%	652958	98.63%	7	1.46%
皺	2599		15	12	0.001813%	652970	98.63%	11	2.30%
碟	2600		14	12	0.001813%	652982	98.63%	8	1.67%
稠	2601		13	12	0.001813%	652994	98.63%	12	2.51%
稻	2602		15	12	0.001813%	653006	98.63%	10	2.09%
笛	2603		11	12	0.001813%	653018	98.64%	10	2.09%
箕	2604		14	12	0.001813%	653030	98.64%	11	2.30%
篤	2605		16	12	0.001813%	653042	98.64%	8	1.67%
簌	2606		17	12	0.001813%	653054	98.64%	5	1.05%
耍	2607		9	12	0.001813%	653066	98.64%	8	1.67%
膳	2608		16	12	0.001813%	653078	98.65%	4	0.84%
舜	2609		12	12	0.001813%	653090	98.65%	6	1.25%
葱	2610		13	12	0.001813%	653102	98.65%	10	2.09%
蔓	2611		15	12	0.001813%	653114	98.65%	12	2.51%
袍	2612		10	12	0.001813%	653126	98.65%	8	1.67%
訝	2613		11	12	0.001813%	653138	98.65%	11	2.30%
誓	2614		14	12	0.001813%	653150	98.66%	10	2.09%
謬	2615		18	12	0.001813%	653162	98.66%	6	1.25%
賀	2616		12	12	0.001813%	653174	98.66%	9	1.88%
貶	2617		12	12	0.001813%	653186	98.66%	7	1.46%
賊	2618		13	12	0.001813%	653198	98.66%	7	1.46%
賜	2619		15	12	0.001813%	653210	98.67%	12	2.51%
趙	2620		14	12	0.001813%	653222	98.67%	6	1.25%
趾	2621		11	12	0.001813%	653234	98.67%	6	1.25%
蹈	2622		17	12	0.001813%	653246	98.67%	12	2.51%
郁	2623		8	12	0.001813%	653258	98.67%	11	2.30%
錶	2624		16	12	0.001813%	653270	98.67%	9	1.88%
鑄	2625		22	12	0.001813%	653282	98.68%	6	1.25%
鑲	2626		25	12	0.001813%	653294	98.68%	11	2.30%
鞂	2627		14	12	0.001813%	653306	98.68%	2	0.42%
餅	2628		14	12	0.001813%	653318	98.68%	8	1.67%
馮	2629		12	12	0.001813%	653330	98.68%	8	1.67%
亟	2630		8	11	0.001662%	653341	98.68%	10	2.09%
亨	2631		7	11	0.001662%	653352	98.69%	4	0.84%
俠	2632		9	11	0.001662%	653363	98.69%	11	2.30%
倖	2633		10	11	0.001662%	653374	98.69%	7	1.46%
凱	2634		12	11	0.001662%	653385	98.69%	8	1.67%
刑	2635		6	11	0.001662%	653396	98.69%	4	0.84%
划	2636		6	11	0.001662%	653407	98.69%	6	1.25%
券	2637		8	11	0.001662%	653418	98.70%	9	1.88%
剌	2638		9	11	0.001662%	653429	98.70%	9	1.88%
匈	2639		6	11	0.001662%	653440	98.70%	4	0.84%
喬	2640		12	11	0.001662%	653451	98.70%	7	1.46%
嗽	2641		14	11	0.001662%	653462	98.70%	5	1.05%
圳	2642		6	11	0.001662%	653473	98.70%	5	1.05%
孕	2643		5	11	0.001662%	653484	98.71%	10	2.09%
崖	2644		11	11	0.001662%	653495	98.71%	7	1.46%
巖	2645		23	11	0.001662%	653506	98.71%	9	1.88%
庶	2646		11	11	0.001662%	653517	98.71%	6	1.25%
弊	2647		14	11	0.001662%	653528	98.71%	9	1.88%
怯	2648		8	11	0.001662%	653539	98.71%	10	2.09%
惕	2649		11	11	0.001662%	653550	98.72%	10	2.09%
懦	2650		17	11	0.001662%	653561	98.72%	10	2.09%
拼	2651		9	11	0.001662%	653572	98.72%	8	1.67%
摔	2652		14	11	0.001662%	653583	98.72%	11	2.30%
擎	2653		17	11	0.001662%	653594	98.72%	10	2.09%
曹	2654		11	11	0.001662%	653605	98.72%	8	1.67%
朿	2655		6	11	0.001662%	653616	98.73%	7	1.46%
杏	2656		7	11	0.001662%	653627	98.73%	4	0.84%
梳	2657		10	11	0.001662%	653638	98.73%	7	1.46%
栽	2658		10	11	0.001662%	653649	98.73%	9	1.88%
槳	2659		15	11	0.001662%	653660	98.73%	5	1.05%
歉	2660		14	11	0.001662%	653671	98.73%	9	1.88%
氫	2661		11	11	0.001662%	653682	98.74%	4	0.84%
淒	2662		11	11	0.001662%	653693	98.74%	8	1.67%
湛	2663		12	11	0.001662%	653704	98.74%	6	1.25%
漏	2664		14	11	0.001662%	653715	98.74%	9	1.88%
澡	2665		16	11	0.001662%	653726	98.74%	4	0.84%
濯	2666		17	11	0.001662%	653737	98.74%	8	1.67%
濺	2667		18	11	0.001662%	653748	98.75%	8	1.67%
炊	2668		8	11	0.001662%	653759	98.75%	10	2.09%
焰	2669		12	11	0.001662%	653770	98.75%	11	2.30%
煞	2670		13	11	0.001662%	653781	98.75%	11	2.30%
熙	2671		14	11	0.001662%	653792	98.75%	8	1.67%
爪	2672		4	11	0.001662%	653803	98.75%	10	2.09%
痺	2673		13	11	0.001662%	653814	98.76%	2	0.42%
碩	2674		14	11	0.001662%	653825	98.76%	8	1.67%
穀	2675		15	11	0.001662%	653836	98.76%	6	1.25%
稽	2676		15	11	0.001662%	653847	98.76%	10	2.09%
筲	2677		13	11	0.001662%	653858	98.76%	10	2.09%
紮	2678		11	11	0.001662%	653869	98.76%	9	1.88%
紳	2679		11	11	0.001662%	653880	98.77%	8	1.67%
締	2680		15	11	0.001662%	653891	98.77%	6	1.25%
繽	2681		20	11	0.001662%	653902	98.77%	9	1.88%
羈	2682		24	11	0.001662%	653913	98.77%	10	2.09%
脂	2683		10	11	0.001662%	653924	98.77%	9	1.88%
臼	2684		6	11	0.001662%	653935	98.77%	3	0.63%
茅	2685		9	11	0.001662%	653946	98.78%	10	2.09%
茸	2686		10	11	0.001662%	653957	98.78%	6	1.25%
莉	2687		11	11	0.001662%	653968	98.78%	8	1.67%
葵	2688		13	11	0.001662%	653979	98.78%	9	1.88%
蔚	2689		15	11	0.001662%	653990	98.78%	11	2.30%
蔑	2690		15	11	0.001662%	654001	98.78%	8	1.67%
裸	2691		13	11	0.001662%	654012	98.79%	7	1.46%
蹲	2692		19	11	0.001662%	654023	98.79%	9	1.88%
酌	2693		10	11	0.001662%	654034	98.79%	8	1.67%
酵	2694		14	11	0.001662%	654045	98.79%	6	1.25%
鈉	2695		12	11	0.001662%	654056	98.79%	3	0.63%
閩	2696		14	11	0.001662%	654067	98.79%	2	0.42%
闡	2697		20	11	0.001662%	654078	98.80%	9	1.88%
頸	2698		16	11	0.001662%	654089	98.80%	8	1.67%
髒	2699		22	11	0.001662%	654100	98.80%	6	1.25%
髓	2700		23	11	0.001662%	654111	98.80%	5	1.05%
鬚	2701		22	11	0.001662%	654122	98.80%	9	1.88%
侍	2702		8	10	0.00151%	654132	98.80%	10	2.09%
偎	2703		11	10	0.00151%	654142	98.81%	9	1.88%
僧	2704		14	10	0.00151%	654152	98.81%	6	1.25%
僚	2705		14	10	0.00151%	654162	98.81%	8	1.67%
僻	2706		15	10	0.00151%	654172	98.81%	10	2.09%
冶	2707		7	10	0.00151%	654182	98.81%	7	1.46%
刃	2708		3	10	0.00151%	654192	98.81%	9	1.88%
劍	2709		15	10	0.00151%	654202	98.81%	10	2.09%
叩	2710		5	10	0.00151%	654212	98.82%	6	1.25%
吏	2711		6	10	0.00151%	654222	98.82%	5	1.05%
吋	2712		6	10	0.00151%	654232	98.82%	7	1.46%
吝	2713		7	10	0.00151%	654242	98.82%	9	1.88%
吶	2714		7	10	0.00151%	654252	98.82%	6	1.25%
哦	2715		10	10	0.00151%	654262	98.82%	10	2.09%
喂	2716		12	10	0.00151%	654272	98.83%	8	1.67%
噬	2717		16	10	0.00151%	654282	98.83%	9	1.88%
圃	2718		10	10	0.00151%	654292	98.83%	8	1.67%
堵	2719		11	10	0.00151%	654302	98.83%	7	1.46%
埭	2720		11	10	0.00151%	654312	98.83%	1	0.21%
奢	2721		11	10	0.00151%	654322	98.83%	9	1.88%
嬉	2722		15	10	0.00151%	654332	98.83%	10	2.09%
屹	2723		6	10	0.00151%	654342	98.84%	10	2.09%
巔	2724		22	10	0.00151%	654352	98.84%	8	1.67%
庠	2725		9	10	0.00151%	654362	98.84%	1	0.21%
抨	2726		8	10	0.00151%	654372	98.84%	6	1.25%
旬	2727		6	10	0.00151%	654382	98.84%	8	1.67%
昆	2728		8	10	0.00151%	654392	98.84%	9	1.88%
榆	2729		13	10	0.00151%	654402	98.85%	3	0.63%
殉	2730		10	10	0.00151%	654412	98.85%	8	1.67%
汝	2731		6	10	0.00151%	654422	98.85%	6	1.25%
汲	2732		7	10	0.00151%	654432	98.85%	5	1.05%
溯	2733		13	10	0.00151%	654442	98.85%	10	2.09%
漣	2734		14	10	0.00151%	654452	98.85%	8	1.67%
澎	2735		15	10	0.00151%	654462	98.85%	10	2.09%
烤	2736		10	10	0.00151%	654472	98.86%	4	0.84%
熬	2737		15	10	0.00151%	654482	98.86%	8	1.67%
熾	2738		16	10	0.00151%	654492	98.86%	10	2.09%
璞	2739		16	10	0.00151%	654502	98.86%	3	0.63%
砌	2740		9	10	0.00151%	654512	98.86%	10	2.09%
砲	2741		10	10	0.00151%	654522	98.86%	6	1.25%
礫	2742		20	10	0.00151%	654532	98.86%	4	0.84%
禽	2743		13	10	0.00151%	654542	98.87%	5	1.05%
竄	2744		18	10	0.00151%	654552	98.87%	7	1.46%
簿	2745		19	10	0.00151%	654562	98.87%	8	1.67%
罕	2746		7	10	0.00151%	654572	98.87%	9	1.88%
翌	2747		11	10	0.00151%	654582	98.87%	8	1.67%
肝	2748		7	10	0.00151%	654592	98.87%	10	2.09%
苗	2749		9	10	0.00151%	654602	98.88%	10	2.09%
茁	2750		9	10	0.00151%	654612	98.88%	9	1.88%
菩	2751		12	10	0.00151%	654622	98.88%	3	0.63%
蔬	2752		15	10	0.00151%	654632	98.88%	9	1.88%
藤	2753		19	10	0.00151%	654642	98.88%	7	1.46%
蘋	2754		20	10	0.00151%	654652	98.88%	3	0.63%
虞	2755		13	10	0.00151%	654662	98.88%	10	2.09%
蛙	2756		12	10	0.00151%	654672	98.89%	6	1.25%
蜿	2757		14	10	0.00151%	654682	98.89%	8	1.67%
螢	2758		16	10	0.00151%	654692	98.89%	10	2.09%
衍	2759		9	10	0.00151%	654702	98.89%	9	1.88%
裔	2760		13	10	0.00151%	654712	98.89%	8	1.67%
詐	2761		12	10	0.00151%	654722	98.89%	9	1.88%
諭	2762		16	10	0.00151%	654732	98.89%	7	1.46%
辱	2763		10	10	0.00151%	654742	98.90%	10	2.09%
遏	2764		12	10	0.00151%	654752	98.90%	7	1.46%
醇	2765		15	10	0.00151%	654762	98.90%	4	0.84%
隸	2766		17	10	0.00151%	654772	98.90%	7	1.46%
餌	2767		14	10	0.00151%	654782	98.90%	4	0.84%
餉	2768		14	10	0.00151%	654792	98.90%	3	0.63%
馴	2769		13	10	0.00151%	654802	98.91%	7	1.46%
鬢	2770		24	10	0.00151%	654812	98.91%	9	1.88%
魏	2771		18	10	0.00151%	654822	98.91%	7	1.46%
亥	2772		6	9	0.001359%	654831	98.91%	6	1.25%
佇	2773		7	9	0.001359%	654840	98.91%	8	1.67%
倔	2774		10	9	0.001359%	654849	98.91%	5	1.05%
儼	2775		22	9	0.001359%	654858	98.91%	7	1.46%
凈	2776		10	9	0.001359%	654867	98.92%	8	1.67%
吱	2777		7	9	0.001359%	654876	98.92%	4	0.84%
咽	2778		9	9	0.001359%	654885	98.92%	8	1.67%
喫	2779		12	9	0.001359%	654894	98.92%	4	0.84%
嚷	2780		20	9	0.001359%	654903	98.92%	7	1.46%
壑	2781		17	9	0.001359%	654912	98.92%	8	1.67%
壟	2782		19	9	0.001359%	654921	98.92%	6	1.25%
夭	2783		4	9	0.001359%	654930	98.92%	5	1.05%
嫣	2784		14	9	0.001359%	654939	98.93%	6	1.25%
寓	2785		12	9	0.001359%	654948	98.93%	7	1.46%
寮	2786		15	9	0.001359%	654957	98.93%	5	1.05%
屏	2787		9	9	0.001359%	654966	98.93%	9	1.88%
庇	2788		7	9	0.001359%	654975	98.93%	9	1.88%
彭	2789		12	9	0.001359%	654984	98.93%	4	0.84%
悴	2790		11	9	0.001359%	654993	98.93%	9	1.88%
憊	2791		16	9	0.001359%	655002	98.94%	8	1.67%
懶	2792		19	9	0.001359%	655011	98.94%	9	1.88%
扁	2793		9	9	0.001359%	655020	98.94%	7	1.46%
抄	2794		7	9	0.001359%	655029	98.94%	7	1.46%
捷	2795		11	9	0.001359%	655038	98.94%	9	1.88%
揀	2796		12	9	0.001359%	655047	98.94%	8	1.67%
搗	2797		13	9	0.001359%	655056	98.94%	7	1.46%
撇	2798		14	9	0.001359%	655065	98.95%	9	1.88%
擲	2799		18	9	0.001359%	655074	98.95%	9	1.88%
晒	2800		10	9	0.001359%	655083	98.95%	8	1.67%
暨	2801		14	9	0.001359%	655092	98.95%	8	1.67%
朧	2802		20	9	0.001359%	655101	98.95%	7	1.46%
杆	2803		7	9	0.001359%	655110	98.95%	6	1.25%
柿	2804		9	9	0.001359%	655119	98.95%	3	0.63%
桐	2805		10	9	0.001359%	655128	98.95%	5	1.05%
桶	2806		11	9	0.001359%	655137	98.96%	7	1.46%
棋	2807		12	9	0.001359%	655146	98.96%	7	1.46%
棍	2808		12	9	0.001359%	655155	98.96%	8	1.67%
橡	2809		16	9	0.001359%	655164	98.96%	4	0.84%
歪	2810		9	9	0.001359%	655173	98.96%	7	1.46%
汰	2811		7	9	0.001359%	655182	98.96%	9	1.88%
沫	2812		8	9	0.001359%	655191	98.96%	9	1.88%
涌	2813		10	9	0.001359%	655200	98.97%	7	1.46%
湃	2814		12	9	0.001359%	655209	98.97%	9	1.88%
漪	2815		14	9	0.001359%	655218	98.97%	7	1.46%
灶	2816		7	9	0.001359%	655227	98.97%	6	1.25%
狄	2817		7	9	0.001359%	655236	98.97%	7	1.46%
瓣	2818		19	9	0.001359%	655245	98.97%	8	1.67%
甫	2819		7	9	0.001359%	655254	98.97%	7	1.46%
畸	2820		13	9	0.001359%	655263	98.98%	5	1.05%
疫	2821		9	9	0.001359%	655272	98.98%	8	1.67%
癮	2822		22	9	0.001359%	655281	98.98%	5	1.05%
眷	2823		11	9	0.001359%	655290	98.98%	8	1.67%
瞻	2824		18	9	0.001359%	655299	98.98%	9	1.88%
矩	2825		10	9	0.001359%	655308	98.98%	8	1.67%
矯	2826		17	9	0.001359%	655317	98.98%	5	1.05%
祺	2827		12	9	0.001359%	655326	98.98%	4	0.84%
穎	2828		16	9	0.001359%	655335	98.99%	5	1.05%
竊	2829		23	9	0.001359%	655344	98.99%	7	1.46%
簸	2830		19	9	0.001359%	655353	98.99%	7	1.46%
簷	2831		19	9	0.001359%	655362	98.99%	9	1.88%
缸	2832		9	9	0.001359%	655371	98.99%	5	1.05%
聾	2833		22	9	0.001359%	655380	98.99%	3	0.63%
肺	2834		8	9	0.001359%	655389	98.99%	7	1.46%
膽	2835		17	9	0.001359%	655398	99.00%	7	1.46%
舶	2836		11	9	0.001359%	655407	99.00%	6	1.25%
茵	2837		10	9	0.001359%	655416	99.00%	7	1.46%
萍	2838		12	9	0.001359%	655425	99.00%	5	1.05%
蕉	2839		16	9	0.001359%	655434	99.00%	8	1.67%
虔	2840		10	9	0.001359%	655443	99.00%	9	1.88%
蜒	2841		14	9	0.001359%	655452	99.00%	7	1.46%
蠶	2842		24	9	0.001359%	655461	99.01%	4	0.84%
裨	2843		13	9	0.001359%	655470	99.01%	8	1.67%
裳	2844		14	9	0.001359%	655479	99.01%	9	1.88%
諦	2845		16	9	0.001359%	655488	99.01%	6	1.25%
諧	2846		16	9	0.001359%	655497	99.01%	7	1.46%
譏	2847		19	9	0.001359%	655506	99.01%	7	1.46%
豫	2848		16	9	0.001359%	655515	99.01%	6	1.25%
賸	2849		17	9	0.001359%	655524	99.01%	9	1.88%
蹓	2850		17	9	0.001359%	655533	99.02%	6	1.25%
輿	2851		17	9	0.001359%	655542	99.02%	6	1.25%
郡	2852		9	9	0.001359%	655551	99.02%	5	1.05%
醬	2853		18	9	0.001359%	655560	99.02%	3	0.63%
鈾	2854		13	9	0.001359%	655569	99.02%	1	0.21%
鍛	2855		17	9	0.001359%	655578	99.02%	8	1.67%
閘	2856		13	9	0.001359%	655587	99.02%	5	1.05%
霖	2857		16	9	0.001359%	655596	99.03%	4	0.84%
頃	2858		11	9	0.001359%	655605	99.03%	7	1.46%
驀	2859		21	9	0.001359%	655614	99.03%	9	1.88%
骯	2860		14	9	0.001359%	655623	99.03%	5	1.05%
齲	2861		24	9	0.001359%	655632	99.03%	1	0.21%
龕	2862		22	9	0.001359%	655641	99.03%	4	0.84%
仗	2863		5	8	0.001208%	655649	99.03%	7	1.46%
倣	2864		10	8	0.001208%	655657	99.03%	7	1.46%
偵	2865		11	8	0.001208%	655665	99.04%	4	0.84%
僵	2866		15	8	0.001208%	655673	99.04%	8	1.67%
兌	2867		7	8	0.001208%	655681	99.04%	3	0.63%
兜	2868		11	8	0.001208%	655689	99.04%	6	1.25%
凹	2869		5	8	0.001208%	655697	99.04%	8	1.67%
厥	2870		12	8	0.001208%	655705	99.04%	8	1.67%
叮	2871		5	8	0.001208%	655713	99.04%	6	1.25%
叨	2872		5	8	0.001208%	655721	99.04%	5	1.05%
吁	2873		6	8	0.001208%	655729	99.05%	6	1.25%
咱	2874		9	8	0.001208%	655737	99.05%	2	0.42%
喔	2875		12	8	0.001208%	655745	99.05%	3	0.63%
喲	2876		12	8	0.001208%	655753	99.05%	7	1.46%
喻	2877		12	8	0.001208%	655761	99.05%	7	1.46%
啾	2878		12	8	0.001208%	655769	99.05%	4	0.84%
嗣	2879		13	8	0.001208%	655777	99.05%	6	1.25%
噢	2880		16	8	0.001208%	655785	99.05%	6	1.25%
垠	2881		9	8	0.001208%	655793	99.06%	8	1.67%
塌	2882		13	8	0.001208%	655801	99.06%	8	1.67%
妒	2883		7	8	0.001208%	655809	99.06%	8	1.67%
婉	2884		11	8	0.001208%	655817	99.06%	5	1.05%
寐	2885		12	8	0.001208%	655825	99.06%	6	1.25%
岑	2886		7	8	0.001208%	655833	99.06%	6	1.25%
巳	2887		3	8	0.001208%	655841	99.06%	4	0.84%
廬	2888		19	8	0.001208%	655849	99.06%	6	1.25%
弔	2889		4	8	0.001208%	655857	99.06%	7	1.46%
御	2890		11	8	0.001208%	655865	99.07%	4	0.84%
愴	2891		13	8	0.001208%	655873	99.07%	7	1.46%
慚	2892		14	8	0.001208%	655881	99.07%	8	1.67%
憔	2893		15	8	0.001208%	655889	99.07%	8	1.67%
扔	2894		5	8	0.001208%	655897	99.07%	3	0.63%
拐	2895		8	8	0.001208%	655905	99.07%	7	1.46%
昭	2896		9	8	0.001208%	655913	99.07%	8	1.67%
曙	2897		17	8	0.001208%	655921	99.07%	8	1.67%
杖	2898		7	8	0.001208%	655929	99.08%	5	1.05%
枉	2899		8	8	0.001208%	655937	99.08%	7	1.46%
棠	2900		12	8	0.001208%	655945	99.08%	2	0.42%
楷	2901		13	8	0.001208%	655953	99.08%	4	0.84%
榻	2902		14	8	0.001208%	655961	99.08%	6	1.25%
樁	2903		15	8	0.001208%	655969	99.08%	7	1.46%
涎	2904		11	8	0.001208%	655977	99.08%	7	1.46%
湘	2905		12	8	0.001208%	655985	99.08%	7	1.46%
滄	2906		13	8	0.001208%	655993	99.09%	7	1.46%
滌	2907		14	8	0.001208%	656001	99.09%	8	1.67%
漉	2908		14	8	0.001208%	656009	99.09%	4	0.84%
潺	2909		15	8	0.001208%	656017	99.09%	4	0.84%
濾	2910		18	8	0.001208%	656025	99.09%	5	1.05%
炫	2911		9	8	0.001208%	656033	99.09%	8	1.67%
烹	2912		11	8	0.001208%	656041	99.09%	8	1.67%
猖	2913		11	8	0.001208%	656049	99.09%	6	1.25%
琺	2914		12	8	0.001208%	656057	99.10%	1	0.21%
疇	2915		19	8	0.001208%	656065	99.10%	8	1.67%
疚	2916		8	8	0.001208%	656073	99.10%	7	1.46%
痴	2917		13	8	0.001208%	656081	99.10%	5	1.05%
瘤	2918		15	8	0.001208%	656089	99.10%	2	0.42%
眶	2919		11	8	0.001208%	656097	99.10%	8	1.67%
眸	2920		11	8	0.001208%	656105	99.10%	7	1.46%
瞥	2921		16	8	0.001208%	656113	99.10%	6	1.25%
瞰	2922		17	8	0.001208%	656121	99.10%	4	0.84%
磬	2923		16	8	0.001208%	656129	99.11%	1	0.21%
禹	2924		9	8	0.001208%	656137	99.11%	3	0.63%
窪	2925		14	8	0.001208%	656145	99.11%	6	1.25%
籐	2926		21	8	0.001208%	656153	99.11%	7	1.46%
粮	2927		13	8	0.001208%	656161	99.11%	4	0.84%
粱	2928		13	8	0.001208%	656169	99.11%	2	0.42%
綵	2929		14	8	0.001208%	656177	99.11%	5	1.05%
緯	2930		15	8	0.001208%	656185	99.11%	4	0.84%
罐	2931		24	8	0.001208%	656193	99.12%	6	1.25%
腥	2932		13	8	0.001208%	656201	99.12%	7	1.46%
膛	2933		15	8	0.001208%	656209	99.12%	8	1.67%
膩	2934		16	8	0.001208%	656217	99.12%	7	1.46%
苑	2935		9	8	0.001208%	656225	99.12%	5	1.05%
藩	2936		19	8	0.001208%	656233	99.12%	5	1.05%
虐	2937		9	8	0.001208%	656241	99.12%	8	1.67%
蝦	2938		15	8	0.001208%	656249	99.12%	7	1.46%
褔	2939		14	8	0.001208%	656257	99.13%	4	0.84%
詭	2940		13	8	0.001208%	656265	99.13%	6	1.25%
謎	2941		17	8	0.001208%	656273	99.13%	6	1.25%
賤	2942		15	8	0.001208%	656281	99.13%	6	1.25%
贅	2943		18	8	0.001208%	656289	99.13%	7	1.46%
躂	2944		20	8	0.001208%	656297	99.13%	5	1.05%
軒	2945		10	8	0.001208%	656305	99.13%	5	1.05%
轄	2946		17	8	0.001208%	656313	99.13%	5	1.05%
迂	2947		6	8	0.001208%	656321	99.13%	5	1.05%
迢	2948		8	8	0.001208%	656329	99.14%	5	1.05%
遐	2949		12	8	0.001208%	656337	99.14%	7	1.46%
遽	2950		16	8	0.001208%	656345	99.14%	7	1.46%
釬	2951		11	8	0.001208%	656353	99.14%	2	0.42%
鐳	2952		21	8	0.001208%	656361	99.14%	1	0.21%
鑿	2953		28	8	0.001208%	656369	99.14%	5	1.05%
閥	2954		14	8	0.001208%	656377	99.14%	4	0.84%
霸	2955		21	8	0.001208%	656385	99.14%	7	1.46%
餵	2956		17	8	0.001208%	656393	99.15%	6	1.25%
驢	2957		26	8	0.001208%	656401	99.15%	6	1.25%
鯉	2958		18	8	0.001208%	656409	99.15%	6	1.25%
鱷	2959		27	8	0.001208%	656417	99.15%	2	0.42%
鴿	2960		17	8	0.001208%	656425	99.15%	8	1.67%
鷗	2961		22	8	0.001208%	656433	99.15%	8	1.67%
佑	2962		7	7	0.001057%	656440	99.15%	6	1.25%
伶	2963		7	7	0.001057%	656447	99.15%	6	1.25%
佬	2964		8	7	0.001057%	656454	99.16%	5	1.05%
俟	2965		9	7	0.001057%	656461	99.16%	7	1.46%
侷	2966		9	7	0.001057%	656468	99.16%	6	1.25%
傢	2967		12	7	0.001057%	656475	99.16%	6	1.25%
冤	2968		10	7	0.001057%	656482	99.16%	5	1.05%
凰	2969		11	7	0.001057%	656489	99.16%	4	0.84%
剖	2970		10	7	0.001057%	656496	99.16%	6	1.25%
占	2971		5	7	0.001057%	656503	99.16%	4	0.84%
吼	2972		7	7	0.001057%	656510	99.16%	7	1.46%
哺	2973		10	7	0.001057%	656517	99.16%	7	1.46%
啄	2974		11	7	0.001057%	656524	99.17%	6	1.25%
啻	2975		12	7	0.001057%	656531	99.17%	6	1.25%
唾	2976		12	7	0.001057%	656538	99.17%	6	1.25%
嗟	2977		13	7	0.001057%	656545	99.17%	3	0.63%
嗇	2978		13	7	0.001057%	656552	99.17%	6	1.25%
