單字	序號	部首	筆劃	頻次	頻率	累積頻次	累積頻率	見檔次	見檔率
一	2		1	10843	1.637%	10843	5.711%	360	99.17%
的	1		8	26987	4.074%	37830	4.074%	358	98.62%
在	6		6	6756	1.020%	44586	10.32%	358	98.62%
有	7		6	6694	1.011%	51280	11.33%	352	96.97%
是	3		9	8712	1.315%	59992	7.027%	346	95.32%
不	4		4	7660	1.156%	67652	8.183%	346	95.32%
上	16		3	3548	0.5357%	71200	17.39%	341	93.94%
中	13		4	3872	0.5846%	75072	15.73%	337	92.84%
人	8		2	5809	0.877%	80881	12.20%	336	92.56%
為	11		9	4682	0.7069%	85563	14.48%	336	92.56%
以	12		5	4427	0.6684%	89990	15.15%	334	92.01%
大	17		3	3431	0.518%	93421	17.90%	333	91.74%
來	20		8	3207	0.4842%	96628	19.40%	333	91.74%
時	18		10	3410	0.5148%	100038	18.42%	330	90.91%
自	40		6	2112	0.3189%	102150	27.02%	327	90.08%
而	19		6	3261	0.4923%	105411	18.91%	325	89.53%
可	25		5	2908	0.439%	108319	21.69%	323	88.98%
生	24		5	2998	0.4526%	111317	21.26%	322	88.71%
於	26		8	2882	0.4351%	114199	22.13%	322	88.71%
個	23		10	2999	0.4528%	117198	20.80%	320	88.15%
要	32		9	2310	0.3488%	119508	24.38%	320	88.15%
地	27		6	2714	0.4097%	122222	22.54%	319	87.88%
了	9		2	5211	0.7867%	127433	12.99%	318	87.60%
這	14		10	3833	0.5787%	131266	16.31%	318	87.60%
到	28		8	2618	0.3953%	133884	22.93%	316	87.05%
之	10		4	5162	0.7793%	139046	13.77%	314	86.50%
得	33		11	2304	0.3478%	141350	24.73%	313	86.23%
後	56		9	1780	0.2687%	143130	31.66%	312	85.95%
多	44		6	2014	0.3041%	145144	28.26%	310	85.40%
然	52		12	1855	0.2801%	146999	30.57%	310	85.40%
如	39		6	2122	0.3204%	149121	26.70%	309	85.12%
出	48		5	1897	0.2864%	151018	29.44%	309	85.12%
下	62		3	1690	0.2551%	152708	33.22%	309	85.12%
成	54		6	1831	0.2764%	154539	31.13%	307	84.57%
我	5		7	7375	1.113%	161914	9.297%	305	84.02%
所	30		8	2385	0.3601%	164299	23.68%	305	84.02%
對	49		14	1897	0.2864%	166196	29.73%	304	83.75%
過	61		12	1704	0.2573%	167900	32.97%	304	83.75%
會	37		13	2159	0.326%	170059	26.06%	302	83.20%
但	78		7	1445	0.2182%	171504	37.04%	300	82.64%
年	31		6	2357	0.3559%	173861	24.03%	298	82.09%
他	21		5	3179	0.480%	177040	19.88%	296	81.54%
也	29		3	2540	0.3835%	179580	23.32%	296	81.54%
能	43		10	2033	0.3069%	181613	27.95%	295	81.27%
前	89		9	1331	0.2009%	182944	39.32%	294	80.99%
們	22		10	3138	0.4738%	186082	20.35%	293	80.72%
同	84		6	1381	0.2085%	187463	38.30%	293	80.72%
經	68		13	1637	0.2471%	189100	34.73%	292	80.44%
發	59		12	1734	0.2618%	190834	32.45%	291	80.17%
其	36		8	2168	0.3273%	193002	25.73%	289	79.61%
已	85		3	1356	0.2047%	194358	38.51%	289	79.61%
說	34		14	2268	0.3424%	196626	25.07%	287	79.06%
此	55		6	1787	0.2698%	198413	31.40%	287	79.06%
因	60		6	1711	0.2583%	200124	32.71%	286	78.79%
無	76		12	1497	0.226%	201621	36.60%	286	78.79%
都	74		9	1530	0.231%	203151	36.15%	285	78.51%
當	87		13	1350	0.2038%	204501	38.91%	285	78.51%
就	46		12	1969	0.2973%	206470	28.86%	284	78.24%
家	51		10	1861	0.281%	208331	30.29%	284	78.24%
面	72		9	1563	0.236%	209894	35.69%	284	78.24%
日	73		4	1548	0.2337%	211442	35.92%	284	78.24%
作	38		7	2141	0.3232%	213583	26.38%	283	77.96%
方	63		4	1679	0.2535%	215262	33.48%	282	77.69%
天	67		4	1645	0.2484%	216907	34.48%	282	77.69%
起	91		10	1299	0.1961%	218206	39.71%	280	77.13%
最	116		12	1076	0.1625%	219282	44.14%	278	76.58%
與	41		14	2073	0.313%	221355	27.33%	277	76.31%
去	77		5	1455	0.2197%	222810	36.82%	277	76.31%
和	50		8	1881	0.284%	224691	30.01%	275	75.76%
種	57		14	1750	0.2642%	226441	31.93%	274	75.48%
十	58		2	1745	0.2635%	228186	32.19%	274	75.48%
心	71		4	1568	0.2367%	229754	35.45%	274	75.48%
開	111		12	1103	0.1665%	230857	43.31%	274	75.48%
事	86		8	1350	0.2038%	232207	38.71%	273	75.21%
現	90		11	1301	0.1964%	233508	39.51%	273	75.21%
外	81		5	1386	0.2093%	234894	37.68%	272	74.93%
行	94		6	1277	0.1928%	236171	40.29%	272	74.93%
用	42		5	2069	0.3124%	238240	27.65%	271	74.66%
使	98		8	1221	0.1843%	239461	41.04%	270	74.38%
間	107		12	1131	0.1708%	240592	42.64%	270	74.38%
小	64		3	1677	0.2532%	242269	33.73%	268	73.83%
意	112		13	1101	0.1662%	243370	43.48%	268	73.83%
國	15		11	3592	0.5423%	246962	16.85%	266	73.28%
並	133		8	965	0.1457%	247927	46.72%	266	73.28%
由	93		5	1285	0.194%	249212	40.10%	264	72.73%
好	95		6	1274	0.1923%	250486	40.48%	264	72.73%
實	97		14	1227	0.1852%	251713	40.86%	264	72.73%
二	101		2	1211	0.1828%	252924	41.59%	264	72.73%
分	92		4	1298	0.196%	254222	39.91%	263	72.45%
又	105		2	1135	0.1714%	255357	42.30%	262	72.18%
將	136		11	941	0.1421%	256298	47.15%	262	72.18%
重	113		9	1101	0.1662%	257399	43.64%	260	71.63%
子	47		3	1951	0.2946%	259350	29.15%	259	71.35%
三	80		3	1397	0.2109%	260747	37.47%	259	71.35%
從	143		11	912	0.1377%	261659	48.13%	257	70.80%
正	150		5	889	0.1342%	262548	49.08%	255	70.25%
高	115		10	1090	0.1646%	263638	43.97%	254	69.97%
少	161		4	825	0.1246%	264463	50.50%	254	69.97%
向	193		6	713	0.1076%	265176	54.22%	253	69.70%
那	35		6	2208	0.3334%	267384	25.41%	252	69.42%
情	121		11	1039	0.1569%	268423	44.93%	252	69.42%
進	126		11	986	0.1489%	269409	45.69%	252	69.42%
常	140		11	922	0.1392%	270331	47.71%	252	69.42%
者	75		8	1498	0.2262%	271829	36.38%	251	69.15%
等	100		12	1214	0.1833%	273043	41.41%	251	69.15%
長	108		8	1122	0.1694%	274165	42.81%	250	68.87%
兩	132		8	971	0.1466%	275136	46.58%	250	68.87%
本	70		5	1599	0.2414%	276735	35.21%	248	68.32%
動	122		11	1022	0.1543%	277757	45.09%	247	68.04%
理	83		11	1384	0.209%	279141	38.09%	246	67.77%
美	99		9	1219	0.184%	280360	41.23%	245	67.49%
見	166		7	806	0.1217%	281166	51.12%	245	67.49%
點	139		17	923	0.1394%	282089	47.57%	244	67.22%
全	141		6	920	0.1389%	283009	47.85%	244	67.22%
定	134		8	956	0.1443%	283965	46.87%	242	66.67%
至	147		6	906	0.1368%	284871	48.68%	241	66.39%
及	69		4	1615	0.2438%	286486	34.97%	240	66.12%
果	154		8	871	0.1315%	287357	49.61%	240	66.12%
相	155		9	862	0.1301%	288219	49.74%	240	66.12%
更	162		7	822	0.1241%	289041	50.63%	239	65.84%
四	131		5	972	0.1467%	290013	46.43%	238	65.56%
加	119		5	1050	0.1585%	291063	44.62%	237	65.29%
些	125		8	987	0.149%	292050	45.54%	237	65.29%
力	152		2	881	0.133%	292931	49.35%	236	65.01%
想	96		13	1256	0.1896%	294187	40.67%	235	64.74%
沒	118		7	1063	0.1605%	295250	44.46%	234	64.46%
知	142		8	915	0.1381%	296165	47.99%	233	64.19%
看	104		9	1141	0.1723%	297306	42.13%	231	63.64%
還	144		16	911	0.1375%	298217	48.26%	231	63.64%
只	146		5	907	0.1369%	299124	48.54%	230	63.36%
應	148		17	895	0.1351%	300019	48.81%	230	63.36%
樣	123		15	1019	0.1538%	301038	45.24%	227	62.53%
學	45		16	2006	0.3029%	303044	28.56%	226	62.26%
法	79		8	1424	0.215%	304468	37.26%	226	62.26%
新	129		13	979	0.1478%	305447	46.14%	226	62.26%
道	145		12	908	0.1371%	306355	48.40%	226	62.26%
處	168		11	799	0.1206%	307154	51.36%	225	61.98%
次	177		6	773	0.1167%	307927	52.43%	224	61.71%
五	130		4	976	0.1474%	308903	46.28%	223	61.43%
明	163		8	817	0.1233%	309720	50.75%	223	61.43%
工	53		3	1844	0.2784%	311564	30.85%	222	61.16%
或	117		8	1071	0.1617%	312635	44.30%	222	61.16%
關	187		19	740	0.1117%	313375	53.57%	222	61.16%
何	212		7	656	0.09904%	314031	56.16%	222	61.16%
代	135		5	953	0.1439%	314984	47.01%	220	60.61%
每	189		7	727	0.1098%	315711	53.79%	220	60.61%
再	206		6	661	0.0998%	316372	55.56%	220	60.61%
部	114		10	1091	0.1647%	317463	43.81%	219	60.33%
曾	242		12	591	0.08923%	318054	58.97%	219	60.33%
必	200		5	676	0.1021%	318730	54.95%	217	59.78%
幾	232		12	618	0.0933%	319348	58.06%	217	59.78%
難	281		19	511	0.07715%	319859	62.20%	217	59.78%
原	178		10	763	0.1152%	320622	52.54%	216	59.50%
許	252		11	570	0.08606%	321192	59.85%	216	59.50%
著	102		12	1193	0.1801%	322385	41.77%	215	59.23%
頭	170		16	797	0.1203%	323182	51.60%	215	59.23%
問	176		11	776	0.1172%	323958	52.31%	215	59.23%
內	184		4	751	0.1134%	324709	53.23%	215	59.23%
且	247		5	581	0.08772%	325290	59.42%	215	59.23%
表	199		8	678	0.1024%	325968	54.85%	214	58.95%
主	120		5	1039	0.1569%	327007	44.77%	213	58.68%
平	180		5	760	0.1147%	327767	52.77%	213	58.68%
今	214		4	644	0.09723%	328411	56.35%	213	58.68%
很	158		9	850	0.1283%	329261	50.13%	212	58.40%
把	160		7	831	0.1255%	330092	50.38%	212	58.40%
手	205		4	667	0.1007%	330759	55.46%	212	58.40%
目	216		5	640	0.09662%	331399	56.54%	212	58.40%
立	194		5	708	0.1069%	332107	54.33%	211	58.13%
總	244		17	590	0.08908%	332697	59.15%	211	58.13%
位	181		7	757	0.1143%	333454	52.89%	210	57.85%
別	255		7	559	0.0844%	334013	60.10%	210	57.85%
麼	109		14	1120	0.1691%	335133	42.98%	209	57.58%
入	238		2	602	0.09089%	335735	58.61%	208	57.30%
近	258		7	552	0.08334%	336287	60.35%	208	57.30%
則	153		9	875	0.1321%	337162	49.48%	207	57.02%
月	159		4	844	0.1274%	338006	50.25%	207	57.02%
合	174		6	789	0.1191%	338795	52.08%	206	56.75%
受	231		8	620	0.09361%	339415	57.97%	206	56.75%
望	264		11	544	0.08213%	339959	60.85%	206	56.75%
像	149		14	889	0.1342%	340848	48.94%	205	56.47%
機	185		16	751	0.1134%	341599	53.34%	205	56.47%
世	186		5	741	0.1119%	342340	53.46%	205	56.47%
水	82		4	1385	0.2091%	343725	37.88%	204	56.20%
光	208		6	659	0.09949%	344384	55.76%	204	56.20%
身	240		7	598	0.09028%	344982	58.79%	204	56.20%
雖	295		17	497	0.07504%	345479	63.26%	204	56.20%
活	183		9	755	0.114%	346234	53.12%	202	55.65%
比	220		4	631	0.09527%	346865	56.93%	202	55.65%
先	167		6	801	0.1209%	347666	51.24%	201	55.37%
變	291		23	501	0.07564%	348167	62.96%	201	55.37%
物	157		8	851	0.1285%	349018	50.00%	199	54.82%
被	275		10	520	0.07851%	349538	61.73%	199	54.82%
直	299		8	490	0.07398%	350028	63.56%	199	54.82%
感	195		13	707	0.1067%	350735	54.44%	198	54.55%
深	304		11	485	0.07322%	351220	63.92%	198	54.55%
公	110		4	1116	0.1685%	352336	43.15%	197	54.27%
各	151		6	884	0.1335%	353220	49.21%	197	54.27%
非	243		8	591	0.08923%	353811	59.06%	197	54.27%
它	127		5	984	0.1486%	354795	45.84%	196	53.99%
回	201		6	674	0.1018%	355469	55.06%	195	53.72%
度	213		9	649	0.09798%	356118	56.25%	195	53.72%
數	239		15	601	0.09074%	356719	58.70%	195	53.72%
界	235		9	611	0.09225%	357330	58.34%	194	53.44%
給	225		12	627	0.09466%	357957	57.40%	193	53.17%
文	88		4	1332	0.2011%	359289	39.12%	192	52.89%
西	197		6	682	0.103%	359971	54.65%	191	52.62%
真	210		10	658	0.09934%	360629	55.96%	191	52.62%
特	233		10	617	0.09315%	361246	58.15%	191	52.62%
體	207		23	661	0.0998%	361907	55.66%	190	52.34%
利	156		7	858	0.1295%	362765	49.87%	189	52.07%
未	315		5	473	0.07141%	363238	64.72%	189	52.07%
太	164		4	812	0.1226%	364050	50.87%	188	51.79%
形	175		7	782	0.1181%	364832	52.20%	188	51.79%
氣	198		10	678	0.1024%	365510	54.75%	188	51.79%
名	226		6	626	0.09451%	366136	57.50%	188	51.79%
才	262		3	548	0.08273%	366684	60.69%	188	51.79%
性	191		8	726	0.1096%	367410	54.01%	187	51.52%
期	224		12	627	0.09466%	368037	57.31%	187	51.52%
便	215		9	641	0.09678%	368678	56.45%	186	51.24%
接	271		11	529	0.07987%	369207	61.42%	186	51.24%
風	236		9	609	0.09194%	369816	58.43%	185	50.96%
即	237		7	604	0.09119%	370420	58.52%	185	50.96%
任	308		6	482	0.07277%	370902	64.22%	185	50.96%
色	173		6	790	0.1193%	371692	51.96%	184	50.69%
第	230		11	621	0.09376%	372313	57.87%	184	50.69%
論	267		15	540	0.08153%	372853	61.10%	184	50.69%
業	66		13	1646	0.2485%	374499	34.23%	183	50.41%
該	266		13	540	0.08153%	375039	61.01%	183	50.41%
白	228		5	623	0.09406%	375662	57.69%	182	50.14%
結	290		12	501	0.07564%	376163	62.88%	182	50.14%
解	298		13	491	0.07413%	376654	63.48%	182	50.14%
東	289		8	501	0.07564%	377155	62.81%	181	49.86%
化	165		4	811	0.1224%	377966	51.00%	180	49.59%
己	204		3	670	0.1012%	378636	55.36%	180	49.59%
口	202		3	672	0.1015%	379308	55.16%	179	49.31%
完	346		7	433	0.06537%	379741	66.83%	179	49.31%
通	276		10	515	0.07775%	380256	61.81%	178	49.04%
甚	310		9	482	0.07277%	380738	64.36%	178	49.04%
似	337		7	442	0.06673%	381180	66.24%	178	49.04%
萬	268		13	536	0.08092%	381716	61.18%	177	48.76%
遠	305		13	485	0.07322%	382201	64.00%	177	48.76%
切	351		4	426	0.06432%	382627	67.15%	177	48.76%
步	379		7	391	0.05903%	383018	68.88%	177	48.76%
容	399		10	376	0.05677%	383394	70.04%	177	48.76%
海	137		10	933	0.1409%	384327	47.29%	175	48.21%
做	284		11	503	0.07594%	384830	62.43%	175	48.21%
提	286		12	502	0.07579%	385332	62.58%	175	48.21%
反	323		4	460	0.06945%	385792	65.29%	175	48.21%
除	368		9	402	0.06069%	386194	68.22%	175	48.21%
流	272		9	526	0.07941%	386720	61.50%	174	47.93%
百	217		6	639	0.09647%	387359	56.64%	173	47.66%
始	366		8	407	0.06145%	387766	68.10%	173	47.66%
花	172		8	794	0.1199%	388560	51.84%	172	47.38%
觀	282		25	509	0.07685%	389069	62.28%	172	47.38%
影	283		15	504	0.07609%	389573	62.35%	172	47.38%
言	318		7	468	0.07066%	390041	64.94%	171	47.11%
求	331		7	450	0.06794%	390491	65.83%	171	47.11%
足	422		7	349	0.05269%	390840	71.29%	171	47.11%
往	273		8	523	0.07896%	391363	61.58%	170	46.83%
故	287		9	502	0.07579%	391865	62.65%	169	46.56%
失	384		5	388	0.05858%	392253	69.17%	169	46.56%
愛	253		13	563	0.085%	392816	59.93%	168	46.28%
認	320		14	467	0.07051%	393283	65.08%	168	46.28%
滿	370		14	399	0.06024%	393682	68.34%	168	46.28%
六	261		4	549	0.08289%	394231	60.60%	167	46.01%
千	367		3	404	0.06099%	394635	68.16%	167	46.01%
神	256		9	559	0.0844%	395194	60.19%	166	45.73%
命	280		8	512	0.0773%	395706	62.12%	166	45.73%
整	409		16	360	0.05435%	396066	70.59%	166	45.73%
另	454		5	323	0.04877%	396389	72.93%	166	45.73%
民	128		5	982	0.1483%	397371	45.99%	165	45.45%
教	179		11	762	0.115%	398133	52.66%	165	45.45%
聲	229		17	623	0.09406%	398756	57.78%	165	45.45%
打	357		5	420	0.06341%	399176	67.54%	165	45.45%
取	426		8	347	0.05239%	399523	71.50%	165	45.45%
興	339		16	442	0.06673%	399965	66.37%	163	44.90%
類	218		19	639	0.09647%	400604	56.74%	162	44.63%
題	257		18	556	0.08394%	401160	60.27%	162	44.63%
達	349		12	430	0.06492%	401590	67.03%	162	44.63%
放	363		8	412	0.0622%	402002	67.91%	162	44.63%
視	428		12	346	0.05224%	402348	71.60%	162	44.63%
量	245		12	589	0.08892%	402937	59.24%	161	44.35%
記	307		10	483	0.07292%	403420	64.14%	161	44.35%
老	251		6	570	0.08606%	403990	59.76%	160	44.08%
空	301		8	488	0.07368%	404478	63.70%	160	44.08%
覺	317		20	473	0.07141%	404951	64.86%	160	44.08%
八	329		2	450	0.06794%	405401	65.70%	160	44.08%
份	335		6	444	0.06703%	405845	66.10%	160	44.08%
乎	421		5	349	0.05269%	406194	71.23%	159	43.80%
安	277		6	514	0.0776%	406708	61.89%	158	43.53%
須	297		12	494	0.07458%	407202	63.41%	158	43.53%
照	418		13	352	0.05314%	407554	71.08%	158	43.53%
指	440		9	342	0.05163%	407896	72.22%	158	43.53%
仍	472		4	308	0.0465%	408204	73.79%	158	43.53%
展	196		10	706	0.1066%	408910	54.54%	157	43.25%
眼	376		11	394	0.05948%	409304	68.70%	157	43.25%
產	106		11	1131	0.1708%	410435	42.47%	156	42.98%
清	387		11	386	0.05828%	410821	69.35%	156	42.98%
單	427		12	346	0.05224%	411167	71.55%	156	42.98%
久	505		3	288	0.04348%	411455	75.27%	156	42.98%
計	241		9	595	0.08983%	412050	58.88%	155	42.70%
樂	296		15	495	0.07473%	412545	63.33%	155	42.70%
落	403		13	372	0.05616%	412917	70.26%	155	42.70%
般	415		10	355	0.0536%	413272	70.92%	155	42.70%
較	250		13	573	0.08651%	413845	59.68%	154	42.42%
造	312		10	481	0.07262%	414326	64.51%	154	42.42%
候	327		10	454	0.06854%	414780	65.56%	154	42.42%
你	65		7	1675	0.2529%	416455	33.98%	153	42.15%
運	219		12	634	0.09572%	417089	56.83%	153	42.15%
具	330		8	450	0.06794%	417539	65.77%	153	42.15%
極	359		13	418	0.06311%	417957	67.66%	153	42.15%
半	372		5	397	0.05994%	418354	68.46%	153	42.15%
場	171		12	794	0.1199%	419148	51.72%	152	41.87%
設	211		11	658	0.09934%	419806	56.06%	152	41.87%
管	316		14	473	0.07141%	420279	64.79%	152	41.87%
話	279		13	513	0.07745%	420792	62.04%	151	41.60%
字	313		6	480	0.07247%	421272	64.58%	151	41.60%
走	342		7	437	0.06598%	421709	66.57%	151	41.60%
門	353		8	424	0.06401%	422133	67.28%	151	41.60%
七	382		2	389	0.05873%	422522	69.05%	151	41.60%
離	444		18	337	0.05088%	422859	72.43%	151	41.60%
交	325		6	455	0.06869%	423314	65.42%	150	41.32%
員	222		10	629	0.09496%	423943	57.12%	149	41.05%
保	274		9	520	0.07851%	424463	61.66%	149	41.05%
金	336		8	443	0.06688%	424906	66.17%	149	41.05%
易	263		8	546	0.08243%	425452	60.77%	148	40.77%
式	321		6	466	0.07035%	425918	65.15%	148	40.77%
路	358		13	419	0.06326%	426337	67.60%	148	40.77%
早	460		6	320	0.04831%	426657	73.22%	148	40.77%
條	344		11	434	0.06552%	427091	66.70%	147	40.50%
帶	400		11	376	0.05677%	427467	70.09%	147	40.50%
精	441		14	341	0.05148%	427808	72.28%	147	40.50%
連	481		10	302	0.04559%	428110	74.20%	147	40.50%
據	375		16	394	0.05948%	428504	68.64%	146	40.22%
消	442		10	338	0.05103%	428842	72.33%	146	40.22%
根	451		10	329	0.04967%	429171	72.78%	146	40.22%
決	452		7	328	0.04952%	429499	72.83%	146	40.22%
臺	169		14	797	0.1203%	430296	51.48%	145	39.94%
書	221		10	630	0.09512%	430926	57.02%	145	39.94%
聽	378		22	392	0.05918%	431318	68.82%	145	39.94%
希	532		7	270	0.04076%	431588	76.40%	145	39.94%
張	319		11	467	0.07051%	432055	65.01%	144	39.67%
邊	361		18	415	0.06266%	432470	67.79%	144	39.67%
傳	429		13	345	0.05209%	432815	71.65%	144	39.67%
致	495		9	294	0.04439%	433109	74.83%	144	39.67%
限	525		8	273	0.04122%	433382	76.12%	144	39.67%
隨	551		15	260	0.03925%	433642	77.16%	144	39.67%
調	453		15	326	0.04922%	433968	72.88%	143	39.39%
亦	203		6	670	0.1012%	434638	55.26%	142	39.12%
究	246		7	588	0.08877%	435226	59.33%	142	39.12%
術	292		11	498	0.07519%	435724	63.03%	142	39.12%
需	311		14	482	0.07277%	436206	64.43%	142	39.12%
件	383		6	388	0.05858%	436594	69.11%	142	39.12%
斷	527		18	271	0.04091%	436865	76.20%	142	39.12%
義	234		13	614	0.0927%	437479	58.25%	141	38.84%
信	333		9	445	0.06718%	437924	65.97%	141	38.84%
華	397		12	378	0.05707%	438302	69.92%	141	38.84%
女	209		3	659	0.09949%	438961	55.86%	140	38.57%
備	423		12	348	0.05254%	439309	71.34%	140	38.57%
引	499		4	292	0.04409%	439601	75.01%	140	38.57%
共	249		6	574	0.08666%	440175	59.59%	139	38.29%
什	314		4	475	0.07171%	440650	64.65%	139	38.29%
九	322		2	462	0.06975%	441112	65.22%	139	38.29%
推	393		11	380	0.05737%	441492	69.69%	139	38.29%
格	414		10	355	0.0536%	441847	70.86%	139	38.29%
係	425		9	347	0.05239%	442194	71.44%	139	38.29%
轉	459		18	321	0.04846%	442515	73.17%	139	38.29%
充	568		5	251	0.0379%	442766	77.82%	139	38.29%
品	124		9	1017	0.1535%	443783	45.39%	138	38.02%
建	254		9	561	0.0847%	444344	60.02%	138	38.02%
社	278		7	513	0.07745%	444857	61.97%	138	38.02%
象	345		12	434	0.06552%	445291	66.77%	138	38.02%
包	386		5	386	0.05828%	445677	69.29%	138	38.02%
收	430		6	345	0.05209%	446022	71.71%	138	38.02%
片	302		4	487	0.07353%	446509	63.78%	137	37.74%
約	350		9	428	0.06462%	446937	67.09%	137	37.74%
適	461		14	320	0.04831%	447257	73.27%	137	37.74%
告	489		7	298	0.04499%	447555	74.57%	137	37.74%
留	534		10	270	0.04076%	447825	76.48%	137	37.74%
士	404		3	371	0.05601%	448196	70.32%	136	37.47%
談	465		15	316	0.04771%	448512	73.46%	136	37.47%
響	492		21	296	0.04469%	448808	74.70%	136	37.47%
務	377		11	392	0.05918%	449200	68.76%	135	37.19%
改	394		7	380	0.05737%	449580	69.75%	135	37.19%
境	471		14	310	0.0468%	449890	73.74%	135	37.19%
確	541		15	267	0.04031%	450157	76.77%	135	37.19%
裏	190		13	727	0.1098%	450884	53.90%	134	36.91%
苦	508		9	286	0.04318%	451170	75.40%	134	36.91%
政	182		9	756	0.1141%	451926	53.00%	133	36.64%
節	432		13	345	0.05209%	452271	71.81%	133	36.64%
輕	435		14	344	0.05194%	452615	71.97%	133	36.64%
持	485		9	300	0.04529%	452915	74.38%	133	36.64%
強	547		11	263	0.03971%	453178	77.01%	133	36.64%
夠	567		11	252	0.03805%	453430	77.78%	133	36.64%
若	470		9	312	0.0471%	453742	73.70%	132	36.36%
值	490		10	297	0.04484%	454039	74.61%	132	36.36%
示	538		5	269	0.04061%	454308	76.65%	132	36.36%
山	223		3	627	0.09466%	454935	57.21%	131	36.09%
寫	309		15	482	0.07277%	455417	64.29%	131	36.09%
思	374		9	394	0.05948%	455811	68.58%	131	36.09%
呢	392		8	381	0.05752%	456192	69.64%	131	36.09%
統	380		11	391	0.05903%	456583	68.94%	130	35.81%
夜	412		8	357	0.0539%	456940	70.76%	130	35.81%
熱	413		15	357	0.0539%	457297	70.81%	130	35.81%
快	445		7	336	0.05073%	457633	72.48%	130	35.81%
念	475		8	307	0.04635%	457940	73.93%	130	35.81%
屬	516		21	278	0.04197%	458218	75.74%	130	35.81%
否	583		7	238	0.03593%	458456	78.37%	130	35.81%
待	587		9	236	0.03563%	458692	78.51%	130	35.81%
終	590		11	234	0.03533%	458926	78.62%	130	35.81%
價	326		15	455	0.06869%	459381	65.49%	129	35.54%
際	362		13	413	0.06235%	459794	67.85%	129	35.54%
青	389		8	383	0.05782%	460177	69.46%	129	35.54%
住	407		7	363	0.0548%	460540	70.48%	129	35.54%
北	334		5	445	0.06718%	460985	66.04%	128	35.26%
古	458		5	322	0.04861%	461307	73.12%	128	35.26%
僅	511		13	281	0.04242%	461588	75.53%	128	35.26%
顯	531		23	271	0.04091%	461859	76.36%	128	35.26%
獨	560		16	255	0.0385%	462114	77.51%	128	35.26%
例	416		8	353	0.05329%	462467	70.97%	127	34.99%
初	569		7	251	0.0379%	462718	77.86%	127	34.99%
止	638		4	208	0.0314%	462926	80.23%	127	34.99%
令	482		5	301	0.04544%	463227	74.25%	126	34.71%
準	500		13	292	0.04409%	463519	75.05%	126	34.71%
餘	503		15	290	0.04378%	463809	75.19%	126	34.71%
尤	573		4	247	0.03729%	464056	78.01%	126	34.71%
依	574		8	244	0.03684%	464300	78.04%	126	34.71%
報	285		12	502	0.07579%	464802	62.50%	125	34.44%
制	338		8	442	0.06673%	465244	66.30%	125	34.44%
服	502		8	290	0.04378%	465534	75.14%	125	34.44%
讓	515		24	279	0.04212%	465813	75.70%	125	34.44%
算	510		14	284	0.04288%	466097	75.49%	124	34.16%
辦	401		16	376	0.05677%	466473	70.15%	123	33.88%
增	419		15	351	0.05299%	466824	71.13%	123	33.88%
注	580		8	241	0.03639%	467065	78.26%	123	33.88%
竟	626		11	216	0.03261%	467281	79.84%	123	33.88%
盡	639		14	208	0.0314%	467489	80.26%	123	33.88%
識	371		19	398	0.06009%	467887	68.40%	122	33.61%
參	391		11	381	0.05752%	468268	69.58%	122	33.61%
首	646		9	204	0.0308%	468472	80.47%	122	33.61%
兒	259		8	551	0.08319%	469023	60.44%	121	33.33%
養	390		15	383	0.05782%	469406	69.52%	121	33.33%
免	581		7	240	0.03623%	469646	78.30%	121	33.33%
市	188		5	736	0.1111%	470382	53.68%	120	33.06%
質	373		15	396	0.05979%	470778	68.52%	120	33.06%
卻	434		9	344	0.05194%	471122	71.91%	120	33.06%
基	449		11	330	0.04982%	471452	72.68%	120	33.06%
存	552		6	259	0.0391%	471711	77.20%	120	33.06%
底	557		8	255	0.0385%	471966	77.40%	120	33.06%
謂	589		16	235	0.03548%	472201	78.59%	120	33.06%
南	369		9	401	0.06054%	472602	68.28%	119	32.78%
細	507		11	287	0.04333%	472889	75.36%	119	32.78%
程	543		12	266	0.04016%	473155	76.85%	119	32.78%
功	575		5	244	0.03684%	473399	78.08%	119	32.78%
考	606		6	226	0.03412%	473625	79.18%	119	32.78%
願	625		19	217	0.03276%	473842	79.81%	119	32.78%
馬	438		10	343	0.05178%	474185	72.12%	118	32.51%
稱	497		14	293	0.04424%	474478	74.92%	118	32.51%
尚	562		8	254	0.03835%	474732	77.59%	118	32.51%
料	341		10	438	0.06613%	475170	66.50%	117	32.23%
費	406		12	369	0.05571%	475539	70.43%	117	32.23%
導	484		16	300	0.04529%	475839	74.34%	117	32.23%
漸	523		14	274	0.04137%	476113	76.03%	117	32.23%
列	554		6	258	0.03895%	476371	77.28%	117	32.23%
段	584		9	238	0.03593%	476609	78.41%	117	32.23%
息	644		10	204	0.0308%	476813	80.41%	117	32.23%
嚴	683		20	189	0.02853%	477002	81.57%	117	32.23%
裝	288		13	502	0.07579%	477504	62.73%	116	31.96%
友	439		4	342	0.05163%	477846	72.17%	116	31.96%
喜	474		12	307	0.04635%	478153	73.88%	116	31.96%
獲	537		17	269	0.04061%	478422	76.61%	116	31.96%
低	546		7	265	0.04001%	478687	76.97%	116	31.96%
石	300		5	489	0.07383%	479176	63.63%	115	31.68%
德	364		15	410	0.0619%	479586	67.98%	115	31.68%
專	513		11	280	0.04227%	479866	75.62%	115	31.68%
