單字	序號	部首	筆劃	頻次	頻率	累積頻次	累積頻率	見檔次	見檔率
尖	1152		6	84	0.01268%	593228	90.70%	45	12.40%
顏	1208		18	78	0.01178%	593306	91.38%	45	12.40%
柔	1219		9	76	0.01147%	593382	91.51%	45	12.40%
窮	1221		15	76	0.01147%	593458	91.53%	45	12.40%
圈	1310		11	67	0.01012%	593525	92.49%	45	12.40%
握	1312		12	67	0.01012%	593592	92.51%	45	12.40%
舒	1347		12	64	0.009662%	593656	92.86%	45	12.40%
煩	1393		13	60	0.009059%	593716	93.28%	45	12.40%
序	1431		7	57	0.008606%	593773	93.62%	45	12.40%
豈	1436		10	57	0.008606%	593830	93.66%	45	12.40%
昏	1472		8	53	0.008002%	593883	93.96%	45	12.40%
款	742		12	174	0.02627%	594057	83.19%	44	12.12%
額	891		18	132	0.01993%	594189	86.59%	44	12.12%
購	972		17	113	0.01706%	594302	88.07%	44	12.12%
亡	1029		3	103	0.01555%	594405	89.00%	44	12.12%
誤	1074		14	93	0.01404%	594498	89.66%	44	12.12%
封	1129		9	86	0.01298%	594584	90.40%	44	12.12%
隱	1160		16	84	0.01268%	594668	90.80%	44	12.12%
閃	1168		10	83	0.01253%	594751	90.90%	44	12.12%
複	1241		14	74	0.01117%	594825	91.76%	44	12.12%
席	1254		10	72	0.01087%	594897	91.90%	44	12.12%
甘	1284		5	70	0.01057%	594967	92.22%	44	12.12%
返	1287		7	70	0.01057%	595037	92.25%	44	12.12%
幻	1290		4	69	0.01042%	595106	92.29%	44	12.12%
礎	1299		18	68	0.01027%	595174	92.38%	44	12.12%
禁	1300		13	68	0.01027%	595242	92.39%	44	12.12%
錄	1304		16	68	0.01027%	595310	92.43%	44	12.12%
牛	1317		4	67	0.01012%	595377	92.56%	44	12.12%
輝	1318		15	67	0.01012%	595444	92.57%	44	12.12%
硬	1334		12	65	0.009813%	595509	92.73%	44	12.12%
阻	1378		7	61	0.00921%	595570	93.15%	44	12.12%
駐	1380		15	61	0.00921%	595631	93.17%	44	12.12%
菜	840		12	143	0.02159%	595774	85.53%	43	11.85%
台	937		5	120	0.01812%	595894	87.46%	43	11.85%
廳	1100		25	89	0.01344%	595983	90.02%	43	11.85%
培	1114		11	87	0.01313%	596070	90.21%	43	11.85%
籍	1133		20	86	0.01298%	596156	90.46%	43	11.85%
訪	1136		11	86	0.01298%	596242	90.49%	43	11.85%
暖	1218		13	76	0.01147%	596318	91.50%	43	11.85%
晨	1237		11	74	0.01117%	596392	91.71%	43	11.85%
跑	1242		12	74	0.01117%	596466	91.77%	43	11.85%
鏡	1262		19	72	0.01087%	596538	91.99%	43	11.85%
昨	1280		9	70	0.01057%	596608	92.18%	43	11.85%
偉	1292		11	68	0.01027%	596676	92.31%	43	11.85%
抵	1296		8	68	0.01027%	596744	92.35%	43	11.85%
壯	1329		7	65	0.009813%	596809	92.68%	43	11.85%
績	1411		17	59	0.008908%	596868	93.44%	43	11.85%
迫	1424		8	58	0.008757%	596926	93.56%	43	11.85%
陷	1448		10	56	0.008455%	596982	93.76%	43	11.85%
奉	1460		8	54	0.008153%	597036	93.86%	43	11.85%
猶	1463		12	54	0.008153%	597090	93.89%	43	11.85%
厭	1488		14	52	0.007851%	597142	94.09%	43	11.85%
田	668		5	195	0.02944%	597337	81.14%	42	11.57%
黨	677		20	193	0.02914%	597530	81.40%	42	11.57%
紛	1066		10	94	0.01419%	597624	89.55%	42	11.57%
米	1229		6	75	0.01132%	597699	91.62%	42	11.57%
幼	1277		5	70	0.01057%	597769	92.15%	42	11.57%
悠	1279		11	70	0.01057%	597839	92.17%	42	11.57%
楚	1331		13	65	0.009813%	597904	92.70%	42	11.57%
荒	1337		10	65	0.009813%	597969	92.76%	42	11.57%
讚	1356		26	63	0.009512%	598032	92.94%	42	11.57%
魂	1369		14	62	0.009361%	598094	93.06%	42	11.57%
閉	1377		11	61	0.00921%	598155	93.14%	42	11.57%
伴	1381		7	60	0.009059%	598215	93.17%	42	11.57%
掌	1388		12	60	0.009059%	598275	93.24%	42	11.57%
珠	1394		10	60	0.009059%	598335	93.29%	42	11.57%
奔	1441		8	56	0.008455%	598391	93.71%	42	11.57%
秀	1465		7	54	0.008153%	598445	93.90%	42	11.57%
妨	1489		7	52	0.007851%	598497	94.10%	42	11.57%
碎	1496		13	52	0.007851%	598549	94.15%	42	11.57%
累	1498		11	52	0.007851%	598601	94.17%	42	11.57%
氏	722		4	179	0.02702%	598780	82.65%	41	11.29%
飾	827		13	148	0.02234%	598928	85.25%	41	11.29%
授	957		11	115	0.01736%	599043	87.81%	41	11.29%
俱	1035		10	102	0.0154%	599145	89.09%	41	11.29%
拍	1072		8	93	0.01404%	599238	89.64%	41	11.29%
哭	1139		10	85	0.01283%	599323	90.53%	41	11.29%
警	1172		20	82	0.01238%	599405	90.95%	41	11.29%
紹	1230		11	75	0.01132%	599480	91.63%	41	11.29%
拜	1324		9	66	0.009964%	599546	92.63%	41	11.29%
貢	1357		10	63	0.009512%	599609	92.95%	41	11.29%
徒	1386		10	60	0.009059%	599669	93.22%	41	11.29%
航	868		10	136	0.02053%	599805	86.12%	40	11.02%
蒼	1187		14	80	0.01208%	599885	91.13%	40	11.02%
戀	1216		23	76	0.01147%	599961	91.47%	40	11.02%
刊	1232		5	74	0.01117%	600035	91.66%	40	11.02%
判	1245		7	73	0.01102%	600108	91.80%	40	11.02%
醉	1288		15	70	0.01057%	600178	92.26%	40	11.02%
勵	1289		17	69	0.01042%	600247	92.27%	40	11.02%
廿	1294		4	68	0.01027%	600315	92.33%	40	11.02%
悉	1352		11	63	0.009512%	600378	92.90%	40	11.02%
辛	1367		7	62	0.009361%	600440	93.05%	40	11.02%
磨	1464		16	54	0.008153%	600494	93.90%	40	11.02%
逝	1482		10	53	0.008002%	600547	94.04%	40	11.02%
售	808		11	153	0.0231%	600700	84.82%	39	10.74%
射	1130		10	86	0.01298%	600786	90.42%	39	10.74%
斜	1217		11	76	0.01147%	600862	91.49%	39	10.74%
隆	1291		11	69	0.01042%	600931	92.30%	39	10.74%
緒	1335		14	65	0.009813%	600996	92.74%	39	10.74%
暴	1390		15	60	0.009059%	601056	93.26%	39	10.74%
擺	1405		18	59	0.008908%	601115	93.39%	39	10.74%
狂	1420		7	58	0.008757%	601173	93.52%	39	10.74%
繫	1455		19	55	0.008304%	601228	93.82%	39	10.74%
鼻	1458		14	55	0.008304%	601283	93.85%	39	10.74%
剩	1468		12	53	0.008002%	601336	93.93%	39	10.74%
哲	734		10	177	0.02672%	601513	82.98%	38	10.47%
池	934		6	121	0.01827%	601634	87.40%	38	10.47%
蒙	1038		14	101	0.01525%	601735	89.14%	38	10.47%
祖	1145		9	85	0.01283%	601820	90.61%	38	10.47%
壁	1169		16	82	0.01238%	601902	90.91%	38	10.47%
涼	1171		11	82	0.01238%	601984	90.94%	38	10.47%
冰	1266		6	71	0.01072%	602055	92.03%	38	10.47%
尊	1385		12	60	0.009059%	602115	93.21%	38	10.47%
哀	1404		9	59	0.008908%	602174	93.38%	38	10.47%
迴	1437		9	57	0.008606%	602231	93.67%	38	10.47%
唐	1440		10	56	0.008455%	602287	93.70%	38	10.47%
廢	1442		15	56	0.008455%	602343	93.71%	38	10.47%
叢	1459		18	54	0.008153%	602397	93.86%	38	10.47%
牽	1478		11	53	0.008002%	602450	94.01%	38	10.47%
胸	1499		10	52	0.007851%	602502	94.17%	38	10.47%
茲	1501		10	52	0.007851%	602554	94.19%	38	10.47%
耐	1515		9	51	0.0077%	602605	94.30%	38	10.47%
障	1522		13	51	0.0077%	602656	94.35%	38	10.47%
冒	1548		9	48	0.007247%	602704	94.55%	38	10.47%
滋	1586		12	46	0.006945%	602750	94.82%	38	10.47%
殺	1065		11	94	0.01419%	602844	89.54%	37	10.19%
旋	1078		11	92	0.01389%	602936	89.72%	37	10.19%
村	1176		7	81	0.01223%	603017	91.00%	37	10.19%
赤	1261		7	72	0.01087%	603089	91.98%	37	10.19%
燒	1283		16	70	0.01057%	603159	92.21%	37	10.19%
貧	1341		11	65	0.009813%	603224	92.80%	37	10.19%
顆	1361		17	63	0.009512%	603287	92.99%	37	10.19%
呀	1383		7	60	0.009059%	603347	93.19%	37	10.19%
針	1401		10	60	0.009059%	603407	93.36%	37	10.19%
淨	1407		11	59	0.008908%	603466	93.41%	37	10.19%
倍	1415		10	58	0.008757%	603524	93.48%	37	10.19%
勇	1416		9	58	0.008757%	603582	93.49%	37	10.19%
遲	1425		15	58	0.008757%	603640	93.57%	37	10.19%
綜	1454		14	55	0.008304%	603695	93.81%	37	10.19%
赴	1521		9	51	0.0077%	603746	94.34%	37	10.19%
疏	1569		11	47	0.007096%	603793	94.70%	37	10.19%
暫	1603		15	45	0.006794%	603838	94.93%	37	10.19%
夕	1646		3	42	0.006341%	603880	95.22%	37	10.19%
匪	772		10	164	0.02476%	604044	83.96%	36	9.92%
湖	853		12	140	0.02114%	604184	85.81%	36	9.92%
婚	1004		11	107	0.01615%	604291	88.60%	36	9.92%
縣	1067		16	94	0.01419%	604385	89.57%	36	9.92%
拖	1311		8	67	0.01012%	604452	92.50%	36	9.92%
彷	1322		7	66	0.009964%	604518	92.61%	36	9.92%
彿	1330		8	65	0.009813%	604583	92.69%	36	9.92%
塵	1351		14	63	0.009512%	604646	92.89%	36	9.92%
雅	1360		12	63	0.009512%	604709	92.98%	36	9.92%
袋	1366		11	62	0.009361%	604771	93.04%	36	9.92%
豪	1423		14	58	0.008757%	604829	93.55%	36	9.92%
憂	1443		15	56	0.008455%	604885	93.72%	36	9.92%
逃	1457		9	55	0.008304%	604940	93.84%	36	9.92%
慕	1493		15	52	0.007851%	604992	94.13%	36	9.92%
垂	1533		9	49	0.007398%	605041	94.44%	36	9.92%
闊	1558		17	48	0.007247%	605089	94.62%	36	9.92%
敬	1566		13	47	0.007096%	605136	94.67%	36	9.92%
擾	1583		18	46	0.006945%	605182	94.79%	36	9.92%
罷	1591		15	46	0.006945%	605228	94.85%	36	9.92%
堪	1617		12	44	0.006643%	605272	95.03%	36	9.92%
陶	973		10	113	0.01706%	605385	88.09%	35	9.64%
箱	1020		15	105	0.01585%	605490	88.86%	35	9.64%
鞋	1082		15	92	0.01389%	605582	89.78%	35	9.64%
競	1156		20	84	0.01268%	605666	90.75%	35	9.64%
鎮	1223		18	76	0.01147%	605742	91.55%	35	9.64%
彈	1227		15	75	0.01132%	605817	91.60%	35	9.64%
疾	1298		10	68	0.01027%	605885	92.37%	35	9.64%
餐	1305		16	68	0.01027%	605953	92.44%	35	9.64%
粉	1325		10	66	0.009964%	606019	92.64%	35	9.64%
描	1354		12	63	0.009512%	606082	92.92%	35	9.64%
攻	1362		7	62	0.009361%	606144	93.00%	35	9.64%
幕	1371		14	61	0.00921%	606205	93.08%	35	9.64%
陪	1379		10	61	0.00921%	606266	93.16%	35	9.64%
辭	1399		19	60	0.009059%	606326	93.34%	35	9.64%
凝	1402		16	59	0.008908%	606385	93.36%	35	9.64%
旦	1406		5	59	0.008908%	606444	93.40%	35	9.64%
墨	1430		15	57	0.008606%	606501	93.61%	35	9.64%
恨	1432		9	57	0.008606%	606558	93.63%	35	9.64%
倦	1438		10	56	0.008455%	606614	93.68%	35	9.64%
廉	1471		13	53	0.008002%	606667	93.95%	35	9.64%
洞	1474		9	53	0.008002%	606720	93.98%	35	9.64%
鬆	1504		18	52	0.007851%	606772	94.21%	35	9.64%
摸	1510		14	51	0.0077%	606823	94.26%	35	9.64%
慰	1563		15	47	0.007096%	606870	94.65%	35	9.64%
滑	1005		13	107	0.01615%	606977	88.62%	34	9.37%
松	1024		8	104	0.0157%	607081	88.92%	34	9.37%
梅	1050		11	98	0.0148%	607179	89.32%	34	9.37%
弟	1059		7	95	0.01434%	607274	89.45%	34	9.37%
奏	1083		9	91	0.01374%	607365	89.79%	34	9.37%
胡	1204		9	78	0.01178%	607443	91.33%	34	9.37%
濕	1228		17	75	0.01132%	607518	91.61%	34	9.37%
兵	1320		7	66	0.009964%	607584	92.59%	34	9.37%
忠	1323		8	66	0.009964%	607650	92.62%	34	9.37%
糊	1326		15	66	0.009964%	607716	92.65%	34	9.37%
振	1353		10	63	0.009512%	607779	92.91%	34	9.37%
牙	1355		4	63	0.009512%	607842	92.93%	34	9.37%
犯	1445		5	56	0.008455%	607898	93.74%	34	9.37%
鄰	1447		14	56	0.008455%	607954	93.76%	34	9.37%
蕩	1518		16	51	0.0077%	608005	94.32%	34	9.37%
襲	1520		22	51	0.0077%	608056	94.34%	34	9.37%
擠	1525		17	50	0.007549%	608106	94.37%	34	9.37%
桃	1538		10	49	0.007398%	608155	94.47%	34	9.37%
泛	1540		8	49	0.007398%	608204	94.49%	34	9.37%
謀	1545		16	49	0.007398%	608253	94.52%	34	9.37%
迅	1574		6	47	0.007096%	608300	94.73%	34	9.37%
埋	1578		10	46	0.006945%	608346	94.76%	34	9.37%
聊	1623		11	44	0.006643%	608390	95.07%	34	9.37%
哥	850		10	140	0.02114%	608530	85.75%	33	9.09%
佛	878		7	133	0.02008%	608663	86.33%	33	9.09%
網	917		14	125	0.01887%	608788	87.09%	33	9.09%
祝	1346		9	64	0.009662%	608852	92.85%	33	9.09%
爬	1363		8	62	0.009361%	608914	93.01%	33	9.09%
儀	1370		15	61	0.00921%	608975	93.07%	33	9.09%
貼	1397		12	60	0.009059%	609035	93.32%	33	9.09%
酸	1400		14	60	0.009059%	609095	93.35%	33	9.09%
飲	1426		12	58	0.008757%	609153	93.58%	33	9.09%
璃	1435		15	57	0.008606%	609210	93.65%	33	9.09%
懸	1462		20	54	0.008153%	609264	93.88%	33	9.09%
嫌	1491		13	52	0.007851%	609316	94.11%	33	9.09%
譽	1503		21	52	0.007851%	609368	94.21%	33	9.09%
愉	1506		12	51	0.0077%	609419	94.23%	33	9.09%
繞	1514		18	51	0.0077%	609470	94.29%	33	9.09%
緻	1529		15	50	0.007549%	609520	94.41%	33	9.09%
茫	1530		10	50	0.007549%	609570	94.41%	33	9.09%
莊	1572		11	47	0.007096%	609617	94.72%	33	9.09%
崇	1580		11	46	0.006945%	609663	94.77%	33	9.09%
托	1581		6	46	0.006945%	609709	94.78%	33	9.09%
符	1622		11	44	0.006643%	609753	95.06%	33	9.09%
估	1665		7	40	0.006039%	609793	95.33%	33	9.09%
枯	1670		9	40	0.006039%	609833	95.36%	33	9.09%
貌	1693		14	39	0.005888%	609872	95.50%	33	9.09%
漁	227		14	623	0.09406%	610495	57.59%	32	8.82%
刀	903		2	128	0.01932%	610623	86.82%	32	8.82%
貝	941		7	120	0.01812%	610743	87.53%	32	8.82%
黎	962		15	115	0.01736%	610858	87.90%	32	8.82%
鋼	1081		16	92	0.01389%	610950	89.76%	32	8.82%
汽	1116		7	87	0.01313%	611037	90.23%	32	8.82%
紫	1147		12	85	0.01283%	611122	90.64%	32	8.82%
妻	1162		8	83	0.01253%	611205	90.83%	32	8.82%
漂	1185		14	80	0.01208%	611285	91.11%	32	8.82%
喝	1309		12	67	0.01012%	611352	92.48%	32	8.82%
震	1319		15	67	0.01012%	611419	92.58%	32	8.82%
獎	1321		15	66	0.009964%	611485	92.60%	32	8.82%
軟	1348		11	64	0.009662%	611549	92.87%	32	8.82%
籌	1374		20	61	0.00921%	611610	93.11%	32	8.82%
罪	1396		13	60	0.009059%	611670	93.31%	32	8.82%
譬	1413		20	59	0.008908%	611729	93.46%	32	8.82%
幅	1419		12	58	0.008757%	611787	93.52%	32	8.82%
玻	1446		9	56	0.008455%	611843	93.75%	32	8.82%
屆	1450		8	55	0.008304%	611898	93.78%	32	8.82%
皇	1542		9	49	0.007398%	611947	94.50%	32	8.82%
縫	1571		17	47	0.007096%	611994	94.71%	32	8.82%
姿	1579		9	46	0.006945%	612040	94.77%	32	8.82%
准	1595		10	45	0.006794%	612085	94.88%	32	8.82%
邀	1615		16	45	0.006794%	612130	95.01%	32	8.82%
輩	1626		15	44	0.006643%	612174	95.09%	32	8.82%
雞	1644		18	43	0.006492%	612217	95.20%	32	8.82%
贊	1659		19	41	0.00619%	612258	95.30%	32	8.82%
踏	1660		15	41	0.00619%	612299	95.30%	32	8.82%
飽	1662		13	41	0.00619%	612340	95.32%	32	8.82%
稀	1672		12	40	0.006039%	612380	95.38%	32	8.82%
伏	1695		6	38	0.005737%	612418	95.51%	32	8.82%
貫	1757		11	36	0.005435%	612454	95.86%	32	8.82%
于	673		3	193	0.02914%	612647	81.28%	31	8.54%
橋	970		16	113	0.01706%	612760	88.04%	31	8.54%
捕	1084		10	91	0.01374%	612851	89.80%	31	8.54%
芳	1102		8	89	0.01344%	612940	90.05%	31	8.54%
輔	1158		14	84	0.01268%	613024	90.78%	31	8.54%
偷	1253		11	72	0.01087%	613096	91.89%	31	8.54%
措	1256		11	72	0.01087%	613168	91.92%	31	8.54%
茶	1259		10	72	0.01087%	613240	91.95%	31	8.54%
慶	1295		15	68	0.01027%	613308	92.34%	31	8.54%
腹	1364		13	62	0.009361%	613370	93.02%	31	8.54%
燃	1409		16	59	0.008908%	613429	93.43%	31	8.54%
牌	1444		12	56	0.008455%	613485	93.73%	31	8.54%
蓄	1466		14	54	0.008153%	613539	93.91%	31	8.54%
烏	1477		10	53	0.008002%	613592	94.00%	31	8.54%
宮	1492		10	52	0.007851%	613644	94.12%	31	8.54%
慈	1507		13	51	0.0077%	613695	94.24%	31	8.54%
愁	1508		13	51	0.0077%	613746	94.24%	31	8.54%
夾	1534		7	49	0.007398%	613795	94.44%	31	8.54%
宇	1549		6	48	0.007247%	613843	94.55%	31	8.54%
嘆	1561		14	47	0.007096%	613890	94.64%	31	8.54%
懼	1564		21	47	0.007096%	613937	94.66%	31	8.54%
敵	1585		15	46	0.006945%	613983	94.81%	31	8.54%
曉	1604		16	45	0.006794%	614028	94.94%	31	8.54%
潛	1608		15	45	0.006794%	614073	94.97%	31	8.54%
朗	1620		10	44	0.006643%	614117	95.05%	31	8.54%
剪	647		11	203	0.03065%	614320	80.51%	30	8.26%
稅	753		12	172	0.02597%	614492	83.48%	30	8.26%
川	791		3	158	0.02385%	614650	84.42%	30	8.26%
卡	904		5	128	0.01932%	614778	86.84%	30	8.26%
楊	948		13	117	0.01766%	614895	87.66%	30	8.26%
糖	1112		16	88	0.01329%	614983	90.18%	30	8.26%
膠	1167		15	83	0.01253%	615066	90.89%	30	8.26%
京	1190		8	79	0.01193%	615145	91.17%	30	8.26%
患	1248		11	73	0.01102%	615218	91.83%	30	8.26%
霧	1275		19	71	0.01072%	615289	92.13%	30	8.26%
蟲	1339		18	65	0.009813%	615354	92.78%	30	8.26%
側	1343		11	64	0.009662%	615418	92.82%	30	8.26%
祗	1395		9	60	0.009059%	615478	93.30%	30	8.26%
匯	1403		13	59	0.008908%	615537	93.37%	30	8.26%
潤	1408		15	59	0.008908%	615596	93.42%	30	8.26%
匆	1417		5	58	0.008757%	615654	93.50%	30	8.26%
援	1433		12	57	0.008606%	615711	93.64%	30	8.26%
沖	1451		7	55	0.008304%	615766	93.79%	30	8.26%
賓	1456		14	55	0.008304%	615821	93.83%	30	8.26%
仙	1467		5	53	0.008002%	615874	93.92%	30	8.26%
抑	1509		7	51	0.0077%	615925	94.25%	30	8.26%
塗	1523		13	50	0.007549%	615975	94.36%	30	8.26%
審	1524		15	50	0.007549%	616025	94.37%	30	8.26%
寸	1536		3	49	0.007398%	616074	94.46%	30	8.26%
召	1597		5	45	0.006794%	616119	94.89%	30	8.26%
涉	1607		10	45	0.006794%	616164	94.96%	30	8.26%
籠	1610		22	45	0.006794%	616209	94.98%	30	8.26%
疲	1621		10	44	0.006643%	616253	95.05%	30	8.26%
甲	1636		5	43	0.006492%	616296	95.15%	30	8.26%
碧	1638		14	43	0.006492%	616339	95.16%	30	8.26%
鬱	1645		29	43	0.006492%	616382	95.21%	30	8.26%
遷	1661		14	41	0.00619%	616423	95.31%	30	8.26%
坦	1667		8	40	0.006039%	616463	95.35%	30	8.26%
齡	1678		20	40	0.006039%	616503	95.41%	30	8.26%
柏	1704		9	38	0.005737%	616541	95.56%	30	8.26%
逢	1716		10	38	0.005737%	616579	95.63%	30	8.26%
脆	1775		10	35	0.005284%	616614	95.96%	30	8.26%
媽	596		13	231	0.03488%	616845	78.83%	29	7.99%
貿	716		12	180	0.02718%	617025	82.49%	29	7.99%
版	940		8	120	0.01812%	617145	87.51%	29	7.99%
塑	1276		13	70	0.01057%	617215	92.14%	29	7.99%
森	1281		12	70	0.01057%	617285	92.19%	29	7.99%
誕	1340		15	65	0.009813%	617350	92.79%	29	7.99%
丈	1349		3	63	0.009512%	617413	92.88%	29	7.99%
怨	1387		9	60	0.009059%	617473	93.23%	29	7.99%
哈	1429		9	57	0.008606%	617530	93.60%	29	7.99%
呈	1439		7	56	0.008455%	617586	93.69%	29	7.99%
聚	1516		14	51	0.0077%	617637	94.31%	29	7.99%
衰	1519		10	51	0.0077%	617688	94.33%	29	7.99%
慧	1537		15	49	0.007398%	617737	94.46%	29	7.99%
丁	1546		2	48	0.007247%	617785	94.53%	29	7.99%
兄	1559		5	47	0.007096%	617832	94.63%	29	7.99%
瓶	1568		11	47	0.007096%	617879	94.69%	29	7.99%
插	1582		12	46	0.006945%	617925	94.79%	29	7.99%
搬	1633		13	43	0.006492%	617968	95.13%	29	7.99%
悅	1648		10	42	0.006341%	618010	95.23%	29	7.99%
挑	1656		9	41	0.00619%	618051	95.28%	29	7.99%
械	1671		11	40	0.006039%	618091	95.37%	29	7.99%
拒	1703		8	38	0.005737%	618129	95.56%	29	7.99%
礙	1729		19	37	0.005586%	618166	95.71%	29	7.99%
恰	1744		9	36	0.005435%	618202	95.79%	29	7.99%
捨	1808		11	33	0.004982%	618235	96.12%	29	7.99%
毒	727		9	178	0.02687%	618413	82.79%	28	7.71%
谷	1089		7	91	0.01374%	618504	89.87%	28	7.71%
庫	1193		10	79	0.01193%	618583	91.20%	28	7.71%
舍	1205		8	78	0.01178%	618661	91.35%	28	7.71%
融	1206		16	78	0.01178%	618739	91.36%	28	7.71%
琴	1258		12	72	0.01087%	618811	91.94%	28	7.71%
泉	1297		9	68	0.01027%	618879	92.36%	28	7.71%
杯	1391		8	60	0.009059%	618939	93.27%	28	7.71%
賽	1398		17	60	0.009059%	618999	93.33%	28	7.71%
哪	1470		10	53	0.008002%	619052	93.94%	28	7.71%
泰	1475		10	53	0.008002%	619105	93.98%	28	7.71%
溝	1476		13	53	0.008002%	619158	93.99%	28	7.71%
娘	1490		10	52	0.007851%	619210	94.10%	28	7.71%
侵	1576		9	46	0.006945%	619256	94.75%	28	7.71%
奧	1600		13	45	0.006794%	619301	94.91%	28	7.71%
浸	1606		10	45	0.006794%	619346	94.95%	28	7.71%
悟	1618		10	44	0.006643%	619390	95.03%	28	7.71%
吐	1654		6	41	0.00619%	619431	95.27%	28	7.71%
暢	1685		14	39	0.005888%	619470	95.45%	28	7.71%
舖	1690		15	39	0.005888%	619509	95.48%	28	7.71%
慎	1768		13	35	0.005284%	619544	95.92%	28	7.71%
妥	1782		7	34	0.005133%	619578	95.99%	28	7.71%
狹	1813		10	33	0.004982%	619611	96.15%	28	7.71%
勉	1825		9	32	0.004831%	619643	96.21%	28	7.71%
掩	1832		11	32	0.004831%	619675	96.24%	28	7.71%
療	901		17	129	0.01948%	619804	86.78%	27	7.44%
雕	907		16	128	0.01932%	619932	86.90%	27	7.44%
紋	1079		10	92	0.01389%	620024	89.73%	27	7.44%
戴	1235		17	74	0.01117%	620098	91.69%	27	7.44%
旗	1249		14	73	0.01102%	620171	91.85%	27	7.44%
億	1308		15	67	0.01012%	620238	92.47%	27	7.44%
菲	1365		12	62	0.009361%	620300	93.03%	27	7.44%
游	1452		12	55	0.008304%	620355	93.80%	27	7.44%
倡	1486		10	52	0.007851%	620407	94.07%	27	7.44%
紐	1497		10	52	0.007851%	620459	94.16%	27	7.44%
敏	1511		11	51	0.0077%	620510	94.27%	27	7.44%
碼	1543		15	49	0.007398%	620559	94.51%	27	7.44%
彎	1550		22	48	0.007247%	620607	94.56%	27	7.44%
豆	1556		7	48	0.007247%	620655	94.60%	27	7.44%
摩	1602		15	45	0.006794%	620700	94.92%	27	7.44%
敲	1619		14	44	0.006643%	620744	95.04%	27	7.44%
倘	1628		10	43	0.006492%	620787	95.10%	27	7.44%
戶	1632		4	43	0.006492%	620830	95.13%	27	7.44%
渡	1634		12	43	0.006492%	620873	95.14%	27	7.44%
膽	1689		17	39	0.005888%	620912	95.48%	27	7.44%
瓦	1751		5	36	0.005435%	620948	95.83%	27	7.44%
恢	1767		9	35	0.005284%	620983	95.91%	27	7.44%
綴	1773		14	35	0.005284%	621018	95.95%	27	7.44%
頁	1778		9	35	0.005284%	621053	95.97%	27	7.44%
湧	1789		12	34	0.005133%	621087	96.03%	27	7.44%
肚	1794		7	34	0.005133%	621121	96.05%	27	7.44%
惑	1803		12	33	0.004982%	621154	96.10%	27	7.44%
馳	1823		13	33	0.004982%	621187	96.20%	27	7.44%
迄	1893		6	30	0.004529%	621217	96.53%	27	7.44%
杜	823		7	149	0.0225%	621366	85.16%	26	7.16%
荷	1103		11	89	0.01344%	621455	90.06%	26	7.16%
衡	1122		16	87	0.01313%	621542	90.31%	26	7.16%
坡	1200		8	78	0.01178%	621620	91.29%	26	7.16%
胞	1302		9	68	0.01027%	621688	92.41%	26	7.16%
裂	1303		12	68	0.01027%	621756	92.42%	26	7.16%
噴	1344		15	64	0.009662%	621820	92.83%	26	7.16%
悄	1372		10	61	0.00921%	621881	93.09%	26	7.16%
柳	1392		9	60	0.009059%	621941	93.27%	26	7.16%
覽	1422		21	58	0.008757%	621999	93.54%	26	7.16%
僑	1449		14	55	0.008304%	622054	93.77%	26	7.16%
丹	1485		4	52	0.007851%	622106	94.06%	26	7.16%
污	1513		6	51	0.0077%	622157	94.28%	26	7.16%
幣	1601		14	45	0.006794%	622202	94.92%	26	7.16%
甜	1635		11	43	0.006492%	622245	95.14%	26	7.16%
瘦	1637		14	43	0.006492%	622288	95.16%	26	7.16%
播	1649		15	42	0.006341%	622330	95.24%	26	7.16%
壽	1655		14	41	0.00619%	622371	95.27%	26	7.16%
宿	1668		11	40	0.006039%	622411	95.35%	26	7.16%
仔	1680		5	39	0.005888%	622450	95.42%	26	7.16%
廚	1683		15	39	0.005888%	622489	95.44%	26	7.16%
滾	1686		14	39	0.005888%	622528	95.46%	26	7.16%
譯	1714		20	38	0.005737%	622566	95.62%	26	7.16%
辨	1715		16	38	0.005737%	622604	95.63%	26	7.16%
腐	1733		14	37	0.005586%	622641	95.73%	26	7.16%
齒	1739		15	37	0.005586%	622678	95.76%	26	7.16%
澤	1749		16	36	0.005435%	622714	95.82%	26	7.16%
奈	1764		8	35	0.005284%	622749	95.90%	26	7.16%
驅	1779		21	35	0.005284%	622784	95.98%	26	7.16%
佩	1780		8	34	0.005133%	622818	95.98%	26	7.16%
虧	1796		17	34	0.005133%	622852	96.06%	26	7.16%
劣	1800		6	33	0.004982%	622885	96.08%	26	7.16%
摘	1809		14	33	0.004982%	622918	96.13%	26	7.16%
悶	1847		12	31	0.00468%	622949	96.31%	26	7.16%
循	1906		12	29	0.004378%	622978	96.58%	26	7.16%
潑	1924		15	29	0.004378%	623007	96.66%	26	7.16%
劑	1037		16	101	0.01525%	623108	89.13%	25	6.89%
塔	1062		13	94	0.01419%	623202	89.49%	25	6.89%
駛	1068		15	94	0.01419%	623296	89.58%	25	6.89%
劉	1106		15	88	0.01329%	623384	90.10%	25	6.89%
翅	1135		10	86	0.01298%	623470	90.48%	25	6.89%
凍	1150		10	84	0.01268%	623554	90.67%	25	6.89%
株	1269		10	71	0.01072%	623625	92.06%	25	6.89%
溶	1270		13	71	0.01072%	623696	92.07%	25	6.89%
椅	1314		12	67	0.01012%	623763	92.53%	25	6.89%
