六十年代大陸字頻統計

單字	序號	部首	筆劃	頻次	頻率	累積
頻次	累積
頻率	見檔次	見檔率
織	431		18	346	0.05226%	473020	74.28%	114	34.86%
片	450		4	329	0.04969%	473349	75.24%	114	34.86%
單字	序號	部首	筆劃	頻次	頻率	累積
頻次	累積
頻率	見檔次	見檔率
信	453		9	325	0.04908%	473674	75.39%	114	34.86%
曾	542		12	257	0.03881%	473931	79.24%	114	34.86%
引	584		4	231	0.03489%	474162	80.79%	114	34.86%
習	405		11	371	0.05603%	474533	72.89%	113	34.56%
影	434		15	339	0.0512%	474872	74.44%	113	34.56%
告	578		7	235	0.03549%	475107	80.58%	113	34.56%
究	246		7	593	0.08956%	475700	61.75%	112	34.25%
修	335		10	439	0.0663%	476139	68.63%	112	34.25%
書	342		10	437	0.066%	476576	69.10%	112	34.25%
驗	343		23	437	0.066%	477013	69.16%	112	34.25%
響	519		21	271	0.04093%	477284	78.33%	112	34.25%
望	396		11	376	0.05679%	477660	72.38%	111	33.94%
武	455		8	318	0.04803%	477978	75.49%	111	33.94%
張	480		11	298	0.04501%	478276	76.65%	111	33.94%
勢	551		13	251	0.03791%	478527	79.59%	111	33.94%
拉	317		8	459	0.06932%	478986	67.41%	110	33.64%
火	351		4	420	0.06343%	479406	69.68%	110	33.64%
市	383		5	388	0.0586%	479794	71.63%	110	33.64%
格	388		10	385	0.05815%	480179	71.92%	110	33.64%
須	416		12	358	0.05407%	480537	73.49%	110	33.64%
歡	513		22	275	0.04153%	480812	78.08%	110	33.64%
單	560		12	245	0.037%	481057	79.93%	110	33.64%
續	591		21	229	0.03459%	481286	81.03%	110	33.64%
注	617		8	213	0.03217%	481499	81.90%	110	33.64%
科	252		9	590	0.08911%	482089	62.29%	109	33.33%
林	339		8	438	0.06615%	482527	68.90%	109	33.33%
卻	394		9	377	0.05694%	482904	72.27%	109	33.33%
怎	478		9	299	0.04516%	483203	76.56%	109	33.33%
較	479		13	299	0.04516%	483502	76.60%	109	33.33%
採	506		11	281	0.04244%	483783	77.79%	109	33.33%
便	532		9	263	0.03972%	484046	78.85%	109	33.33%
備	562		12	244	0.03685%	484290	80.00%	109	33.33%
包	573		5	238	0.03594%	484528	80.40%	109	33.33%
準	575		13	237	0.03579%	484765	80.47%	109	33.33%
圍	462		12	313	0.04727%	485078	75.82%	108	33.03%
則	489		9	293	0.04425%	485371	77.05%	108	33.03%
金	253		8	586	0.0885%	485957	62.38%	107	32.72%
式	441		6	335	0.05059%	486292	74.79%	107	32.72%
況	507		8	281	0.04244%	486573	77.83%	107	32.72%
讓	574		24	238	0.03594%	486811	80.44%	107	32.72%
你	128		7	1062	0.1604%	487873	47.73%	106	32.42%
幹	316		13	460	0.06947%	488333	67.34%	106	32.42%
轉	492		18	289	0.04365%	488622	77.18%	106	32.42%
節	508		13	280	0.04229%	488902	77.87%	106	32.42%
繼	620		20	209	0.03156%	489111	81.99%	106	32.42%
隨	636		15	203	0.03066%	489314	82.49%	106	32.42%
字	314		6	462	0.06977%	489776	67.20%	105	32.11%
親	464		16	312	0.04712%	490088	75.91%	105	32.11%
密	524		11	267	0.04032%	490355	78.53%	105	32.11%
待	621		9	208	0.03141%	490563	82.02%	105	32.11%
另	688		5	177	0.02673%	490740	83.97%	105	32.11%
電	334		13	442	0.06675%	491182	68.57%	104	31.80%
史	390		5	382	0.05769%	491564	72.04%	104	31.80%
擊	410		17	363	0.05482%	491927	73.16%	104	31.80%
壓	564		17	243	0.0367%	492170	80.07%	104	31.80%
存	600		6	223	0.03368%	492393	81.34%	104	31.80%
易	682		8	179	0.02703%	492572	83.81%	104	31.80%
土	307		3	474	0.07159%	493046	66.71%	103	31.50%
英	320		9	458	0.06917%	493504	67.62%	103	31.50%
呢	436		8	337	0.0509%	493841	74.54%	103	31.50%
