單字	序號	部首	筆劃	頻次	頻率	累積頻次	累積頻率	見檔次	見檔率
距	1140		12	84	0.01266%	603479	91.26%	47	11.44%
粉	1175		10	79	0.01191%	603558	91.69%	47	11.44%
績	1177		17	79	0.01191%	603637	91.71%	47	11.44%
博	1191		12	77	0.01161%	603714	91.88%	47	11.44%
彿	1216		8	74	0.01115%	603788	92.16%	47	11.44%
扮	1229		7	72	0.01085%	603860	92.31%	47	11.44%
孔	1233		4	71	0.0107%	603931	92.35%	47	11.44%
爆	1283		19	67	0.0101%	603998	92.87%	47	11.44%
奪	1294		14	65	0.009797%	604063	92.98%	47	11.44%
冒	1305		9	64	0.009646%	604127	93.09%	47	11.44%
播	1334		15	61	0.009194%	604188	93.36%	47	11.44%
勵	1379		17	57	0.008591%	604245	93.76%	47	11.44%
兼	1435		10	53	0.007988%	604298	94.23%	47	11.44%
秋	735		9	172	0.02592%	604470	83.79%	46	11.19%
障	976		13	112	0.01688%	604582	88.85%	46	11.19%
圈	1014		11	105	0.01583%	604687	89.48%	46	11.19%
呀	1055		7	97	0.01462%	604784	90.10%	46	11.19%
緩	1059		15	97	0.01462%	604881	90.16%	46	11.19%
恨	1080		9	94	0.01417%	604975	90.46%	46	11.19%
罵	1146		15	83	0.01251%	605058	91.34%	46	11.19%
皇	1174		9	79	0.01191%	605137	91.68%	46	11.19%
灰	1208		6	75	0.0113%	605212	92.07%	46	11.19%
屆	1234		8	71	0.0107%	605283	92.36%	46	11.19%
徑	1255		10	69	0.0104%	605352	92.58%	46	11.19%
憶	1257		16	69	0.0104%	605421	92.60%	46	11.19%
袋	1272		11	68	0.01025%	605489	92.76%	46	11.19%
辯	1274		21	68	0.01025%	605557	92.78%	46	11.19%
准	1292		10	65	0.009797%	605622	92.96%	46	11.19%
抑	1333		7	61	0.009194%	605683	93.35%	46	11.19%
震	1377		15	58	0.008742%	605741	93.75%	46	11.19%
疏	1427		11	54	0.008139%	605795	94.16%	46	11.19%
奏	784		9	157	0.02366%	605952	85.00%	45	10.95%
蘭	872		21	136	0.0205%	606088	86.93%	45	10.95%
尼	1031		5	102	0.01537%	606190	89.74%	45	10.95%
甘	1073		5	95	0.01432%	606285	90.36%	45	10.95%
胡	1121		9	87	0.01311%	606372	91.02%	45	10.95%
茶	1169		10	80	0.01206%	606452	91.62%	45	10.95%
徒	1183		10	78	0.01176%	606530	91.79%	45	10.95%
潛	1201		15	76	0.01146%	606606	91.99%	45	10.95%
拖	1235		8	71	0.0107%	606677	92.37%	45	10.95%
君	1242		7	70	0.01055%	606747	92.45%	45	10.95%
幼	1254		5	69	0.0104%	606816	92.57%	45	10.95%
寬	1267		15	68	0.01025%	606884	92.71%	45	10.95%
漢	1282		14	67	0.0101%	606951	92.86%	45	10.95%
窮	1301		15	65	0.009797%	607016	93.05%	45	10.95%
祖	1310		9	64	0.009646%	607080	93.13%	45	10.95%
衡	1312		16	64	0.009646%	607144	93.15%	45	10.95%
辭	1314		19	64	0.009646%	607208	93.17%	45	10.95%
陰	1323		10	63	0.009496%	607271	93.26%	45	10.95%
貌	1331		14	62	0.009345%	607333	93.33%	45	10.95%
操	1335		16	61	0.009194%	607394	93.37%	45	10.95%
裂	1341		12	61	0.009194%	607455	93.43%	45	10.95%
憂	1345		15	60	0.009043%	607515	93.46%	45	10.95%
添	1358		11	59	0.008893%	607574	93.58%	45	10.95%
延	1394		8	56	0.008441%	607630	93.89%	45	10.95%
末	1396		5	56	0.008441%	607686	93.91%	45	10.95%
遭	1433		14	54	0.008139%	607740	94.21%	45	10.95%
勇	1437		9	53	0.007988%	607793	94.25%	45	10.95%
壯	1462		7	51	0.007687%	607844	94.44%	45	10.95%
跡	1517		13	48	0.007235%	607892	94.85%	45	10.95%
姐	540		8	263	0.03964%	608155	77.48%	44	10.71%
季	820		8	148	0.02231%	608303	85.82%	44	10.71%
射	828		10	144	0.0217%	608447	86.00%	44	10.71%
詩	929		13	122	0.01839%	608569	88.03%	44	10.71%
田	1051		5	98	0.01477%	608667	90.04%	44	10.71%
哭	1108		10	89	0.01341%	608756	90.85%	44	10.71%
刊	1144		5	83	0.01251%	608839	91.31%	44	10.71%
湖	1207		12	75	0.0113%	608914	92.06%	44	10.71%
雅	1220		12	74	0.01115%	608988	92.21%	44	10.71%
昏	1237		8	71	0.0107%	609059	92.39%	44	10.71%
甜	1239		11	71	0.0107%	609130	92.41%	44	10.71%
粗	1302		11	65	0.009797%	609195	93.06%	44	10.71%
覆	1313		18	64	0.009646%	609259	93.16%	44	10.71%
擠	1336		17	61	0.009194%	609320	93.38%	44	10.71%
拒	1346		8	60	0.009043%	609380	93.47%	44	10.71%
爛	1385		21	57	0.008591%	609437	93.81%	44	10.71%
奈	1421		8	54	0.008139%	609491	94.12%	44	10.71%
絡	1428		12	54	0.008139%	609545	94.17%	44	10.71%
膚	607		15	228	0.03437%	609773	79.97%	43	10.46%
飲	1117		12	88	0.01326%	609861	90.97%	43	10.46%
盾	1218		9	74	0.01115%	609935	92.19%	43	10.46%
碎	1219		13	74	0.01115%	610009	92.20%	43	10.46%
矛	1226		5	73	0.011%	610082	92.27%	43	10.46%
燒	1271		16	68	0.01025%	610150	92.75%	43	10.46%
兵	1275		7	67	0.0101%	610217	92.79%	43	10.46%
返	1315		7	64	0.009646%	610281	93.18%	43	10.46%
佈	1325		7	62	0.009345%	610343	93.28%	43	10.46%
累	1329		11	62	0.009345%	610405	93.32%	43	10.46%
胸	1359		10	59	0.008893%	610464	93.59%	43	10.46%
厭	1370		14	58	0.008742%	610522	93.68%	43	10.46%
尖	1380		6	57	0.008591%	610579	93.77%	43	10.46%
牽	1411		11	55	0.00829%	610634	94.03%	43	10.46%
欠	1423		4	54	0.008139%	610688	94.13%	43	10.46%
築	1045		16	99	0.01492%	610787	89.95%	42	10.22%
耀	1105		20	90	0.01357%	610877	90.80%	42	10.22%
鬼	1232		10	72	0.01085%	610949	92.34%	42	10.22%
碰	1300		13	65	0.009797%	611014	93.04%	42	10.22%
敏	1308		11	64	0.009646%	611078	93.12%	42	10.22%
沖	1347		7	60	0.009043%	611138	93.48%	42	10.22%
伸	1352		7	59	0.008893%	611197	93.53%	42	10.22%
塵	1353		14	59	0.008893%	611256	93.53%	42	10.22%
糊	1386		15	57	0.008591%	611313	93.82%	42	10.22%
秀	1400		7	56	0.008441%	611369	93.94%	42	10.22%
乃	1403		2	55	0.00829%	611424	93.97%	42	10.22%
奮	1422		16	54	0.008139%	611478	94.12%	42	10.22%
緒	1442		14	53	0.007988%	611531	94.29%	42	10.22%
搶	1449		13	52	0.007838%	611583	94.34%	42	10.22%
豈	1500		10	49	0.007385%	611632	94.73%	42	10.22%
菜	844		12	141	0.02125%	611773	86.34%	41	9.98%
岸	1079		8	94	0.01417%	611867	90.45%	41	9.98%
弟	1110		7	89	0.01341%	611956	90.87%	41	9.98%
肥	1120		8	87	0.01311%	612043	91.00%	41	9.98%
游	1168		12	80	0.01206%	612123	91.61%	41	9.98%
撥	1217		15	74	0.01115%	612197	92.17%	41	9.98%
摸	1268		14	68	0.01025%	612265	92.72%	41	9.98%
晨	1309		11	64	0.009646%	612329	93.13%	41	9.98%
邀	1342		16	61	0.009194%	612390	93.44%	41	9.98%
姓	1354		8	59	0.008893%	612449	93.54%	41	9.98%
坦	1406		8	55	0.00829%	612504	93.99%	41	9.98%
殘	1410		12	55	0.00829%	612559	94.02%	41	9.98%
湧	1426		12	54	0.008139%	612613	94.16%	41	9.98%
慘	1493		14	49	0.007385%	612662	94.68%	41	9.98%
匯	689		13	190	0.02864%	612852	82.53%	40	9.73%
哥	993		10	109	0.01643%	612961	89.13%	40	9.73%
戀	995		23	109	0.01643%	613070	89.17%	40	9.73%
申	1074		5	95	0.01432%	613165	90.38%	40	9.73%
跌	1122		12	87	0.01311%	613252	91.03%	40	9.73%
啊	1293		11	65	0.009797%	613317	92.97%	40	9.73%
措	1295		11	65	0.009797%	613382	92.99%	40	9.73%
遙	1361		13	59	0.008893%	613441	93.61%	40	9.73%
紹	1373		11	58	0.008742%	613499	93.71%	40	9.73%
尾	1392		7	56	0.008441%	613555	93.87%	40	9.73%
顏	1402		18	56	0.008441%	613611	93.96%	40	9.73%
稀	1415		12	55	0.00829%	613666	94.07%	40	9.73%
聖	1429		13	54	0.008139%	613720	94.18%	40	9.73%
慰	1447		15	52	0.007838%	613772	94.32%	40	9.73%
賴	1455		16	52	0.007838%	613824	94.39%	40	9.73%
妨	1473		7	50	0.007536%	613874	94.53%	40	9.73%
猛	1546		11	46	0.006933%	613920	95.05%	40	9.73%
逼	1576		12	44	0.006632%	613964	95.26%	40	9.73%
籍	923		20	123	0.01854%	614087	87.91%	39	9.49%
膠	1039		15	100	0.01507%	614187	89.86%	39	9.49%
朗	1279		10	67	0.0101%	614254	92.83%	39	9.49%
寒	1355		12	59	0.008893%	614313	93.55%	39	9.49%
闊	1388		17	57	0.008591%	614370	93.84%	39	9.49%
汗	1397		6	56	0.008441%	614426	93.92%	39	9.49%
籌	1401		20	56	0.008441%	614482	93.95%	39	9.49%
眉	1414		9	55	0.00829%	614537	94.06%	39	9.49%
曉	1439		16	53	0.007988%	614590	94.26%	39	9.49%
齡	1443		20	53	0.007988%	614643	94.29%	39	9.49%
沿	1451		8	52	0.007838%	614695	94.36%	39	9.49%
縱	1466		17	51	0.007687%	614746	94.47%	39	9.49%
剩	1504		12	48	0.007235%	614794	94.76%	39	9.49%
逃	1536		9	47	0.007084%	614841	94.99%	39	9.49%
磨	1547		16	46	0.006933%	614887	95.06%	39	9.49%
詳	1557		13	45	0.006783%	614932	95.13%	39	9.49%
掩	1569		11	44	0.006632%	614976	95.21%	39	9.49%
監	927		14	122	0.01839%	615098	87.99%	38	9.25%
簽	1018		19	105	0.01583%	615203	89.54%	38	9.25%
輸	1048		16	99	0.01492%	615302	90.00%	38	9.25%
啦	1166		11	80	0.01206%	615382	91.58%	38	9.25%
悠	1256		11	69	0.0104%	615451	92.59%	38	9.25%
飾	1285		13	67	0.0101%	615518	92.89%	38	9.25%
膽	1287		17	66	0.009948%	615584	92.91%	38	9.25%
飄	1324		20	63	0.009496%	615647	93.27%	38	9.25%
諾	1330		16	62	0.009345%	615709	93.32%	38	9.25%
稿	1340		15	61	0.009194%	615770	93.42%	38	9.25%
融	1349		16	60	0.009043%	615830	93.50%	38	9.25%
丈	1364		3	58	0.008742%	615888	93.63%	38	9.25%
冰	1367		6	58	0.008742%	615946	93.66%	38	9.25%
插	1409		12	55	0.00829%	616001	94.02%	38	9.25%
珍	1441		9	53	0.007988%	616054	94.28%	38	9.25%
猶	1452		12	52	0.007838%	616106	94.36%	38	9.25%
埋	1461		10	51	0.007687%	616157	94.43%	38	9.25%
側	1469		11	50	0.007536%	616207	94.50%	38	9.25%
纏	1482		21	50	0.007536%	616257	94.59%	38	9.25%
勁	1562		9	44	0.006632%	616301	95.16%	38	9.25%
贊	1592		19	43	0.006481%	616344	95.36%	38	9.25%
躍	1593		21	43	0.006481%	616387	95.37%	38	9.25%
彭	707		12	184	0.02773%	616571	83.03%	37	9.00%
船	789		11	155	0.02336%	616726	85.12%	37	9.00%
坡	1124		8	86	0.01296%	616812	91.06%	37	9.00%
偷	1212		11	74	0.01115%	616886	92.12%	37	9.00%
盟	1231		13	72	0.01085%	616958	92.33%	37	9.00%
賓	1290		14	66	0.009948%	617024	92.94%	37	9.00%
域	1306		11	64	0.009646%	617088	93.10%	37	9.00%
援	1326		12	62	0.009345%	617150	93.29%	37	9.00%
儀	1404		15	55	0.00829%	617205	93.98%	37	9.00%
豪	1417		14	55	0.00829%	617260	94.08%	37	9.00%
扣	1448		6	52	0.007838%	617312	94.33%	37	9.00%
搭	1465		13	51	0.007687%	617363	94.46%	37	9.00%
恩	1477		10	50	0.007536%	617413	94.56%	37	9.00%
礙	1515		19	48	0.007235%	617461	94.84%	37	9.00%
潔	1527		15	47	0.007084%	617508	94.92%	37	9.00%
敬	1544		13	46	0.006933%	617554	95.04%	37	9.00%
輯	1558		16	45	0.006783%	617599	95.14%	37	9.00%
捨	1570		11	44	0.006632%	617643	95.22%	37	9.00%
媽	763		13	162	0.02442%	617805	84.49%	36	8.76%
幣	988		14	110	0.01658%	617915	89.05%	36	8.76%
夾	1200		7	76	0.01146%	617991	91.98%	36	8.76%
閃	1316		10	64	0.009646%	618055	93.19%	36	8.76%
潤	1372		15	58	0.008742%	618113	93.70%	36	8.76%
謀	1416		16	55	0.00829%	618168	94.07%	36	8.76%
袖	1430		10	54	0.008139%	618222	94.19%	36	8.76%
鼻	1458		14	52	0.007838%	618274	94.41%	36	8.76%
刀	1460		2	51	0.007687%	618325	94.43%	36	8.76%
惱	1464		12	51	0.007687%	618376	94.46%	36	8.76%
垂	1508		9	48	0.007235%	618424	94.79%	36	8.76%
惑	1585		12	43	0.006481%	618467	95.32%	36	8.76%
哈	1007		9	107	0.01613%	618574	89.36%	35	8.52%
桌	1172		10	79	0.01191%	618653	91.66%	35	8.52%
淨	1338		11	61	0.009194%	618714	93.40%	35	8.52%
謝	1350		17	60	0.009043%	618774	93.51%	35	8.52%
違	1418		12	55	0.00829%	618829	94.09%	35	8.52%
妥	1445		7	52	0.007838%	618881	94.31%	35	8.52%
慕	1446		15	52	0.007838%	618933	94.32%	35	8.52%
拾	1478		9	50	0.007536%	618983	94.56%	35	8.52%
誌	1499		14	49	0.007385%	619032	94.72%	35	8.52%
拜	1511		9	48	0.007235%	619080	94.81%	35	8.52%
敵	1513		15	48	0.007235%	619128	94.82%	35	8.52%
獻	1529		20	47	0.007084%	619175	94.94%	35	8.52%
毀	1545		13	46	0.006933%	619221	95.05%	35	8.52%
飽	1559		13	45	0.006783%	619266	95.14%	35	8.52%
滅	1573		13	44	0.006632%	619310	95.24%	35	8.52%
鄰	1595		14	43	0.006481%	619353	95.38%	35	8.52%
玉	1038		5	100	0.01507%	619453	89.85%	34	8.27%
赤	1148		7	83	0.01251%	619536	91.36%	34	8.27%
麥	1241		11	71	0.0107%	619607	92.44%	34	8.27%
帝	1277		9	67	0.0101%	619674	92.81%	34	8.27%
授	1357		11	59	0.008893%	619733	93.57%	34	8.27%
酸	1362		14	59	0.008893%	619792	93.61%	34	8.27%
陪	1363		10	59	0.008893%	619851	93.62%	34	8.27%
抹	1382		8	57	0.008591%	619908	93.79%	34	8.27%
焦	1384		12	57	0.008591%	619965	93.81%	34	8.27%
璃	1412		15	55	0.00829%	620020	94.04%	34	8.27%
敦	1450		12	52	0.007838%	620072	94.35%	34	8.27%
鞋	1457		15	52	0.007838%	620124	94.40%	34	8.27%
仰	1459		6	51	0.007687%	620175	94.42%	34	8.27%
怒	1463		9	51	0.007687%	620226	94.45%	34	8.27%
培	1489		11	49	0.007385%	620275	94.65%	34	8.27%
肩	1498		8	49	0.007385%	620324	94.71%	34	8.27%
滑	1514		13	48	0.007235%	620372	94.83%	34	8.27%
腰	1516		13	48	0.007235%	620420	94.84%	34	8.27%
伏	1520		6	47	0.007084%	620467	94.87%	34	8.27%
倦	1522		10	47	0.007084%	620514	94.89%	34	8.27%
串	1538		7	46	0.006933%	620560	95.00%	34	8.27%
嘆	1563		14	44	0.006632%	620604	95.17%	34	8.27%
搜	1571		12	44	0.006632%	620648	95.22%	34	8.27%
邦	1577		6	44	0.006632%	620692	95.26%	34	8.27%
輩	1594		15	43	0.006481%	620735	95.37%	34	8.27%
召	1599		5	42	0.00633%	620777	95.41%	34	8.27%
貫	1633		11	40	0.006029%	620817	95.62%	34	8.27%
憤	1643		15	39	0.005878%	620856	95.67%	34	8.27%
厲	1675		15	37	0.005577%	620893	95.86%	34	8.27%
繞	1682		18	37	0.005577%	620930	95.90%	34	8.27%
紫	704		12	185	0.02788%	621115	82.95%	33	8.03%
汽	1021		7	104	0.01568%	621219	89.59%	33	8.03%
婆	1096		11	90	0.01357%	621309	90.68%	33	8.03%
橋	1138		16	84	0.01266%	621393	91.24%	33	8.03%
雞	1149		18	83	0.01251%	621476	91.37%	33	8.03%
冬	1213		5	74	0.01115%	621550	92.13%	33	8.03%
攝	1236		21	71	0.0107%	621621	92.38%	33	8.03%
欄	1238		21	71	0.0107%	621692	92.40%	33	8.03%
荒	1311		10	64	0.009646%	621756	93.14%	33	8.03%
戴	1332		17	61	0.009194%	621817	93.34%	33	8.03%
醉	1375		15	58	0.008742%	621875	93.73%	33	8.03%
悶	1381		12	57	0.008591%	621932	93.78%	33	8.03%
炸	1383		9	57	0.008591%	621989	93.80%	33	8.03%
毒	1424		9	54	0.008139%	622043	94.14%	33	8.03%
吐	1471		6	50	0.007536%	622093	94.51%	33	8.03%
蒙	1484		14	50	0.007536%	622143	94.61%	33	8.03%
貧	1485		11	50	0.007536%	622193	94.62%	33	8.03%
托	1494		6	49	0.007385%	622242	94.68%	33	8.03%
嚇	1507		17	48	0.007235%	622290	94.78%	33	8.03%
忌	1509		7	48	0.007235%	622338	94.79%	33	8.03%
搬	1512		13	48	0.007235%	622386	94.81%	33	8.03%
淺	1526		11	47	0.007084%	622433	94.91%	33	8.03%
兄	1539		5	46	0.006933%	622479	95.01%	33	8.03%
嫌	1601		13	42	0.00633%	622521	95.42%	33	8.03%
截	1678		14	37	0.005577%	622558	95.88%	33	8.03%
澳	1044		16	99	0.01492%	622657	89.94%	32	7.79%
植	1072		12	95	0.01432%	622752	90.35%	32	7.79%
媒	1276		12	67	0.0101%	622819	92.80%	32	7.79%
污	1281		6	67	0.0101%	622886	92.85%	32	7.79%
津	1321		9	63	0.009496%	622949	93.24%	32	7.79%
旗	1327		14	62	0.009345%	623011	93.30%	32	7.79%
幽	1393		9	56	0.008441%	623067	93.88%	32	7.79%
褲	1431		15	54	0.008139%	623121	94.20%	32	7.79%
網	1453		14	52	0.007838%	623173	94.37%	32	7.79%
玻	1481		9	50	0.007536%	623223	94.59%	32	7.79%
肚	1483		7	50	0.007536%	623273	94.60%	32	7.79%
愁	1510		13	48	0.007235%	623321	94.80%	32	7.79%
鋪	1580		15	44	0.006632%	623365	95.28%	32	7.79%
昂	1604		8	42	0.00633%	623407	95.44%	32	7.79%
礎	1607		18	42	0.00633%	623449	95.46%	32	7.79%
痕	1620		11	41	0.00618%	623490	95.54%	32	7.79%
鎮	1655		18	39	0.005878%	623529	95.75%	32	7.79%
堪	1658		12	38	0.005728%	623567	95.76%	32	7.79%
奔	1709		8	35	0.005275%	623602	96.05%	32	7.79%
稅	703		12	185	0.02788%	623787	82.92%	31	7.54%
伯	1077		7	94	0.01417%	623881	90.42%	31	7.54%
薪	1112		17	89	0.01341%	623970	90.90%	31	7.54%
審	1223		15	73	0.011%	624043	92.24%	31	7.54%
氏	1244		4	70	0.01055%	624113	92.47%	31	7.54%
牆	1259		17	69	0.0104%	624182	92.62%	31	7.54%
濕	1270		17	68	0.01025%	624250	92.74%	31	7.54%
雪	1389		11	57	0.008591%	624307	93.85%	31	7.54%
魂	1468		14	51	0.007687%	624358	94.49%	31	7.54%
腿	1530		14	47	0.007084%	624405	94.94%	31	7.54%
卷	1551		8	45	0.006783%	624450	95.09%	31	7.54%
溝	1555		13	45	0.006783%	624495	95.12%	31	7.54%
采	1579		8	44	0.006632%	624539	95.28%	31	7.54%
壇	1584		16	43	0.006481%	624582	95.31%	31	7.54%
暖	1586		13	43	0.006481%	624625	95.32%	31	7.54%
脈	1589		10	43	0.006481%	624668	95.34%	31	7.54%
凝	1598		16	42	0.00633%	624710	95.40%	31	7.54%
捧	1628		11	40	0.006029%	624750	95.59%	31	7.54%
擾	1645		18	39	0.005878%	624789	95.69%	31	7.54%
艱	1654		17	39	0.005878%	624828	95.74%	31	7.54%
滴	1664		14	38	0.005728%	624866	95.80%	31	7.54%
拼	1695		9	36	0.005426%	624902	95.97%	31	7.54%
呈	1748		7	33	0.004974%	624935	96.25%	31	7.54%
迅	1766		6	33	0.004974%	624968	96.34%	31	7.54%
竹	1104		6	90	0.01357%	625058	90.79%	30	7.30%
填	1317		13	63	0.009496%	625121	93.20%	30	7.30%
劣	1378		6	57	0.008591%	625178	93.75%	30	7.30%
仁	1434		4	53	0.007988%	625231	94.22%	30	7.30%
遷	1456		14	52	0.007838%	625283	94.40%	30	7.30%
艷	1467		24	51	0.007687%	625334	94.48%	30	7.30%
壁	1472		16	50	0.007536%	625384	94.52%	30	7.30%
椅	1479		12	50	0.007536%	625434	94.57%	30	7.30%
嘩	1582		15	43	0.006481%	625477	95.30%	30	7.30%
捉	1614		10	41	0.00618%	625518	95.50%	30	7.30%
迴	1623		9	41	0.00618%	625559	95.56%	30	7.30%
拔	1694		8	36	0.005426%	625595	95.96%	30	7.30%
聊	1737		11	34	0.005125%	625629	96.19%	30	7.30%
鄧	845		14	141	0.02125%	625770	86.36%	29	7.06%
農	966		13	115	0.01733%	625885	88.68%	29	7.06%
楊	1012		13	106	0.01598%	625991	89.44%	29	7.06%
賽	1076		17	95	0.01432%	626086	90.40%	29	7.06%
泡	1320		8	63	0.009496%	626149	93.23%	29	7.06%
閱	1376		15	58	0.008742%	626207	93.74%	29	7.06%
娛	1524		10	47	0.007084%	626254	94.90%	29	7.06%
塗	1552		13	45	0.006783%	626299	95.10%	29	7.06%
抓	1554		7	45	0.006783%	626344	95.11%	29	7.06%
墨	1583		15	43	0.006481%	626387	95.30%	29	7.06%
暑	1605		12	42	0.00633%	626429	95.44%	29	7.06%
描	1616		12	41	0.00618%	626470	95.51%	29	7.06%
貢	1622		10	41	0.00618%	626511	95.55%	29	7.06%
哀	1625		9	40	0.006029%	626551	95.57%	29	7.06%
毋	1663		4	38	0.005728%	626589	95.79%	29	7.06%
崇	1692		11	36	0.005426%	626625	95.95%	29	7.06%
慶	1711		15	35	0.005275%	626660	96.06%	29	7.06%
吞	1747		7	33	0.004974%	626693	96.24%	29	7.06%
勉	1817		9	30	0.004522%	626723	96.58%	29	7.06%
脹	1249		12	70	0.01055%	626793	92.52%	28	6.81%
仙	1365		5	58	0.008742%	626851	93.64%	28	6.81%
宮	1407		10	55	0.00829%	626906	94.00%	28	6.81%
輛	1486		15	50	0.007536%	626956	94.62%	28	6.81%
註	1533		12	47	0.007084%	627003	94.96%	28	6.81%
嘛	1542		14	46	0.006933%	627049	95.03%	28	6.81%
侵	1560		9	44	0.006632%	627093	95.15%	28	6.81%
懶	1566		19	44	0.006632%	627137	95.19%	28	6.81%
朱	1572		6	44	0.006632%	627181	95.23%	28	6.81%
扎	1613		4	41	0.00618%	627222	95.49%	28	6.81%
症	1619		10	41	0.00618%	627263	95.53%	28	6.81%
廢	1626		15	40	0.006029%	627303	95.57%	28	6.81%
暢	1662		14	38	0.005728%	627341	95.79%	28	6.81%
週	1670		11	38	0.005728%	627379	95.83%	28	6.81%
逝	1687		10	37	0.005577%	627416	95.93%	28	6.81%
氛	1698		8	36	0.005426%	627452	95.99%	28	6.81%
凌	1705		10	35	0.005275%	627487	96.02%	28	6.81%
燃	1717		16	35	0.005275%	627522	96.09%	28	6.81%
衰	1720		10	35	0.005275%	627557	96.10%	28	6.81%
矣	1733		7	34	0.005125%	627591	96.17%	28	6.81%
赴	1765		9	33	0.004974%	627624	96.33%	28	6.81%
繫	1786		19	32	0.004823%	627656	96.43%	28	6.81%
脅	1832		10	30	0.004522%	627686	96.65%	28	6.81%
輝	1164		15	81	0.01221%	627767	91.56%	27	6.57%
租	1227		10	73	0.011%	627840	92.29%	27	6.57%
蛋	1240		11	71	0.0107%	627911	92.43%	27	6.57%
櫃	1319		18	63	0.009496%	627974	93.22%	27	6.57%
儲	1366		17	58	0.008742%	628032	93.65%	27	6.57%
貪	1432		11	54	0.008139%	628086	94.21%	27	6.57%
蕩	1454		16	52	0.007838%	628138	94.38%	27	6.57%
峰	1474		10	50	0.007536%	628188	94.53%	27	6.57%
糖	1497		16	49	0.007385%	628237	94.70%	27	6.57%
魯	1502		15	49	0.007385%	628286	94.74%	27	6.57%
酬	1519		13	48	0.007235%	628334	94.86%	27	6.57%
頻	1549		16	46	0.006933%	628380	95.08%	27	6.57%
冠	1550		9	45	0.006783%	628425	95.08%	27	6.57%
削	1561		9	44	0.006632%	628469	95.16%	27	6.57%
寞	1565		14	44	0.006632%	628513	95.18%	27	6.57%
浸	1587		10	43	0.006481%	628556	95.33%	27	6.57%
廉	1603		13	42	0.00633%	628598	95.43%	27	6.57%
朵	1606		6	42	0.00633%	628640	95.45%	27	6.57%
挺	1615		10	41	0.00618%	628681	95.51%	27	6.57%
斜	1629		11	40	0.006029%	628721	95.59%	27	6.57%
尺	1640		4	39	0.005878%	628760	95.66%	27	6.57%
掃	1659		11	38	0.005728%	628798	95.77%	27	6.57%
旋	1661		11	38	0.005728%	628836	95.78%	27	6.57%
憐	1693		15	36	0.005426%	628872	95.96%	27	6.57%
勤	1706		13	35	0.005275%	628907	96.03%	27	6.57%
奉	1708		8	35	0.005275%	628942	96.04%	27	6.57%
拋	1712		8	35	0.005275%	628977	96.06%	27	6.57%
唇	1721		10	34	0.005125%	629011	96.11%	27	6.57%
瓦	1730		5	34	0.005125%	629045	96.15%	27	6.57%
循	1844		12	29	0.004371%	629074	96.70%	27	6.57%
趁	1894		12	28	0.00422%	629102	96.91%	27	6.57%
韓	807		17	151	0.02276%	629253	85.53%	26	6.33%
煮	1153		12	82	0.01236%	629335	91.42%	26	6.33%
菲	1179		12	79	0.01191%	629414	91.74%	26	6.33%
諮	1288		16	66	0.009948%	629480	92.92%	26	6.33%
晶	1296		12	65	0.009797%	629545	93.00%	26	6.33%
娘	1307		10	64	0.009646%	629609	93.11%	26	6.33%
劉	1368		15	58	0.008742%	629667	93.67%	26	6.33%
洞	1398		9	56	0.008441%	629723	93.92%	26	6.33%
哲	1444		10	52	0.007838%	629775	94.30%	26	6.33%
駛	1487		15	50	0.007536%	629825	94.63%	26	6.33%
恒	1492		9	49	0.007385%	629874	94.67%	26	6.33%
瓶	1495		11	49	0.007385%	629923	94.69%	26	6.33%
貸	1535		12	47	0.007084%	629970	94.98%	26	6.33%
唉	1541		10	46	0.006933%	630016	95.02%	26	6.33%
縫	1653		17	39	0.005878%	630055	95.73%	26	6.33%
攻	1660		7	38	0.005728%	630093	95.77%	26	6.33%
佛	1672		7	37	0.005577%	630130	95.84%	26	6.33%
蒼	1700		14	36	0.005426%	630166	96.00%	26	6.33%
宿	1710		11	35	0.005275%	630201	96.05%	26	6.33%
緻	1735		15	34	0.005125%	630235	96.18%	26	6.33%
襲	1740		22	34	0.005125%	630269	96.21%	26	6.33%
恰	1752		9	33	0.004974%	630302	96.27%	26	6.33%
漏	1760		14	33	0.004974%	630335	96.31%	26	6.33%
遞	1767		13	33	0.004974%	630368	96.34%	26	6.33%
躺	1836		15	30	0.004522%	630398	96.66%	26	6.33%
奧	1215		13	74	0.01115%	630472	92.15%	25	6.08%
貿	1262		12	69	0.0104%	630541	92.66%	25	6.08%
伊	1264		6	68	0.01025%	630609	92.68%	25	6.08%
廈	1408		13	55	0.00829%	630664	94.01%	25	6.08%
劑	1436		16	53	0.007988%	630717	94.24%	25	6.08%
宇	1490		6	49	0.007385%	630766	94.65%	25	6.08%
駕	1501		15	49	0.007385%	630815	94.73%	25	6.08%
誕	1534		15	47	0.007084%	630862	94.97%	25	6.08%
呵	1540		8	46	0.006933%	630908	95.01%	25	6.08%
孫	1564		10	44	0.006632%	630952	95.18%	25	6.08%
澤	1574		16	44	0.006632%	630996	95.24%	25	6.08%
茫	1632		10	40	0.006029%	631036	95.61%	25	6.08%
顆	1636		17	40	0.006029%	631076	95.63%	25	6.08%
騙	1637		19	40	0.006029%	631116	95.64%	25	6.08%
洩	1648		9	39	0.005878%	631155	95.70%	25	6.08%
鑑	1656		22	39	0.005878%	631194	95.75%	25	6.08%
繪	1667		19	38	0.005728%	631232	95.81%	25	6.08%
喊	1677		12	37	0.005577%	631269	95.87%	25	6.08%
