單字	序號	部首	筆劃	頻次	頻率	累積頻次	累積頻率	見檔次	見檔率
一	2		1	11165	1.683%	11165	5.363%	411	99.99%
有	6		6	7311	1.102%	18476	10.40%	411	99.99%
的	1		8	24414	3.680%	42890	3.680%	410	99.76%
不	4		4	9190	1.385%	52080	8.150%	410	99.76%
在	7		6	6186	0.9324%	58266	11.33%	409	99.51%
是	3		9	9301	1.402%	67567	6.765%	407	99.03%
以	19		5	3414	0.5146%	70981	18.46%	406	98.78%
大	11		3	4027	0.607%	75008	14.07%	402	97.81%
為	16		9	3642	0.5489%	78650	16.88%	402	97.81%
人	5		2	7622	1.149%	86272	9.298%	400	97.32%
中	10		4	4114	0.6201%	90386	13.46%	400	97.32%
上	17		3	3527	0.5316%	93913	17.42%	400	97.32%
可	22		5	3037	0.4577%	96950	19.87%	400	97.32%
出	24		5	2727	0.411%	99677	20.72%	399	97.08%
個	12		10	3833	0.5777%	103510	14.64%	397	96.59%
而	30		6	2514	0.3789%	106024	23.10%	397	96.59%
會	14		13	3750	0.5652%	109774	15.78%	395	96.11%
時	20		10	3254	0.4905%	113028	18.95%	395	96.11%
來	18		8	3516	0.5299%	116544	17.95%	394	95.86%
多	35		6	2336	0.3521%	118880	24.90%	387	94.16%
這	13		10	3781	0.5699%	122661	15.21%	385	93.67%
過	32		12	2421	0.3649%	125082	23.84%	383	93.19%
於	51		8	1841	0.2775%	126923	29.86%	383	93.19%
要	23		9	2950	0.4446%	129873	20.31%	382	92.94%
但	59		7	1769	0.2666%	131642	32.05%	381	92.70%
年	28		6	2654	0.400%	134296	22.34%	380	92.46%
了	8		2	5037	0.7592%	139333	12.09%	379	92.21%
他	15		5	3688	0.5559%	143021	16.34%	378	91.97%
到	25		8	2704	0.4076%	145725	21.13%	377	91.73%
能	44		10	2008	0.3027%	147733	27.84%	377	91.73%
後	45		9	1989	0.2998%	149722	28.14%	376	91.48%
之	27		4	2654	0.400%	152376	21.94%	374	91.00%
對	36		14	2310	0.3482%	154686	25.25%	374	91.00%
成	56		6	1821	0.2745%	156507	31.24%	371	90.27%
然	43		12	2050	0.309%	158557	27.54%	370	90.02%
得	29		11	2575	0.3881%	161132	22.73%	367	89.29%
下	42		3	2094	0.3156%	163226	27.23%	367	89.29%
如	58		6	1787	0.2693%	165013	31.78%	366	89.05%
所	69		8	1511	0.2277%	166524	34.49%	366	89.05%
其	78		8	1438	0.2167%	167962	36.48%	365	88.81%
作	39		7	2202	0.3319%	170164	26.26%	363	88.32%
發	75		12	1469	0.2214%	171633	35.83%	362	88.08%
現	86		11	1390	0.2095%	173023	38.19%	361	87.83%
因	87		6	1379	0.2078%	174402	38.40%	360	87.59%
分	72		4	1489	0.2244%	175891	35.16%	359	87.35%
同	89		6	1353	0.2039%	177244	38.81%	359	87.35%
都	55		9	1832	0.2761%	179076	30.97%	357	86.86%
十	41		2	2131	0.3212%	181207	26.91%	356	86.62%
當	77		13	1441	0.2172%	182648	36.27%	356	86.62%
前	83		9	1404	0.2116%	184052	37.56%	356	86.62%
生	40		5	2160	0.3256%	186212	26.59%	355	86.37%
外	73		5	1480	0.2231%	187692	35.39%	354	86.13%
最	101		12	1290	0.1944%	188982	41.19%	354	86.13%
地	33		6	2362	0.356%	191344	24.20%	353	85.89%
只	80		5	1434	0.2161%	192778	36.92%	353	85.89%
和	38		8	2223	0.3351%	195001	25.93%	352	85.64%
也	26		3	2686	0.4048%	197687	21.54%	351	85.40%
自	37		6	2303	0.3471%	199990	25.60%	351	85.40%
經	68		13	1519	0.229%	201509	34.26%	351	85.40%
方	48		4	1921	0.2895%	203430	29.01%	350	85.16%
面	76		9	1450	0.2186%	204880	36.05%	350	85.16%
說	34		14	2351	0.3544%	207231	24.55%	347	84.43%
就	46		12	1951	0.2941%	209182	28.43%	346	84.18%
們	31		10	2454	0.3699%	211636	23.47%	345	83.94%
此	112		6	1171	0.1765%	212807	43.21%	345	83.94%
家	49		10	1918	0.2891%	214725	29.30%	342	83.21%
行	64		6	1627	0.2452%	216352	33.33%	342	83.21%
實	105		14	1224	0.1845%	217576	41.94%	341	82.97%
本	67		5	1528	0.2303%	219104	34.03%	340	82.73%
用	65		5	1562	0.2354%	220666	33.57%	339	82.48%
無	70		12	1501	0.2262%	222167	34.71%	338	82.24%
事	57		8	1804	0.2719%	223971	31.51%	336	81.75%
日	81		4	1423	0.2145%	225394	37.13%	335	81.51%
定	102		8	1274	0.192%	226668	41.38%	335	81.51%
已	96		3	1314	0.1981%	227982	40.21%	334	81.27%
些	100		8	1290	0.1944%	229272	41.00%	332	80.78%
理	103		11	1245	0.1877%	230517	41.57%	332	80.78%
意	79		13	1437	0.2166%	231954	36.70%	331	80.54%
者	98		8	1303	0.1964%	233257	40.61%	330	80.29%
與	94		14	1331	0.2006%	234588	39.82%	329	80.05%
由	118		5	1122	0.1691%	235710	44.24%	329	80.05%
間	115		12	1145	0.1726%	236855	43.73%	328	79.81%
去	60		5	1742	0.2626%	238597	32.31%	327	79.56%
心	61		4	1732	0.2611%	240329	32.57%	327	79.56%
好	62		6	1731	0.2609%	242060	32.83%	326	79.32%
至	143		6	932	0.1405%	242992	48.04%	323	78.59%
開	97		12	1306	0.1968%	244298	40.41%	322	78.35%
及	99		4	1299	0.1958%	245597	40.80%	321	78.10%
兩	123		8	1067	0.1608%	246664	45.07%	321	78.10%
高	127		10	1043	0.1572%	247707	45.70%	320	77.86%
重	146		9	923	0.1391%	248630	48.46%	320	77.86%
從	133		11	988	0.1489%	249618	46.61%	317	77.13%
力	114		2	1148	0.173%	250766	43.56%	316	76.89%
加	130		5	998	0.1504%	251764	46.16%	316	76.89%
三	90		3	1350	0.2035%	253114	39.01%	314	76.40%
還	111		16	1191	0.1795%	254305	43.03%	314	76.40%
動	121		11	1109	0.1672%	255414	44.74%	314	76.40%
更	155		7	897	0.1352%	256311	49.69%	313	76.16%
情	82		11	1417	0.2136%	257728	37.34%	312	75.91%
相	161		9	871	0.1313%	258599	50.49%	312	75.91%
國	21		11	3052	0.460%	261651	19.41%	311	75.67%
又	104		2	1229	0.1852%	262880	41.76%	311	75.67%
長	129		8	1011	0.1524%	263891	46.01%	311	75.67%
應	134		17	965	0.1454%	264856	46.76%	311	75.67%
二	106		2	1218	0.1836%	266074	42.12%	309	75.18%
少	173		4	808	0.1218%	266882	51.99%	309	75.18%
正	158		5	883	0.1331%	267765	50.09%	308	74.94%
小	74		3	1478	0.2228%	269243	35.61%	307	74.70%
內	151		4	906	0.1366%	270149	49.15%	307	74.70%
主	93		5	1336	0.2014%	271485	39.62%	306	74.45%
明	139		8	941	0.1418%	272426	47.48%	306	74.45%
沒	85		7	1400	0.211%	273826	37.98%	305	74.21%
受	170		8	817	0.1231%	274643	51.63%	305	74.21%
起	109		10	1205	0.1816%	275848	42.67%	303	73.72%
法	91		8	1347	0.203%	277195	39.21%	302	73.48%
並	177		8	779	0.1174%	277974	52.47%	301	73.24%
問	120		11	1113	0.1678%	279087	44.58%	299	72.75%
度	145		9	927	0.1397%	280014	48.32%	298	72.51%
天	66		4	1555	0.2344%	281569	33.80%	296	72.02%
或	138		8	951	0.1433%	282520	47.33%	294	71.53%
入	188		2	753	0.1135%	283273	53.74%	293	71.29%
道	116		12	1141	0.172%	284414	43.90%	292	71.05%
點	128		17	1042	0.1571%	285456	45.86%	292	71.05%
種	122		14	1093	0.1647%	286549	44.91%	291	70.80%
表	126		8	1053	0.1587%	287602	45.55%	291	70.80%
樣	119		15	1119	0.1687%	288721	44.41%	290	70.56%
新	135		13	960	0.1447%	289681	46.90%	290	70.56%
全	160		6	879	0.1325%	290560	50.36%	290	70.56%
關	165		19	846	0.1275%	291406	51.01%	290	70.56%
著	53		12	1837	0.2769%	293243	30.41%	289	70.32%
見	140		7	941	0.1418%	294184	47.62%	288	70.07%
子	54		3	1832	0.2761%	296016	30.69%	287	69.83%
進	159		11	882	0.1329%	296898	50.23%	287	69.83%
四	157		5	893	0.1346%	297791	49.96%	286	69.59%
看	88		9	1370	0.2065%	299161	38.60%	285	69.34%
很	125		9	1057	0.1593%	300218	45.39%	284	69.10%
將	156		11	895	0.1349%	301113	49.82%	282	68.61%
便	137		9	952	0.1435%	302065	47.19%	281	68.37%
等	172		12	811	0.1222%	302876	51.87%	281	68.37%
果	186		8	755	0.1138%	303631	53.52%	281	68.37%
身	163		7	864	0.1302%	304495	50.75%	280	68.13%
知	132		8	991	0.1494%	305486	46.46%	278	67.64%
向	181		6	773	0.1165%	306259	52.94%	278	67.64%
次	167		6	823	0.124%	307082	51.26%	277	67.40%
才	189		3	750	0.113%	307832	53.86%	277	67.40%
我	9		7	4964	0.7482%	312796	12.84%	276	67.15%
機	150		16	907	0.1367%	313703	49.01%	276	67.15%
五	141		4	939	0.1415%	314642	47.76%	275	66.91%
使	182		8	770	0.1161%	315412	53.06%	275	66.91%
想	110		13	1203	0.1813%	316615	42.85%	273	66.42%
代	164		5	851	0.1283%	317466	50.88%	271	65.94%
位	190		7	747	0.1126%	318213	53.97%	271	65.94%
則	207		9	702	0.1058%	318915	55.83%	271	65.94%
學	71		16	1500	0.2261%	320415	34.94%	270	65.69%
工	95		3	1319	0.1988%	321734	40.02%	270	65.69%
部	175		10	804	0.1212%	322538	52.24%	270	65.69%
再	176		6	787	0.1186%	323325	52.36%	270	65.69%
期	218		12	679	0.1023%	324004	56.97%	270	65.69%
別	212		7	690	0.104%	324694	56.35%	269	65.45%
接	231		11	666	0.1004%	325360	58.28%	269	65.45%
性	136		8	959	0.1445%	326319	47.05%	268	65.21%
反	202		4	714	0.1076%	327033	55.29%	267	64.96%
通	230		10	667	0.1005%	327700	58.18%	267	64.96%
那	47		6	1939	0.2923%	329639	28.72%	266	64.72%
何	216		7	682	0.1028%	330321	56.76%	266	64.72%
今	240		4	648	0.09767%	330969	59.18%	266	64.72%
未	271		5	578	0.08712%	331547	62.02%	266	64.72%
目	206		5	710	0.107%	332257	55.72%	265	64.48%
提	223		12	674	0.1016%	332931	57.48%	265	64.48%
港	52		12	1840	0.2773%	334771	30.14%	264	64.23%
公	107		4	1212	0.1827%	335983	42.31%	264	64.23%
認	219		14	679	0.1023%	336662	57.07%	264	64.23%
名	205		6	711	0.1072%	337373	55.61%	263	63.99%
處	227		11	670	0.101%	338043	57.88%	263	63.99%
手	152		4	902	0.136%	338945	49.28%	262	63.75%
被	203		10	713	0.1075%	339658	55.40%	262	63.75%
原	277		10	570	0.08591%	340228	62.54%	262	63.75%
麼	84		14	1404	0.2116%	341632	37.77%	260	63.26%
合	168		6	819	0.1234%	342451	51.38%	259	63.02%
立	191		5	747	0.1126%	343198	54.08%	259	63.02%
常	225		11	673	0.1014%	343871	57.68%	259	63.02%
回	171		6	812	0.1224%	344683	51.75%	258	62.77%
解	282		13	567	0.08546%	345250	62.97%	258	62.77%
數	213		15	690	0.104%	345940	56.45%	257	62.53%
卻	224		9	673	0.1014%	346613	57.58%	254	61.80%
難	233		19	665	0.1002%	347278	58.49%	254	61.80%
民	63		5	1663	0.2507%	348941	33.08%	253	61.56%
結	278		12	569	0.08576%	349510	62.63%	253	61.56%
近	297		7	524	0.07898%	350034	64.20%	251	61.07%
比	251		4	618	0.09315%	350652	60.22%	250	60.83%
百	162		6	869	0.131%	351521	50.62%	249	60.58%
感	174		13	808	0.1218%	352329	52.12%	249	60.58%
題	193		18	740	0.1115%	353069	54.31%	249	60.58%
變	208		23	699	0.1054%	353768	55.93%	249	60.58%
平	204		5	712	0.1073%	354480	55.51%	248	60.34%
特	291		10	542	0.08169%	355022	63.72%	248	60.34%
甚	195		9	732	0.1103%	355754	54.53%	247	60.10%
即	302		7	513	0.07732%	356267	64.59%	247	60.10%
先	298		6	522	0.07868%	356789	64.28%	246	59.85%
信	229		9	667	0.1005%	357456	58.08%	245	59.61%
界	249		9	621	0.0936%	358077	60.03%	245	59.61%
論	250		15	619	0.0933%	358696	60.13%	245	59.61%
把	166		7	844	0.1272%	359540	51.13%	244	59.37%
月	187		4	754	0.1136%	360294	53.63%	244	59.37%
直	241		8	648	0.09767%	360942	59.28%	244	59.37%
幾	235		12	660	0.09948%	361602	58.68%	243	59.12%
望	264		11	592	0.08923%	362194	61.41%	243	59.12%
取	295		8	526	0.07928%	362720	64.04%	243	59.12%
香	117		9	1136	0.1712%	363856	44.07%	242	58.88%
場	148		12	915	0.1379%	364771	48.74%	242	58.88%
真	180		10	774	0.1167%	365545	52.82%	242	58.88%
每	209		7	697	0.1051%	366242	56.04%	242	58.88%
七	215		2	685	0.1032%	366927	56.66%	242	58.88%
必	268		5	581	0.08757%	367508	61.76%	242	58.88%
九	124		2	1061	0.1599%	368569	45.23%	239	58.15%
水	147		4	921	0.1388%	369490	48.60%	239	58.15%
持	265		9	586	0.08832%	370076	61.50%	237	57.66%
氣	194		10	738	0.1112%	370814	54.42%	236	57.42%
體	211		23	696	0.1049%	371510	56.25%	236	57.42%
總	236		17	660	0.09948%	372170	58.78%	236	57.42%
風	199		9	724	0.1091%	372894	54.97%	235	57.18%
任	221		6	676	0.1019%	373570	57.27%	235	57.18%
容	337		10	451	0.06798%	374021	67.14%	235	57.18%
文	142		4	938	0.1414%	374959	47.90%	234	56.93%
化	226		4	670	0.101%	375629	57.78%	234	56.93%
非	292		8	539	0.08124%	376168	63.80%	234	56.93%
美	131		9	998	0.1504%	377166	46.31%	232	56.45%
安	267		6	582	0.08772%	377748	61.67%	232	56.45%
八	222		2	676	0.1019%	378424	57.38%	231	56.20%
頭	144		16	932	0.1405%	379356	48.18%	230	55.96%
做	183		11	768	0.1158%	380124	53.17%	230	55.96%
物	192		8	740	0.1115%	380864	54.19%	230	55.96%
各	293		6	532	0.08019%	381396	63.88%	230	55.96%
令	321		5	477	0.0719%	381873	66.01%	229	55.72%
且	344		5	437	0.06587%	382310	67.60%	229	55.72%
許	303		11	512	0.07717%	382822	64.67%	228	55.47%
政	50		9	1860	0.2803%	384682	29.58%	227	55.23%
話	198		13	730	0.110%	385412	54.86%	227	55.23%
另	367		5	400	0.06029%	385812	69.06%	227	55.23%
影	274		15	576	0.08682%	386388	62.28%	226	54.99%
放	281		8	567	0.08546%	386955	62.88%	226	54.99%
亦	245		6	628	0.09465%	387583	59.66%	225	54.74%
活	247		9	623	0.0939%	388206	59.85%	225	54.74%
己	149		3	908	0.1369%	389114	48.87%	224	54.50%
強	323		11	474	0.07144%	389588	66.15%	224	54.50%
太	220		4	678	0.1022%	390266	57.17%	223	54.26%
保	256		9	611	0.09209%	390877	60.68%	223	54.26%
六	257		4	610	0.09194%	391487	60.77%	223	54.26%
利	201		7	716	0.1079%	392203	55.18%	222	54.01%
仍	328		4	470	0.07084%	392673	66.51%	221	53.77%
計	234		9	662	0.09978%	393335	58.59%	220	53.53%
該	311		13	506	0.07627%	393841	65.28%	220	53.53%
指	312		9	499	0.07521%	394340	65.35%	220	53.53%
世	254		5	613	0.09239%	394953	60.50%	218	53.04%
給	286		12	562	0.08471%	395515	63.31%	218	53.04%
員	154		10	897	0.1352%	396412	49.55%	217	52.80%
較	288		13	550	0.0829%	396962	63.47%	216	52.55%
雖	377		17	390	0.05878%	397352	69.65%	216	52.55%
往	294		8	528	0.07958%	397880	63.96%	215	52.31%
打	308		5	509	0.07672%	398389	65.05%	215	52.31%
口	266		3	584	0.08802%	398973	61.58%	214	52.07%
市	153		5	900	0.1357%	399873	49.42%	212	51.58%
求	319		7	479	0.0722%	400352	65.87%	212	51.58%
連	369		10	398	0.05999%	400750	69.18%	211	51.34%
改	279		7	568	0.08561%	401318	62.71%	210	51.09%
展	289		10	548	0.0826%	401866	63.56%	210	51.09%
視	358		12	416	0.0627%	402282	68.51%	210	51.09%
制	196		8	731	0.1102%	403013	54.64%	209	50.85%
言	316		7	486	0.07325%	403499	65.65%	209	50.85%
式	327		6	472	0.07114%	403971	66.44%	209	50.85%
萬	276		13	572	0.08621%	404543	62.45%	208	50.61%
失	345		5	437	0.06587%	404980	67.67%	208	50.61%
老	197		6	731	0.1102%	405711	54.75%	207	50.36%
曾	361		12	409	0.06165%	406120	68.69%	207	50.36%
業	185		13	768	0.1158%	406888	53.40%	206	50.12%
門	258		8	609	0.09179%	407497	60.87%	206	50.12%
帶	359		11	412	0.0621%	407909	68.57%	206	50.12%
覺	246		20	627	0.0945%	408536	59.75%	205	49.88%
士	253		3	614	0.09254%	409150	60.41%	205	49.88%
色	259		6	608	0.09164%	409758	60.96%	205	49.88%
收	299		6	521	0.07853%	410279	64.36%	204	49.64%
形	324		7	473	0.07129%	410752	66.23%	204	49.64%
否	364		7	403	0.06074%	411155	68.88%	203	49.39%
足	398		7	365	0.05501%	411520	70.84%	203	49.39%
完	368		7	398	0.05999%	411918	69.12%	202	49.15%
始	414		8	353	0.05321%	412271	71.71%	202	49.15%
除	464		9	313	0.04718%	412584	74.22%	202	49.15%
傳	370		13	397	0.05984%	412981	69.24%	201	48.91%
觀	353		25	428	0.06451%	413409	68.19%	199	48.42%
選	169		15	819	0.1234%	414228	51.50%	198	48.18%
聲	242		17	641	0.09661%	414869	59.37%	198	48.18%
量	306		12	511	0.07702%	415380	64.90%	198	48.18%
第	315		11	487	0.0734%	415867	65.58%	198	48.18%
千	238		3	656	0.09888%	416523	58.98%	197	47.93%
示	339		5	449	0.06768%	416972	67.27%	197	47.93%
記	336		10	452	0.06813%	417424	67.07%	196	47.69%
程	346		12	437	0.06587%	417861	67.73%	196	47.69%
極	396		13	365	0.05501%	418226	70.73%	196	47.69%
東	287		8	551	0.08305%	418777	63.39%	195	47.45%
決	290		7	544	0.08199%	419321	63.64%	195	47.45%
白	275		5	576	0.08682%	419897	62.37%	194	47.20%
滿	352		14	428	0.06451%	420325	68.13%	194	47.20%
走	214		7	689	0.1038%	421014	56.56%	193	46.96%
清	325		11	473	0.07129%	421487	66.30%	193	46.96%
件	331		6	466	0.07024%	421953	66.72%	193	46.96%
深	334		11	461	0.06948%	422414	66.93%	193	46.96%
根	457		10	319	0.04808%	422733	73.89%	193	46.96%
產	261		11	596	0.08983%	423329	61.14%	192	46.72%
報	305		12	511	0.07702%	423840	64.82%	192	46.72%
流	320		9	478	0.07205%	424318	65.94%	192	46.72%
早	341		6	440	0.06632%	424758	67.40%	192	46.72%
達	362		12	409	0.06165%	425167	68.75%	192	46.72%
需	413		14	354	0.05336%	425521	71.65%	192	46.72%
引	454		4	321	0.04838%	425842	73.74%	192	46.72%
像	217		14	680	0.1025%	426522	56.87%	191	46.47%
資	244		13	632	0.09526%	427154	59.56%	191	46.47%
西	310		6	507	0.07642%	427661	65.20%	191	46.47%
顯	435		23	338	0.05094%	427999	72.80%	191	46.47%
共	200		6	716	0.1079%	428715	55.07%	190	46.23%
份	333		6	464	0.06994%	429179	66.86%	190	46.23%
切	405		4	360	0.05426%	429539	71.22%	190	46.23%
交	322		6	475	0.07159%	430014	66.08%	189	45.99%
若	374		9	394	0.05939%	430408	69.48%	189	45.99%
響	391		21	371	0.05592%	430779	70.45%	189	45.99%
條	350		11	431	0.06496%	431210	68.00%	187	45.50%
管	373		14	395	0.05954%	431605	69.42%	187	45.50%
易	399		8	364	0.05486%	431969	70.90%	187	45.50%
步	402		7	362	0.05456%	432331	71.06%	187	45.50%
遠	381		13	385	0.05803%	432716	69.89%	186	45.26%
算	408		14	356	0.05366%	433072	71.38%	186	45.26%
約	415		9	353	0.05321%	433425	71.76%	186	45.26%
似	423		7	349	0.0526%	433774	72.18%	186	45.26%
社	239		7	649	0.09782%	434423	59.08%	185	45.01%
單	338		12	450	0.06783%	434873	67.20%	185	45.01%
建	272		9	577	0.08697%	435450	62.11%	184	44.77%
包	429		5	343	0.0517%	435793	72.49%	184	44.77%
女	113		3	1154	0.1739%	436947	43.38%	183	44.53%
議	179		20	776	0.117%	437723	52.71%	183	44.53%
電	270		13	581	0.08757%	438304	61.93%	183	44.53%
候	300		10	520	0.07838%	438824	64.43%	183	44.53%
據	468		16	309	0.04657%	439133	74.41%	183	44.53%
眼	284		11	564	0.08501%	439697	63.14%	182	44.28%
神	376		9	391	0.05893%	440088	69.59%	182	44.28%
局	252		7	617	0.093%	440705	60.31%	181	44.04%
樂	210		15	696	0.1049%	441401	56.14%	179	43.55%
半	375		5	391	0.05893%	441792	69.54%	179	43.55%
消	393		10	369	0.05562%	442161	70.57%	179	43.55%
你	92		7	1344	0.2026%	443505	39.41%	178	43.31%
運	356		12	421	0.06345%	443926	68.38%	178	43.31%
況	446		8	328	0.04944%	444254	73.35%	178	43.31%
海	269		10	581	0.08757%	444835	61.85%	177	43.07%
金	273		8	577	0.08697%	445412	62.19%	177	43.07%
路	318		13	480	0.07235%	445892	65.80%	177	43.07%
談	386		15	379	0.05712%	446271	70.17%	177	43.07%
讓	462		24	314	0.04733%	446585	74.13%	177	43.07%
首	470		9	309	0.04657%	446894	74.50%	177	43.07%
光	248		6	622	0.09375%	447516	59.94%	176	42.82%
角	389		7	371	0.05592%	447887	70.34%	176	42.82%
裏	178		13	779	0.1174%	448666	52.59%	175	42.58%
例	431		8	340	0.05125%	449006	72.60%	175	42.58%
致	497		9	288	0.04341%	449294	75.70%	175	42.58%
故	366		9	401	0.06044%	449695	69.00%	174	42.34%
書	237		10	659	0.09933%	450354	58.88%	173	42.09%
基	307		11	510	0.07687%	450864	64.97%	172	41.85%
調	385		15	380	0.05728%	451244	70.12%	172	41.85%
落	409		13	356	0.05366%	451600	71.44%	172	41.85%
整	422		16	350	0.05275%	451950	72.13%	172	41.85%
照	427		13	346	0.05215%	452296	72.39%	172	41.85%
張	329		11	470	0.07084%	452766	66.58%	171	41.61%
爭	351		8	429	0.06466%	453195	68.06%	171	41.61%
教	243		11	633	0.09541%	453828	59.47%	170	41.36%
治	280		8	568	0.08561%	454396	62.80%	170	41.36%
快	378		7	389	0.05863%	454785	69.71%	170	41.36%
轉	443		18	331	0.04989%	455116	73.20%	170	41.36%
留	465		10	312	0.04703%	455428	74.27%	170	41.36%
絕	467		12	311	0.04688%	455739	74.36%	170	41.36%
英	228		9	668	0.1007%	456407	57.98%	168	40.88%
字	357		6	419	0.06315%	456826	68.44%	168	40.88%
格	419		10	351	0.0529%	457177	71.97%	168	40.88%
思	379		9	389	0.05863%	457566	69.77%	167	40.63%
義	387		13	376	0.05667%	457942	70.23%	167	40.63%
熱	463		15	313	0.04718%	458255	74.17%	167	40.63%
兒	255		8	612	0.09224%	458867	60.59%	166	40.39%
造	407		10	358	0.05396%	459225	71.33%	166	40.39%
眾	412		11	355	0.05351%	459580	71.60%	166	40.39%
乎	453		5	321	0.04838%	459901	73.69%	166	40.39%
夠	504		11	285	0.04296%	460186	76.00%	166	40.39%
愛	232		13	665	0.1002%	460851	58.39%	165	40.15%
統	313		11	498	0.07506%	461349	65.43%	165	40.15%
支	363		4	408	0.0615%	461757	68.82%	165	40.15%
權	285		22	562	0.08471%	462319	63.22%	164	39.90%
推	461		11	315	0.04748%	462634	74.08%	164	39.90%
底	510		8	280	0.0422%	462914	76.26%	164	39.90%
般	535		10	267	0.04024%	463181	77.29%	164	39.90%
元	283		4	565	0.08516%	463746	63.05%	163	39.66%
象	460		12	316	0.04763%	464062	74.03%	163	39.66%
希	509		7	282	0.0425%	464344	76.22%	163	39.66%
確	543		15	263	0.03964%	464607	77.60%	163	39.66%
隨	564		15	252	0.03798%	464859	78.41%	163	39.66%
務	332		11	466	0.07024%	465325	66.79%	162	39.42%
服	348		8	435	0.06557%	465760	67.87%	162	39.42%
它	365		5	402	0.06059%	466162	68.94%	162	39.42%
精	481		14	296	0.04461%	466458	75.00%	162	39.42%
識	449		19	325	0.04899%	466783	73.50%	161	39.17%
商	314		11	489	0.0737%	467272	65.50%	160	38.93%
空	342		8	439	0.06617%	467711	67.47%	160	38.93%
類	400		19	363	0.05471%	468074	70.95%	160	38.93%
際	437		13	335	0.05049%	468409	72.90%	160	38.93%
低	438		7	334	0.05034%	468743	72.95%	160	38.93%
府	184		8	768	0.1158%	469511	53.29%	159	38.69%
品	262		9	594	0.08953%	470105	61.23%	159	38.69%
初	573		7	248	0.03738%	470353	78.75%	159	38.69%
友	317		4	480	0.07235%	470833	65.72%	158	38.44%
離	388		18	375	0.05652%	471208	70.29%	158	38.44%
告	441		7	331	0.04989%	471539	73.10%	158	38.44%
怎	417		9	352	0.05305%	471891	71.87%	157	38.20%
命	425		8	347	0.0523%	472238	72.29%	157	38.20%
專	459		11	318	0.04793%	472556	73.98%	157	38.20%
願	519		19	276	0.0416%	472832	76.63%	157	38.20%
她	108		6	1208	0.1821%	474040	42.49%	156	37.96%
馬	401		10	363	0.05471%	474403	71.01%	156	37.96%
興	486		16	294	0.04431%	474697	75.22%	156	37.96%
盡	501		14	286	0.04311%	474983	75.87%	156	37.96%
料	528		10	270	0.0407%	475253	77.00%	156	37.96%
聯	309		17	507	0.07642%	475760	65.13%	155	37.71%
設	390		11	371	0.05592%	476131	70.40%	155	37.71%
態	483		14	295	0.04446%	476426	75.09%	155	37.71%
價	355		15	424	0.06391%	476850	68.32%	154	37.47%
輕	458		14	319	0.04808%	477169	73.93%	154	37.47%
段	518		9	276	0.0416%	477445	76.59%	154	37.47%
終	590		11	238	0.03587%	477683	79.37%	154	37.47%
增	447		15	327	0.04929%	478010	73.40%	152	36.98%
免	498		7	287	0.04326%	478297	75.74%	152	36.98%
區	304		11	511	0.07702%	478808	64.74%	151	36.74%
倒	503		10	285	0.04296%	479093	75.96%	151	36.74%
值	602		10	228	0.03437%	479321	79.79%	151	36.74%
花	296		8	524	0.07898%	479845	64.12%	150	36.50%
費	397		12	365	0.05501%	480210	70.79%	150	36.50%
質	476		15	300	0.04522%	480510	74.77%	150	36.50%
稱	601		14	229	0.03452%	480739	79.76%	150	36.50%
寫	383		15	381	0.05743%	481120	70.00%	149	36.25%
住	392		7	369	0.05562%	481489	70.51%	149	36.25%
歡	411		22	355	0.05351%	481844	71.55%	149	36.25%
呢	434		8	338	0.05094%	482182	72.75%	149	36.25%
假	490		11	291	0.04386%	482473	75.39%	149	36.25%
舉	451		17	323	0.04868%	482796	73.60%	148	36.01%
須	487		12	294	0.04431%	483090	75.26%	147	35.77%
請	489		15	293	0.04416%	483383	75.35%	147	35.77%
顧	514		21	278	0.0419%	483661	76.43%	146	35.52%
功	515		5	277	0.04175%	483938	76.47%	146	35.52%
續	536		21	266	0.04009%	484204	77.33%	146	35.52%
息	545		10	261	0.03934%	484465	77.68%	146	35.52%
考	557		6	255	0.03843%	484720	78.15%	146	35.52%
聽	380		22	388	0.05848%	485108	69.83%	145	35.28%
華	403		12	361	0.05441%	485469	71.11%	145	35.28%
竟	496		11	288	0.04341%	485757	75.66%	145	35.28%
試	499		13	287	0.04326%	486044	75.79%	145	35.28%
參	516		11	277	0.04175%	486321	76.51%	145	35.28%
勢	517		13	276	0.0416%	486597	76.55%	145	35.28%
找	533		7	268	0.04039%	486865	77.20%	145	35.28%
台	326		5	472	0.07114%	487337	66.37%	144	35.04%
獨	472		16	302	0.04552%	487639	74.59%	144	35.04%
準	546		13	261	0.03934%	487900	77.72%	144	35.04%
錢	410		16	356	0.05366%	488256	71.49%	143	34.79%
節	439		13	333	0.05019%	488589	73.00%	143	34.79%
廣	445		15	328	0.04944%	488917	73.30%	143	34.79%
具	522		8	272	0.041%	489189	76.76%	143	34.79%
係	544		9	261	0.03934%	489450	77.64%	143	34.79%
邊	330		18	468	0.07054%	489918	66.65%	142	34.55%
線	343		15	438	0.06602%	490356	67.54%	142	34.55%
什	354		4	426	0.06421%	490782	68.25%	142	34.55%
投	432		7	340	0.05125%	491122	72.65%	142	34.55%
讀	450		22	324	0.04883%	491446	73.55%	142	34.55%
喜	418		12	351	0.0529%	491797	71.92%	141	34.31%
究	494		7	289	0.04356%	492086	75.57%	141	34.31%
