單字	序號	部首	筆劃	頻次	頻率	累積頻次	累積頻率	見檔次	見檔率
寬	1184		15	74	0.01118%	612794	92.55%	40	12.23%
晨	1185		11	74	0.01118%	612868	92.56%	38	11.62%
檢	1186		17	74	0.01118%	612942	92.57%	47	14.37%
減	1187		12	74	0.01118%	613016	92.58%	48	14.68%
異	1188		11	74	0.01118%	613090	92.59%	47	14.37%
移	1189		11	74	0.01118%	613164	92.60%	50	15.29%
符	1190		11	74	0.01118%	613238	92.62%	40	12.23%
醒	1191		16	74	0.01118%	613312	92.63%	41	12.54%
骨	1192		10	74	0.01118%	613386	92.64%	50	15.29%
冬	1193		5	73	0.01102%	613459	92.65%	33	10.09%
悟	1194		10	73	0.01102%	613532	92.66%	46	14.07%
洛	1195		9	73	0.01102%	613605	92.67%	27	8.26%
粒	1196		11	73	0.01102%	613678	92.68%	25	7.65%
遭	1197		14	73	0.01102%	613751	92.69%	51	15.60%
倍	1198		10	72	0.01087%	613823	92.70%	44	13.46%
兄	1199		5	72	0.01087%	613895	92.71%	33	10.09%
勤	1200		13	72	0.01087%	613967	92.73%	42	12.84%
操	1201		16	72	0.01087%	614039	92.74%	41	12.54%
智	1202		12	72	0.01087%	614111	92.75%	34	10.40%
宜	1203		8	71	0.01072%	614182	92.76%	40	12.23%
庫	1204		10	71	0.01072%	614253	92.77%	28	8.56%
抽	1205		8	71	0.01072%	614324	92.78%	48	14.68%
樓	1206		15	71	0.01072%	614395	92.79%	33	10.09%
療	1207		17	71	0.01072%	614466	92.80%	20	6.12%
碰	1208		13	71	0.01072%	614537	92.81%	43	13.15%
赫	1209		14	71	0.01072%	614608	92.82%	21	6.42%
鬼	1210		10	71	0.01072%	614679	92.83%	32	9.79%
免	1211		7	70	0.01057%	614749	92.84%	52	15.90%
媽	1212		13	70	0.01057%	614819	92.85%	11	3.36%
寒	1213		12	70	0.01057%	614889	92.86%	42	12.84%
案	1214		10	70	0.01057%	614959	92.88%	32	9.79%
梁	1215		11	70	0.01057%	615029	92.89%	18	5.51%
聚	1216		14	70	0.01057%	615099	92.90%	38	11.62%
若	1217		9	70	0.01057%	615169	92.91%	43	13.15%
菜	1218		12	70	0.01057%	615239	92.92%	28	8.56%
輛	1219		15	70	0.01057%	615309	92.93%	30	9.17%
旺	1220		8	69	0.01042%	615378	92.94%	22	6.73%
曉	1221		16	69	0.01042%	615447	92.95%	27	8.26%
杯	1222		8	69	0.01042%	615516	92.96%	26	7.95%
爐	1223		20	69	0.01042%	615585	92.97%	17	5.20%
羊	1224		6	69	0.01042%	615654	92.98%	23	7.03%
薄	1225		17	69	0.01042%	615723	92.99%	33	10.09%
釋	1226		20	69	0.01042%	615792	93.00%	39	11.93%
麥	1227		11	69	0.01042%	615861	93.01%	30	9.17%
哥	1228		10	68	0.01027%	615929	93.02%	34	10.40%
妹	1229		8	68	0.01027%	615997	93.03%	13	3.98%
愈	1230		13	68	0.01027%	616065	93.04%	21	6.42%
慣	1231		14	68	0.01027%	616133	93.05%	49	14.98%
欣	1232		8	68	0.01027%	616201	93.06%	43	13.15%
磨	1233		16	68	0.01027%	616269	93.07%	32	9.79%
邢	1234		6	68	0.01027%	616337	93.08%	4	1.22%
鞏	1235		15	68	0.01027%	616405	93.09%	37	11.31%
健	1236		11	67	0.01012%	616472	93.10%	46	14.07%
决	1237		6	67	0.01012%	616539	93.11%	31	9.48%
刀	1238		2	67	0.01012%	616606	93.12%	37	11.31%
杜	1239		7	67	0.01012%	616673	93.13%	30	9.17%
桂	1240		10	67	0.01012%	616740	93.14%	13	3.98%
洞	1241		9	67	0.01012%	616807	93.15%	35	10.70%
港	1242		12	67	0.01012%	616874	93.16%	27	8.26%
螟	1243		16	67	0.01012%	616941	93.17%	1	0.31%
襲	1244		22	67	0.01012%	617008	93.18%	34	10.40%
趣	1245		15	67	0.01012%	617075	93.19%	39	11.93%
冠	1246		9	66	0.009968%	617141	93.20%	22	6.73%
勒	1247		11	66	0.009968%	617207	93.21%	31	9.48%
守	1248		6	66	0.009968%	617273	93.22%	44	13.46%
幸	1249		8	66	0.009968%	617339	93.23%	33	10.09%
徒	1250		10	66	0.009968%	617405	93.24%	33	10.09%
忠	1251		8	66	0.009968%	617471	93.25%	40	12.23%
慮	1252		15	66	0.009968%	617537	93.26%	35	10.70%
敬	1253		13	66	0.009968%	617603	93.27%	33	10.09%
昌	1254		8	66	0.009968%	617669	93.28%	19	5.81%
狠	1255		9	66	0.009968%	617735	93.29%	27	8.26%
薩	1256		18	66	0.009968%	617801	93.30%	31	9.48%
覽	1257		21	66	0.009968%	617867	93.31%	24	7.34%
誼	1258		15	66	0.009968%	617933	93.32%	34	10.40%
貌	1259		14	66	0.009968%	617999	93.33%	40	12.23%
鹽	1260		24	66	0.009968%	618065	93.34%	15	4.59%
凝	1261		16	65	0.009817%	618130	93.35%	30	9.17%
割	1262		12	65	0.009817%	618195	93.36%	33	10.09%
怒	1263		9	65	0.009817%	618260	93.37%	37	11.31%
慶	1264		15	65	0.009817%	618325	93.38%	31	9.48%
柬	1265		9	65	0.009817%	618390	93.39%	9	2.75%
繁	1266		17	65	0.009817%	618455	93.40%	40	12.23%
蒼	1267		14	65	0.009817%	618520	93.41%	27	8.26%
賓	1268		14	65	0.009817%	618585	93.42%	20	6.12%
輸	1269		16	65	0.009817%	618650	93.43%	25	7.65%
雕	1270		16	65	0.009817%	618715	93.44%	24	7.34%
伴	1271		7	64	0.009666%	618779	93.45%	41	12.54%
坦	1272		8	64	0.009666%	618843	93.46%	33	10.09%
旱	1273		7	64	0.009666%	618907	93.47%	28	8.56%
肩	1274		8	64	0.009666%	618971	93.48%	32	9.79%
儀	1275		15	63	0.009515%	619034	93.49%	28	8.56%
援	1276		12	63	0.009515%	619097	93.50%	40	12.23%
擁	1277		16	63	0.009515%	619160	93.51%	42	12.84%
涼	1278		11	63	0.009515%	619223	93.52%	33	10.09%
甲	1279		5	63	0.009515%	619286	93.53%	24	7.34%
碎	1280		13	63	0.009515%	619349	93.54%	46	14.07%
紛	1281		10	63	0.009515%	619412	93.55%	35	10.70%
遺	1282		15	63	0.009515%	619475	93.56%	36	11.01%
壤	1283		20	62	0.009364%	619537	93.57%	29	8.87%
烏	1284		10	62	0.009364%	619599	93.58%	25	7.65%
股	1285		8	62	0.009364%	619661	93.59%	45	13.76%
冒	1286		9	61	0.009213%	619722	93.59%	33	10.09%
勃	1287		9	61	0.009213%	619783	93.60%	30	9.17%
攪	1288		23	61	0.009213%	619844	93.61%	14	4.28%
救	1289		11	61	0.009213%	619905	93.62%	38	11.62%
殿	1290		13	61	0.009213%	619966	93.63%	14	4.28%
毫	1291		11	61	0.009213%	620027	93.64%	45	13.76%
湧	1292		12	61	0.009213%	620088	93.65%	36	11.01%
滾	1293		14	61	0.009213%	620149	93.66%	27	8.26%
灣	1294		25	61	0.009213%	620210	93.67%	22	6.73%
炸	1295		9	61	0.009213%	620271	93.68%	30	9.17%
菌	1296		12	61	0.009213%	620332	93.69%	9	2.75%
蛋	1297		11	61	0.009213%	620393	93.70%	25	7.65%
諾	1298		16	61	0.009213%	620454	93.71%	21	6.42%
謝	1299		17	61	0.009213%	620515	93.71%	38	11.62%
貝	1300		7	61	0.009213%	620576	93.72%	19	5.81%
貢	1301		10	61	0.009213%	620637	93.73%	37	11.31%
避	1302		16	61	0.009213%	620698	93.74%	45	13.76%
銳	1303		15	61	0.009213%	620759	93.75%	30	9.17%
偷	1304		11	60	0.009062%	620819	93.76%	26	7.95%
獎	1305		15	60	0.009062%	620879	93.77%	22	6.73%
庭	1306		10	60	0.009062%	620939	93.78%	34	10.40%
康	1307		11	60	0.009062%	620999	93.79%	39	11.93%
抱	1308		8	60	0.009062%	621059	93.80%	43	13.15%
殘	1309		12	60	0.009062%	621119	93.81%	38	11.62%
汗	1310		6	60	0.009062%	621179	93.81%	29	8.87%
灌	1311		21	60	0.009062%	621239	93.82%	24	7.34%
灘	1312		22	60	0.009062%	621299	93.83%	21	6.42%
耕	1313		10	60	0.009062%	621359	93.84%	28	8.56%
肉	1314		6	60	0.009062%	621419	93.85%	32	9.79%
鴨	1315		16	60	0.009062%	621479	93.86%	12	3.67%
埔	1316		10	59	0.008911%	621538	93.87%	10	3.06%
彎	1317		22	59	0.008911%	621597	93.88%	31	9.48%
拖	1318		8	59	0.008911%	621656	93.89%	32	9.79%
挖	1319		9	59	0.008911%	621715	93.90%	37	11.31%
桌	1320		10	59	0.008911%	621774	93.90%	24	7.34%
漫	1321		14	59	0.008911%	621833	93.91%	38	11.62%
災	1322		7	59	0.008911%	621892	93.92%	23	7.03%
牲	1323		9	59	0.008911%	621951	93.93%	36	11.01%
狗	1324		8	59	0.008911%	622010	93.94%	28	8.56%
紹	1325		11	59	0.008911%	622069	93.95%	38	11.62%
譯	1326		20	59	0.008911%	622128	93.96%	11	3.36%
辟	1327		13	59	0.008911%	622187	93.97%	22	6.73%
迪	1328		8	59	0.008911%	622246	93.98%	24	7.34%
偏	1329		11	58	0.00876%	622304	93.98%	37	11.31%
妙	1330		7	58	0.00876%	622362	93.99%	36	11.01%
捕	1331		10	58	0.00876%	622420	94.00%	23	7.03%
末	1332		5	58	0.00876%	622478	94.01%	34	10.40%
牧	1333		8	58	0.00876%	622536	94.02%	21	6.42%
瑰	1334		14	58	0.00876%	622594	94.03%	11	3.36%
皇	1335		9	58	0.00876%	622652	94.04%	24	7.34%
編	1336		15	58	0.00876%	622710	94.05%	40	12.23%
虛	1337		12	58	0.00876%	622768	94.05%	32	9.79%
飽	1338		13	58	0.00876%	622826	94.06%	28	8.56%
伏	1339		6	57	0.008609%	622883	94.07%	30	9.17%
仰	1340		6	57	0.008609%	622940	94.08%	32	9.79%
措	1341		11	57	0.008609%	622997	94.09%	35	10.70%
洪	1342		9	57	0.008609%	623054	94.10%	22	6.73%
溝	1343		13	57	0.008609%	623111	94.11%	28	8.56%
牡	1344		7	57	0.008609%	623168	94.12%	5	1.53%
私	1345		7	57	0.008609%	623225	94.12%	24	7.34%
臂	1346		17	57	0.008609%	623282	94.13%	24	7.34%
輩	1347		15	57	0.008609%	623339	94.14%	31	9.48%
床	1348		7	56	0.008458%	623395	94.15%	27	8.26%
徑	1349		10	56	0.008458%	623451	94.16%	33	10.09%
抬	1350		8	56	0.008458%	623507	94.17%	31	9.48%
森	1351		12	56	0.008458%	623563	94.17%	35	10.70%
淚	1352		11	56	0.008458%	623619	94.18%	30	9.17%
爬	1353		8	56	0.008458%	623675	94.19%	32	9.79%
薛	1354		17	56	0.008458%	623731	94.20%	5	1.53%
隆	1355		11	56	0.008458%	623787	94.21%	30	9.17%
騎	1356		18	56	0.008458%	623843	94.22%	22	6.73%
鬆	1357		18	56	0.008458%	623899	94.23%	33	10.09%
休	1358		6	55	0.008306%	623954	94.23%	35	10.70%
划	1359		6	55	0.008306%	624009	94.24%	11	3.36%
圓	1360		13	55	0.008306%	624064	94.25%	35	10.70%
塞	1361		13	55	0.008306%	624119	94.26%	38	11.62%
掃	1362		11	55	0.008306%	624174	94.27%	37	11.31%
緩	1363		15	55	0.008306%	624229	94.28%	27	8.26%
衝	1364		15	55	0.008306%	624284	94.28%	23	7.03%
隱	1365		16	55	0.008306%	624339	94.29%	32	9.79%
叔	1366		8	54	0.008155%	624393	94.30%	12	3.67%
嘆	1367		14	54	0.008155%	624447	94.31%	25	7.65%
孤	1368		8	54	0.008155%	624501	94.32%	35	10.70%
帥	1369		9	54	0.008155%	624555	94.32%	24	7.34%
干	1370		3	54	0.008155%	624609	94.33%	29	8.87%
彭	1371		12	54	0.008155%	624663	94.34%	8	2.45%
扎	1372		4	54	0.008155%	624717	94.35%	35	10.70%
櫻	1373		21	54	0.008155%	624771	94.36%	3	0.92%
氨	1374		10	54	0.008155%	624825	94.37%	5	1.53%
轟	1375		21	54	0.008155%	624879	94.37%	31	9.48%
錫	1376		16	54	0.008155%	624933	94.38%	11	3.36%
乙	1377		1	53	0.008004%	624986	94.39%	9	2.75%
倡	1378		10	53	0.008004%	625039	94.40%	29	8.87%
刺	1379		8	53	0.008004%	625092	94.41%	35	10.70%
卷	1380		8	53	0.008004%	625145	94.41%	26	7.95%
奴	1381		5	53	0.008004%	625198	94.42%	19	5.81%
婆	1382		11	53	0.008004%	625251	94.43%	15	4.59%
恰	1383		9	53	0.008004%	625304	94.44%	35	10.70%
悉	1384		11	53	0.008004%	625357	94.45%	34	10.40%
您	1385		11	53	0.008004%	625410	94.45%	8	2.45%
憶	1386		16	53	0.008004%	625463	94.46%	28	8.56%
框	1387		10	53	0.008004%	625516	94.47%	18	5.51%
楊	1388		13	53	0.008004%	625569	94.48%	28	8.56%
池	1389		6	53	0.008004%	625622	94.49%	15	4.59%
玩	1390		8	53	0.008004%	625675	94.49%	31	9.48%
疑	1391		14	53	0.008004%	625728	94.50%	40	12.23%
碗	1392		13	53	0.008004%	625781	94.51%	21	6.42%
秒	1393		9	53	0.008004%	625834	94.52%	14	4.28%
綫	1394		14	53	0.008004%	625887	94.53%	13	3.98%
聖	1395		13	53	0.008004%	625940	94.53%	26	7.95%
鑫	1396		24	53	0.008004%	625993	94.54%	1	0.31%
碧	1397		14	52	0.007853%	626045	94.55%	22	6.73%
縱	1398		17	52	0.007853%	626097	94.56%	35	10.70%
繞	1399		18	52	0.007853%	626149	94.57%	37	11.31%
肅	1400		12	52	0.007853%	626201	94.57%	40	12.23%
賞	1401		15	52	0.007853%	626253	94.58%	33	10.09%
駛	1402		15	52	0.007853%	626305	94.59%	22	6.73%
予	1403		4	51	0.007702%	626356	94.60%	36	11.01%
仔	1404		5	51	0.007702%	626407	94.60%	30	9.17%
叛	1405		9	51	0.007702%	626458	94.61%	21	6.42%
奧	1406		13	51	0.007702%	626509	94.62%	25	7.65%
强	1407		12	51	0.007702%	626560	94.63%	27	8.26%
悄	1408		10	51	0.007702%	626611	94.64%	18	5.51%
抵	1409		8	51	0.007702%	626662	94.64%	35	10.70%
捉	1410		10	51	0.007702%	626713	94.65%	19	5.81%
昏	1411		8	51	0.007702%	626764	94.66%	30	9.17%
浮	1412		10	51	0.007702%	626815	94.67%	28	8.56%
玫	1413		8	51	0.007702%	626866	94.67%	9	2.75%
蔣	1414		15	51	0.007702%	626917	94.68%	13	3.98%
仙	1415		5	50	0.007551%	626967	94.69%	25	7.65%
峽	1416		10	50	0.007551%	627017	94.70%	12	3.67%
恢	1417		9	50	0.007551%	627067	94.70%	33	10.09%
戴	1418		17	50	0.007551%	627117	94.71%	31	9.48%
摘	1419		14	50	0.007551%	627167	94.72%	30	9.17%
液	1420		11	50	0.007551%	627217	94.73%	19	5.81%
眉	1421		9	50	0.007551%	627267	94.73%	29	8.87%
純	1422		10	50	0.007551%	627317	94.74%	36	11.01%
耀	1423		20	50	0.007551%	627367	94.75%	35	10.70%
腰	1424		13	50	0.007551%	627417	94.76%	27	8.26%
覆	1425		18	50	0.007551%	627467	94.76%	36	11.01%
豆	1426		7	50	0.007551%	627517	94.77%	18	5.51%
雞	1427		18	50	0.007551%	627567	94.78%	21	6.42%
額	1428		18	50	0.007551%	627617	94.79%	31	9.48%
亡	1429		3	49	0.0074%	627666	94.79%	31	9.48%
叢	1430		18	49	0.0074%	627715	94.80%	26	7.95%
尤	1431		4	49	0.0074%	627764	94.81%	28	8.56%
屆	1432		8	49	0.0074%	627813	94.82%	26	7.95%
栽	1433		10	49	0.0074%	627862	94.82%	24	7.34%
棵	1434		12	49	0.0074%	627911	94.83%	22	6.73%
淨	1435		11	49	0.0074%	627960	94.84%	26	7.95%
玻	1436		9	49	0.0074%	628009	94.85%	21	6.42%
璃	1437		15	49	0.0074%	628058	94.85%	21	6.42%
胸	1438		10	49	0.0074%	628107	94.86%	29	8.87%
艇	1439		13	49	0.0074%	628156	94.87%	11	3.36%
蘆	1440		20	49	0.0074%	628205	94.88%	9	2.75%
訊	1441		10	49	0.0074%	628254	94.88%	29	8.87%
賈	1442		13	49	0.0074%	628303	94.89%	6	1.84%
乘	1443		10	48	0.007249%	628351	94.90%	33	10.09%
堡	1444		12	48	0.007249%	628399	94.91%	30	9.17%
尊	1445		12	48	0.007249%	628447	94.91%	26	7.95%
搭	1446		13	48	0.007249%	628495	94.92%	25	7.65%
染	1447		9	48	0.007249%	628543	94.93%	32	9.79%
株	1448		10	48	0.007249%	628591	94.93%	18	5.51%
殊	1449		10	48	0.007249%	628639	94.94%	30	9.17%
牌	1450		12	48	0.007249%	628687	94.95%	25	7.65%
珍	1451		9	48	0.007249%	628735	94.96%	30	9.17%
疾	1452		10	48	0.007249%	628783	94.96%	24	7.34%
豪	1453		14	48	0.007249%	628831	94.97%	39	11.93%
遲	1454		15	48	0.007249%	628879	94.98%	22	6.73%
邦	1455		6	48	0.007249%	628927	94.98%	27	8.26%
郵	1456		11	48	0.007249%	628975	94.99%	7	2.14%
頁	1457		9	48	0.007249%	629023	95.00%	13	3.98%
頑	1458		13	48	0.007249%	629071	95.01%	29	8.87%
麻	1459		11	48	0.007249%	629119	95.01%	27	8.26%
偽	1460		11	47	0.007098%	629166	95.02%	19	5.81%
兆	1461		6	47	0.007098%	629213	95.03%	5	1.53%
尾	1462		7	47	0.007098%	629260	95.04%	32	9.79%
崇	1463		11	47	0.007098%	629307	95.04%	31	9.48%
恨	1464		9	47	0.007098%	629354	95.05%	28	8.56%
憲	1465		16	47	0.007098%	629401	95.06%	17	5.20%
敏	1466		11	47	0.007098%	629448	95.06%	23	7.03%
旅	1467		10	47	0.007098%	629495	95.07%	24	7.34%
泉	1468		9	47	0.007098%	629542	95.08%	24	7.34%
漁	1469		14	47	0.007098%	629589	95.08%	22	6.73%
玄	1470		5	47	0.007098%	629636	95.09%	7	2.14%
礙	1471		19	47	0.007098%	629683	95.10%	31	9.48%
踏	1472		15	47	0.007098%	629730	95.11%	30	9.17%
鋒	1473		15	47	0.007098%	629777	95.11%	33	10.09%
陷	1474		10	47	0.007098%	629824	95.12%	34	10.40%
俄	1475		9	46	0.006947%	629870	95.13%	16	4.89%
僧	1476		14	46	0.006947%	629916	95.13%	7	2.14%
匆	1477		5	46	0.006947%	629962	95.14%	18	5.51%
匯	1478		13	46	0.006947%	630008	95.15%	28	8.56%
娃	1479		9	46	0.006947%	630054	95.16%	9	2.75%
擠	1480		17	46	0.006947%	630100	95.16%	25	7.65%
朗	1481		10	46	0.006947%	630146	95.17%	30	9.17%
涉	1482		10	46	0.006947%	630192	95.18%	31	9.48%
灶	1483		7	46	0.006947%	630238	95.18%	10	3.06%
稀	1484		12	46	0.006947%	630284	95.19%	34	10.40%
籃	1485		20	46	0.006947%	630330	95.20%	12	3.67%
觸	1486		20	46	0.006947%	630376	95.20%	38	11.62%
讚	1487		26	46	0.006947%	630422	95.21%	33	10.09%
鋪	1488		15	46	0.006947%	630468	95.22%	32	9.79%
顆	1489		17	46	0.006947%	630514	95.22%	29	8.87%
默	1490		16	46	0.006947%	630560	95.23%	25	7.65%
于	1491		3	45	0.006796%	630605	95.24%	5	1.53%
倉	1492		10	45	0.006796%	630650	95.25%	19	5.81%
埋	1493		10	45	0.006796%	630695	95.25%	28	8.56%
壩	1494		24	45	0.006796%	630740	95.26%	13	3.98%
姿	1495		9	45	0.006796%	630785	95.27%	26	7.95%
孟	1496		8	45	0.006796%	630830	95.27%	11	3.36%
授	1497		11	45	0.006796%	630875	95.28%	21	6.42%
搶	1498		13	45	0.006796%	630920	95.29%	31	9.48%
毅	1499		15	45	0.006796%	630965	95.29%	28	8.56%
爹	1500		10	45	0.006796%	631010	95.30%	8	2.45%
緻	1501		15	45	0.006796%	631055	95.31%	24	7.34%
錦	1502		16	45	0.006796%	631100	95.31%	23	7.03%
闖	1503		18	45	0.006796%	631145	95.32%	25	7.65%
頌	1504		13	45	0.006796%	631190	95.33%	24	7.34%
俗	1505		9	44	0.006645%	631234	95.33%	30	9.17%
叉	1506		3	44	0.006645%	631278	95.34%	8	2.45%
孫	1507		10	44	0.006645%	631322	95.35%	25	7.65%
尋	1508		12	44	0.006645%	631366	95.35%	33	10.09%
控	1509		11	44	0.006645%	631410	95.36%	28	8.56%
撲	1510		15	44	0.006645%	631454	95.37%	29	8.87%
燃	1511		16	44	0.006645%	631498	95.37%	25	7.65%
甜	1512		11	44	0.006645%	631542	95.38%	22	6.73%
紫	1513		12	44	0.006645%	631586	95.39%	20	6.12%
縮	1514		17	44	0.006645%	631630	95.39%	25	7.65%
袋	1515		11	44	0.006645%	631674	95.40%	24	7.34%
顏	1516		18	44	0.006645%	631718	95.41%	32	9.79%
馳	1517		13	44	0.006645%	631762	95.41%	21	6.42%
魂	1518		14	44	0.006645%	631806	95.42%	24	7.34%
串	1519		7	43	0.006494%	631849	95.43%	27	8.26%
嘗	1520		14	43	0.006494%	631892	95.43%	20	6.12%
妄	1521		6	43	0.006494%	631935	95.44%	22	6.73%
巡	1522		7	43	0.006494%	631978	95.45%	21	6.42%
惜	1523		11	43	0.006494%	632021	95.45%	29	8.87%
挺	1524		10	43	0.006494%	632064	95.46%	28	8.56%
損	1525		13	43	0.006494%	632107	95.47%	32	9.79%
柱	1526		9	43	0.006494%	632150	95.47%	25	7.65%
桑	1527		10	43	0.006494%	632193	95.48%	16	4.89%
棄	1528		11	43	0.006494%	632236	95.48%	29	8.87%
綜	1529		14	43	0.006494%	632279	95.49%	22	6.73%
葦	1530		13	43	0.006494%	632322	95.50%	9	2.75%
裡	1531		12	43	0.006494%	632365	95.50%	16	4.89%
隔	1532		12	43	0.006494%	632408	95.51%	34	10.40%
鳴	1533		14	43	0.006494%	632451	95.52%	29	8.87%
鼻	1534		14	43	0.006494%	632494	95.52%	25	7.65%
付	1535		5	42	0.006343%	632536	95.53%	31	9.48%
劑	1536		16	42	0.006343%	632578	95.54%	15	4.59%
恐	1537		10	42	0.006343%	632620	95.54%	28	8.56%
悠	1538		11	42	0.006343%	632662	95.55%	24	7.34%
拼	1539		9	42	0.006343%	632704	95.56%	13	3.98%
振	1540		10	42	0.006343%	632746	95.56%	27	8.26%
搬	1541		13	42	0.006343%	632788	95.57%	27	8.26%
摩	1542		15	42	0.006343%	632830	95.57%	23	7.03%
旦	1543		5	42	0.006343%	632872	95.58%	21	6.42%
浸	1544		10	42	0.006343%	632914	95.59%	22	6.73%
濕	1545		17	42	0.006343%	632956	95.59%	21	6.42%
版	1546		8	42	0.006343%	632998	95.60%	20	6.12%
畜	1547		10	42	0.006343%	633040	95.61%	24	7.34%
瞧	1548		17	42	0.006343%	633082	95.61%	18	5.51%
碑	1549		13	42	0.006343%	633124	95.62%	14	4.28%
葯	1550		13	42	0.006343%	633166	95.63%	19	5.81%
逃	1551		9	42	0.006343%	633208	95.63%	27	8.26%
違	1552		12	42	0.006343%	633250	95.64%	20	6.12%
鏡	1553		19	42	0.006343%	633292	95.64%	22	6.73%
雅	1554		12	42	0.006343%	633334	95.65%	24	7.34%
髮	1555		15	42	0.006343%	633376	95.66%	28	8.56%
鬍	1556		19	42	0.006343%	633418	95.66%	12	3.67%
圈	1557		11	41	0.006192%	633459	95.67%	24	7.34%
墓	1558		14	41	0.006192%	633500	95.68%	11	3.36%
墨	1559		15	41	0.006192%	633541	95.68%	20	6.12%
墻	1560		16	41	0.006192%	633582	95.69%	18	5.51%
寸	1561		3	41	0.006192%	633623	95.69%	18	5.51%
廟	1562		15	41	0.006192%	633664	95.70%	13	3.98%
拍	1563		8	41	0.006192%	633705	95.71%	27	8.26%
昨	1564		9	41	0.006192%	633746	95.71%	29	8.87%
械	1565		11	41	0.006192%	633787	95.72%	23	7.03%
番	1566		12	41	0.006192%	633828	95.73%	31	9.48%
網	1567		14	41	0.006192%	633869	95.73%	27	8.26%
腐	1568		14	41	0.006192%	633910	95.74%	25	7.65%
詠	1569		12	41	0.006192%	633951	95.74%	9	2.75%
譴	1570		21	41	0.006192%	633992	95.75%	18	5.51%
倆	1571		10	40	0.006041%	634032	95.76%	16	4.89%
夢	1572		14	40	0.006041%	634072	95.76%	23	7.03%
序	1573		7	40	0.006041%	634112	95.77%	27	8.26%
弱	1574		10	40	0.006041%	634152	95.77%	30	9.17%
憤	1575		15	40	0.006041%	634192	95.78%	26	7.95%
捧	1576		11	40	0.006041%	634232	95.79%	28	8.56%
撞	1577		15	40	0.006041%	634272	95.79%	22	6.73%
梩	1578		11	40	0.006041%	634312	95.80%	6	1.84%
滑	1579		13	40	0.006041%	634352	95.80%	21	6.42%
狹	1580		10	40	0.006041%	634392	95.81%	21	6.42%
症	1581		10	40	0.006041%	634432	95.82%	12	3.67%
蛇	1582		11	40	0.006041%	634472	95.82%	25	7.65%
蠶	1583		24	40	0.006041%	634512	95.83%	9	2.75%
贊	1584		19	40	0.006041%	634552	95.83%	21	6.42%
鞋	1585		15	40	0.006041%	634592	95.84%	17	5.20%
倫	1586		10	39	0.00589%	634631	95.85%	23	7.03%
側	1587		11	39	0.00589%	634670	95.85%	20	6.12%
哨	1588		10	39	0.00589%	634709	95.86%	16	4.89%
噴	1589		15	39	0.00589%	634748	95.86%	25	7.65%
嚮	1590		18	39	0.00589%	634787	95.87%	20	6.12%
屈	1591		8	39	0.00589%	634826	95.88%	18	5.51%
掩	1592		11	39	0.00589%	634865	95.88%	29	8.87%
擦	1593		17	39	0.00589%	634904	95.89%	24	7.34%
暖	1594		13	39	0.00589%	634943	95.89%	25	7.65%
柔	1595		9	39	0.00589%	634982	95.90%	22	6.73%
燦	1596		17	39	0.00589%	635021	95.91%	25	7.65%
瘦	1597		14	39	0.00589%	635060	95.91%	15	4.59%
監	1598		14	39	0.00589%	635099	95.92%	17	5.20%
緒	1599		14	39	0.00589%	635138	95.92%	23	7.03%
膠	1600		15	39	0.00589%	635177	95.93%	9	2.75%
舜	1601		12	39	0.00589%	635216	95.93%	2	0.61%
葡	1602		13	39	0.00589%	635255	95.94%	10	3.06%
衡	1603		16	39	0.00589%	635294	95.95%	25	7.65%
訂	1604		9	39	0.00589%	635333	95.95%	24	7.34%
霞	1605		17	39	0.00589%	635372	95.96%	17	5.20%
匹	1606		4	38	0.005739%	635410	95.96%	15	4.59%
奏	1607		9	38	0.005739%	635448	95.97%	20	6.12%
姆	1608		8	38	0.005739%	635486	95.98%	15	4.59%
幽	1609		9	38	0.005739%	635524	95.98%	24	7.34%
抹	1610		8	38	0.005739%	635562	95.99%	26	7.95%
泡	1611		8	38	0.005739%	635600	95.99%	13	3.98%
泊	1612		8	38	0.005739%	635638	96.00%	20	6.12%
溪	1613		13	38	0.005739%	635676	96.00%	17	5.20%
疆	1614		19	38	0.005739%	635714	96.01%	19	5.81%
繪	1615		19	38	0.005739%	635752	96.02%	18	5.51%
蓬	1616		15	38	0.005739%	635790	96.02%	21	6.42%
貿	1617		12	38	0.005739%	635828	96.03%	15	4.59%
軌	1618		9	38	0.005739%	635866	96.03%	12	3.67%
辛	1619		7	38	0.005739%	635904	96.04%	24	7.34%
刊	1620		5	37	0.005588%	635941	96.04%	24	7.34%
勵	1621		17	37	0.005588%	635978	96.05%	30	9.17%
寄	1622		11	37	0.005588%	636015	96.06%	24	7.34%
徵	1623		15	37	0.005588%	636052	96.06%	20	6.12%
忍	1624		7	37	0.005588%	636089	96.07%	26	7.95%
敘	1625		11	37	0.005588%	636126	96.07%	20	6.12%
柏	1626		9	37	0.005588%	636163	96.08%	16	4.89%
殲	1627		21	37	0.005588%	636200	96.08%	16	4.89%
溉	1628		12	37	0.005588%	636237	96.09%	13	3.98%
琴	1629		12	37	0.005588%	636274	96.09%	13	3.98%
瓜	1630		5	37	0.005588%	636311	96.10%	19	5.81%
督	1631		13	37	0.005588%	636348	96.11%	18	5.51%
糖	1632		16	37	0.005588%	636385	96.11%	16	4.89%
綱	1633		14	37	0.005588%	636422	96.12%	22	6.73%
舅	1634		13	37	0.005588%	636459	96.12%	2	0.61%
