單字	序號	部首	筆劃	頻次	頻率	累積頻次	累積頻率	見檔次	見檔率
擾	2205		18	16	0.002416%	650421	98.23%	10	3.06%
暢	2206		14	16	0.002416%	650437	98.23%	14	4.28%
榖	2207		14	16	0.002416%	650453	98.24%	8	2.45%
槳	2208		15	16	0.002416%	650469	98.24%	9	2.75%
汁	2209		5	16	0.002416%	650485	98.24%	9	2.75%
污	2210		6	16	0.002416%	650501	98.24%	13	3.98%
沫	2211		8	16	0.002416%	650517	98.25%	11	3.36%
湊	2212		12	16	0.002416%	650533	98.25%	15	4.59%
渴	2213		12	16	0.002416%	650549	98.25%	11	3.36%
漿	2214		15	16	0.002416%	650565	98.25%	11	3.36%
灸	2215		7	16	0.002416%	650581	98.26%	3	0.92%
煮	2216		12	16	0.002416%	650597	98.26%	7	2.14%
眠	2217		10	16	0.002416%	650613	98.26%	6	1.84%
眨	2218		10	16	0.002416%	650629	98.26%	9	2.75%
眺	2219		11	16	0.002416%	650645	98.26%	13	3.98%
礁	2220		17	16	0.002416%	650661	98.27%	3	0.92%
祠	2221		9	16	0.002416%	650677	98.27%	6	1.84%
筋	2222		12	16	0.002416%	650693	98.27%	11	3.36%
簇	2223		17	16	0.002416%	650709	98.27%	10	3.06%
絢	2224		12	16	0.002416%	650725	98.28%	9	2.75%
縷	2225		17	16	0.002416%	650741	98.28%	7	2.14%
繳	2226		19	16	0.002416%	650757	98.28%	14	4.28%
翰	2227		16	16	0.002416%	650773	98.28%	7	2.14%
翼	2228		17	16	0.002416%	650789	98.29%	9	2.75%
胎	2229		9	16	0.002416%	650805	98.29%	5	1.53%
蜜	2230		14	16	0.002416%	650821	98.29%	9	2.75%
衫	2231		8	16	0.002416%	650837	98.29%	9	2.75%
誇	2232		13	16	0.002416%	650853	98.30%	11	3.36%
販	2233		11	16	0.002416%	650869	98.30%	10	3.06%
賦	2234		15	16	0.002416%	650885	98.30%	13	3.98%
郁	2235		8	16	0.002416%	650901	98.30%	11	3.36%
傑	2236		12	15	0.002265%	650916	98.31%	9	2.75%
傻	2237		13	15	0.002265%	650931	98.31%	13	3.98%
勘	2238		11	15	0.002265%	650946	98.31%	8	2.45%
勻	2239		4	15	0.002265%	650961	98.31%	10	3.06%
却	2240		7	15	0.002265%	650976	98.31%	13	3.98%
吞	2241		7	15	0.002265%	650991	98.32%	10	3.06%
喘	2242		12	15	0.002265%	651006	98.32%	11	3.36%
坂	2243		7	15	0.002265%	651021	98.32%	5	1.53%
墾	2244		16	15	0.002265%	651036	98.32%	10	3.06%
壇	2245		16	15	0.002265%	651051	98.33%	10	3.06%
夕	2246		3	15	0.002265%	651066	98.33%	14	4.28%
峭	2247		10	15	0.002265%	651081	98.33%	12	3.67%
巍	2248		21	15	0.002265%	651096	98.33%	10	3.06%
幟	2249		15	15	0.002265%	651111	98.34%	12	3.67%
悅	2250		10	15	0.002265%	651126	98.34%	13	3.98%
戀	2251		23	15	0.002265%	651141	98.34%	13	3.98%
捍	2252		10	15	0.002265%	651156	98.34%	12	3.67%
曹	2253		11	15	0.002265%	651171	98.34%	7	2.14%
杠	2254		7	15	0.002265%	651186	98.35%	4	1.22%
桶	2255		11	15	0.002265%	651201	98.35%	11	3.36%
棠	2256		12	15	0.002265%	651216	98.35%	6	1.84%
檀	2257		17	15	0.002265%	651231	98.35%	3	0.92%
欄	2258		21	15	0.002265%	651246	98.36%	12	3.67%
歉	2259		14	15	0.002265%	651261	98.36%	13	3.98%
洶	2260		9	15	0.002265%	651276	98.36%	11	3.36%
滔	2261		13	15	0.002265%	651291	98.36%	9	2.75%
滲	2262		14	15	0.002265%	651306	98.36%	12	3.67%
犁	2263		11	15	0.002265%	651321	98.37%	8	2.45%
狼	2264		10	15	0.002265%	651336	98.37%	13	3.98%
穗	2265		17	15	0.002265%	651351	98.37%	10	3.06%
窩	2266		14	15	0.002265%	651366	98.37%	12	3.67%
竿	2267		9	15	0.002265%	651381	98.38%	6	1.84%
籌	2268		20	15	0.002265%	651396	98.38%	8	2.45%
籮	2269		25	15	0.002265%	651411	98.38%	7	2.14%
紐	2270		10	15	0.002265%	651426	98.38%	10	3.06%
翁	2271		10	15	0.002265%	651441	98.39%	9	2.75%
耶	2272		9	15	0.002265%	651456	98.39%	12	3.67%
肆	2273		13	15	0.002265%	651471	98.39%	9	2.75%
膛	2274		15	15	0.002265%	651486	98.39%	7	2.14%
莉	2275		11	15	0.002265%	651501	98.39%	3	0.92%
萊	2276		12	15	0.002265%	651516	98.40%	11	3.36%
菲	2277		12	15	0.002265%	651531	98.40%	9	2.75%
蓄	2278		14	15	0.002265%	651546	98.40%	11	3.36%
袁	2279		10	15	0.002265%	651561	98.40%	6	1.84%
賭	2280		15	15	0.002265%	651576	98.41%	6	1.84%
迴	2281		9	15	0.002265%	651591	98.41%	14	4.28%
逢	2282		10	15	0.002265%	651606	98.41%	15	4.59%
釣	2283		11	15	0.002265%	651621	98.41%	6	1.84%
鈞	2284		12	15	0.002265%	651636	98.41%	13	3.98%
閒	2285		12	15	0.002265%	651651	98.42%	10	3.06%
陶	2286		10	15	0.002265%	651666	98.42%	11	3.36%
霜	2287		17	15	0.002265%	651681	98.42%	11	3.36%
騾	2288		21	15	0.002265%	651696	98.42%	6	1.84%
驢	2289		26	15	0.002265%	651711	98.43%	3	0.92%
鵬	2290		19	15	0.002265%	651726	98.43%	4	1.22%
丙	2291		5	14	0.002114%	651740	98.43%	6	1.84%
乒	2292		6	14	0.002114%	651754	98.43%	5	1.53%
乓	2293		6	14	0.002114%	651768	98.43%	5	1.53%
冀	2294		16	14	0.002114%	651782	98.44%	7	2.14%
冶	2295		7	14	0.002114%	651796	98.44%	6	1.84%
勛	2296		12	14	0.002114%	651810	98.44%	8	2.45%
勸	2297		20	14	0.002114%	651824	98.44%	13	3.98%
勺	2298		3	14	0.002114%	651838	98.45%	4	1.22%
嗡	2299		13	14	0.002114%	651852	98.45%	6	1.84%
囊	2300		22	14	0.002114%	651866	98.45%	2	0.61%
嫌	2301		13	14	0.002114%	651880	98.45%	11	3.36%
岐	2302		7	14	0.002114%	651894	98.45%	3	0.92%
嶼	2303		17	14	0.002114%	651908	98.46%	5	1.53%
巫	2304		7	14	0.002114%	651922	98.46%	3	0.92%
恒	2305		9	14	0.002114%	651936	98.46%	8	2.45%
惑	2306		12	14	0.002114%	651950	98.46%	11	3.36%
惶	2307		12	14	0.002114%	651964	98.46%	9	2.75%
愧	2308		13	14	0.002114%	651978	98.47%	11	3.36%
押	2309		8	14	0.002114%	651992	98.47%	8	2.45%
掏	2310		11	14	0.002114%	652006	98.47%	11	3.36%
揀	2311		12	14	0.002114%	652020	98.47%	6	1.84%
敦	2312		12	14	0.002114%	652034	98.47%	9	2.75%
旨	2313		6	14	0.002114%	652048	98.48%	10	3.06%
朦	2314		18	14	0.002114%	652062	98.48%	9	2.75%
榜	2315		14	14	0.002114%	652076	98.48%	14	4.28%
樁	2316		15	14	0.002114%	652090	98.48%	8	2.45%
櫓	2317		19	14	0.002114%	652104	98.49%	5	1.53%
湛	2318		12	14	0.002114%	652118	98.49%	6	1.84%
滋	2319		12	14	0.002114%	652132	98.49%	12	3.67%
溢	2320		13	14	0.002114%	652146	98.49%	14	4.28%
漓	2321		14	14	0.002114%	652160	98.49%	6	1.84%
漠	2322		14	14	0.002114%	652174	98.50%	9	2.75%
漆	2323		14	14	0.002114%	652188	98.50%	9	2.75%
炕	2324		8	14	0.002114%	652202	98.50%	8	2.45%
烘	2325		10	14	0.002114%	652216	98.50%	6	1.84%
盯	2326		7	14	0.002114%	652230	98.50%	11	3.36%
瞎	2327		15	14	0.002114%	652244	98.51%	8	2.45%
祭	2328		11	14	0.002114%	652258	98.51%	8	2.45%
稅	2329		12	14	0.002114%	652272	98.51%	8	2.45%
稿	2330		15	14	0.002114%	652286	98.51%	6	1.84%
穀	2331		15	14	0.002114%	652300	98.51%	3	0.92%
竄	2332		18	14	0.002114%	652314	98.52%	12	3.67%
筐	2333		12	14	0.002114%	652328	98.52%	9	2.75%
紮	2334		11	14	0.002114%	652342	98.52%	10	3.06%
羞	2335		11	14	0.002114%	652356	98.52%	13	3.98%
肌	2336		6	14	0.002114%	652370	98.53%	6	1.84%
肺	2337		8	14	0.002114%	652384	98.53%	11	3.36%
腔	2338		12	14	0.002114%	652398	98.53%	12	3.67%
臟	2339		22	14	0.002114%	652412	98.53%	11	3.36%
茸	2340		10	14	0.002114%	652426	98.53%	5	1.53%
蕾	2341		17	14	0.002114%	652440	98.54%	5	1.53%
謠	2342		17	14	0.002114%	652454	98.54%	10	3.06%
豎	2343		15	14	0.002114%	652468	98.54%	13	3.98%
賴	2344		16	14	0.002114%	652482	98.54%	14	4.28%
軀	2345		18	14	0.002114%	652496	98.54%	9	2.75%
輔	2346		14	14	0.002114%	652510	98.55%	12	3.67%
輻	2347		16	14	0.002114%	652524	98.55%	8	2.45%
酚	2348		11	14	0.002114%	652538	98.55%	3	0.92%
錠	2349		16	14	0.002114%	652552	98.55%	3	0.92%
隙	2350		13	14	0.002114%	652566	98.55%	12	3.67%
韌	2351		12	14	0.002114%	652580	98.56%	10	3.06%
駒	2352		15	14	0.002114%	652594	98.56%	3	0.92%
魄	2353		15	14	0.002114%	652608	98.56%	11	3.36%
傣	2354		12	13	0.001963%	652621	98.56%	3	0.92%
僻	2355		15	13	0.001963%	652634	98.57%	10	3.06%
勿	2356		4	13	0.001963%	652647	98.57%	4	1.22%
卸	2357		8	13	0.001963%	652660	98.57%	7	2.14%
嗓	2358		13	13	0.001963%	652673	98.57%	9	2.75%
嗚	2359		13	13	0.001963%	652686	98.57%	9	2.75%
契	2360		9	13	0.001963%	652699	98.58%	7	2.14%
妨	2361		7	13	0.001963%	652712	98.58%	12	3.67%
媳	2362		13	13	0.001963%	652725	98.58%	3	0.92%
宴	2363		10	13	0.001963%	652738	98.58%	6	1.84%
寡	2364		14	13	0.001963%	652751	98.58%	8	2.45%
審	2365		15	13	0.001963%	652764	98.58%	10	3.06%
崔	2366		11	13	0.001963%	652777	98.59%	5	1.53%
怖	2367		8	13	0.001963%	652790	98.59%	12	3.67%
拘	2368		8	13	0.001963%	652803	98.59%	11	3.36%
撈	2369		15	13	0.001963%	652816	98.59%	12	3.67%
曬	2370		23	13	0.001963%	652829	98.59%	7	2.14%
朔	2371		10	13	0.001963%	652842	98.60%	7	2.14%
桐	2372		10	13	0.001963%	652855	98.60%	4	1.22%
榴	2373		14	13	0.001963%	652868	98.60%	10	3.06%
樑	2374		15	13	0.001963%	652881	98.60%	10	3.06%
橡	2375		16	13	0.001963%	652894	98.60%	8	2.45%
潘	2376		15	13	0.001963%	652907	98.61%	7	2.14%
煥	2377		13	13	0.001963%	652920	98.61%	8	2.45%
煞	2378		13	13	0.001963%	652933	98.61%	10	3.06%
獄	2379		14	13	0.001963%	652946	98.61%	11	3.36%
盈	2380		9	13	0.001963%	652959	98.61%	10	3.06%
窺	2381		16	13	0.001963%	652972	98.62%	8	2.45%
粹	2382		14	13	0.001963%	652985	98.62%	9	2.75%
絮	2383		12	13	0.001963%	652998	98.62%	6	1.84%
辮	2384		20	13	0.001963%	653011	98.62%	5	1.53%
纖	2385		23	13	0.001963%	653024	98.62%	9	2.75%
翔	2386		12	13	0.001963%	653037	98.63%	11	3.36%
胃	2387		9	13	0.001963%	653050	98.63%	6	1.84%
脖	2388		11	13	0.001963%	653063	98.63%	6	1.84%
腸	2389		13	13	0.001963%	653076	98.63%	12	3.67%
艾	2390		6	13	0.001963%	653089	98.63%	9	2.75%
茉	2391		9	13	0.001963%	653102	98.64%	2	0.61%
蕭	2392		16	13	0.001963%	653115	98.64%	10	3.06%
蠻	2393		25	13	0.001963%	653128	98.64%	11	3.36%
裕	2394		12	13	0.001963%	653141	98.64%	10	3.06%
賢	2395		15	13	0.001963%	653154	98.64%	8	2.45%
跋	2396		12	13	0.001963%	653167	98.65%	11	3.36%
逸	2397		11	13	0.001963%	653180	98.65%	12	3.67%
鈉	2398		12	13	0.001963%	653193	98.65%	2	0.61%
陌	2399		8	13	0.001963%	653206	98.65%	11	3.36%
頸	2400		16	13	0.001963%	653219	98.65%	5	1.53%
飲	2401		12	13	0.001963%	653232	98.66%	10	3.06%
饒	2402		20	13	0.001963%	653245	98.66%	9	2.75%
魏	2403		18	13	0.001963%	653258	98.66%	3	0.92%
龕	2404		22	13	0.001963%	653271	98.66%	6	1.84%
云	2405		4	12	0.001812%	653283	98.66%	5	1.53%
侯	2406		9	12	0.001812%	653295	98.67%	10	3.06%
僱	2407		14	12	0.001812%	653307	98.67%	9	2.75%
函	2408		8	12	0.001812%	653319	98.67%	7	2.14%
厭	2409		14	12	0.001812%	653331	98.67%	10	3.06%
吆	2410		6	12	0.001812%	653343	98.67%	10	3.06%
吼	2411		7	12	0.001812%	653355	98.67%	8	2.45%
喬	2412		12	12	0.001812%	653367	98.68%	9	2.75%
嗯	2413		13	12	0.001812%	653379	98.68%	7	2.14%
嚨	2414		20	12	0.001812%	653391	98.68%	9	2.75%
囑	2415		24	12	0.001812%	653403	98.68%	8	2.45%
孕	2416		5	12	0.001812%	653415	98.68%	7	2.14%
寓	2417		12	12	0.001812%	653427	98.69%	8	2.45%
屍	2418		9	12	0.001812%	653439	98.69%	9	2.75%
巳	2419		3	12	0.001812%	653451	98.69%	9	2.75%
巷	2420		9	12	0.001812%	653463	98.69%	9	2.75%
廓	2421		14	12	0.001812%	653475	98.69%	10	3.06%
弗	2422		5	12	0.001812%	653487	98.69%	8	2.45%
役	2423		7	12	0.001812%	653499	98.70%	11	3.36%
徽	2424		17	12	0.001812%	653511	98.70%	7	2.14%
慘	2425		14	12	0.001812%	653523	98.70%	10	3.06%
慕	2426		15	12	0.001812%	653535	98.70%	10	3.06%
扔	2427		5	12	0.001812%	653547	98.70%	8	2.45%
拱	2428		9	12	0.001812%	653559	98.70%	8	2.45%
挾	2429		10	12	0.001812%	653571	98.71%	7	2.14%
捆	2430		10	12	0.001812%	653583	98.71%	8	2.45%
挽	2431		10	12	0.001812%	653595	98.71%	11	3.36%
揪	2432		12	12	0.001812%	653607	98.71%	8	2.45%
敞	2433		12	12	0.001812%	653619	98.71%	11	3.36%
暮	2434		15	12	0.001812%	653631	98.72%	11	3.36%
杏	2435		7	12	0.001812%	653643	98.72%	7	2.14%
梭	2436		11	12	0.001812%	653655	98.72%	8	2.45%
梨	2437		11	12	0.001812%	653667	98.72%	8	2.45%
椅	2438		12	12	0.001812%	653679	98.72%	9	2.75%
檐	2439		17	12	0.001812%	653691	98.72%	12	3.67%
淒	2440		11	12	0.001812%	653703	98.73%	8	2.45%
淆	2441		11	12	0.001812%	653715	98.73%	10	3.06%
澈	2442		14	12	0.001812%	653727	98.73%	10	3.06%
瀉	2443		18	12	0.001812%	653739	98.73%	11	3.36%
瀑	2444		18	12	0.001812%	653751	98.73%	6	1.84%
灼	2445		7	12	0.001812%	653763	98.74%	10	3.06%
燥	2446		17	12	0.001812%	653775	98.74%	5	1.53%
疼	2447		10	12	0.001812%	653787	98.74%	7	2.14%
盒	2448		11	12	0.001812%	653799	98.74%	6	1.84%
瞿	2449		18	12	0.001812%	653811	98.74%	1	0.31%
碳	2450		14	12	0.001812%	653823	98.74%	4	1.22%
稠	2451		13	12	0.001812%	653835	98.75%	10	3.06%
竺	2452		8	12	0.001812%	653847	98.75%	3	0.92%
糠	2453		17	12	0.001812%	653859	98.75%	2	0.61%
糟	2454		17	12	0.001812%	653871	98.75%	9	2.75%
絨	2455		12	12	0.001812%	653883	98.75%	10	3.06%
繭	2456		19	12	0.001812%	653895	98.76%	6	1.84%
缽	2457		11	12	0.001812%	653907	98.76%	6	1.84%
耗	2458		10	12	0.001812%	653919	98.76%	10	3.06%
胚	2459		9	12	0.001812%	653931	98.76%	1	0.31%
茅	2460		9	12	0.001812%	653943	98.76%	8	2.45%
荊	2461		10	12	0.001812%	653955	98.76%	9	2.75%
蘿	2462		23	12	0.001812%	653967	98.77%	4	1.22%
裹	2463		14	12	0.001812%	653979	98.77%	9	2.75%
誓	2464		14	12	0.001812%	653991	98.77%	7	2.14%
賺	2465		17	12	0.001812%	654003	98.77%	5	1.53%
趙	2466		14	12	0.001812%	654015	98.77%	9	2.75%
輿	2467		17	12	0.001812%	654027	98.78%	6	1.84%
邪	2468		6	12	0.001812%	654039	98.78%	11	3.36%
釁	2469		25	12	0.001812%	654051	98.78%	8	2.45%
釘	2470		10	12	0.001812%	654063	98.78%	9	2.75%
雀	2471		11	12	0.001812%	654075	98.78%	11	3.36%
韶	2472		14	12	0.001812%	654087	98.78%	1	0.31%
餐	2473		16	12	0.001812%	654099	98.79%	7	2.14%
魅	2474		15	12	0.001812%	654111	98.79%	7	2.14%
齒	2475		15	12	0.001812%	654123	98.79%	9	2.75%
劈	2476		15	11	0.001661%	654134	98.79%	10	3.06%
咖	2477		8	11	0.001661%	654145	98.79%	4	1.22%
哀	2478		9	11	0.001661%	654156	98.80%	8	2.45%
哼	2479		10	11	0.001661%	654167	98.80%	7	2.14%
啡	2480		11	11	0.001661%	654178	98.80%	4	1.22%
嘻	2481		15	11	0.001661%	654189	98.80%	6	1.84%
嬌	2482		15	11	0.001661%	654200	98.80%	7	2.14%
宰	2483		10	11	0.001661%	654211	98.80%	7	2.14%
屏	2484		9	11	0.001661%	654222	98.81%	10	3.06%
履	2485		15	11	0.001661%	654233	98.81%	11	3.36%
帕	2486		8	11	0.001661%	654244	98.81%	10	3.06%
悔	2487		10	11	0.001661%	654255	98.81%	10	3.06%
憎	2488		15	11	0.001661%	654266	98.81%	6	1.84%
懲	2489		19	11	0.001661%	654277	98.81%	11	3.36%
抑	2490		7	11	0.001661%	654288	98.82%	9	2.75%
拂	2491		8	11	0.001661%	654299	98.82%	10	3.06%
拐	2492		8	11	0.001661%	654310	98.82%	10	3.06%
撼	2493		16	11	0.001661%	654321	98.82%	8	2.45%
撿	2494		16	11	0.001661%	654332	98.82%	8	2.45%
斬	2495		11	11	0.001661%	654343	98.82%	11	3.36%
晝	2496		11	11	0.001661%	654354	98.83%	11	3.36%
朧	2497		20	11	0.001661%	654365	98.83%	8	2.45%
梧	2498		11	11	0.001661%	654376	98.83%	6	1.84%
榷	2499		14	11	0.001661%	654387	98.83%	4	1.22%
泄	2500		8	11	0.001661%	654398	98.83%	8	2.45%
漏	2501		14	11	0.001661%	654409	98.83%	8	2.45%
滯	2502		14	11	0.001661%	654420	98.83%	10	3.06%
澄	2503		15	11	0.001661%	654431	98.84%	8	2.45%
澎	2504		15	11	0.001661%	654442	98.84%	9	2.75%
濺	2505		18	11	0.001661%	654453	98.84%	10	3.06%
燕	2506		16	11	0.001661%	654464	98.84%	7	2.14%
瓊	2507		19	11	0.001661%	654475	98.84%	7	2.14%
眯	2508		11	11	0.001661%	654486	98.84%	8	2.45%
矗	2509		24	11	0.001661%	654497	98.85%	9	2.75%
碌	2510		13	11	0.001661%	654508	98.85%	9	2.75%
碩	2511		14	11	0.001661%	654519	98.85%	6	1.84%
祈	2512		8	11	0.001661%	654530	98.85%	8	2.45%
秩	2513		10	11	0.001661%	654541	98.85%	9	2.75%
繃	2514		17	11	0.001661%	654552	98.85%	3	0.92%
聰	2515		17	11	0.001661%	654563	98.86%	9	2.75%
肘	2516		7	11	0.001661%	654574	98.86%	4	1.22%
膚	2517		15	11	0.001661%	654585	98.86%	10	3.06%
茨	2518		10	11	0.001661%	654596	98.86%	8	2.45%
董	2519		13	11	0.001661%	654607	98.86%	7	2.14%
虧	2520		17	11	0.001661%	654618	98.86%	10	3.06%
虹	2521		9	11	0.001661%	654629	98.87%	8	2.45%
詭	2522		13	11	0.001661%	654640	98.87%	10	3.06%
謙	2523		17	11	0.001661%	654651	98.87%	8	2.45%
謹	2524		18	11	0.001661%	654662	98.87%	6	1.84%
贏	2525		20	11	0.001661%	654673	98.87%	10	3.06%
跌	2526		12	11	0.001661%	654684	98.87%	8	2.45%
軸	2527		12	11	0.001661%	654695	98.88%	7	2.14%
醇	2528		15	11	0.001661%	654706	98.88%	5	1.53%
鎌	2529		18	11	0.001661%	654717	98.88%	3	0.92%
閥	2530		14	11	0.001661%	654728	98.88%	6	1.84%
韻	2531		19	11	0.001661%	654739	98.88%	8	2.45%
駝	2532		15	11	0.001661%	654750	98.88%	8	2.45%
丫	2533		3	10	0.00151%	654760	98.89%	8	2.45%
伽	2534		7	10	0.00151%	654770	98.89%	3	0.92%
侍	2535		8	10	0.00151%	654780	98.89%	6	1.84%
俏	2536		9	10	0.00151%	654790	98.89%	4	1.22%
偵	2537		11	10	0.00151%	654800	98.89%	9	2.75%
僕	2538		14	10	0.00151%	654810	98.89%	6	1.84%
僑	2539		14	10	0.00151%	654820	98.90%	7	2.14%
剿	2540		13	10	0.00151%	654830	98.90%	6	1.84%
哎	2541		9	10	0.00151%	654840	98.90%	7	2.14%
哄	2542		9	10	0.00151%	654850	98.90%	6	1.84%
嗨	2543		13	10	0.00151%	654860	98.90%	6	1.84%
媚	2544		12	10	0.00151%	654870	98.90%	7	2.14%
廈	2545		13	10	0.00151%	654880	98.90%	7	2.14%
彙	2546		13	10	0.00151%	654890	98.91%	1	0.31%
彥	2547		9	10	0.00151%	654900	98.91%	4	1.22%
惟	2548		11	10	0.00151%	654910	98.91%	6	1.84%
懈	2549		16	10	0.00151%	654920	98.91%	7	2.14%
扁	2550		9	10	0.00151%	654930	98.91%	10	3.06%
抒	2551		7	10	0.00151%	654940	98.91%	7	2.14%
摔	2552		14	10	0.00151%	654950	98.92%	8	2.45%
斐	2553		12	10	0.00151%	654960	98.92%	1	0.31%
杭	2554		8	10	0.00151%	654970	98.92%	5	1.53%
枚	2555		8	10	0.00151%	654980	98.92%	8	2.45%
柜	2556		9	10	0.00151%	654990	98.92%	2	0.61%
棘	2557		12	10	0.00151%	655000	98.92%	4	1.22%
槽	2558		15	10	0.00151%	655010	98.92%	5	1.53%
欠	2559		4	10	0.00151%	655020	98.93%	7	2.14%
淹	2560		11	10	0.00151%	655030	98.93%	9	2.75%
涵	2561		11	10	0.00151%	655040	98.93%	5	1.53%
湯	2562		12	10	0.00151%	655050	98.93%	7	2.14%
湃	2563		12	10	0.00151%	655060	98.93%	9	2.75%
潰	2564		15	10	0.00151%	655070	98.93%	8	2.45%
澳	2565		16	10	0.00151%	655080	98.93%	7	2.14%
濫	2566		17	10	0.00151%	655090	98.94%	10	3.06%
炔	2567		8	10	0.00151%	655100	98.94%	1	0.31%
烷	2568		11	10	0.00151%	655110	98.94%	1	0.31%
焚	2569		12	10	0.00151%	655120	98.94%	9	2.75%
疇	2570		19	10	0.00151%	655130	98.94%	7	2.14%
疤	2571		9	10	0.00151%	655140	98.94%	3	0.92%
瞬	2572		17	10	0.00151%	655150	98.95%	7	2.14%
矩	2573		10	10	0.00151%	655160	98.95%	7	2.14%
硝	2574		12	10	0.00151%	655170	98.95%	6	1.84%
磁	2575		14	10	0.00151%	655180	98.95%	9	2.75%
碾	2576		15	10	0.00151%	655190	98.95%	6	1.84%
禍	2577		13	10	0.00151%	655200	98.95%	7	2.14%
禾	2578		5	10	0.00151%	655210	98.95%	6	1.84%
稚	2579		13	10	0.00151%	655220	98.96%	9	2.75%
竇	2580		20	10	0.00151%	655230	98.96%	3	0.92%
竊	2581		23	10	0.00151%	655240	98.96%	6	1.84%
笨	2582		11	10	0.00151%	655250	98.96%	9	2.75%
筍	2583		12	10	0.00151%	655260	98.96%	7	2.14%
篙	2584		16	10	0.00151%	655270	98.96%	4	1.22%
篩	2585		16	10	0.00151%	655280	98.96%	7	2.14%
紳	2586		11	10	0.00151%	655290	98.97%	6	1.84%
翹	2587		18	10	0.00151%	655300	98.97%	7	2.14%
脊	2588		10	10	0.00151%	655310	98.97%	8	2.45%
膊	2589		14	10	0.00151%	655320	98.97%	9	2.75%
舵	2590		11	10	0.00151%	655330	98.97%	6	1.84%
芒	2591		7	10	0.00151%	655340	98.97%	8	2.45%
苔	2592		9	10	0.00151%	655350	98.98%	3	0.92%
蔚	2593		15	10	0.00151%	655360	98.98%	7	2.14%
蕊	2594		16	10	0.00151%	655370	98.98%	7	2.14%
藤	2595		19	10	0.00151%	655380	98.98%	9	2.75%
蘊	2596		20	10	0.00151%	655390	98.98%	6	1.84%
蟒	2597		17	10	0.00151%	655400	98.98%	3	0.92%
蠅	2598		19	10	0.00151%	655410	98.98%	5	1.53%
裳	2599		14	10	0.00151%	655420	98.99%	10	3.06%
誦	2600		14	10	0.00151%	655430	98.99%	8	2.45%
賬	2601		15	10	0.00151%	655440	98.99%	6	1.84%
踞	2602		15	10	0.00151%	655450	98.99%	6	1.84%
蹦	2603		18	10	0.00151%	655460	98.99%	7	2.14%
躁	2604		20	10	0.00151%	655470	98.99%	9	2.75%
轎	2605		19	10	0.00151%	655480	99.00%	5	1.53%
辰	2606		7	10	0.00151%	655490	99.00%	9	2.75%
鄙	2607		13	10	0.00151%	655500	99.00%	6	1.84%
鉛	2608		13	10	0.00151%	655510	99.00%	9	2.75%
銘	2609		14	10	0.00151%	655520	99.00%	10	3.06%
鍾	2610		17	10	0.00151%	655530	99.00%	7	2.14%
陀	2611		7	10	0.00151%	655540	99.00%	6	1.84%
隘	2612		12	10	0.00151%	655550	99.01%	7	2.14%
霄	2613		15	10	0.00151%	655560	99.01%	7	2.14%
饑	2614		20	10	0.00151%	655570	99.01%	7	2.14%
髒	2615		22	10	0.00151%	655580	99.01%	7	2.14%
鬚	2616		22	10	0.00151%	655590	99.01%	6	1.84%
儂	2617		15	9	0.001359%	655599	99.01%	2	0.61%
儒	2618		16	9	0.001359%	655608	99.01%	3	0.92%
兌	2619		7	9	0.001359%	655617	99.02%	7	2.14%
卓	2620		8	9	0.001359%	655626	99.02%	9	2.75%
卜	2621		2	9	0.001359%	655635	99.02%	7	2.14%
卿	2622		10	9	0.001359%	655644	99.02%	6	1.84%
吏	2623		6	9	0.001359%	655653	99.02%	5	1.53%
喇	2624		12	9	0.001359%	655662	99.02%	7	2.14%
噓	2625		15	9	0.001359%	655671	99.02%	6	1.84%
址	2626		7	9	0.001359%	655680	99.03%	6	1.84%
埠	2627		11	9	0.001359%	655689	99.03%	7	2.14%
塢	2628		13	9	0.001359%	655698	99.03%	2	0.61%
妖	2629		7	9	0.001359%	655707	99.03%	8	2.45%
宛	2630		8	9	0.001359%	655716	99.03%	8	2.45%
庸	2631		11	9	0.001359%	655725	99.03%	6	1.84%
廉	2632		13	9	0.001359%	655734	99.03%	8	2.45%
彗	2633		11	9	0.001359%	655743	99.03%	2	0.61%
恍	2634		9	9	0.001359%	655752	99.04%	7	2.14%
悍	2635		10	9	0.001359%	655761	99.04%	7	2.14%
惱	2636		12	9	0.001359%	655770	99.04%	7	2.14%
愚	2637		13	9	0.001359%	655779	99.04%	8	2.45%
戚	2638		11	9	0.001359%	655788	99.04%	8	2.45%
扳	2639		7	9	0.001359%	655797	99.04%	3	0.92%
拌	2640		8	9	0.001359%	655806	99.04%	6	1.84%
拙	2641		8	9	0.001359%	655815	99.05%	8	2.45%
拇	2642		8	9	0.001359%	655824	99.05%	6	1.84%
挪	2643		10	9	0.001359%	655833	99.05%	7	2.14%
揑	2644		12	9	0.001359%	655842	99.05%	5	1.53%
撕	2645		15	9	0.001359%	655851	99.05%	6	1.84%
擅	2646		16	9	0.001359%	655860	99.05%	6	1.84%
昭	2647		9	9	0.001359%	655869	99.05%	7	2.14%
欖	2648		25	9	0.001359%	655878	99.06%	4	1.22%
毯	2649		12	9	0.001359%	655887	99.06%	7	2.14%
氫	2650		11	9	0.001359%	655896	99.06%	5	1.53%
涯	2651		11	9	0.001359%	655905	99.06%	5	1.53%
澗	2652		15	9	0.001359%	655914	99.06%	6	1.84%
爪	2653		4	9	0.001359%	655923	99.06%	9	2.75%
