# 北京智源研究院“中文互联网语料库”（Chinese Corpora Internet, 简称CCI） 
# https://data.baai.ac.cn/details/BAAI-CCI
# https://huggingface.co/datasets/BAAI/CCI-Data/blob/main/urls/webtext.txt
# https://corpus.cybersac.cn/#/dataSetDetail?dataSetId=360
# 
# CCI语料库首期开放的数据（CCI v1.0.0）规模为 104GB（2700万文档，约400亿字符），2023年11月29日，CCI v1.0.0 发布。
# 数据集总体的时间跨度为 2001年1月至2023年11月。
# 
# cjk	char	count	freq

1	统	43127972	0.0010920556292494967
1	门	43071555	0.0010906270783675918
1	深	43024327	0.0010894312047647664
1	近	42729748	0.0010819720862323974
1	造	42718933	0.0010816982365454625
1	级	42602751	0.0010787563591226738
1	育	42551949	0.0010774699872506755
1	源	42488896	0.0010758734043278552
1	调	42400024	0.0010736230511723054
1	责	42399372	0.0010736065416951089
1	防	42258472	0.001070038772773323
1	示	42186283	0.0010682108545994775
1	改	42183548	0.0010681416008876175
1	利	42117045	0.0010664576595348458
1	监	41960462	0.0010624927769153994
1	求	41881988	0.0010605057144713382
1	当	41879694	0.0010604476274457414
1	集	41751562	0.001057203160678628
1	件	41729277	0.0010566388758637096
1	物	41614420	0.001053730549142279
1	向	41323283	0.0010463585864695893
1	得	41235483	0.0010441353777305346
1	专	41128504	0.001041426532084802
1	院	41007254	0.0010383563263944788
1	书	40982801	0.001037737145035753
1	之	40915834	0.0010360414546071851
1	外	40651218	0.0010293410377086236
1	投	40615945	0.001028447880056543
1	特	40469125	0.0010247302091332172
1	济	40000704	0.0010128691879400882
1	坚	39918935	0.0010107986918651021
1	单	39434321	0.0009985276431194502
1	解	39331892	0.0009959340093161173
1	天	39299983	0.0009951260324635603
1	南	39273331	0.0009944511696012223
1	台	39235347	0.0009934893659480986
1	运	39214814	0.0009929694440228252
1	所	39134740	0.0009909418675242937
1	意	39076059	0.0009894559892553135
1	效	39062026	0.0009891006556763252
1	十	38923347	0.0009855891253264008
1	研	38862957	0.0009840599729829896
1	二	38832850	0.0009832976250842799
1	环	38765539	0.0009815932241340006
1	据	38749981	0.0009811992755968456
1	供	38696896	0.000979855095233375
1	也	38489544	0.0009746046763443036
1	从	38454764	0.0009737240020852567
1	查	38446929	0.0009735256098247726
1	支	38368977	0.0009715517650909824
1	他	38352627	0.0009711377620968645
1	习	38180427	0.0009667774369845044
1	名	38159724	0.0009662532104409435
1	东	37758190	0.000956085853973659
1	问	37638195	0.0009530474264948108
1	县	37504605	0.0009496647561593858
1	子	37305891	0.0009446330625218856
1	结	37075344	0.0009387953164494159
1	山	36457600	0.0009231532451589991
1	收	36220022	0.0009171374651384168
1	精	36054104	0.0009129362083324204
1	传	36013590	0.0009119103418306657
1	广	35901087	0.0009090616214118745
1	并	35864500	0.0009081351915925602
1	优	35818173	0.0009069621324666583
1	构	35683970	0.0009035639401841144
1	北	35618637	0.0009019096247336741
1	指	35548981	0.000900145845372312
0	%	35472710	0.0008982145657169994
1	车	35461653	0.000897934588279326
1	术	35283232	0.0008934167394589288
1	正	35257342	0.0008927611714150322
1	营	35164428	0.0008904084696293769
1	案	35077078	0.0008881966554681421
1	态	34744259	0.0008797692510339343
1	线	34730798	0.0008794284012294193
1	决	34695165	0.0008785261279150828
1	护	34566614	0.0008752710515299551
1	流	34544642	0.0008747146922769424
1	步	34529970	0.0008743431783974503
1	医	34359590	0.0008700289380220501
1	最	34130564	0.0008642297056226112
1	确	33832228	0.0008566754550260893
1	准	33744757	0.0008544605769894851
1	续	33724942	0.0008539588357461552
1	费	33710057	0.0008535819284331617
1	升	33685825	0.0008529683430782098
1	落	33206108	0.0008408212926605208
1	证	33149730	0.0008393937293086936
1	限	33054088	0.0008369719510601666
1	风	33007081	0.0008357816734611149
1	处	32962920	0.0008346634602364521
1	色	32839606	0.0008315409914158622
1	府	32827710	0.000831239769420876
1	起	32821658	0.0008310865250098422
1	着	32781348	0.0008300658240500325
1	群	32673301	0.0008273299352729409
1	华	32408399	0.0008206222764871429
0	e	32327331	0.0008185695306322717
1	完	32322967	0.0008184590285487042
1	境	32125518	0.0008134593663355196
1	接	32043160	0.0008113739560242318
1	整	31894382	0.000807606706026748
0	-	31892603	0.0008075616594624339
1	做	31765698	0.0008043482619108424
1	州	31763293	0.0008042873642227168
1	股	31634221	0.0008010190954486022
1	西	31580591	0.0007996611149853276
1	格	31372322	0.000794387476478788
1	江	31117928	0.0007879458937457233
1	种	31030314	0.0007857273947655008
1	众	30830266	0.0007806619225350861
1	打	30738300	0.0007783332253267045
1	美	30448995	0.0007710076512463832
1	战	30259165	0.000766200911896329
1	范	30220248	0.0007652154834851925
1	协	30161342	0.0007637239079273024
1	说	30056562	0.0007610707437851822
1	策	30017842	0.0007600903036670022
1	检	29886139	0.0007567554145945681
1	四	29882469	0.0007566624854821269
1	域	29830404	0.0007553441328283811
1	比	29809770	0.0007548216534534192
1	控	29732376	0.0007528619379961254
1	息	29695391	0.0007519254303057617
1	乡	29630760	0.0007502888903967201
1	告	29617599	0.0007499556369774184
1	条	29459233	0.0007459456065085216
1	常	29350001	0.000743179712009838
1	采	29237130	0.0007403216733585186
1	需	29061769	0.0007358813076672957
1	团	28955940	0.0007332015814982135
1	至	28954857	0.000733174158547594
1	引	28900617	0.0007318007321010526
1	口	28725946	0.00072737783809582
1	融	28669294	0.0007259433367121649
1	放	28530920	0.0007224395293538738
1	已	28288037	0.0007162894199214385
1	价	28236884	0.0007149941602787407
1	两	28057449	0.000710450635676323
1	如	28039180	0.000709988041138125
1	还	28030695	0.0007097731900430125
1	权	27986294	0.0007086488997101791
1	取	27975920	0.0007083862167095076
1	都	27956491	0.0007078942494818187
1	疫	27806416	0.00070409415777893
1	号	27460183	0.0006953270936405573
1	老	27400792	0.0006938232372599058
1	参	27062570	0.0006852590219280088
1	里	26975324	0.0006830498411803144
1	际	26903193	0.0006812233916409436
1	达	26824750	0.0006792371141566878
1	形	26802805	0.0006786814385783443
1	划	26788506	0.0006783193695378006
1	职	26746228	0.0006772488362909925
1	义	26723512	0.0006766736380026512
1	快	26656136	0.0006749675911689091
1	消	26579926	0.0006730378561119232
1	果	26362826	0.000667540605345992
1	转	26199576	0.0006634069057258248
1	织	26149253	0.0006621326627488834
1	游	26108527	0.0006611014281349114
1	类	26051305	0.0006596524936193513
1	积	26044071	0.0006594693194505776
1	先	26007465	0.0006585424085268665
1	助	25909628	0.0006560650500598632
1	购	25812769	0.0006536124558086547
1	干	25784879	0.0006529062451966703
1	户	25711774	0.0006510551327266408
1	型	25693036	0.0006505806625062261
1	受	25647868	0.0006494369507485311
1	队	25586076	0.0006478722979648902
1	况	25568390	0.0006474244657352898
1	核	25543181	0.0006467861414858271
1	备	25489947	0.0006454381882510339
1	无	25297571	0.000640566980911804
1	认	25289529	0.000640363347145523
1	带	25225977	0.0006387541289019648
1	复	25155281	0.000636964015405197
0	i	25095830	0.000635458639747503
1	布	24931207	0.0006312901740043435
0	n	24854395	0.0006293451955343632
1	此	24782206	0.000627517277360518
1	园	24754527	0.0006268164095394668
1	手	24632621	0.0006237295930868107
0	t	24557163	0.0006218188996354258
1	校	24556164	0.000621793603672666
1	感	24498739	0.0006203395289364449
1	原	24431192	0.0006186291521631314
1	京	24391208	0.0006176167059419199
1	把	24387682	0.0006175274230943811
1	具	24000538	0.0006077244399044883
1	审	23987061	0.0006073831849594287
1	而	23935561	0.0006060791388311676
1	今	23754987	0.0006015067732862239
0	a	23641186	0.0005986251858407437
0	o	23581166	0.0005971054023724287
1	节	23522722	0.0005956255252477667
1	险	23298298	0.0005899428213974979
1	镇	23142923	0.0005860085268891764
1	使	23038915	0.0005833749107783382
1	健	23037128	0.0005833296616437518
1	神	22652312	0.0005735856264031131
1	或	22623963	0.0005728677933217525
1	思	22506830	0.0005699018353578381
1	由	22399104	0.0005671740747129246
1	让	22334122	0.0005655286470331836
1	知	22248704	0.0005633657535927216
1	障	22235993	0.0005630438947512395
1	极	22197816	0.0005620772040902954
1	五	22191362	0.000561913780523076
1	考	22147407	0.0005608007834829263
1	气	22141752	0.000560657591621658
0	—	22128646	0.0005603257308729786
1	兴	22127328	0.0005602923574206087
1	变	22111827	0.0005598998521966442
1	革	22022786	0.000557645219744091
1	想	21891784	0.0005543280808917717
1	验	21884308	0.0005541387789722594
1	亿	21783670	0.0005515904955886491
1	预	21779386	0.000551482019207805
1	未	21767972	0.0005511930020717279
1	河	21656590	0.0005483726668123499
1	断	21611033	0.0005472191050751618
1	清	21464440	0.000543507182083314
1	看	21392273	0.0005416798209777177
1	例	21358581	0.0005408266962757104
1	才	21331426	0.0005401390968074982
1	旅	21192595	0.0005366237176223992
1	因	21137684	0.0005352333005942644
1	举	21108404	0.0005344918933974589
1	见	21093061	0.0005341033889363733
1	严	20992964	0.0005315688043674307
1	模	20845773	0.0005278417392477246
1	养	20695584	0.0005240387609184549
1	势	20525432	0.0005197302937958167
1	视	20494065	0.0005189360410792115
1	究	20393188	0.0005163817059087147
1	识	20338741	0.0005150030379563763
1	头	20258058	0.0005129600407958622
1	然	20216634	0.0005119111319256275
1	青	20184763	0.0005111041172818643
1	批	20152833	0.0005102956086823424
1	督	20102256	0.0005090149340992539
1	易	20091716	0.0005087480477654312
1	培	20072114	0.0005082516999556026
1	房	19985752	0.0005060649032230031
1	身	19939696	0.0005048987061650771
1	善	19928504	0.0005046153103540577
1	负	19900298	0.0005039010982163154
1	站	19857426	0.0005028155241267851
1	林	19723722	0.0004994299671649792
1	回	19684127	0.0004984273709232608
1	份	19560144	0.0004952879621636456
1	军	19509975	0.0004940176186644471
1	居	19509428	0.000494003767922075
1	排	19442331	0.0004923047857265813
1	智	19219105	0.00048665241677459695
1	志	19196219	0.00048607291386796816
1	评	19131423	0.00048443219594705944
1	依	19089157	0.00048336196655565986
1	影	19021795	0.0004816562742198944
1	康	18971684	0.00048038739935517044
1	师	18964062	0.0004801944005281878
1	历	18957251	0.0004800219372625648
1	益	18930636	0.0004793480112877363
1	界	18887458	0.00047825468888528866
1	宣	18874428	0.0004779247525541966
0	r	18858619	0.0004775244483747465
1	字	18844722	0.0004771725584903884
1	首	18793922	0.00047588623726095813
1	世	18748114	0.000474726319881475
1	稳	18675750	0.000472893970482922
1	选	18656840	0.0004724151450016518
1	观	18647922	0.0004721893297905483
1	照	18641419	0.0004720246654804108
1	张	18543825	0.0004695534600854301
1	注	18538130	0.00046940925537280006
1	层	18521624	0.0004689913022583714
1	被	18403234	0.00046599351544041376
1	促	18323254	0.00046396831914258236
1	难	18308223	0.00046358771492211847
1	别	18255392	0.000462249966164795
1	该	18217605	0.00046129315080462805
1	史	18201155	0.00046087661568210587
1	每	18194008	0.00046069564446504405
1	围	18168383	0.00046004678656141906
0	/	18130471	0.0004590868060407466
1	率	18130312	0.0004590827799565836
1	配	18045827	0.0004569435112741345
1	央	18031288	0.00045657536512542016
1	测	17979447	0.0004552626844393002
1	根	17939049	0.0004542397552064946
1	食	17914714	0.00045362356175928623
1	按	17895105	0.0004531270367004693
1	察	17855627	0.00045212740304898414
1	住	17831069	0.00045150556295543395
1	执	17697083	0.00044811286539152756
1	病	17681668	0.0004477225377979908
1	超	17571519	0.0004449334236818389
1	直	17510958	0.00044339994139885614
0	s	17508689	0.0004433424874053605
1	少	17309948	0.00043831011009319115
1	容	17279371	0.00043753586119098074
1	约	17272563	0.00043736347388920985
1	值	17061622	0.0004320221769117049
1	走	17059598	0.00043197092663280006
1	充	17055819	0.0004318752375003981
1	去	17009061	0.0004306912649010733
1	速	16959151	0.0004294274796144421
1	包	16892136	0.00042773057376424
1	招	16883844	0.0004275206096769479
1	真	16857600	0.0004268560778984997
1	周	16707814	0.00042306330404669965
1	论	16688804	0.00042258194643702505
1	称	16686224	0.0004225166175241918
1	置	16636521	0.0004212580737433577
0	'	16604828	0.00042045556628815425
1	措	16574127	0.0004196781775467224
1	空	16574042	0.00041967602523757864
1	命	16493252	0.00041763031869967174
1	非	16468582	0.00041700564262230863
1	副	16437345	0.00041621468167262924
1	景	16428903	0.00041600091939273065
1	红	16412664	0.00041558972706114166
1	给	16407072	0.00041544813044076817
1	财	16315122	0.0004131198383729313
1	样	16311269	0.00041302227546551013
1	响	16297527	0.00041267431038017883
1	承	16294289	0.0004125923200624447
1	客	16231291	0.0004109971298102469
1	律	16231258	0.0004109962942078734
1	话	16209155	0.00041043661786665104
1	百	16055982	0.00040655808082579425
1	获	15978998	0.0004046087470949584
1	础	15873504	0.0004019375035560309
1	阳	15848521	0.0004013049019167621
1	绿	15848229	0.00040129750810182125
1	显	15788857	0.00039979413282556665
1	销	15759666	0.00039905497922304106
1	抓	15697662	0.00039748495832718294
1	光	15660725	0.0003965496660584533
1	药	15625375	0.0003956545586675013
1	维	15616755	0.00039543628919904285
1	球	15615292	0.00039539924416048664
1	试	15566499	0.0003941637427481325
1	但	15556186	0.0003939026043457877
1	王	15534746	0.0003933597160158864
1	反	15525815	0.00039313357162809034
1	些	15519324	0.00039296921117336136
1	列	15481265	0.0003920055084239344
1	存	15365469	0.00038907340501678664
1	切	15311940	0.0003877179820032006
1	料	15259617	0.00038639309645817143
1	聚	15170604	0.0003841391730015715
1	装	15155015	0.0003837444395046111
1	请	15151621	0.00038365849906656606
1	讲	15149266	0.0003835988674426427
1	款	15147493	0.00038355397280603285
1	功	14977248	0.00037924315080397854
1	争	14912125	0.00037759415282318746
1	段	14864130	0.00037637885779550034
1	族	14823334	0.0003753458506916453
1	足	14806602	0.00037492217496702267
1	挥	14781415	0.00037428440778580893
1	互	14711971	0.00037252599653666413
1	土	14674027	0.00037156520573490223
1	额	14607120	0.0003698710345833768
1	疗	14572959	0.00036900603419915307
0	…	14516724	0.0003675820917909442
1	担	14461699	0.0003661887881364284
1	银	14433570	0.00036547652573755743
1	湖	14393237	0.0003644552423882147
1	低	14357130	0.0003635409667852415
1	赛	14317228	0.0003625305969093217
1	纪	14113446	0.00035737057500428705
1	满	14041003	0.00035553622522429456
0	c	13944104	0.00035308261812172444
1	突	13904395	0.0003520771352536251
1	补	13883390	0.00035154526168228287
1	卫	13854242	0.0003508071968949712
1	双	13796577	0.00034934704505057955
1	富	13766863	0.000348594648416499
1	街	13748050	0.00034811827909978106
1	则	13642870	0.00034545498644404334
1	训	13506546	0.0003420030877180423
1	牌	13504420	0.00034194925466816495
1	售	13477001	0.0003412549703809652
1	热	13476064	0.00034123124433781604
1	综	13425267	0.0003399449990722379
1	贯	13388785	0.0003390212279877482
1	室	13375620	0.00033868787328331025
1	余	13361282	0.0003383248167126888
1	福	13341184	0.0003378159095459744
1	图	13288352	0.0003364781354673669
1	贫	13208112	0.0003344463556356841
1	越	13193970	0.00033408826203673526
1	再	13187098	0.00033391425417278556
1	很	13151667	0.00033301709575782605
1	税	13136870	0.0003326424167178284
1	略	13126338	0.000332375732954278
1	算	13069132	0.0003309272035792625
1	警	13054163	0.00033054816927840933
1	李	13017126	0.00032961034488127527
1	较	12996038	0.00032907636964335746
1	花	12974679	0.00032853553233746374
1	象	12959634	0.0003281545736190232
1	港	12939981	0.0003276569344237084
1	没	12936443	0.00032756734772076106
1	届	12912328	0.00032695672495604235
1	减	12810176	0.00032437010514838955
1	始	12808931	0.00032433858014975487
1	马	12741745	0.0003226373443599812
1	致	12726992	0.0003222637794564815
1	均	12684029	0.0003211759011301033
1	边	12629075	0.00031978439528675465
1	必	12626996	0.00031973175233722737
1	编	12614101	0.00031940523437948125
1	席	12598411	0.0003190079434328324
1	除	12515458	0.0003169074669575385
0	h	12507712	0.00031671132829133445
1	紧	12437545	0.00031493460975382594
1	普	12404192	0.00031409006896710963
1	克	12348636	0.00031268331971076656
1	络	12347036	0.0003126428056562963
1	春	12276553	0.00031085808559302985
1	违	12152788	0.0003077241968733362
1	龙	12147328	0.00030758594266245653
1	申	12020201	0.00030436692378580727
1	德	12013066	0.000304186256424154
1	底	12006106	0.00030401002028720845
0	l	12002141	0.0003039096213959744
1	连	11975879	0.0003032446338344134
1	云	11892172	0.0003011250651109504
1	彻	11886280	0.0003009758721053637
1	链	11863169	0.0003003906719098251
0	?	11858534	0.0003002733077582816
1	降	11809691	0.0002990365402817252
1	介	11705875	0.0002964077858574234
0	A	11685389	0.00029588905403249996
1	修	11677213	0.00029568202721415705
1	黄	11608761	0.0002939487346787838
1	票	11554521	0.00029257530823224246
1	终	11488198	0.00029089592471059873
1	急	11451231	0.0002899598728033477
1	材	11343510	0.00028723223876485446
1	细	11325806	0.0002867839507521412
1	女	11311357	0.00028641808351899086
1	片	11310293	0.0002863911416727681
1	念	11261661	0.00028515971698714506
1	困	11258445	0.00028507828373765986
1	航	11242700	0.0002846796001203886
1	序	11212802	0.000283922544370044
1	班	11180179	0.0002830964881206797
1	何	11142877	0.00028215195358327405
1	儿	11131251	0.00028185756833497966
1	米	11066613	0.00028022085117694986
1	艺	11062475	0.0002801160717035762
1	随	11013267	0.0002788700619583438
1	士	10998367	0.00027849277482608966
1	只	10981326	0.00027806127482469747
1	宁	10923254	0.00027659081721769993
1	苏	10868657	0.000275208351072755
1	享	10854519	0.0002748503587589423
1	帮	10843004	0.00027455878417317675
1	送	10804141	0.0002735747231113785
1	六	10780038	0.00027296440420206835
0	P	10767299	0.00027264183636463305
1	乐	10742054	0.0002720026005489447
1	播	10697053	0.00027086311744568505
1	素	10688190	0.00027063869490520393
1	属	10685265	0.0002705646301493755
1	破	10670198	0.000270183114362686
1	署	10629193	0.0002691448151104658
1	爱	10526712	0.00026654986460036254
1	便	10497449	0.00026580888786538584
1	初	10492390	0.00026568078748940774
1	践	10488751	0.00026558864333677196
0	m	10455695	0.00026475162297141667
1	微	10453379	0.00026469297887757103
0	C	10446193	0.00026451102013043154
1	贸	10431180	0.0002641308716930804
1	励	10416446	0.00026375778789397753
1	染	10408586	0.00026355876260139246
0	d	10396625	0.00026325589472294336
1	临	10351614	0.0002621161584068432
1	征	10315251	0.0002611954005551548
1	己	10299534	0.00026079742593383676
1	良	10273436	0.000260136591062859
1	古	10231055	0.0002590634497237943
1	诉	10218717	0.00025875103572126063
1	密	10217543	0.0002587213085337931
1	激	10202173	0.00025833212039803833
1	离	10156077	0.0002571649104887506
1	振	10126454	0.00025641481809151803
1	托	10119226	0.0002562317958504487
1	望	10087236	0.0002554217679738842
1	召	10087183	0.0002554204259458299
1	石	10062290	0.00025479010322212504
1	某	10061222	0.00025476306009076616
0	g	10043643	0.00025431793723855835
1	券	10037499	0.00025416236326939265
1	博	10033921	0.00025407176371508355
1	铁	10030313	0.00025398040452225316
1	货	10025302	0.00025385351956790916
1	馆	10019085	0.0002536960971450082
1	愿	9963163	0.00025228008029870504
1	奋	9948078	0.00025189810872890275
1	器	9875348	0.0002500564917403897
1	守	9843339	0.0002492459827594284
1	即	9831419	0.0002489441530536251
1	访	9830590	0.0002489231617091527
1	远	9822698	0.0002487233261354782
1	庆	9803075	0.0002482264465786847
1	索	9793982	0.00024799620014287347
1	店	9788790	0.0002478647320361175
1	亚	9778120	0.0002475945539353691
1	继	9755463	0.0002470208496027864
1	火	9721911	0.0002461712698805454
0	p	9712898	0.00024594304914745763
1	占	9694231	0.0002454703767382101
1	斗	9691729	0.0002454070228855323
0	"	"	9657035	0.0002445285262569131
1	演	9623827	0.00024368765705638318
1	厅	9608335	0.000243295379723975
1	涉	9482128	0.00024009965642864616
1	救	9460363	0.0002395485386814306
1	绍	9427484	0.00023871600018335112
1	白	9421580	0.0002385665033223559
1	陈	9417550	0.000238464458547659
1	课	9363926	0.00023710663001208873
1	往	9363911	0.00023710625019282807
1	纳	9358379	0.0002369661728494972
1	状	9309279	0.00023572289780294156
1	扶	9295272	0.0002353682225773386
1	章	9239764	0.00023396268874262963
1	丰	9162393	0.00023200355567486882
1	温	9156455	0.0002318531978902161
1	斯	9126956	0.00023110624533220504
1	许	9107270	0.00023060777053451675
1	友	9035330	0.00022878615736039837
